Gene = Apobec4
index = 128
Annotated 5SS: [214]
Annotated 3SS: [5641]
SMsplice 5SS: [214]
SMsplice 3SS: [5641]
top_k =  1000
Partition function (log Z): -11.359096576242596

Sorted 5' Splice Sites (High to Low Probability):
Position 214: 0.6787189479762064
Position 112: 0.20444505127620244
Position 5398: 0.10509868516167943
Position 188: 0.07965767100416561
Position 5567: 0.064623401897818
Position 2863: 0.03357823949867818
Position 3027: 0.024433695660576522
Position 4540: 0.024416729355103587
Position 657: 0.017576128367176976
Position 5091: 0.015945678925619603
Position 5330: 0.013062686154065997
Position 923: 0.012895189845576133
Position 634: 0.01105559904252192
Position 84: 0.009738997347998638
Position 2436: 0.007608950648888024
Position 5706: 0.003143835955884553
Position 2526: 0.0029912382033457446
Position 3624: 0.002894488505040919
Position 4455: 0.0024994964316985106
Position 5538: 0.0022318697316142154
Position 363: 0.002171296128997419
Position 6337: 0.002086721403621497
Position 5845: 0.00196982764842706
Position 6793: 0.0016689971846959078
Position 6596: 0.0016455589313490735
Position 2876: 0.001550579438847848
Position 4535: 0.0014100934335612586
Position 2060: 0.0012396738424126977
Position 4030: 0.0010136662461263045
Position 2788: 0.0009963704069788446
Position 611: 0.0009298828571363474
Position 4397: 0.0009062010614729445
Position 1692: 0.0008887129662146306
Position 969: 0.0008623186370869043
Position 5839: 0.0008570170700284701
Position 2432: 0.0008149360820723338
Position 6218: 0.0008086815106789815
Position 3300: 0.0006896816146908675
Position 2827: 0.0006425243010076191
Position 452: 0.0006052062996687134
Position 129: 0.0003819388858378638
Position 1740: 0.00034728543900620115
Position 2483: 0.00034089625236778583
Position 928: 0.000275415439122073
Position 302: 0.00026845430289773527
Position 168: 0.00026414808200595424
Position 1319: 0.00024642764600847476
Position 5065: 0.0002440972771889053
Position 5170: 0.0002253012937157361
Position 6180: 0.00020742331535734032
Position 97: 0.00020583779636352073
Position 1771: 0.0001927907892004196
Position 234: 0.0001742425489743218
Position 359: 2.9235257076521712e-05
Position 1070: 2.9159290540049305e-05
Position 1289: 1.2220164341941206e-05
Position 367: 1.1699240168189434e-05
Position 2188: 4.0642438150802574e-06
Position 2363: 4.029398991765632e-06
Position 1468: 4.009948165395663e-06
Position 1514: 3.2548280376584408e-06
Position 576: 3.2247769610539867e-06
Position 440: 3.090285185105204e-06
Position 186: 2.812899889012864e-06
Position 389: 2.2998358455573272e-06
Position 346: 1.6505582828692468e-06
Position 350: 1.3631008346420126e-06
Position 361: 1.2149438630589135e-06
Position 426: 1.0163727094405786e-06
Position 406: 9.706874902869881e-07
Position 2917: 9.266089214030426e-07
Position 2779: 9.244756512278154e-07
Position 391: 7.810301705144151e-07
Position 521: 6.591551121567475e-07
Position 311: 3.32227645954751e-07
Position 81: 2.6399192945994337e-07
Position 1136: 2.14844445358084e-07
Position 564: 1.9244907130755321e-07
Position 373: 1.7638282388357722e-07
Position 567: 1.59922843300024e-07
Position 1267: 9.634629571902172e-08
Position 619: 7.65319581430154e-08
Position 1201: 7.082680610916888e-08
Position 995: 6.154061249002388e-08
Position 815: 5.478712211146723e-08
Position 237: 5.1690747401232345e-08
Position 1252: 4.5422312816136436e-08
Position 1260: 3.7581781384243174e-08
Position 1305: 3.555201100231453e-08
Position 1269: 2.2339478282193704e-08
Position 1323: 1.713170700207729e-08
Position 935: 1.669543609396689e-08
Position 1258: 1.2159899442384161e-08
Position 371: 9.929224751262586e-09
Position 899: 9.316413618712968e-09
Position 1005: 7.389192394968382e-11
Position 1297: 2.8298012006090435e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5641: 0.5741432529972672
Position 5426: 0.09515966358623217
Position 5254: 0.07695473312644882
Position 2681: 0.055802034946826534
Position 6136: 0.04483753387223434
Position 762: 0.041300851486054155
Position 5377: 0.033976140899865497
Position 4975: 0.026237488673333656
Position 1398: 0.026170321632025106
Position 4858: 0.0215995680277067
Position 6836: 0.020782907635211244
Position 5750: 0.020056909261634982
Position 5233: 0.018769014926779633
Position 2915: 0.018323236442104984
Position 5783: 0.01830811799016497
Position 5217: 0.017102751387098398
Position 6666: 0.01478204027830085
Position 3534: 0.012477260228122402
Position 2335: 0.012366374723791993
Position 5203: 0.01204587126413518
Position 4418: 0.00983146346532718
Position 5649: 0.009737278645680367
Position 5510: 0.009059662305168678
Position 1328: 0.008751047168255005
Position 5397: 0.008647152069501817
Position 4436: 0.008627349092716063
Position 506: 0.007191393648277636
Position 4979: 0.007157921696197257
Position 5094: 0.006619961371758918
Position 1904: 0.00600562125843355
Position 6543: 0.005577629605367884
Position 1252: 0.0047861681327372035
Position 302: 0.004785491043653797
Position 5611: 0.0047242853345803035
Position 2381: 0.004444849190602759
Position 5010: 0.0036737079147063285
Position 4470: 0.003650710308969212
Position 3893: 0.003365709040967214
Position 6170: 0.003104082744669475
Position 6635: 0.0029264517000484416
Position 2988: 0.002792411874354139
Position 4075: 0.002668137028399937
Position 6368: 0.0023958462740296498
Position 5449: 0.0022790869148486266
Position 6371: 0.002251743789119973
Position 4445: 0.002112050418628638
Position 5170: 0.002088511932999818
Position 6961: 0.0019992225773046318
Position 4498: 0.0019002002058876393
Position 5596: 0.0017995837531979211
Position 4335: 0.001696806886812622
Position 3115: 0.001671350865851894
Position 1679: 0.0015269068359815981
Position 406: 0.0013876463721410935
Position 6336: 0.0013132209676056691
Position 6304: 0.0011545770173262081
Position 6217: 0.0011285008973415498
Position 2100: 0.000990408927947657
Position 4950: 0.000988193480811942
Position 2722: 0.00098795500062557
Position 1063: 0.0009658647719348758
Position 2362: 0.0009607704132739808
Position 6461: 0.0009293140432731289
Position 6314: 0.0009075097896016835
Position 2342: 0.000885654230133181
Position 1604: 0.0007778161140487447
Position 6481: 0.0007051515677729261
Position 4885: 0.0006760439587703582
Position 5561: 0.0006583711944128456
Position 3566: 0.000583850356956509
Position 322: 0.0005729898676770695
Position 3142: 0.0005488140393866819
Position 3850: 0.000547698428996578
Position 6588: 0.0004501426849668998
Position 4766: 0.0004376720108834102
Position 3259: 0.0004183588302033259
Position 2407: 0.00041629058972257073
Position 3897: 0.0003937070286253247
Position 1885: 0.00039369464690328765
Position 2029: 0.00038742173928616786
Position 5259: 0.00037975300084995794
Position 6157: 0.0003652874934750287
Position 1394: 0.000358770199502635
Position 4865: 0.00035632977359568063
Position 3605: 0.00034622899058189393
Position 6120: 0.00032367512165174336
Position 2857: 0.000316253765791673
Position 1069: 0.00031539075420700433
Position 186: 0.0003123144835809856
Position 387: 0.0002971829019883761
Position 5990: 0.0002930205376580789
Position 2608: 0.000282663084525183
Position 2313: 0.00027197953127986054
Position 5739: 0.000267711075139212
Position 6055: 0.0002649236378133839
Position 3972: 0.0002554559730228203
Position 6671: 0.0002475774364002092
Position 764: 0.0002459306272420201
Position 319: 0.0002383848958699257
Position 5810: 0.0002311302473815933
Position 411: 0.0002289061495208875
Position 2561: 0.00022216369090724455
Position 533: 0.0002161688637897173
Position 4787: 0.00020524078902269753
Position 3823: 0.0001999417115862098
Position 4915: 0.00019259058230020417
Position 436: 0.00018406263551839144
Position 1033: 0.00018210021949463672
Position 1201: 0.00018149867524317611
Position 4706: 0.00017291348371878886
Position 6006: 0.00017173862076917077
Position 5333: 0.0001717366087797268
Position 1838: 0.00017130107249991087
Position 4751: 0.00016197983430490725
Position 1458: 0.00016102110741309712
Position 5026: 0.00015708387396326311
Position 4093: 0.0001500412304437629
Position 6967: 0.0001449979662457342
Position 945: 0.00014494040996593935
Position 2751: 0.00011892402204106368
Position 5138: 0.00011770412662206653
Position 1410: 0.0001039395802205233
Position 244: 0.00010300234739756695
Position 6934: 9.672949866900475e-05
Position 3580: 9.120329476977188e-05
Position 383: 9.089433533206135e-05
Position 4920: 8.311743676076737e-05
Position 4662: 8.105685874060692e-05
Position 2156: 8.003638067494399e-05
Position 733: 7.921675213057822e-05
Position 4028: 7.804681246417389e-05
Position 4810: 7.788343256392279e-05
Position 3466: 7.658108348899347e-05
Position 3220: 7.55228043988497e-05
Position 2411: 7.403798720185438e-05
Position 234: 7.397287494276202e-05
Position 919: 7.055419081203137e-05
Position 1117: 6.6769860405539e-05
Position 2832: 6.296000666052164e-05
Position 3280: 6.159286886111407e-05
Position 1436: 5.945783113299019e-05
Position 1179: 5.6736709465275076e-05
Position 3433: 5.634900717166353e-05
Position 3088: 5.306886832571089e-05
Position 891: 5.2122218716843e-05
Position 1345: 4.190495050972827e-05
Position 1782: 3.816595408525958e-05
Position 3478: 3.663634425035554e-05
Position 440: 3.497179789849798e-05
Position 2063: 3.419333410260441e-05
Position 1864: 3.288324674272145e-05
Position 619: 3.285844602174434e-05
Position 1647: 3.092028734497011e-05
Position 3163: 3.074774626558894e-05
Position 254: 2.7811510563899015e-05
Position 6402: 2.7757636898909516e-05
Position 1810: 2.758592998789654e-05
Position 2163: 2.711847366465703e-05
Position 331: 2.6258643521957722e-05
Position 1924: 2.4748832075390134e-05
Position 870: 2.4333947512909898e-05
Position 1134: 2.429663231024251e-05
Position 740: 2.2168456356966412e-05
Position 2519: 2.1790991415617614e-05
Position 1740: 2.046803729478604e-05
Position 508: 1.8734564140560818e-05
Position 1737: 1.8336385313493428e-05
Position 2684: 1.8117127233282517e-05
Position 1916: 1.650333622424023e-05
Position 1998: 1.626337983554621e-05
Position 1084: 1.3000596811848514e-05
Position 1121: 1.2358400730740855e-05
Position 1097: 1.1831480597591745e-05
Position 783: 1.1702686875291007e-05
Position 1002: 1.1609404899817691e-05
Position 1485: 1.1268036256889334e-05
Position 778: 1.0880596846610049e-05
Position 448: 1.0652062606080594e-05
Position 552: 1.0542271248298226e-05
Position 1293: 9.435361467400703e-06
Position 923: 8.419546831541552e-06
Position 841: 8.212903585885551e-06
Position 656: 6.874975221839559e-06
Position 2351: 3.831994371791985e-06
Position 2779: 2.587825477617242e-06
Position 557: 7.384719702683049e-07
Position 2427: 7.32850571407559e-07
Position 4087: 6.81274510385596e-07
Position 592: 4.0313446607164664e-07
Position 2693: 3.77257443809762e-07
Position 792: 2.753768877885241e-07
Position 596: 2.371055559736016e-07
Position 615: 2.272696430995947e-07
Position 343: 1.6390801375025222e-07
Position 564: 1.5852955127324295e-07
Position 3159: 1.5136767753488553e-07
Position 274: 1.3529485281459965e-07
Position 624: 1.233580765802487e-07
Position 340: 1.0210198449947076e-07
Position 828: 8.500958010909663e-08
Position 346: 7.84971072521091e-08
Position 3148: 7.72818830236144e-08
Position 788: 7.058678931075162e-08
Position 452: 6.338187046849943e-08
Position 337: 5.063855999285094e-08
Position 907: 4.673778772420097e-08
Position 567: 3.8640223334485643e-08
Position 156: 3.3435143285612407e-08
Position 579: 3.248198237764954e-08
Position 637: 1.710639982713506e-08
Position 797: 1.4656910158661816e-08
Position 197: 1.1607690824126985e-08
Position 153: 1.0164195318142705e-08
Position 192: 8.237640569686898e-09
Position 576: 7.664454266841277e-09
Position 744: 6.314363550524293e-09
Position 210: 6.13029266578095e-09
Position 818: 4.914849215193308e-09
Position 644: 4.243002927569118e-09
Position 633: 4.1934675725961946e-09
Position 251: 2.2683932705140826e-09
Position 204: 2.1106278135475003e-09
Position 832: 9.027841992965239e-10
Position 846: 8.454233889910583e-10
Position 722: 7.651181895085553e-10
Position 686: 5.854318982869303e-10
Position 815: 5.612262090543853e-10
Position 162: 5.126623714332638e-10
Position 168: 3.87301328966819e-10
