Gene = AB124611
index = 82
Annotated 5SS: [  107  2883 12914 13685 14423]
Annotated 3SS: [ 2561 12885 13640 14384 18475]
SMsplice 5SS: [  107  2883  9797 12914 13728 14423]
SMsplice 3SS: [ 2561  9706 12885 13640 14384 17279]
top_k =  1000
Partition function (log Z): -3.400046951301815

Sorted 5' Splice Sites (High to Low Probability):
Position 107: 0.990455526919318
Position 14423: 0.8056195635505339
Position 9797: 0.733433883140961
Position 12914: 0.6632508288029962
Position 2883: 0.5455644210959352
Position 13728: 0.5400491349332814
Position 15969: 0.44455395947459425
Position 2778: 0.38448100262603274
Position 7549: 0.26402574283252706
Position 2356: 0.19170184279825844
Position 13685: 0.13977513778441966
Position 9787: 0.13929246895489944
Position 13723: 0.12739521149623204
Position 409: 0.12416500284891241
Position 14232: 0.08974801586988657
Position 14465: 0.0866044016040333
Position 13523: 0.06253860139068311
Position 2335: 0.05236700679914518
Position 14936: 0.050868356246046825
Position 13197: 0.050368215333967174
Position 1457: 0.041872314259553775
Position 14189: 0.04057738078158383
Position 14067: 0.038535511865841976
Position 9618: 0.03679690165952753
Position 14584: 0.031577534406445625
Position 2699: 0.027304694203592036
Position 16966: 0.02647202579908917
Position 16970: 0.026411768996933916
Position 14120: 0.024931456579945294
Position 14331: 0.024885441361934685
Position 10887: 0.021493833687500286
Position 10892: 0.021029997210168103
Position 14048: 0.019744790145240918
Position 17156: 0.018740419115906872
Position 2472: 0.01845562986311907
Position 2823: 0.018095053983939045
Position 3130: 0.017474891553365745
Position 13004: 0.016731290882680078
Position 9824: 0.016176241652195427
Position 7580: 0.012421269037858782
Position 7735: 0.011429869007357893
Position 663: 0.011269132259671312
Position 4232: 0.008034816613417168
Position 444: 0.007426662306021911
Position 8594: 0.005444470374686427
Position 4965: 0.005369454689384252
Position 2864: 0.005256035920553888
Position 7728: 0.005074850861448343
Position 16555: 0.005000793695900348
Position 3886: 0.0048553973820840025
Position 2086: 0.004558654615538548
Position 4012: 0.00439495211415717
Position 16988: 0.0042470378305298085
Position 478: 0.0035203630173302387
Position 14944: 0.003158904379240772
Position 17525: 0.003147088376873696
Position 13689: 0.0022645534364585528
Position 15083: 0.0021835241480419546
Position 296: 0.0013251317188406324
Position 1823: 0.001282100068431195
Position 15178: 0.0011510140954401854
