Gene = Dok7
index = 344
Annotated 5SS: [  127   276  7703  9789 18561 20406]
Annotated 3SS: [  229  7471  9587 18440 20285 22168]
SMsplice 5SS: [  127   276  1342  9789 18561]
SMsplice 3SS: [  229  1188  9587 18440 20285]
top_k =  1000
Partition function (log Z): -4.458552877866497

Sorted 5' Splice Sites (High to Low Probability):
Position 18561: 0.989540055228981
Position 9789: 0.8698277315781708
Position 276: 0.8057185546567158
Position 1342: 0.6484261945355315
Position 6122: 0.5459003198343374
Position 20406: 0.5224283977914478
Position 127: 0.5115241631808958
Position 7703: 0.46558457996077823
Position 6920: 0.41991393799668364
Position 722: 0.37372541501252193
Position 20418: 0.24539845821368464
Position 22493: 0.24351398964133492
Position 17730: 0.1622336149336411
Position 6136: 0.14593557979886917
Position 2104: 0.1438508911245545
Position 1807: 0.1351713507114254
Position 1549: 0.12924611547842715
Position 895: 0.12004992625455801
Position 7730: 0.11777358516545425
Position 9778: 0.11300802772789889
Position 8282: 0.09469505731157285
Position 103: 0.08629221281687917
Position 22894: 0.08156850799709597
Position 23227: 0.07362616501927297
Position 3746: 0.06369821965443684
Position 14145: 0.05722345125118155
Position 19324: 0.0565393882363823
Position 21810: 0.055047966276770215
Position 419: 0.046712027948682455
Position 20411: 0.046406940309373736
Position 19378: 0.04533199075216646
Position 23447: 0.04309706417540696
Position 18822: 0.04217651307491281
Position 10906: 0.04216068770389714
Position 699: 0.04078292164121084
Position 5067: 0.03640763884196993
Position 22384: 0.03612319110680391
Position 16244: 0.03281897363796302
Position 13785: 0.031625563689121165
Position 20540: 0.027982659707119828
Position 2412: 0.026131635135770184
Position 19434: 0.023925216548704532
Position 11697: 0.01846465849017765
Position 1448: 0.015615253178020864
Position 22588: 0.011216921290016843
Position 1374: 0.010557777031886552
Position 363: 0.009508808952733172
Position 1904: 0.009317351339150305
Position 12790: 0.009241623229409263
Position 13774: 0.007581936699598574
Position 924: 0.006817320939429935
Position 1319: 0.005315181874024563
Position 6665: 0.005311660577230775
Position 491: 0.0047740982705624345
Position 611: 0.0045108656315013575
Position 18637: 0.00446345676825644
Position 1398: 0.003707187497925991
Position 19623: 0.0031161767780021384
Position 4491: 0.0027776766264001078
Position 21615: 0.002459832005619711
Position 1278: 0.002308927911190353
Position 21518: 0.002216512847241159
Position 20454: 0.0018976422038337727
Position 20650: 0.0018271158604089082
Position 21371: 0.0015876774185884046
Position 1787: 0.0014378918511612632
Position 21746: 0.0013319472816345388
Position 19407: 0.0012129242489528947
Position 167: 0.0010744437774667516
Position 19830: 0.0010135878469990304
Position 237: 0.001002270060450007
Position 1323: 0.0009061123994577551
Position 928: 0.0007928189549404054
Position 91: 0.0007515686879389293
Position 18611: 0.0007323343761658553
Position 499: 0.0006341333116620125
Position 942: 0.0005035047317400037
Position 515: 0.000386904901865532
Position 9800: 0.00037935388396287113
Position 628: 0.0003729474789656136
Position 20753: 0.0003059815479651907
Position 620: 0.00028220634113929776
Position 952: 0.0002778856044232101
Position 713: 0.00024132297630259997
Position 1527: 0.00021604501860325107
Position 820: 0.00020921084141850785
Position 506: 0.00017697622496889323
Position 354: 0.0001656470976335051
Position 504: 0.00013828290320553745
Position 636: 0.00013702011642607913
Position 881: 0.00013649734530715897
Position 22085: 0.0001331096941291807
Position 241: 0.00010138169297930242
Position 806: 8.333558807796165e-05
Position 307: 7.537429750385676e-05
Position 501: 7.257437571251821e-05
Position 1300: 5.727617236452483e-05
Position 314: 5.6276423994317765e-05
Position 937: 5.570782648731138e-05
Position 603: 5.52124818679643e-05
Position 798: 5.327793110730333e-05
Position 1091: 5.216759748184856e-05
Position 1061: 4.7281298414196345e-05
Position 4: 4.4528323160927324e-05
Position 1556: 4.071155177599482e-05
Position 4156: 2.213121745034125e-05
Position 1436: 1.9032403673977962e-05
Position 1205: 1.8628004283315464e-05
Position 3684: 1.8145484161421177e-05
Position 529: 1.5638898631085616e-05
Position 1578: 1.4660068472044995e-05
Position 1369: 1.4227815595707332e-05
Position 1907: 1.4044602870616425e-05
Position 430: 1.3480932685413754e-05
Position 509: 1.1755400898507493e-05
Position 1012: 1.1010077590881965e-05
Position 527: 1.0255147259593721e-05
Position 2973: 7.15856973129998e-06
Position 1006: 7.074605087330742e-06
Position 3932: 6.566916299882584e-06
Position 248: 6.115111428018725e-06
Position 521: 4.970683138357637e-06
Position 33: 3.5154144969777597e-06
Position 269: 3.1787681506344555e-06
Position 622: 9.593660916064362e-07
Position 2690: 9.455556423487751e-08
Position 1463: 5.893725601419569e-08
Position 220: 2.0468054167999194e-08
Position 215: 3.1949604307808266e-09
Position 229: 1.0521399547830357e-10
Position 731: 4.577009553505477e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 9587: 0.941002005521432
Position 20285: 0.9250800767193149
Position 18440: 0.9160745478515688
Position 1188: 0.6952742142146182
Position 229: 0.5092379054120004
Position 7471: 0.4232763692169394
Position 6797: 0.41057795627028754
Position 5934: 0.2927444461921256
Position 22168: 0.24811630566693663
Position 6041: 0.23460598987430106
Position 23070: 0.20576889900707682
Position 23822: 0.1886507718551751
Position 619: 0.1858423032286047
Position 6059: 0.16448552813958162
Position 17619: 0.1622336149336411
Position 7626: 0.16008185195772331
Position 2007: 0.14194038231490105
Position 23275: 0.13303475535961193
Position 23446: 0.13216889282953484
Position 1751: 0.12919484718824145
Position 22469: 0.1097111228678357
Position 1444: 0.10218588537735418
Position 8218: 0.09469505731157286
Position 22733: 0.08713665794322037
Position 22448: 0.0832178157950975
Position 18467: 0.07896420911764429
Position 19130: 0.07579316083128072
Position 554: 0.05919792128651477
Position 820: 0.05753906740562687
Position 557: 0.05453138628525205
Position 750: 0.05223553529510847
Position 21613: 0.04424765213165929
Position 10795: 0.04216068770389714
Position 14087: 0.04183588713658293
Position 20539: 0.039418706118863014
Position 13662: 0.03920750038871974
Position 19242: 0.03739561832361751
Position 4932: 0.034400070299359625
Position 16122: 0.03281897363796302
Position 698: 0.027754902525215844
Position 383: 0.027720223249816364
Position 9368: 0.027182504827583137
Position 23427: 0.02668065518359274
Position 23714: 0.02652810570945983
Position 18732: 0.02455053439527823
Position 3608: 0.023122115101754454
Position 21694: 0.02023525476169441
Position 23964: 0.01887288049523091
Position 3611: 0.015915951095409133
Position 13900: 0.015387564114598618
Position 9545: 0.015030602841017534
Position 21419: 0.014909707167910123
Position 11391: 0.014757643812877034
Position 6570: 0.014647642303626833
Position 23844: 0.014344933024771956
Position 595: 0.01369898453095509
Position 22423: 0.013443883898457248
Position 2330: 0.012086672750222951
Position 3647: 0.012019458852868686
Position 1596: 0.011985450428468545
Position 521: 0.010698748581499171
Position 18756: 0.010342865766629392
Position 1248: 0.010129449663288001
Position 22761: 0.008662904929753627
Position 21208: 0.008483744106777807
Position 19085: 0.008370060634264457
Position 3472: 0.007545524619926904
Position 12617: 0.0067863112330767816
Position 1448: 0.006727737349007494
Position 2195: 0.0066268251752248375
Position 19261: 0.00642527326946793
Position 18697: 0.0057837771192550316
Position 23978: 0.0056671606452145685
Position 1713: 0.005168639168070677
Position 826: 0.004967536353292513
Position 3540: 0.0048974766881054385
Position 22142: 0.004638399269188363
Position 642: 0.0043736506689519335
Position 23910: 0.003995536917801388
Position 11496: 0.0037144947426594735
Position 23759: 0.0036432364201553933
Position 21237: 0.0035837638129998257
Position 19532: 0.0031161767780021367
Position 22517: 0.0030397421225182948
Position 2234: 0.002983227885553671
Position 1629: 0.0029099645589951936
Position 21517: 0.0028628818640798474
Position 21916: 0.0025351495962308217
Position 12667: 0.0024564927503960767
Position 21470: 0.002383432866560118
Position 18666: 0.002038641138285821
Position 4718: 0.002007568542610321
Position 21261: 0.0018895375874405452
Position 23346: 0.0017524541427589137
Position 560: 0.0017506219466547272
Position 23881: 0.0016125750495904895
Position 4279: 0.0015918620585658606
Position 1333: 0.001470259860218476
Position 2139: 0.0013944470084719495
Position 20850: 0.0013892785237047136
