Gene = Pate13
index = 796
Annotated 5SS: [ 52 187 625]
Annotated 3SS: [162 483 896]
SMsplice 5SS: [52]
SMsplice 3SS: [162]
top_k =  1000
Partition function (log Z): -5.364372836192267

Sorted 5' Splice Sites (High to Low Probability):
Position 52: 0.9244510964313893
Position 625: 0.6976918571283371
Position 275: 0.0993005128723165
Position 297: 0.08555436942488973
Position 329: 0.045867763421539504
Position 411: 0.03849809452109681
Position 48: 0.03474703407236259
Position 378: 0.018999602590546498
Position 321: 0.015513398363148512
Position 98: 0.005181174423519582
Position 192: 0.0043316559256572325
Position 187: 0.00252346859676993
Position 243: 0.0016251776562605058
Position 265: 0.0009343159045296693
Position 415: 0.0007818659619289476
Position 389: 0.00035441423286717324
Position 436: 0.0001995814097583771
Position 171: 0.00017422104442166856
Position 77: 0.00017371718643781472
Position 930: 0.00016058370875684144
Position 586: 8.54247625238682e-05
Position 114: 7.712675829994463e-05
Position 719: 5.599623697963203e-05
Position 24: 3.905761471664966e-05
Position 898: 3.1760005373426226e-05
Position 993: 2.378224534415669e-05
Position 658: 2.0384849182759006e-05
Position 952: 2.0171662466207644e-05
Position 704: 1.6858117164905758e-05
Position 557: 1.4886434011090036e-05
Position 850: 1.4545924612650558e-05
Position 22: 1.183057345598744e-05
Position 496: 8.434810704207432e-06
Position 616: 7.954944137123678e-06
Position 912: 6.656869193111913e-06
Position 1011: 4.697088063896083e-06
Position 939: 3.0590953366985964e-06
Position 439: 2.052938986866692e-06
Position 665: 1.8260450832986047e-06
Position 483: 1.1107463703275801e-06
Position 505: 6.007289018044515e-07
Position 521: 5.35914335424357e-07
Position 961: 3.427461567432547e-07
Position 867: 2.2882046371774067e-07
Position 503: 1.5635496170871836e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 896: 0.6654058373782274
Position 162: 0.6551249090759261
Position 483: 0.5282744709109927
Position 1002: 0.06077772056880067
Position 452: 0.05050761379544211
Position 490: 0.004177448878643512
Position 165: 0.0029617736508036744
Position 624: 0.002322660291847424
Position 1055: 0.0017745355822464711
Position 436: 0.0008561626253384972
Position 192: 0.0007641534048774134
Position 580: 0.0007466420506948701
Position 439: 0.0006909934269552202
Position 594: 0.000656919450278865
Position 374: 0.0005295534206197445
Position 169: 0.00040821575394632163
Position 311: 0.0002789681660239972
Position 691: 0.00024066249825299168
Position 718: 0.00021318430420336071
Position 731: 0.00016934498412699288
Position 139: 7.272475659441874e-05
Position 697: 6.69927052889913e-05
Position 557: 6.553658931083007e-05
Position 849: 5.657724012027264e-05
Position 1076: 3.828279789574101e-05
Position 784: 3.799988019482832e-05
Position 171: 3.7743493058836314e-05
Position 856: 3.391734383227591e-05
Position 757: 3.163073452802288e-05
Position 978: 2.53509375809123e-05
Position 1057: 1.9623664650619235e-05
Position 761: 1.9097040606292156e-05
Position 243: 1.5001680604242197e-05
Position 980: 1.1777129290659609e-05
Position 727: 1.1053926283950259e-05
Position 665: 1.0171241455459547e-05
Position 332: 9.623309762880442e-06
Position 753: 6.707581987961958e-06
Position 739: 6.4902444663907755e-06
Position 794: 6.340548931262336e-06
Position 733: 5.710016362317294e-06
Position 1078: 5.177924476257351e-06
Position 1072: 5.143375664385728e-06
Position 704: 4.956548270453734e-06
Position 786: 4.911124268643317e-06
Position 629: 4.813753920488893e-06
Position 709: 4.283625135683996e-06
Position 859: 3.4219416714595254e-06
Position 862: 2.5722320910069814e-06
Position 811: 1.7135562886645438e-06
Position 805: 1.6768838980255328e-06
Position 297: 1.2267058912000484e-06
Position 237: 8.124750682267317e-07
Position 240: 7.168192316202013e-07
Position 389: 4.519184909075721e-07
Position 735: 3.74437111170736e-07
Position 387: 2.520311695215289e-07
Position 644: 1.4784614641687374e-07
Position 699: 1.4695706009005005e-07
Position 799: 1.43092584080645e-07
Position 633: 1.4098751265563976e-07
Position 329: 1.1811509357746727e-07
Position 345: 5.8421869880100286e-08
Position 88: 2.994369596982116e-09
Position 97: 3.045986957626094e-10
Position 91: 1.0424695996507037e-11
