Gene = Mgmt
index = 678
Annotated 5SS: [    74  56791 191496 227015]
Annotated 3SS: [ 56653 191334 226874 233270]
SMsplice 5SS: [    74  34360  36302  37483  42540  56791  70084  73334  78815  93761
  98973 111182 116083 130043 135086 152685 154466 169528 191496 223529
 227015 233201]
SMsplice 3SS: [ 34204  36178  37095  42434  56653  69951  73197  78683  93663  98818
 111098 116004 129937 134963 152584 154324 169392 191334 223424 226874
 232992 233270]
top_k =  1000
Partition function (log Z): -139.32775665617493

Sorted 5' Splice Sites (High to Low Probability):
Position 74: 0.9797468218866632
Position 8887: 0.3391544053974551
Position 7105: 0.09495494037223759
Position 6009: 0.09465915258512379
Position 10980: 0.08310154668013588
Position 6044: 0.0808442791396522
Position 2783: 0.048535412032840564
Position 316: 0.04694058918192407
Position 8800: 0.04428355030725493
Position 7373: 0.031411088322171425
Position 11995: 0.02663763374769218
Position 3355: 0.025459799698107622
Position 4832: 0.023539874265342226
Position 8897: 0.0231940976166591
Position 791: 0.014416524378677508
Position 11349: 0.01197120710629987
Position 3375: 0.00893886459742885
Position 346: 0.00604806637817475
Position 4920: 0.005362719974932992
Position 1199: 0.004289917631661603
Position 8125: 0.00427786721700554
Position 5320: 0.003975023818559841
Position 6971: 0.0037143551372025643
Position 10951: 0.0036071864651247483
Position 5997: 0.0031884615085898908
Position 4916: 0.0031124501989645893
Position 638: 0.002771030924468183
Position 10931: 0.002143354306216534
Position 4664: 0.0020192820220668608
Position 6910: 0.0019050082657683784
Position 224: 0.0018825287685723634
Position 898: 0.0017242454745821768
Position 5717: 0.0016121360435650087
Position 2070: 0.001568643697848441
Position 3592: 0.0015408171833806515
Position 1705: 0.0014545208333496273
Position 245: 0.0014203573754714646
Position 357: 0.00106377040104397
Position 5993: 0.001050653692026498
Position 4997: 0.0009873081691339227
Position 2767: 0.0009477683922527728
Position 652: 0.0009208898203194365
Position 5097: 0.0008982083281713869
Position 3596: 0.0008791250744392141
Position 1136: 0.0008190854729414221
Position 5614: 0.0007851631823423108
Position 5403: 0.0006263684269266858
Position 578: 0.0003548661435146805
Position 295: 0.00034377754993979864
Position 5756: 0.00033243326387163465
Position 887: 0.0002766318252156437
Position 3426: 0.00023464545459838903
Position 5669: 0.00021783645534806663
Position 6283: 0.0001709433256604475
Position 657: 8.58391695194237e-05
Position 665: 7.616131534230181e-05
Position 729: 4.822006987975131e-05
Position 1014: 3.931070235507531e-05
Position 1030: 3.599868982665962e-05
Position 671: 2.6760011786723888e-05
Position 2908: 1.1958924309020463e-05
Position 431: 5.7763872367975215e-06
Position 14: 5.3152200854730834e-06
Position 469: 5.096288022224981e-06
Position 411: 4.481513832032655e-06
Position 78: 3.946645044311174e-06
Position 1204: 3.689691004948572e-06
Position 547: 3.4310753876007385e-06
Position 37: 3.376064483291687e-06
Position 868: 3.256210693541268e-06
Position 3101: 3.214317448837785e-06
Position 2081: 3.1809408976476693e-06
Position 192: 3.1585746767890135e-06
Position 2486: 3.118488157751465e-06
Position 1716: 2.868880989069684e-06
Position 133: 2.864421757010083e-06
Position 3988: 2.755775461777025e-06
Position 120: 2.6297934655750635e-06
Position 3731: 2.5372190568887304e-06
Position 91: 1.4870393984190821e-06
Position 93: 1.3878761172796458e-06
Position 146: 1.2142968384445082e-06
Position 257: 1.1327623775565982e-06
Position 236: 1.0837929177633568e-06
Position 558: 5.424265508974175e-07
Position 588: 5.338386830220267e-07
Position 62: 4.588585052841899e-07
Position 136: 2.2444210823542856e-07
Position 55: 1.5656207283955208e-07
Position 149: 1.2607183156809932e-07
Position 42: 1.1367202168685123e-07
Position 35: 9.237388391506727e-08
Position 228: 8.208473390549566e-08
Position 49: 5.8432732137161016e-08
Position 531: 5.798546400111639e-08
Position 515: 2.6811424797999253e-08
Position 428: 1.3621809656697959e-08
Position 683: 1.160370826054549e-08
Position 1191: 8.947507127878089e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 10785: 0.32410121106424367
Position 11838: 0.25291357504717316
Position 8790: 0.20385191605350658
Position 8726: 0.20091755592297983
Position 5888: 0.2002904940126863
Position 6740: 0.08779401068924057
Position 10666: 0.08667264122512612
Position 13939: 0.07878663376296757
Position 175: 0.05587983547506405
Position 11141: 0.05120647480009415
Position 3286: 0.041259238357101345
Position 6908: 0.03156865201456613
Position 6777: 0.030210401424785947
Position 2648: 0.02697045264156182
Position 10332: 0.02429665968779633
Position 7193: 0.02283883605271186
Position 4660: 0.021831526274071537
Position 7009: 0.020581983103551117
Position 4497: 0.018277410732010425
Position 12279: 0.018277197595032352
Position 7987: 0.01642315471615294
Position 9839: 0.01608332247135196
Position 8662: 0.014407094966591153
Position 2664: 0.013571044622132603
Position 10243: 0.008863645048323121
Position 9041: 0.008347879269435575
Position 9341: 0.008230258419837289
Position 10707: 0.008008253044292809
Position 10643: 0.007669957795832266
Position 10366: 0.007607742813940228
Position 6936: 0.007124522383406862
Position 5572: 0.0069698156173206545
Position 7290: 0.006863885672254391
Position 13835: 0.006105545459004159
Position 2716: 0.0058448406286727185
Position 276: 0.005568943529117108
Position 12329: 0.005493467475120525
Position 197: 0.005043681563382778
Position 5937: 0.004951828199784923
Position 385: 0.004510132989466142
Position 2581: 0.003454889338528262
Position 5251: 0.0034378845866275915
Position 703: 0.003358581373282284
Position 8621: 0.003026192965930221
Position 7199: 0.003009256628289521
Position 4625: 0.002762827961072609
Position 6970: 0.0023852292262769538
Position 790: 0.0022345199968182698
Position 1095: 0.0021239035486325204
Position 7320: 0.001974821617750464
Position 6851: 0.0019047852463581736
Position 6008: 0.0019000679572685822
Position 1616: 0.0018629632461645124
Position 9139: 0.001755085108132737
Position 4169: 0.0017427999526707543
Position 2413: 0.0016296373726049278
Position 6154: 0.00152453214696681
Position 4882: 0.0013676679391937448
Position 4831: 0.0013436533711159082
Position 1981: 0.0013078069934524999
Position 8867: 0.0012534371491012448
Position 8407: 0.0011281515163373227
Position 3454: 0.0011273888377069502
