Gene = Rint1
index = 902
Annotated 5SS: [  172   625  6777 13126 17773 18010 19485 22184 22484 23324 24199 28156
 29209 29443]
Annotated 3SS: [  578  6591 12883 17598 17859 19327 22072 22257 23185 23998 27940 29027
 29323 31676]
SMsplice 5SS: [  172  6777 17773 17946 19485 22184 22484 23324 23571 24132 29209 29443]
SMsplice 3SS: [ 6591 17598 17859 19409 22072 22257 23185 23407 23998 29027 29323 31676]
top_k =  1000
Partition function (log Z): 10.065381184444226

Sorted 5' Splice Sites (High to Low Probability):
Position 22184: 0.9849646173823672
Position 172: 0.9804609955316325
Position 23324: 0.9677306118100786
Position 29209: 0.9675419001800304
Position 6777: 0.9280788276608914
Position 29443: 0.8852908299455803
Position 24132: 0.702136854911664
Position 19485: 0.699650588943712
Position 22484: 0.6634811619622537
Position 17946: 0.6553955773379897
Position 23571: 0.5696094448360252
Position 28156: 0.5107170841054712
Position 908: 0.494501838211298
Position 3506: 0.48806886418243745
Position 13126: 0.39040595759337166
Position 28683: 0.35520560565604686
Position 9629: 0.30763061922525753
Position 17732: 0.2840822860504062
Position 3047: 0.25898387578212023
Position 24094: 0.188421230105142
Position 19504: 0.16128091166639252
Position 23029: 0.15755860929322218
Position 2599: 0.15581752298500032
Position 18910: 0.15206359944126469
Position 625: 0.1349418158368083
Position 17657: 0.12901048418074915
Position 22363: 0.11158803784562181
Position 18064: 0.1094583603669228
Position 26062: 0.10338884236668584
Position 18010: 0.09384512206829855
Position 8721: 0.0936846027983663
Position 25786: 0.09196048095551776
Position 11688: 0.08655528450819454
Position 24199: 0.08486526339708261
Position 29639: 0.08229742654020376
Position 6933: 0.07273224293315185
Position 11630: 0.06160133094964884
Position 9536: 0.06067738605781707
Position 12683: 0.05608332451092137
Position 18068: 0.05600542905598958
Position 17964: 0.055364580549097854
Position 7501: 0.05431152657659632
Position 2813: 0.05148617320621077
Position 21896: 0.05107453366170748
Position 26123: 0.047640637343762025
Position 8921: 0.04757978918391329
Position 26622: 0.046882422345457316
Position 19923: 0.04238856719670469
Position 22926: 0.04140665032013789
Position 2528: 0.03864740386459732
Position 8823: 0.033879688640613546
Position 6727: 0.03302560159956298
Position 3298: 0.030989520915918195
Position 1458: 0.028860541777200575
Position 5948: 0.02777468140586332
Position 18668: 0.0273851287196658
Position 19442: 0.027056713079141148
Position 7932: 0.02650672648562252
Position 19962: 0.026149377077533852
Position 29991: 0.023869065914211
Position 17700: 0.0221661751265284
Position 13099: 0.020978031607587166
Position 21598: 0.02088819001251029
Position 28100: 0.01986121407324993
Position 17815: 0.01974610437864233
Position 30968: 0.019118398365934187
