Gene = Thap4
index = 1077
Annotated 5SS: [  324  4934 29624 38149 39883]
Annotated 3SS: [ 3794 29463 38038 39778 49124]
SMsplice 5SS: [  324  4843 14463 25985 29624 36563 38149 39883 49233 51973]
SMsplice 3SS: [ 4746 14332 25882 29463 36381 38038 39778 49124 51789 52081]
top_k =  1000
Partition function (log Z): -32.059758024466944

Sorted 5' Splice Sites (High to Low Probability):
Position 324: 0.7343683346888145
Position 4843: 0.5508819305615921
Position 4934: 0.31605764938552117
Position 5217: 0.21711919297184148
Position 14075: 0.15426910598976767
Position 5799: 0.1424712338544821
Position 128: 0.12274693266189081
Position 5199: 0.11902330767580438
Position 10634: 0.10307194579734565
Position 6100: 0.1005887813830732
Position 10684: 0.10055975224178336
Position 14463: 0.09313816808337512
Position 8607: 0.07875207762004982
Position 9359: 0.07746742660520466
Position 4822: 0.07400780490796545
Position 634: 0.06186802371391501
Position 4184: 0.039021407440865595
Position 5166: 0.03597054578030644
Position 12422: 0.03552030382198272
Position 6465: 0.03204774873595155
Position 443: 0.030720163934545002
Position 13945: 0.03023511032562783
Position 7285: 0.02815258842004538
Position 4759: 0.026954230151626107
Position 4205: 0.026610739573416434
Position 98: 0.025019254288187284
Position 1052: 0.022313954074825993
Position 3887: 0.022206728576174554
Position 31: 0.020341870220884458
Position 9172: 0.01724818431279883
Position 4506: 0.015363827509584711
Position 343: 0.015359902556533642
Position 185: 0.01534213808207972
Position 5852: 0.015264022823473536
Position 250: 0.013648320529000202
Position 5111: 0.01234684814792066
Position 3958: 0.011452456246283469
Position 8246: 0.011217212760990889
Position 701: 0.01090771761231449
Position 1426: 0.00938712561268782
Position 2734: 0.008086908026922558
Position 4174: 0.005569114240926354
Position 3870: 0.005412215186189162
Position 12275: 0.0045393240390358665
Position 3978: 0.0036073596526601578
Position 3685: 0.0032525166820459497
Position 12099: 0.0030008414698357655
Position 4886: 0.002884772294184676
Position 4637: 0.002246128700993389
Position 8459: 0.0019147436517935577
Position 1016: 0.001616582480060452
Position 1464: 0.0015728683520689686
Position 5365: 0.0014537631617637277
Position 1262: 0.0013319395269169754
Position 3772: 0.0012906164069100637
Position 6130: 0.0010303436474757197
Position 5776: 0.0009023467621778415
Position 2749: 0.0008464393674891575
Position 6041: 0.0007770985972521161
Position 5278: 0.0006939389724922712
Position 150: 0.0005087774312098236
Position 4780: 0.00024751125928874787
Position 162: 0.00022983078999471929
Position 456: 0.00012932707937410916
Position 310: 0.00012721607995843417
Position 5738: 0.00011426759370568288
Position 572: 9.527803654722036e-05
Position 5103: 9.390348252586659e-05
Position 268: 8.863539773253435e-05
Position 609: 7.339742459311365e-05
Position 5695: 6.187408397428332e-05
Position 160: 4.096610849721611e-05
Position 5116: 3.564673528003218e-05
Position 3642: 3.207733936653615e-05
Position 95: 2.576420875647852e-05
Position 3187: 2.3076881588854653e-05
Position 876: 2.2866568094305414e-05
Position 3795: 1.7646188891516815e-05
Position 82: 1.703342346863853e-05
Position 3689: 1.601920202350699e-05
Position 3884: 1.3252686063526649e-05
Position 4100: 1.2985938582217804e-05
Position 1122: 1.1400789673742511e-05
Position 3016: 1.0691662307879828e-05
Position 3431: 1.0561720634688622e-05
Position 2987: 7.990534555862724e-06
Position 1920: 7.2328343389309835e-06
Position 275: 6.5828807225819034e-06
Position 2996: 5.736881350832318e-06
Position 869: 5.615373627571142e-06
Position 3025: 5.2423645356655966e-06
Position 1058: 4.503932262050362e-06
Position 1065: 4.402054155558753e-06
Position 1270: 4.2987365720552445e-06
Position 1162: 4.199625092500553e-06
Position 1074: 3.98581717239872e-06
Position 71: 3.95301115965927e-06
Position 885: 3.921431160522883e-06
Position 776: 3.789941837763255e-06
Position 1872: 3.5720404392232505e-06
Position 449: 2.9091620245334414e-06
Position 1401: 2.828272702799764e-06
Position 2142: 2.6377776667089882e-06
Position 2021: 2.4469544004198766e-06
Position 6439: 2.4404933896578746e-06
Position 1494: 2.431541597875085e-06
Position 421: 2.3628764995903365e-06
Position 2933: 2.071977260413405e-06
Position 3: 1.5194639465020952e-06
Position 1156: 1.1027697013775357e-06
Position 1084: 1.0881623469715292e-06
Position 1634: 1.0667490892714548e-06
Position 25: 8.002903665708064e-07
Position 464: 7.532743620784561e-07
Position 714: 4.887589730922057e-07
Position 848: 4.5276167461738243e-07
Position 467: 4.18239638183469e-09
Position 661: 8.754515449791527e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4746: 0.9072881495956447
Position 14332: 0.7956573519587115
Position 5042: 0.31296399112414863
Position 13715: 0.22683130175629548
Position 10591: 0.22629068972209748
Position 5644: 0.176350087855407
Position 8404: 0.093098494878478
Position 14669: 0.07483368656403992
Position 5977: 0.07446668805330078
Position 3794: 0.06678163426811043
Position 9171: 0.06539066023479366
Position 12338: 0.05284012701004918
Position 5004: 0.04642106248818965
Position 4779: 0.039300655330847444
Position 6320: 0.03866232288703216
Position 9039: 0.036746550761314035
Position 7198: 0.027934787780432447
Position 952: 0.025021180479354487
Position 512: 0.024682532660107552
Position 12871: 0.021178666973393222
Position 4100: 0.020365735395918537
Position 5137: 0.02025085373531443
Position 3887: 0.018733619558652603
Position 16597: 0.01626632151211537
Position 8191: 0.015422832213075702
Position 323: 0.013739854551287413
Position 12532: 0.01286724153836642
Position 6931: 0.010299750983358408
Position 5938: 0.009561211959763016
Position 4674: 0.009230620326517705
Position 532: 0.009140375854081735
Position 4418: 0.008270848858267647
Position 6020: 0.007838651850640383
Position 3982: 0.007674967991028039
Position 4555: 0.006991239148447277
Position 14765: 0.006465112367724648
Position 1364: 0.00609559762466827
Position 3632: 0.005961854482472099
Position 11932: 0.005856812229660573
Position 12098: 0.005614662655985857
Position 14307: 0.0049723235803274795
Position 6750: 0.004718016893888899
Position 7160: 0.004690062434398607
Position 4979: 0.003671199537276751
Position 2610: 0.0032997332447420964
Position 7322: 0.0030957361806594314
Position 284: 0.0030071027191155724
Position 4228: 0.002919775884916315
Position 12735: 0.002786570005668487
Position 2679: 0.0026616200914565363
Position 4431: 0.0024516882503740367
Position 4614: 0.0023895779956231416
Position 4910: 0.002158529765759585
Position 5056: 0.0021477572816828343
