Gene = Eepd1
index = 363
Annotated 5SS: [   350   1773  66057 100456 105250 108027 113209]
Annotated 3SS: [   733  66004 100344 105114 107887 113013 121861]
SMsplice 5SS: [   350  11661  18937  24812  26121  33372  39241  87180 100456 105250
 108027 109383 113209 113713]
SMsplice 3SS: [ 11552  18807  24653  26063  33291  39151  87053 100344 105114 107887
 109220 113013 113567 121861]
top_k =  1000
Partition function (log Z): -74.31721064835612

Sorted 5' Splice Sites (High to Low Probability):
Position 1773: 0.5620866072846681
Position 350: 0.5550703846657157
Position 11661: 0.43665039037724707
Position 6412: 0.3728281998564101
Position 1426: 0.3550415936877919
Position 600: 0.3291916677374919
Position 997: 0.32370854299332674
Position 749: 0.3130202004803906
Position 7286: 0.20284218495455483
Position 1123: 0.1904607526971327
Position 378: 0.17872670318478698
Position 7223: 0.0678834333191184
Position 9422: 0.06589574702499784
Position 9170: 0.0510907595166779
Position 6139: 0.04246707890577136
Position 818: 0.038102359728002896
Position 1652: 0.035423926038037436
Position 1060: 0.029583326627685303
Position 1174: 0.02599174788761562
Position 1205: 0.024002098627855368
Position 1141: 0.017917056995423813
Position 6194: 0.0157658671017781
Position 7183: 0.009708301267523083
Position 6129: 0.005490051255064128
Position 189: 0.004922191690920905
Position 303: 0.004800738976483003
Position 4578: 0.004581608901748882
Position 271: 0.004313769071002345
Position 6015: 0.004033901316236265
Position 225: 0.003975265219239518
Position 1477: 0.003548425919605928
Position 102: 0.0024637947208606572
Position 136: 0.002412255681477587
Position 1192: 0.002329584132678105
Position 813: 0.0020525819099835078
Position 856: 0.0020121832703781143
Position 1150: 0.0018507251803159814
Position 382: 0.001763973636298623
Position 658: 0.0017017815025570707
Position 183: 0.0009902088407092655
Position 1145: 0.00094785831201192
Position 525: 0.000836687266587132
Position 734: 0.000753585351229352
Position 4290: 0.0007220350853863215
Position 692: 0.0006321086886706103
Position 5059: 0.0006091058275902046
Position 1067: 0.000495744950802047
Position 963: 0.0004946443407619287
Position 1179: 0.00029609398964266614
Position 455: 0.00025865725202256094
Position 490: 0.0002183564342085826
Position 435: 0.00021612933525706247
Position 4256: 0.00020647079755790307
Position 509: 0.00020579385545377047
Position 403: 0.00020535091166518625
Position 836: 0.0001709037846971564
Position 828: 0.00016592127889098087
Position 630: 0.00016175360701007043
Position 401: 0.00014568731733670016
Position 5023: 0.0001323476846525317
Position 569: 0.00011935344471082739
Position 620: 0.0001163979254080524
Position 782: 0.00011536938975504296
Position 2519: 0.00010463274348688436
Position 16: 8.245110133002933e-05
Position 614: 5.493605490569743e-05
Position 85: 5.413484126967509e-05
Position 567: 4.661604405698938e-05
Position 82: 4.6472898560369494e-05
Position 427: 3.333342699480691e-05
Position 466: 3.253134613215384e-05
Position 500: 2.8745622916221714e-05
Position 441: 2.1696194568543708e-05
Position 683: 1.9630056043240056e-05
Position 502: 1.9236703877145328e-05
Position 471: 1.3256978477813815e-05
Position 888: 1.2519037661709348e-05
Position 475: 1.1333861275816213e-05
Position 535: 7.26109946724906e-06
Position 10: 6.343427312593429e-06
Position 4734: 6.27013741208137e-06
Position 612: 6.030087291931543e-06
Position 722: 5.409519143223977e-06
Position 493: 5.317811415819076e-06
Position 882: 4.738305012967481e-06
Position 549: 2.688911484706077e-06
Position 874: 2.3183013285636035e-06
Position 786: 1.991983585481713e-06
Position 60: 1.8656178696854082e-06
Position 4204: 1.4949980525294231e-06
Position 3782: 1.4018122569412519e-06
Position 2048: 2.0524323603065485e-07
Position 3337: 9.282483203414104e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 11552: 0.5427184080507919
Position 932: 0.512121535759672
Position 7108: 0.28516519227837045
Position 6274: 0.2777847484635134
Position 1679: 0.2765380270770396
Position 482: 0.23125821787392767
Position 9081: 0.22006791365495063
Position 1332: 0.21912471600354777
Position 733: 0.1747881149384913
Position 17665: 0.1366954576716353
Position 1701: 0.13051981737804
Position 8963: 0.12631717233416795
Position 8696: 0.09436353470583288
Position 13449: 0.08698162542412156
Position 12766: 0.07351300576631371
Position 872: 0.0686753602495758
Position 6045: 0.06848630975246774
Position 14832: 0.060951735223333824
Position 561: 0.058177843958967086
Position 6320: 0.05276250867667172
Position 6323: 0.04714838651582465
Position 1614: 0.04594310301612731
Position 1575: 0.04152178817205559
Position 13922: 0.037168160992227826
Position 1355: 0.03474498281904783
Position 1391: 0.032108255498268
Position 1600: 0.02994154857314989
Position 1318: 0.029530618281622345
Position 1303: 0.027654915987327777
Position 11824: 0.024776460256702593
Position 627: 0.021281144557706674
Position 1553: 0.017824019371364377
Position 12416: 0.016563945042912108
Position 4394: 0.015270405996815326
Position 1463: 0.014632296588068949
Position 7284: 0.013961195637525547
Position 1542: 0.013788784569782848
Position 5328: 0.01189970847072316
Position 963: 0.01066225519502315
Position 3052: 0.01044083563286578
Position 3562: 0.006898012520236434
Position 9618: 0.006733604612612791
Position 793: 0.006458608915732512
Position 1412: 0.005579200659426632
Position 5554: 0.005188888107969729
Position 1263: 0.005142653122992684
Position 847: 0.005061504312856137
Position 1260: 0.004981226921227875
Position 4936: 0.004701789987875089
Position 1229: 0.004447839333131922
Position 4065: 0.004038833478069761
Position 7537: 0.004004817783243843
Position 3252: 0.003521612172871123
Position 7834: 0.003513523031397731
Position 2445: 0.003258374123755272
Position 658: 0.00320626817915656
Position 1072: 0.003114006040611043
Position 4189: 0.002555344973278095
Position 5662: 0.0025491663221331325
Position 5945: 0.0024373815007400117
Position 599: 0.002274578125811315
Position 5836: 0.0019905349217616084
Position 485: 0.0018648462984495837
Position 2421: 0.0014113068995597413
Position 934: 0.0012554507901004705
Position 4438: 0.0012519065739571003
Position 986: 0.0012381348382066529
Position 4259: 0.0011484601308295378
Position 1005: 0.0009770853111516445
Position 8854: 0.000814163461651763
Position 2556: 0.0007308640403443699
Position 1082: 0.000660255408120369
Position 1218: 0.0005788489576609243
Position 1772: 0.0005263309039550488
Position 458: 0.0005107369729267812
Position 1373: 0.0005106256765232635
Position 5078: 0.0005085175653286126
Position 630: 0.0004906937936350193
Position 422: 0.00039668864785265316
Position 3349: 0.0003729487902777157
Position 5390: 0.0003409939761846881
Position 3527: 0.0002938064099847433
Position 4788: 0.0002801775299177768
Position 4979: 0.00027567740705220276
Position 1238: 0.00022127313575957512
Position 2360: 0.00021368817150914935
Position 765: 0.00021005330312975692
Position 1199: 0.00018044299986889152
Position 2571: 0.0001701417304882749
Position 1450: 0.00016891749850037863
Position 3102: 0.0001666057631633854
Position 2766: 0.0001650050405847589
Position 509: 0.00015663782359657394
Position 4551: 0.00014648107493391414
Position 1419: 0.00014452007819794403
Position 441: 0.00013651488936762882
Position 874: 0.00010518055654959727
Position 3781: 0.0001045579349638657
Position 1988: 0.00010080535543204803
Position 813: 9.787877771627361e-05
Position 3327: 9.742383103918012e-05
Position 968: 9.56569327957538e-05
Position 1362: 9.132224143921269e-05
Position 567: 8.5326988686034e-05
Position 1035: 7.461684768259399e-05
Position 2696: 6.736784832186463e-05
Position 3024: 5.8093619899700224e-05
Position 2146: 5.587690541386454e-05
Position 2176: 5.3558070473575954e-05
Position 2110: 5.324569634297081e-05
Position 523: 4.953424834847606e-05
Position 2125: 3.9613272908972e-05
Position 1973: 3.746409861813513e-05
Position 401: 3.294231678230486e-05
Position 233: 2.7703739615463203e-05
Position 1038: 2.6641018341442925e-05
Position 604: 2.395890345042133e-05
Position 2635: 2.3855611828610332e-05
Position 742: 1.7427828768436377e-05
Position 1870: 1.5037246692705985e-05
Position 514: 1.1819034959223306e-05
Position 690: 9.468186536955815e-06
Position 259: 9.400287845811688e-06
Position 530: 7.005006570830686e-06
Position 585: 6.276874523223732e-06
Position 748: 6.2007914829751986e-06
Position 306: 4.916623955024179e-06
Position 1122: 4.277560352789477e-06
Position 683: 3.892608906731448e-06
Position 287: 3.867971581417172e-06
Position 314: 1.7077716594052754e-06
Position 427: 1.4627372854239487e-06
Position 1486: 1.2365998796042481e-06
Position 283: 1.0352876524562579e-06
Position 535: 8.643699783641591e-07
Position 194: 8.305239552653332e-07
Position 450: 7.040363590097855e-07
Position 774: 6.094133415359238e-07
Position 902: 5.235901823690381e-07
Position 168: 2.793806972253078e-07
Position 183: 2.3816811810476797e-07
Position 349: 1.8984613933214692e-07
Position 236: 1.6573206235352662e-07
Position 435: 1.4947005187668418e-07
Position 308: 7.748260097526043e-08
Position 339: 7.007040271546844e-08
Position 544: 5.148370923247046e-08
Position 140: 3.903150985192985e-08
Position 1937: 3.5357483044677066e-08
Position 165: 3.524011875879049e-08
Position 1940: 1.8189747192464502e-08
Position 1905: 8.735782693512106e-09
Position 269: 6.9834638181782255e-09
Position 136: 5.395602238767331e-09
Position 107: 3.960135416760449e-09
Position 271: 3.383220775246701e-09
Position 369: 3.2985816003454568e-09
Position 540: 2.5867631555369936e-09
Position 101: 1.0731999253381063e-09
Position 347: 9.636586159631196e-10
Position 76: 7.362804307613581e-12
