Gene = Slbp
index = 977
Annotated 5SS: [  380   612  2832  6565  7075  8838 10674]
Annotated 3SS: [  494  2726  6504  6936  8687 10591 11645]
SMsplice 5SS: [ 380  612 2832 6565 7075]
SMsplice 3SS: [  494  2726  6504  6936 11645]
top_k =  1000
Partition function (log Z): 6.96117795680644

Sorted 5' Splice Sites (High to Low Probability):
Position 612: 0.9790542337973409
Position 7075: 0.9762279375148015
Position 380: 0.9412341023687926
Position 6565: 0.9348534505444391
Position 2832: 0.8344789601785777
Position 8782: 0.22400616770786685
Position 8838: 0.21383245134055442
Position 10674: 0.16155499124466335
Position 4488: 0.14499517824682118
Position 156: 0.14057723104468015
Position 4750: 0.07330238542123972
Position 6832: 0.0697996829760882
Position 11411: 0.0593609321100534
Position 2907: 0.04832721106988981
Position 5948: 0.042479344424140295
Position 10867: 0.041158296828203676
Position 3128: 0.03214646305700058
Position 2160: 0.026528260780251424
Position 3175: 0.025718879590160646
Position 1667: 0.024227467947919714
Position 7067: 0.02175709890309652
Position 425: 0.020721316670674356
Position 637: 0.019147131811569643
Position 8822: 0.019077066137835073
Position 7660: 0.01806590589286895
Position 5931: 0.013066142088239007
Position 6793: 0.012737241589119003
Position 10558: 0.012629882684754639
Position 7944: 0.012245588652411843
Position 9341: 0.01147273764397574
Position 10750: 0.011045099451952006
Position 10170: 0.010797234905504268
Position 8872: 0.010732602234096274
Position 112: 0.010131713713163477
Position 2523: 0.006501305814313746
Position 10209: 0.006011127184318706
Position 945: 0.00581081735840217
Position 1583: 0.0049269729032593535
Position 1887: 0.004877491098133308
Position 3361: 0.004778599513615091
Position 11261: 0.004641931176025681
Position 1682: 0.004054223017113089
Position 4193: 0.0037973812850278428
Position 2575: 0.003597495841953248
Position 3490: 0.0033463622050123707
Position 373: 0.0032438141826932063
Position 2539: 0.0027394482284999037
Position 6631: 0.0027101377567659434
Position 1710: 0.002673782087933391
Position 7293: 0.0026556852344136257
Position 8210: 0.0022577811953098286
Position 3612: 0.002237603478400063
Position 11623: 0.0020857185125774257
Position 8592: 0.0017748945942084636
Position 2486: 0.0017446540307481354
Position 4700: 0.0017145264520008574
Position 11909: 0.0015937870780372938
Position 2129: 0.0014540173762954275
Position 6848: 0.0014079145334059192
Position 8739: 0.0013771876194552792
Position 6262: 0.0013570693439504964
Position 8751: 0.001303156328820314
Position 9528: 0.0012558985729730584
Position 11071: 0.0012343354540064668
Position 10436: 0.0011507279509838802
Position 7379: 0.0010661973302039784
Position 5909: 0.0010495957083635778
Position 7940: 0.000987720400364066
Position 7454: 0.0009461849563187638
Position 12098: 0.0009154894860974025
Position 1216: 0.0008321468899533417
Position 817: 0.0008062821802304254
Position 3397: 0.0007783969711752135
Position 845: 0.0006876875787526903
Position 9079: 0.0006616001528840997
Position 2372: 0.0006532087217570687
Position 3401: 0.0006505348853075603
Position 10678: 0.0006366637629715386
Position 3399: 0.0006255953588491859
Position 370: 0.0006079864537426124
Position 3403: 0.0005599066668116807
Position 6755: 0.0004986823666946735
Position 2229: 0.00047903790574701946
Position 1769: 0.0004680203182580859
Position 7503: 0.00044222521167243644
Position 3344: 0.00043332643062697564
Position 5668: 0.00042622674576205626
Position 6465: 0.0004235730091906062
Position 11444: 0.0004226750619410512
Position 3395: 0.00042157768714620573
