Gene = Lztfl1
index = 655
Annotated 5SS: [  100  2326  5196  6590  8072  9553  9717 15501 16756]
Annotated 3SS: [ 2200  5000  6528  7999  9486  9638 15323 16651 17521]
SMsplice 5SS: [  100  2326  5196  8150  9553  9717 15501 16756]
SMsplice 3SS: [ 2200  5000  7999  9486  9638 15323 16651 17122]
top_k =  1000
Partition function (log Z): 4.379131196064369

Sorted 5' Splice Sites (High to Low Probability):
Position 9717: 0.9886710302660691
Position 16756: 0.9642018562328959
Position 100: 0.9618524270439864
Position 5196: 0.9402472545337138
Position 15501: 0.867382877383243
Position 9553: 0.7184385051616731
Position 2326: 0.6849862041617713
Position 8150: 0.6656777174988672
Position 6590: 0.5117742859870954
Position 6876: 0.4235292152482334
Position 10241: 0.39219154035373943
Position 14403: 0.3194299245056744
Position 8072: 0.3108823250866716
Position 18510: 0.23639350564152745
Position 7893: 0.19767713003516438
Position 18234: 0.17692039696974524
Position 3834: 0.16408749406853362
Position 11863: 0.14877610636417854
Position 5987: 0.14757186640296116
Position 4470: 0.13338533258736962
Position 6897: 0.12988519348211058
Position 19139: 0.12920713607489998
Position 4198: 0.1173409470909621
Position 3784: 0.11259085589689342
Position 7346: 0.11098866635745251
Position 14441: 0.1088907595205674
Position 11823: 0.10453255303785426
Position 6036: 0.07580127734877078
Position 2741: 0.07362849804449757
Position 3276: 0.07322991324734338
Position 2660: 0.06806233373176768
Position 1795: 0.06163557527409429
Position 595: 0.05991345128375906
Position 11891: 0.05357454977709623
Position 17853: 0.053471001529673844
Position 7897: 0.04704161844738824
Position 15993: 0.03994996022332812
Position 2106: 0.030547790662330387
Position 1151: 0.024230275860137387
Position 10212: 0.024189753476269615
Position 3970: 0.024070707934318702
Position 2812: 0.02279549999980903
Position 560: 0.022326315854646117
Position 6600: 0.021189851468033608
Position 7020: 0.020763994227885486
Position 8307: 0.020004297968894136
Position 10206: 0.017948462414781926
Position 17884: 0.015794097224414147
Position 7821: 0.015258344408981201
Position 13826: 0.014824098998048355
Position 1163: 0.0129619445889716
Position 2291: 0.01294830814626425
Position 4218: 0.011390507704158335
Position 7329: 0.011121874620808757
Position 6855: 0.009550359055369698
Position 303: 0.00847817708249824
