Gene = Mrap2
index = 693
Annotated 5SS: [   92   852 25353 31588]
Annotated 3SS: [  670 25218 31487 38134]
SMsplice 5SS: [   72   852  1094  4386 10530 16165 19461 19722 31588]
SMsplice 3SS: [  670   979  4328 10406 16075 19382 19602 31487 38134]
top_k =  1000
Partition function (log Z): -20.477442567324957

Sorted 5' Splice Sites (High to Low Probability):
Position 4386: 0.867805576774712
Position 10530: 0.7971378256148842
Position 1094: 0.7170594799411071
Position 852: 0.6537890626908816
Position 92: 0.43664938446407725
Position 72: 0.4345494597081769
Position 5347: 0.35042016658437275
Position 370: 0.3490540155106315
Position 1969: 0.2853910256928718
Position 16165: 0.2775204541873782
Position 7890: 0.18270753565789974
Position 8425: 0.14892653510192536
Position 771: 0.10805479687427652
Position 9436: 0.09676084981767573
Position 7886: 0.09513974520279528
Position 3603: 0.07929906864049241
Position 7473: 0.07322093979974502
Position 28: 0.06294383646640556
Position 5559: 0.04969596879421732
Position 13573: 0.033465587930656175
Position 5296: 0.022691476817783277
Position 1005: 0.017436767490716
Position 500: 0.016329485186417955
Position 6429: 0.015902830062042336
Position 5996: 0.015090689611092356
Position 8117: 0.013446318139010071
Position 1417: 0.013008697974945057
Position 9450: 0.01091951266465616
Position 6538: 0.009130268511820847
Position 8846: 0.009051260424255058
Position 529: 0.007892459063933828
Position 5884: 0.006982445548938832
Position 1437: 0.006614956103213871
Position 879: 0.006362740167618931
Position 6246: 0.005490473647608959
Position 1247: 0.0051196877540875384
Position 6058: 0.005069265622067813
Position 4432: 0.004661663648835895
Position 60: 0.003803200242503788
Position 110: 0.0037285703017722986
Position 116: 0.0030322105407950585
Position 4534: 0.0029462942728764553
Position 12327: 0.001709297082517613
Position 7453: 0.0014093157132996706
Position 464: 0.0012138104719973716
Position 3629: 0.0010474135843582257
Position 628: 0.0010250595129622736
Position 427: 0.0009974131025876581
Position 1857: 0.0008922283403867198
Position 545: 0.0008043120862460712
Position 397: 0.0005679288859027199
Position 154: 0.0005141469096190881
Position 150: 0.00041508247530884203
Position 169: 0.0003827430579946795
Position 1102: 0.000283271474959705
Position 1938: 0.00025168963669423925
Position 4515: 0.00018766995302889471
Position 5377: 0.00017965400092980223
Position 1454: 0.00017377608577837274
Position 773: 0.00017164515276577234
Position 856: 0.00016639201473794309
Position 3803: 0.00016484125182681414
Position 4230: 0.00016344526270770928
Position 838: 0.00012068233848353893
Position 741: 0.00010005846173240381
Position 526: 9.204428745767385e-05
Position 596: 8.639010685507933e-05
Position 492: 8.264446069495949e-05
Position 468: 7.371092721480333e-05
Position 1078: 7.187967393156075e-05
Position 589: 5.1525239096809475e-05
Position 1072: 4.0441472874250886e-05
Position 1060: 3.806804472864521e-05
Position 902: 3.105989085681093e-05
Position 701: 2.8210004178373667e-05
Position 466: 2.617822271554577e-05
Position 5852: 2.3875210821848807e-05
Position 281: 1.967000685587982e-05
Position 138: 1.7883361679114587e-05
Position 126: 1.7704595401566268e-05
Position 234: 1.535560807220398e-05
Position 8415: 1.3617653380652744e-05
Position 859: 1.3396344611706999e-05
Position 432: 1.2622445664289112e-05
Position 563: 1.2517851481793083e-05
Position 862: 1.2395716707831081e-05
Position 504: 9.370137922961482e-06
Position 6878: 8.435492073644318e-06
Position 472: 8.426769488280967e-06
Position 190: 7.96862608998669e-06
Position 58: 6.702360366750693e-06
Position 594: 6.415562090337264e-06
Position 214: 5.5524109228362324e-06
Position 179: 4.716624876103912e-06
Position 574: 3.7567658295286356e-06
Position 533: 3.4061040610473145e-06
Position 556: 2.15613055810158e-06
Position 429: 1.425651588393205e-06
Position 136: 1.355724363842839e-06
Position 809: 8.31059650474643e-08
Position 6009: 4.157799312182442e-08
Position 643: 9.889560777624176e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 10406: 0.8922611100123989
Position 670: 0.7216132951448974
Position 979: 0.6412692723452773
Position 16075: 0.32829813889553305
Position 5183: 0.3236951240656817
Position 7789: 0.28615968172711215
Position 224: 0.2710364065134361
Position 4328: 0.26112475422401416
Position 1781: 0.2260278376723669
Position 4142: 0.20806925797773135
Position 19602: 0.19613274937683617
Position 4084: 0.1642551951759492
Position 4227: 0.13156043359264707
Position 15652: 0.12729655593795008
Position 8293: 0.10873694139719939
Position 9348: 0.10872544481389602
Position 16522: 0.1002219902903947
Position 12514: 0.057154629337236675
Position 4207: 0.05174458541195899
Position 4354: 0.04701923528103075
Position 3496: 0.046892841583173556
Position 8770: 0.0467691929275457
Position 14207: 0.04536381777651151
Position 16417: 0.04438580902861381
Position 983: 0.04250081783475945
Position 8336: 0.041260587841190764
Position 7375: 0.0388447807378221
Position 13439: 0.038661071041076835
Position 1814: 0.03776449298902371
Position 7324: 0.03590561790813458
Position 930: 0.032470890720229656
Position 3447: 0.031089007977302716
Position 13692: 0.03040980552310743
Position 5793: 0.02928353217111848
Position 278: 0.025268406719484965
Position 729: 0.024351433834770498
Position 5276: 0.02373378837877387
Position 678: 0.02312909446821896
Position 13027: 0.021735435328967198
Position 13209: 0.0205956303768653
Position 5157: 0.018878360575033143
Position 5456: 0.017240296768004447
Position 12493: 0.015198185699674386
Position 6237: 0.014553347787480346
Position 369: 0.01259600266790242
Position 5517: 0.012156026947018193
Position 12014: 0.010798029865950898
Position 13722: 0.01075753304973133
Position 14601: 0.010607749498123582
Position 7961: 0.010328361776923568
Position 13325: 0.01006807088412996
Position 11091: 0.009492650488773843
Position 15703: 0.009476271297376365
Position 5299: 0.009237021532119786
Position 1787: 0.008747723208040745
Position 15618: 0.0085164350786703
Position 16864: 0.007699352881836415
Position 195: 0.006892985247721326
Position 9186: 0.0064449076823759706
Position 5496: 0.0059467195629875555
Position 4117: 0.005800475910144362
Position 395: 0.005760312860454262
Position 8629: 0.005495167295443412
Position 1322: 0.0054546239755612885
Position 12563: 0.005271781226920891
Position 5469: 0.005198745055808971
Position 6129: 0.005192492771561605
Position 6662: 0.005002205992548301
Position 1004: 0.004924331992523817
Position 5250: 0.004791765905611642
Position 1650: 0.004720544613164076
Position 6372: 0.004246597862549348
Position 5227: 0.004221280471174112
Position 1133: 0.0034287228971605983
Position 11445: 0.0033509744344361755
Position 14018: 0.003091618606497778
Position 11338: 0.0030633644710269725
Position 6448: 0.0030064245089654797
Position 12297: 0.002878932481807383
Position 12443: 0.002784839997797967
Position 1331: 0.002755315834258152
Position 1604: 0.0027432219213886543
Position 952: 0.0027099380502795035
Position 12326: 0.00259355624544129
Position 6592: 0.002381359335332685
Position 201: 0.0023725038431173574
Position 4003: 0.002358581003003198
Position 10813: 0.0023558348735251812
Position 6306: 0.002269765305120223
Position 13345: 0.002244764380659534
Position 8500: 0.0022446845899550052
Position 1817: 0.0020877051181126638
Position 1137: 0.0020149164839051766
Position 4431: 0.00174253551164763
Position 14295: 0.0017357043447683523
Position 12689: 0.0017176066138896086
Position 6263: 0.001590265989738227
Position 11492: 0.0015875793503874968
Position 480: 0.0015759594564882864
Position 950: 0.0014316112518737367
Position 1067: 0.0014271647537797984
Position 234: 0.0012549939042866079
Position 3324: 0.0012350002159350673
Position 948: 0.0012034129102756435
Position 10123: 0.0011125030855844043
Position 446: 0.0011057439178984775
Position 1580: 0.0010961328862777555
Position 12042: 0.0010584030059171115
Position 258: 0.0010519177195107822
Position 5411: 0.0010395124718854088
Position 8198: 0.0010360247554394094
Position 1286: 0.0010160377403616021
Position 1568: 0.000996859654338114
Position 556: 0.0009893090515730517
Position 281: 0.0009747694845046812
Position 3507: 0.0009493798597286696
Position 10673: 0.0009477371758525406
Position 1246: 0.0009265607570744637
Position 1296: 0.0008545709575942504
Position 8462: 0.0007941244729255674
Position 1368: 0.0007664266284258032
Position 4385: 0.000747614882632932
Position 11246: 0.0007280928446325156
Position 1860: 0.0006830166223452902
Position 549: 0.0006461857693369849
Position 8543: 0.0006299153860668949
Position 612: 0.0005987523132258025
Position 8671: 0.0005687414694957583
Position 1828: 0.0005209564066023695
Position 1727: 0.0005193406416173518
Position 1692: 0.0004971039507254354
Position 1231: 0.000480109616467872
Position 6627: 0.0004793896093273986
Position 995: 0.0004661589286539975
Position 495: 0.00045765388294764775
Position 11953: 0.00045202962767819133
Position 241: 0.0004310036938501568
Position 301: 0.0004077442620188191
Position 1664: 0.00040018296064010605
Position 1355: 0.00039713665790622405
Position 3976: 0.0003666295864481698
Position 5197: 0.00036119288266180853
Position 1304: 0.00034168546826866196
Position 3884: 0.0003308414590487116
Position 878: 0.000330669939886241
Position 3864: 0.0003228647897118873
Position 5525: 0.00030770213544742566
Position 6360: 0.0002913776322866413
Position 4492: 0.00028635260062980525
Position 1341: 0.0002790300536903683
Position 852: 0.0002774308428913968
Position 464: 0.00023277539095969897
Position 1388: 0.0002272858915981786
Position 336: 0.00021644974373040375
Position 992: 0.00020683433969543658
Position 1011: 0.00020576004987980816
Position 3328: 0.00018020585312494754
Position 628: 0.00017891757103895888
Position 1253: 0.000178037643927232
Position 689: 0.00017450393391453369
Position 987: 0.00014443128422943888
Position 788: 0.0001428820860594877
Position 126: 0.00013482190178346954
