Gene = Odam
index = 777
Annotated 5SS: [  18  734  867 1575 2522 2956 4439 5106 6395 7440 7713]
Annotated 3SS: [ 667  824 1526 2290 2910 4336 5057 6322 7286 7653 8659]
SMsplice 5SS: [  18  734 2522 2956 4439]
SMsplice 3SS: [ 667 2290 2910 4336 8884]
top_k =  1000
Partition function (log Z): -1.9143801322673326

Sorted 5' Splice Sites (High to Low Probability):
Position 18: 0.8918870906737066
Position 2956: 0.8687263016815364
Position 2522: 0.8252873236613715
Position 734: 0.8016329404369072
Position 4439: 0.7779539251766828
Position 1575: 0.4587855668649653
Position 7440: 0.36084136586639254
Position 369: 0.29498549711420413
Position 6395: 0.21949159584724032
Position 1634: 0.1624060050003609
Position 5106: 0.16062823121906905
Position 867: 0.05328172277226205
Position 4485: 0.05048989820960648
Position 2561: 0.03487672451238709
Position 2435: 0.03344530502520463
Position 5915: 0.030119661682349655
Position 13: 0.028783029909379917
Position 950: 0.02327599316407825
Position 7713: 0.014664813983309908
Position 6452: 0.013415248905328466
Position 983: 0.010898580355761465
Position 7455: 0.01068851773460077
Position 4444: 0.00944305844496726
Position 1329: 0.008357287228247159
Position 8672: 0.008139478912707871
Position 3340: 0.007830241672591566
Position 2351: 0.004258848313252632
Position 6463: 0.0036653923777835275
Position 132: 0.003118548642709129
Position 8736: 0.002836673991961444
Position 7488: 0.002712562394756177
Position 1683: 0.0025334016580235963
Position 8519: 0.0024024950534467077
Position 353: 0.002370077654981332
Position 903: 0.002104433321734642
Position 2569: 0.0020479728397108667
Position 117: 0.002022182613696143
Position 1585: 0.0019478879879112814
Position 8306: 0.0019422766834225579
Position 7527: 0.0018052858475395915
Position 3772: 0.0017352588552577864
Position 1107: 0.0014701992455345965
Position 3885: 0.0012378555721516927
Position 42: 0.001232668183688372
Position 576: 0.0011197201694464367
Position 954: 0.0011164585772336097
Position 4270: 0.0010980064741619763
Position 4228: 0.0008666272104196191
Position 231: 0.0007955882483777167
Position 152: 0.0005703807711302355
Position 5345: 0.0005024610152175779
Position 495: 0.00044491589996343265
Position 1591: 0.0004137584304571594
Position 1343: 0.0004136336801245165
Position 668: 0.0003566252715743482
Position 3689: 0.000304184668551809
Position 1703: 0.0003021789126586166
Position 1842: 0.00029758314399097065
Position 1322: 0.0002881397025451615
Position 2646: 0.00026505615248136364
Position 4450: 0.0002276304666905051
Position 439: 0.00021922236886972874
Position 1387: 0.00019877277123122634
Position 2526: 0.00018749737991085173
Position 357: 0.00017461495063168778
Position 1549: 0.00015104554356640653
Position 579: 0.00014156173997459227
Position 4861: 0.00012880190349138037
Position 3699: 0.00012602497639657993
Position 2368: 0.00012494742194786614
Position 1111: 0.00011749695928834185
Position 1115: 0.00011202690056721644
Position 557: 0.00010155185629969684
Position 1919: 0.00010067195007764866
Position 1113: 8.7979419302294e-05
Position 1810: 8.774450349571626e-05
Position 2511: 7.943638729878693e-05
Position 154: 7.466733538593632e-05
Position 1596: 7.133823400057285e-05
Position 1090: 6.767010330976198e-05
Position 1813: 6.50592818130806e-05
Position 5110: 6.323802249027271e-05
Position 162: 5.8154674262681244e-05
Position 211: 5.2619897970109205e-05
Position 245: 5.2520483679762886e-05
Position 1082: 5.007693977831959e-05
Position 2575: 4.071847858513475e-05
Position 398: 3.723006530950688e-05
Position 2551: 3.610049936340604e-05
Position 524: 2.7973620736886135e-05
Position 88: 2.3020380280493967e-05
Position 1312: 1.7748763852651297e-05
Position 1416: 1.6540943576859765e-05
Position 907: 1.5153954898790816e-05
Position 608: 1.1232094470448158e-05
Position 204: 1.0259932443773316e-05
Position 1435: 7.677747612427761e-06
Position 92: 5.265916573621968e-06
Position 45: 5.181454759822486e-06
Position 3039: 3.966249796870567e-06
Position 98: 3.593595027341333e-06
Position 1457: 3.4359170881217074e-06
Position 1267: 2.901383983298158e-06
Position 214: 2.6326156453479394e-06
Position 596: 2.075724102177304e-06
Position 299: 1.6413591676144467e-06
Position 630: 1.5410963199277163e-06
Position 740: 1.4842889482493604e-06
Position 738: 8.249089746626121e-07
Position 748: 5.793398121208684e-07
Position 259: 4.982209102609138e-07
Position 1500: 4.3756630724919986e-07
Position 647: 8.720136527414114e-08
Position 1158: 7.969693206738542e-08
Position 859: 2.5341647199380696e-08
Position 877: 2.029414438772048e-08
Position 871: 1.3153690513087778e-08
Position 803: 5.213775227554097e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2910: 0.8430806653827455
Position 2290: 0.7764345053863488
Position 4336: 0.7656469855849166
Position 667: 0.5582224976267146
Position 7286: 0.41211837398851675
Position 1526: 0.39734473094472117
Position 8884: 0.37836936129780757
Position 8659: 0.37763816090708313
Position 6322: 0.24520723417887744
Position 283: 0.17588942065137486
Position 1471: 0.1435727654525173
Position 575: 0.1402224177509773
Position 5057: 0.10972377607059745
Position 214: 0.09271649240851117
Position 824: 0.07461313713397554
Position 1400: 0.06828879830367558
Position 5825: 0.047721844574958205
Position 713: 0.03811751504913211
Position 2335: 0.03786275553547681
Position 4345: 0.036901698711636156
Position 2387: 0.03507043752098241
