Gene = 9630041A04Rik
index = 75
Annotated 5SS: [  379 66693]
Annotated 3SS: [66580 80841]
SMsplice 5SS: [  379 12923 21656 22223 35114 36090 53696 58008 66693 75528 75871 77856]
SMsplice 3SS: [12725 21506 22023 34979 35940 53554 57861 66580 75367 75754 77683 79808]
top_k =  1000
Partition function (log Z): -51.4431370015274

Sorted 5' Splice Sites (High to Low Probability):
Position 379: 0.6489564729605478
Position 3505: 0.3226879930187361
Position 2786: 0.25466324875245777
Position 50: 0.2166220232396514
Position 2905: 0.15896759568760735
Position 3002: 0.11846017287351356
Position 84: 0.11690944444031043
Position 3016: 0.07781832412215038
Position 1623: 0.07670213948479024
Position 3343: 0.07164263902769397
Position 571: 0.06491635168454206
Position 5174: 0.06462731216242688
Position 3815: 0.0298089164827993
Position 6192: 0.027113586987605125
Position 1957: 0.025964563504589953
Position 1264: 0.024253333883647907
Position 3627: 0.02415457068632309
Position 10961: 0.01362902494749878
Position 275: 0.010200211765420485
Position 685: 0.009797478921068999
Position 2918: 0.009192636479693444
Position 238: 0.008439544350574577
Position 5006: 0.008151877373571958
Position 1063: 0.005731926560936338
Position 3020: 0.005005090824982862
Position 3697: 0.004885972734782684
Position 3316: 0.0045183168598080204
Position 278: 0.0020003577205666054
Position 3453: 0.0017661836966265498
Position 3124: 0.0015515345731723898
Position 1041: 0.0014760368021989685
Position 901: 0.0012257288414787885
Position 1728: 0.001170915101692951
Position 1976: 0.0009906001667145967
Position 1637: 0.0008222726957218192
Position 3180: 0.0004549127611313001
Position 3006: 0.0004521982323973087
Position 394: 0.00030169691427983994
Position 1876: 0.0002756618829241991
Position 1436: 0.00027081779117980425
Position 1750: 0.0002564498033081641
Position 3104: 0.00017357412566070842
Position 924: 0.00015784371411441627
Position 1627: 0.00013912745287969437
Position 634: 0.00011062542818158752
Position 445: 0.00010401517070197626
Position 536: 9.515465538199484e-05
Position 2167: 9.378279025217105e-05
Position 5185: 8.145180255749773e-05
Position 623: 8.135416824039093e-05
Position 259: 7.751206111979434e-05
Position 449: 6.745483826893405e-05
Position 11: 5.213754371915125e-05
Position 671: 3.5760754268447895e-05
Position 160: 2.3812631351546335e-05
Position 470: 2.2936220308699423e-05
Position 192: 1.5648152632500084e-05
Position 1177: 1.1113621072900067e-05
Position 1236: 1.0606742058210148e-05
Position 1153: 1.0144699819119019e-05
Position 457: 1.0058615266186057e-05
Position 1695: 9.601923972635868e-06
Position 1139: 9.541283020577723e-06
Position 463: 7.13634484045019e-06
Position 1157: 6.301369228383477e-06
Position 1093: 3.321502317920935e-06
Position 1232: 2.556256056246466e-06
Position 176: 1.8928693690355333e-06
Position 1351: 1.7297445602296315e-06
Position 908: 9.047475863686796e-07
Position 926: 8.884051197249585e-07
Position 306: 7.601893485210238e-07
Position 573: 7.012892861736827e-07
Position 519: 6.857463506264638e-07
Position 853: 3.560774820681164e-07
Position 840: 1.563497415456409e-07
Position 428: 1.3547056922139062e-07
Position 265: 1.2981323773098876e-07
Position 575: 6.4289294849462e-08
Position 299: 4.2118490488907785e-08
Position 475: 3.993195176478981e-08
Position 304: 3.3764428630462665e-08
Position 503: 1.017559376151435e-08
Position 581: 1.6778097826850015e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 11120: 0.40241601331245064
Position 3413: 0.32021619606777846
Position 10784: 0.30470348270237885
Position 10756: 0.16002173250157858
Position 2622: 0.13545077703860078
Position 2657: 0.13451501750588452
Position 2938: 0.11415830928650131
Position 2786: 0.07708699684752887
Position 1435: 0.07355005340248251
Position 3160: 0.060628551844718034
Position 2848: 0.057170417175607766
Position 3564: 0.05371573497777285
Position 2904: 0.04699177329337664
Position 5059: 0.040781684536039337
Position 5030: 0.039991336860965884
Position 238: 0.03860780906123674
Position 2692: 0.03607213045606348
Position 1112: 0.023035665074106513
Position 184: 0.022102091237930103
Position 6136: 0.02004976235648905
Position 1805: 0.017513743937392932
Position 2680: 0.01712021666702914
Position 3234: 0.015574157234126385
Position 9699: 0.015566477162433529
Position 5342: 0.01421160792476547
Position 7994: 0.01391586901884179
Position 6185: 0.012636965047975813
Position 3436: 0.01038334387248638
Position 4990: 0.009717378231537696
Position 3207: 0.0074831765428627454
Position 3377: 0.0069739890774802
Position 147: 0.006924732737443142
Position 2746: 0.006607637567418836
Position 5549: 0.006206364608552179
Position 3264: 0.005490419435769615
Position 965: 0.004880700336963931
Position 9241: 0.003995675753979691
Position 10729: 0.003860779688621951
Position 1774: 0.003816009106284648
Position 1856: 0.0036512805140368116
Position 1467: 0.0035105179866300076
Position 1019: 0.0033687154412461546
Position 3477: 0.0032513335672884214
Position 8514: 0.0032236048802631663
Position 662: 0.0028298540640476133
Position 4873: 0.0027280390887404237
Position 6188: 0.0026854894866492757
Position 131: 0.0026682506852308933
Position 318: 0.0024436370229109937
Position 8875: 0.0024328199183807327
Position 495: 0.0023005160357227345
Position 1549: 0.0021052193509589387
Position 526: 0.002099610945748742
Position 7790: 0.00206984446244572
Position 7137: 0.002042603071007232
Position 4004: 0.001870904759711998
Position 4820: 0.0015897181964433002
Position 2721: 0.001477500639174415
Position 1780: 0.001433872205764515
Position 2578: 0.0012317738968466285
Position 187: 0.0011937925473975133
Position 4940: 0.0011139957786960113
Position 1232: 0.0010359392531702925
Position 2909: 0.001032654554304475
Position 5361: 0.0010267415981489803
Position 2063: 0.0009891915571738073
Position 2510: 0.000953287053422487
Position 278: 0.0009508905996046823
Position 5222: 0.0009068712431195702
Position 4935: 0.0008339111248340575
Position 3418: 0.0008211311821879861
Position 1445: 0.0008174931397019476
Position 2659: 0.000762844899467601
Position 498: 0.0007367064320119907
Position 5118: 0.0006789862613321854
Position 813: 0.0006588632638825915
Position 2539: 0.0005843602154135169
Position 1452: 0.0005231766194099796
Position 762: 0.00043563257973707115
Position 1166: 0.0004315289161743734
Position 5821: 0.000398218036058598
Position 2494: 0.0003563538561869296
Position 1666: 0.0003352687142312469
Position 5877: 0.00028437613830814903
Position 1361: 0.0002827531647588836
Position 475: 0.00026715862926523685
Position 2719: 0.00025211844348388423
Position 2359: 0.0002490200535308814
Position 859: 0.0002432368739677249
Position 1896: 0.0001974176885158368
Position 285: 0.00019463414348012533
Position 406: 0.00019327129490803453
Position 2631: 0.00017571094121253248
Position 3421: 0.00016322067748598907
Position 1206: 0.00015889693235174152
Position 304: 0.00015692997390182975
Position 249: 0.00015651638946360141
Position 2162: 0.00015331823974549288
Position 242: 0.00014866223483250902
Position 4679: 0.00014640854805661807
Position 718: 0.0001354075228327614
Position 1816: 0.00013348559693766304
Position 4337: 0.00012422675922182716
Position 1041: 0.00010779531318751957
Position 1474: 9.940882711340355e-05
Position 1788: 9.838657005211672e-05
Position 265: 9.785147779195724e-05
Position 5630: 8.729230762160635e-05
Position 1507: 8.303157238979198e-05
Position 192: 7.560910886780747e-05
Position 1676: 7.072591257908836e-05
Position 723: 6.798059868036308e-05
Position 466: 6.149229318534383e-05
Position 743: 5.9970650855969824e-05
Position 2396: 5.8193065909585396e-05
Position 1574: 5.482181778299228e-05
Position 4582: 5.328667147550715e-05
Position 1746: 4.6531672811296394e-05
Position 3164: 4.61802350115061e-05
Position 1381: 4.390901612318224e-05
Position 564: 4.2262082981306515e-05
Position 2580: 4.067079966490683e-05
Position 570: 3.876438360858028e-05
Position 2017: 3.755724332534564e-05
Position 4136: 3.726349869420776e-05
Position 1239: 3.387551606317116e-05
Position 1759: 2.8800515876696205e-05
Position 282: 2.6445487798597537e-05
Position 259: 2.307259191364047e-05
Position 482: 1.8371327254143103e-05
Position 327: 1.713956342634141e-05
Position 1565: 1.6737955751918582e-05
Position 1626: 1.67022530735665e-05
Position 1304: 1.593819450515572e-05
Position 453: 1.5597066351107775e-05
Position 542: 1.4836158548834141e-05
Position 2305: 1.4285839357014988e-05
Position 994: 1.1484139871836107e-05
Position 1476: 7.928651024067657e-06
Position 1281: 7.468996659415977e-06
Position 1727: 4.338782016987848e-06
Position 2943: 4.336663214699134e-06
Position 610: 3.2251507845678325e-06
Position 533: 1.7562870182926782e-06
Position 535: 1.6242756789663065e-06
Position 1173: 1.016729198030044e-06
Position 819: 9.305077592211996e-07
Position 457: 9.159774710223594e-07
Position 289: 8.084424639110499e-07
Position 428: 7.761737207361082e-07
Position 546: 7.360020305649661e-07
Position 862: 7.206522218936189e-07
Position 528: 6.46002418392423e-07
Position 1480: 4.532456986062593e-07
Position 1378: 3.8044382838790446e-07
Position 720: 3.459510107155941e-07
Position 411: 3.430585508019929e-07
Position 1306: 2.653917295292865e-07
Position 817: 2.525792223954197e-07
Position 442: 2.0221814482020642e-07
Position 666: 1.8858411900839672e-07
Position 343: 1.4484224389659248e-07
Position 199: 1.290802693387923e-07
Position 1337: 1.2207242103517344e-07
Position 294: 1.211066042619303e-07
Position 362: 6.36248896349716e-08
Position 415: 4.339191050730622e-08
Position 768: 4.068380576851898e-08
Position 374: 3.3908259330130014e-08
Position 440: 2.5321781100117974e-08
Position 616: 2.081096364908171e-08
Position 332: 1.8247290061303898e-08
Position 205: 1.7841435666791536e-08
Position 339: 1.3152308716466486e-08
Position 329: 1.1567110547147967e-08
Position 197: 3.268863145031617e-09
