Gene = Leo1
index = 632
Annotated 5SS: [  100  4458  5671  6861  7967  9037 13183 14240 15658 16726 19568]
Annotated 3SS: [ 3698  5565  6765  7820  8951 13087 14104 15521 16538 19469 24657]
SMsplice 5SS: [  100  3792  4458  5671  6861  7967  9037 13183 14240 15658 16726 19568]
SMsplice 3SS: [ 3698  4351  5565  6765  7820  8951 13087 14121 15521 16538 19469 24657]
top_k =  1000
Partition function (log Z): 33.81315983014059

Sorted 5' Splice Sites (High to Low Probability):
Position 15658: 0.9988840240883377
Position 19568: 0.9983961778215285
Position 16726: 0.992244890978456
Position 9037: 0.98387159388309
Position 13183: 0.9808307119543728
Position 100: 0.9423436218074206
Position 7967: 0.9306927925822429
Position 6861: 0.9242377079337887
Position 3792: 0.9164537208855033
Position 5671: 0.8791413390780864
Position 4458: 0.7674629833956376
Position 14240: 0.6841736983134645
Position 22618: 0.5618985435218348
Position 4006: 0.46665505130737395
Position 10066: 0.2959708294921608
Position 12914: 0.2948685467849991
Position 24084: 0.19994376135665942
Position 20411: 0.19344441256676834
Position 20903: 0.19133999179545935
Position 4431: 0.1862802552211276
Position 24092: 0.17163842581023797
Position 24088: 0.10183609263585384
Position 5661: 0.09912608499435442
Position 7284: 0.09870224923731441
Position 5985: 0.09210965130880491
Position 3195: 0.08569169847811967
Position 425: 0.08469496908415744
Position 10019: 0.07792445041385404
Position 5433: 0.07534178427496958
Position 16249: 0.07488806763991035
Position 7184: 0.0744758594188823
Position 3154: 0.06945672848948317
Position 5200: 0.06879150491057148
Position 580: 0.06467082157888022
Position 13958: 0.060405800712657255
Position 14191: 0.05620404974935566
Position 1383: 0.05436486957279392
Position 15130: 0.05196024788862031
Position 19992: 0.04952395497311204
Position 18469: 0.04711768388961745
Position 13703: 0.04706060857502005
Position 5996: 0.045992663530879496
Position 16134: 0.04549060871538987
Position 13862: 0.04248311335969839
Position 12686: 0.042394099131720785
Position 15388: 0.042149809934812085
Position 22840: 0.03500759269546058
Position 9300: 0.03294170501382005
Position 5871: 0.03194131391633227
Position 8797: 0.030794516714312728
Position 4863: 0.029534439100448825
Position 24048: 0.028936860919260444
Position 10516: 0.026623797535539496
Position 13974: 0.02478877625811346
Position 3332: 0.02186738007462165
Position 16025: 0.021573929373773934
Position 11782: 0.020226859001187012
Position 20187: 0.019806616099703557
Position 3837: 0.019332462751875085
Position 19957: 0.018656570186809343
Position 5695: 0.018584236238249428
Position 7653: 0.018415310290321684
Position 3274: 0.018407560091817817
Position 13187: 0.01771871723777061
Position 22102: 0.016779719232734216
Position 23401: 0.01647669071790908
Position 11759: 0.014654963907168318
Position 19212: 0.013850114952129145
Position 17984: 0.01248874214794717
Position 24723: 0.012413132573498353
Position 10070: 0.012024844426110754
Position 12520: 0.011697106056911783
Position 2331: 0.011289048527329221
Position 7204: 0.010820215357457289
Position 2596: 0.010352774172623072
Position 9024: 0.010285360810514824
Position 1813: 0.009668158349453702
Position 16406: 0.009071618919528882
Position 24773: 0.008990285205240322
Position 18725: 0.008939304318244237
Position 1511: 0.008255102498184043
Position 6088: 0.008176094520573659
Position 16083: 0.008075317375425212
Position 8046: 0.007615635287814115
Position 24572: 0.007106300422178266
Position 5867: 0.006558643066582799
Position 7899: 0.006503168330608603
Position 24070: 0.0058476530482019645
Position 20065: 0.005792221541243821
Position 15159: 0.00566471017271609
Position 11763: 0.005178059713394051
Position 7682: 0.0050965495092673355
Position 7650: 0.004829677051983312
Position 21314: 0.004791032842968577
Position 12922: 0.004741513283711068
Position 8723: 0.004515054019881276
Position 3774: 0.0045038983852031785
Position 22845: 0.004363937029061608
Position 5447: 0.004102460171869637
Position 2580: 0.00398175781403083
Position 16833: 0.003958929549209354
Position 274: 0.0038841563071384633
Position 6896: 0.0037893890715947624
Position 13549: 0.00372742182028005
Position 21356: 0.003660194800717075
Position 4827: 0.0035465210163730964
Position 2304: 0.0035157322930535976
Position 2384: 0.0034660750091583033
Position 20611: 0.0033943957000312735
Position 17202: 0.0032068574898113057
Position 14432: 0.003190452772959994
Position 3172: 0.00314325980223002
Position 8855: 0.002763067773204868
Position 14581: 0.00258566603184523
Position 5687: 0.0025552908935436458
Position 8150: 0.00252871270759477
Position 1688: 0.0025242920525180863
Position 14780: 0.002476234166494867
Position 9919: 0.002440857072542489
Position 15395: 0.002416503471877837
Position 1373: 0.0023672175063415594
Position 14985: 0.002187078349178295
Position 3889: 0.002172559772828611
Position 13794: 0.0021609708730130615
Position 14428: 0.002147225518256827
Position 24797: 0.0021420807398524816
Position 7290: 0.0021311962004370495
Position 14485: 0.0021075790831101052
Position 17962: 0.002091682416882663
Position 17599: 0.002038187218503243
Position 10979: 0.002034639167359864
Position 6565: 0.0019898463218856917
Position 3810: 0.0019469332396436488
Position 4659: 0.0019451437481083698
Position 17916: 0.0018749437804088393
Position 5948: 0.001739618020648158
Position 8530: 0.001662681256745481
Position 22814: 0.001621693807019148
Position 5170: 0.0014708522181925258
Position 7396: 0.0014534625334866036
Position 8005: 0.001450326268505392
Position 1861: 0.0014134392525996518
Position 21392: 0.0013566688615966249
Position 829: 0.0013549968824971607
Position 2977: 0.0012783388999388194
Position 5325: 0.0012291055635847985
Position 14620: 0.0012290547636988737
Position 14943: 0.0011752293919646483
Position 16956: 0.001146322388657283
Position 14768: 0.0010832129504075164
Position 14776: 0.0010537674780282421
Position 17433: 0.001050023124155806
Position 13668: 0.0010145623953745628
Position 2894: 0.0009267874743902103
Position 16676: 0.0009020093207560359
Position 7299: 0.0008776130821675287
Position 16277: 0.0008420068897418766
Position 15988: 0.0008319052623926478
Position 19856: 0.000820119441127779
Position 15955: 0.0008043918750212886
Position 496: 0.0007973070767101145
Position 1387: 0.0007854670790143908
Position 17035: 0.0007841331844620702
Position 8174: 0.0007693211094789613
Position 8103: 0.0007609843728488728
Position 14416: 0.0007310364758615435
Position 15218: 0.0007241691922535872
Position 1126: 0.0007222594662729543
Position 24074: 0.0007219981512439346
Position 8779: 0.0007190541138984536
Position 21482: 0.0007176200036689035
Position 7303: 0.0007132216429988632
Position 3264: 0.0006843441878601601
Position 24072: 0.0006593937757812243
Position 14796: 0.0005909704823197102
Position 19534: 0.000587556444838756
Position 15324: 0.0005785919813486904
Position 3494: 0.0005597865408147338
Position 20072: 0.0005429611931090125
Position 3185: 0.0005306548959119629
Position 5390: 0.0005155471548098314
Position 5255: 0.000514404497185591
Position 8313: 0.0004978584894382918
Position 6796: 0.0004933593791785715
Position 15194: 0.0004813844631534268
Position 8365: 0.00047031763336050276
Position 16977: 0.00046655815437054716
Position 13235: 0.0004549338342632001
Position 21733: 0.00044307334244361393
Position 3226: 0.00043558612951555444
Position 18149: 0.0004305357754783651
Position 15164: 0.0004231922796271141
