Gene = Plet1
index = 824
Annotated 5SS: [ 222 4775 6604]
Annotated 3SS: [4569 6547 9751]
SMsplice 5SS: [ 222 6604]
SMsplice 3SS: [6547 9133]
top_k =  1000
Partition function (log Z): -4.342224982304203

Sorted 5' Splice Sites (High to Low Probability):
Position 6604: 0.9926008301394996
Position 222: 0.9426687108365494
Position 4775: 0.4708926183724625
Position 2327: 0.3534473085742325
Position 9043: 0.2962429713906111
Position 9971: 0.2843881582884582
Position 1440: 0.23440546399939544
Position 10318: 0.1473553816565947
Position 5971: 0.13150964123799264
Position 10512: 0.10138106800401221
Position 5941: 0.09110366098908043
Position 5983: 0.06981625581784658
Position 7807: 0.06836559066950418
Position 5682: 0.06831277866419265
Position 2582: 0.06132448632793843
Position 5148: 0.06007510411338678
Position 2702: 0.0571185545097835
Position 8725: 0.05108212541542535
Position 9292: 0.03643586295975192
Position 9595: 0.024969210834627782
Position 1614: 0.02416976426676988
Position 399: 0.02015265311677242
Position 5920: 0.015958396845640883
Position 289: 0.014215325539067684
Position 2724: 0.014186317081569444
Position 201: 0.011193055290608194
Position 2633: 0.011147867999228418
Position 293: 0.010306549060798862
Position 616: 0.008567132231559322
Position 6438: 0.008349218634890953
Position 1038: 0.00828680282584138
Position 9574: 0.008233561081272732
Position 9206: 0.008057153926796169
Position 209: 0.00598152322897125
Position 1811: 0.004727437471636345
Position 566: 0.004231950330284148
Position 4712: 0.0039367174680524945
Position 1058: 0.003455844787039234
Position 2762: 0.003433837438809037
Position 404: 0.0034305192007981614
Position 4823: 0.0029388262021803778
Position 7587: 0.0026593174973785394
Position 6407: 0.0026158637021031043
Position 3395: 0.002579920035757543
Position 4638: 0.0023152327646686075
Position 1502: 0.0020137579707080575
Position 2228: 0.0018583495524798427
Position 620: 0.0018548387998939865
Position 582: 0.0018487555128776842
Position 2629: 0.001821497474099554
Position 8997: 0.0016720868036581597
Position 4593: 0.0015908728366248151
Position 5856: 0.0015539672100060354
Position 4683: 0.0015479241587383603
Position 604: 0.00142910471578615
Position 642: 0.0013878566561340623
Position 702: 0.001323974865798161
Position 9219: 0.0012362159067234497
Position 2663: 0.0012233113728756873
Position 4755: 0.0011580516972542522
Position 2708: 0.0011350171913021825
Position 1274: 0.0011193091600702624
Position 6349: 0.0010622187709746767
Position 4667: 0.0009271153740245098
Position 2606: 0.0008944871293965816
Position 1666: 0.0008701436783824359
Position 6876: 0.0008307611935017056
Position 4867: 0.0007959826981429046
Position 4479: 0.0007449380857023177
Position 6858: 0.0006105281618220618
Position 7388: 0.0005998422954124258
Position 4716: 0.0005547136754886296
Position 9355: 0.0004973200108689777
Position 4681: 0.000387830753745252
Position 9296: 0.00035636514402843613
Position 4849: 0.0003524902060292864
Position 1042: 0.00035229467461818576
Position 696: 0.0003281045070617628
Position 739: 0.0003061935550043102
Position 824: 0.0002937070956191632
Position 6696: 0.0002914238496921206
Position 1071: 0.00028899472955758144
Position 1161: 0.00026288438735116163
Position 4470: 0.00022900477386585615
Position 4764: 0.00015909905958146916
Position 1256: 0.00015325183223913893
Position 1399: 0.00012067081728700089
Position 380: 0.00010742165715936852
Position 329: 0.00010702650286375468
Position 8450: 9.37923884556613e-05
Position 384: 8.825182724709845e-05
Position 9476: 7.611598854819591e-05
Position 43: 5.762794075728649e-05
Position 340: 5.6941685290085836e-05
Position 297: 4.5241149715464455e-05
Position 194: 4.250461572066907e-05
Position 750: 4.1582571766326494e-05
Position 319: 3.0465622320767754e-05
Position 262: 3.0348822996193738e-05
Position 526: 2.67401218359876e-05
Position 1135: 2.4409682950761932e-05
Position 130: 2.068628791376167e-05
Position 299: 1.580553597575745e-05
Position 724: 1.5028645986996328e-05
Position 120: 1.3235209707964426e-05
Position 140: 1.1918170334589234e-05
Position 1140: 1.1740058698592383e-05
Position 6843: 1.0359401245927374e-05
Position 8941: 9.81519619268917e-06
Position 8792: 8.522149337900465e-06
Position 705: 8.281180652072504e-06
Position 681: 8.09068891335698e-06
Position 792: 7.597137311771909e-06
Position 8118: 4.736661687512676e-06
Position 2683: 3.390004300333142e-06
Position 1488: 2.2618176667247354e-06
Position 1556: 1.913726327207686e-06
Position 373: 1.175120320504959e-06
Position 244: 9.604230192925886e-07
Position 82: 6.611928568208256e-07
Position 137: 6.513793830571246e-07
Position 76: 5.128770355789359e-07
Position 226: 4.681924667972461e-07
Position 348: 2.384857878471034e-07
Position 301: 2.2388583490275186e-07
Position 644: 1.9274132876910127e-07
Position 326: 1.7767433928123394e-07
Position 893: 1.625620964601337e-07
Position 303: 1.1487976766670753e-07
Position 828: 5.352494631171924e-08
Position 255: 3.663174686296171e-08
Position 924: 6.350384546900166e-09
Position 871: 5.3548791986666496e-09
Position 496: 5.2986650561155505e-09
Position 815: 4.68209334791716e-09
Position 450: 3.988790031214264e-09
Position 489: 3.951120784428056e-09
Position 448: 1.0478011445633963e-11
Position 1013: 2.2186047832476743e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 6547: 0.9444670191858513
Position 9751: 0.37337347082668654
Position 4569: 0.37130821752429644
Position 9133: 0.36526324027490314
Position 2223: 0.32069608184166726
Position 10389: 0.24062724034007582
Position 8883: 0.21970189703584952
Position 1369: 0.17828858623231972
Position 5839: 0.14155958402720273
Position 2563: 0.11643399646292048
Position 8611: 0.11371959390937193
Position 10077: 0.09298043533486124
Position 10201: 0.08470364554834896
Position 10446: 0.06848591590106488
Position 5768: 0.06717314941009499
Position 5678: 0.062071451256700494
Position 6432: 0.06037241474643577
Position 10758: 0.05433283946450726
Position 4463: 0.05337036064480869
Position 9832: 0.05096034155570099
Position 5531: 0.04750657992075175
Position 5681: 0.0400922594318817
Position 10053: 0.03812460861710778
Position 4593: 0.036200431831008996
Position 9435: 0.035728804450517807
Position 1233: 0.03198865874017315
Position 10411: 0.029263240820686206
Position 10586: 0.0266809117701537
Position 5043: 0.019323131147913456
Position 507: 0.01897420387538754
Position 4991: 0.018010132513201178
Position 7716: 0.01747173549396625
Position 4617: 0.016895181878511353
Position 10763: 0.015410304469906877
Position 994: 0.015343412853105651
Position 8762: 0.015123378809956971
Position 7533: 0.014947689768337484
Position 10317: 0.01286819777697247
Position 2315: 0.01267105098051244
Position 2117: 0.012428734175509529
Position 5133: 0.012175809092880699
Position 5337: 0.01087334723405407
Position 310: 0.010426927348791618
Position 7750: 0.010339342542794077
Position 1311: 0.00904560701997705
Position 1531: 0.008780706375816209
Position 10120: 0.008395859355252425
Position 4967: 0.00814683647671201
Position 2361: 0.00810931925366909
Position 5657: 0.008061343528454374
Position 8718: 0.007713662957262036
Position 1273: 0.007354923826518004
Position 9042: 0.007009438970233498
Position 7485: 0.006541392818580221
Position 7196: 0.006316255609623558
Position 8777: 0.006058205313897613
Position 2285: 0.005836699024796027
Position 7725: 0.005813630833281195
Position 1112: 0.005548611540190362
Position 10232: 0.00552821593416876
Position 10841: 0.005031382383867043
Position 2417: 0.005006171614175287
Position 7504: 0.0048779311534244705
Position 2444: 0.004851477277863302
Position 8756: 0.0046895398040039124
Position 9880: 0.004295258312284658
Position 8293: 0.004195099175234267
Position 10800: 0.0041644345325710045
Position 2095: 0.004128130111654967
Position 4597: 0.0038737305405294287
Position 8676: 0.0037194575300032074
Position 4708: 0.003700569377866378
Position 6235: 0.0036926362191307327
Position 2002: 0.003630751151479147
Position 9688: 0.0035241368358667254
Position 10148: 0.003475845283008508
Position 7243: 0.0034161977571644715
Position 9763: 0.0033785804691324225
Position 7624: 0.0033688058633180055
Position 1644: 0.0033484443911975283
Position 10689: 0.0031406609479705
Position 7769: 0.0031168786145166828
Position 7433: 0.002981391191864038
Position 4614: 0.002968488497028923
Position 1423: 0.002915052334866643
Position 10127: 0.002888751499118464
Position 10785: 0.0028378230458015736
Position 10486: 0.0028346128505849877
Position 4724: 0.002834303738943328
Position 7763: 0.0026886854287508427
Position 1498: 0.002627449759589853
Position 10105: 0.0026112458075042747
Position 3337: 0.0025757625102118408
Position 1574: 0.002493520852255626
Position 1387: 0.0024317791014963302
Position 964: 0.0023977367344532067
Position 1905: 0.002262860974498614
Position 10880: 0.0019696487214776524
Position 8691: 0.0019525510131913472
Position 2433: 0.0018909742212835782
Position 2162: 0.0018655675262548009
Position 9868: 0.0018630849955922626
Position 8993: 0.0017280561096899628
Position 9783: 0.001383504190179952
Position 10004: 0.0013038973989251558
Position 6772: 0.0012955292835741125
Position 1129: 0.001175415894793855
Position 9422: 0.0010965317628213217
Position 6826: 0.0010799762425374618
Position 9142: 0.0009741443083540611
Position 10503: 0.0009595318297615661
Position 2139: 0.0009474283688919878
Position 2653: 0.0009345221706858304
Position 5473: 0.0009262237937609349
Position 9081: 0.0009123779057064095
Position 9785: 0.0008549731624279393
