Gene = Cspg5
index = 302
Annotated 5SS: [ 1912  3608  7365 12519]
Annotated 3SS: [ 2511  7175 12361 18276]
SMsplice 5SS: [  417  7365 12519 18389]
SMsplice 3SS: [ 7175 12361 18276 18575]
top_k =  1000
Partition function (log Z): -5.257684853994645

Sorted 5' Splice Sites (High to Low Probability):
Position 7365: 0.9461015522434043
Position 12519: 0.7292340678042846
Position 417: 0.5407919271594258
Position 18389: 0.5260419241421995
Position 3527: 0.4000656125101245
Position 3608: 0.3743459235077762
Position 631: 0.36403310553909163
Position 9024: 0.29873125324649935
Position 11227: 0.2556606784754292
Position 8680: 0.24749715872396624
Position 12438: 0.24360634554612898
Position 2667: 0.22645501523546727
Position 2550: 0.20275158846348368
Position 2653: 0.20194788774958553
Position 6927: 0.13833842864810122
Position 3699: 0.12819166924047956
Position 8622: 0.10479207697081504
Position 11169: 0.0994057134364247
Position 10910: 0.09611077029121716
Position 15519: 0.08908053535827598
Position 3720: 0.08741385979861307
Position 4086: 0.08536291968208601
Position 12697: 0.0846057300011248
Position 7243: 0.06278830406470907
Position 1364: 0.06134790552318892
Position 12883: 0.060962145064811624
Position 8630: 0.05046795914618023
Position 404: 0.050438516287191405
Position 11177: 0.049618867533232705
Position 15507: 0.04831784005688042
Position 6693: 0.043322777434406295
Position 999: 0.04072447338263997
Position 9843: 0.03666436129999628
Position 1912: 0.034140635914559195
Position 1229: 0.03134979448095315
Position 8860: 0.027104044319595656
Position 9030: 0.026330531890941776
Position 134: 0.024694548362995127
Position 7248: 0.024292824682579504
Position 17283: 0.02384830508255118
Position 803: 0.022812684225778354
Position 459: 0.021903778629477687
Position 10901: 0.019940195077647296
Position 4026: 0.018053723070824954
Position 130: 0.017748511384028373
Position 101: 0.016883774125181925
Position 6717: 0.015854603385314275
Position 15041: 0.014626921098598122
Position 1379: 0.01460654022362516
Position 8949: 0.014583262708175395
Position 15872: 0.013268417016033296
Position 12665: 0.012991857733999714
Position 113: 0.011977964489039017
Position 6264: 0.011261651340819055
Position 7032: 0.010402479744173023
Position 15331: 0.01025879383828155
Position 3286: 0.010005798056052347
Position 2142: 0.009340535300439873
Position 846: 0.008600195841396532
Position 18409: 0.008416720878108703
Position 2171: 0.008403051160472153
Position 14234: 0.008218345273188299
Position 7217: 0.007882875630535666
Position 4884: 0.007111126417515839
Position 18466: 0.005880213617525323
Position 10848: 0.005217936983613593
Position 3279: 0.004817681575118905
Position 4193: 0.004804289227299653
Position 2679: 0.003931645047070888
Position 341: 0.003179789320387686
Position 13155: 0.0031696344287692507
Position 3176: 0.0030820177661844794
Position 3740: 0.0027829714855513625
Position 1090: 0.0027517623204341324
Position 242: 0.0025394028238639836
Position 3337: 0.0022396886926646853
Position 752: 0.002184085607774988
Position 950: 0.0021792606631587047
Position 8363: 0.001676850998123847
Position 2311: 0.0015309119749838316
Position 585: 0.001459700735190778
Position 3745: 0.0011962572893238564
Position 15088: 0.0011542804742407568
Position 1233: 0.0010616945926290736
Position 2152: 0.0010248960907832624
Position 1031: 0.0009411074974704233
Position 1036: 0.0009372680701692131
Position 6813: 0.0008804801719591468
Position 6647: 0.0008142222934899978
Position 2081: 0.0007894030081292751
Position 276: 0.0007802826363122838
Position 1916: 0.0007391727356117656
Position 6753: 0.0007228901830762881
Position 8675: 0.0006809904393542381
Position 27: 0.0006778703581605874
Position 12465: 0.0005877633670941043
