Gene = BC055324
index = 164
Annotated 5SS: [  187  4077  5092  7191  7910  8792 10473 12132 16717 18053 22590 22950
 26643 27723 28389 30062 30327 32833 34220 35509 37304 37969 39460]
Annotated 3SS: [ 4036  5002  7085  7768  8628 10387 11992 16635 17987 22443 22834 26455
 27639 28336 29971 30140 32709 34123 35394 37198 37887 39339 40456]
SMsplice 5SS: [  611  5092  7191  7910  8792 10473 12132 16717 22950 26643 27723 30062
 30327 32833 34220 35509 37304 37969 39460]
SMsplice 3SS: [ 5002  7085  7768  8665 10387 11992 16635 22854 26455 27639 29971 30140
 32709 34123 35394 37198 37887 39339 40456]
top_k =  1000
Partition function (log Z): 14.498476562216254

Sorted 5' Splice Sites (High to Low Probability):
Position 37304: 0.9816809939867812
Position 16717: 0.971110470745804
Position 34220: 0.9624046009375272
Position 12132: 0.9501614631099561
Position 5092: 0.9456813025652556
Position 39460: 0.934696155004091
Position 35509: 0.9208999519958034
Position 10473: 0.910455189982045
Position 37969: 0.8167439153846326
Position 7191: 0.7877711054781921
Position 27723: 0.7787178201921381
Position 8792: 0.7665070540322046
Position 32833: 0.7061595162885129
Position 26643: 0.7013787628867331
Position 7910: 0.6691475459428289
Position 30327: 0.6522349135007243
Position 30084: 0.555032025157353
Position 22950: 0.5445604186052831
Position 611: 0.3321449347336353
Position 23109: 0.2911319632436225
Position 37592: 0.21554691967609063
Position 3141: 0.21135952858071017
Position 35692: 0.18844073850368512
Position 38690: 0.17642373842065945
Position 1304: 0.17429493593741016
Position 9786: 0.17011884644382835
Position 36629: 0.16474659374859946
Position 32801: 0.1601528413354834
Position 26542: 0.15940573525598525
Position 214: 0.1533155941143616
Position 169: 0.14487625037818402
Position 3859: 0.13672263555607883
Position 37991: 0.12120274603186262
Position 28389: 0.12036490975207267
Position 40648: 0.11818141189799462
Position 97: 0.11584963355189018
Position 12407: 0.10631384942344162
Position 3696: 0.10363618300796613
Position 3705: 0.09982416968082661
Position 22590: 0.09826192418828843
Position 8785: 0.08680443229888993
Position 423: 0.08466374009787363
Position 33344: 0.07918262644509527
Position 11649: 0.07397994970912655
Position 3701: 0.07217262599706717
Position 12515: 0.06978553099413673
Position 5863: 0.06923290823429454
Position 26559: 0.06422720303335658
Position 37700: 0.06185610748971639
Position 36691: 0.06039439250933304
Position 5436: 0.06017933571908936
Position 39881: 0.05815438307201885
Position 8851: 0.05286836746294103
Position 7195: 0.050577943498825044
Position 12493: 0.04786922311657811
Position 40151: 0.046134647963669034
Position 31065: 0.04593427988295138
Position 39424: 0.045886674163790005
Position 30514: 0.044593638712928645
Position 5469: 0.04307993998555183
Position 2376: 0.04281975916550378
Position 135: 0.041910642051922506
Position 30141: 0.03938057878720782
Position 282: 0.0359537880174782
Position 39709: 0.03374604028326013
Position 542: 0.032644178049920286
Position 27755: 0.03218331433827012
Position 40307: 0.030985014091348226
Position 15871: 0.02463982925475534
Position 35710: 0.024281728517888443
Position 309: 0.021959144022984777
Position 715: 0.020918701848376107
Position 37986: 0.02065675117511587
Position 26105: 0.019908349046916685
Position 29611: 0.019382042970369273
Position 33339: 0.015298517207714937
Position 39675: 0.014892054106377412
Position 485: 0.014192384686143675
Position 9998: 0.013796826536804937
Position 32235: 0.011588481440989744
Position 11321: 0.010374233575228787
Position 40668: 0.009965344243369787
Position 9984: 0.00993424052539953
Position 7905: 0.009779795861854157
Position 2325: 0.009455950047276713
Position 3718: 0.009050483322377005
Position 35113: 0.00888634295273517
Position 38813: 0.008812733114567572
Position 40139: 0.008794211866587307
Position 2085: 0.00836741349492825
Position 27418: 0.008008332052973632
Position 36902: 0.007222015593459394
Position 10827: 0.007038836883010327
Position 37951: 0.006496529122076167
Position 31662: 0.006055592226359448
Position 40338: 0.005747256088461183
Position 7646: 0.005215124304064468
Position 30073: 0.0052054322880289725
Position 36573: 0.005083165597971054
Position 38775: 0.004928881958643403
Position 37606: 0.004917546760999349
Position 5617: 0.004785061068972033
Position 10242: 0.004686948128250166
Position 38668: 0.004495847843235676
Position 28855: 0.004318128703402831
Position 147: 0.004205157632456551
Position 29405: 0.003943187495499703
Position 10427: 0.003919047082424313
Position 7317: 0.0038688309554874463
Position 37611: 0.0038290559215870485
Position 38631: 0.0036998941528706905
Position 39571: 0.0036159901934184773
Position 38298: 0.0034490998647513545
Position 1221: 0.003425209533617671
Position 7321: 0.0032764086592270867
Position 7436: 0.003039729835660096
Position 38809: 0.002981443614179828
Position 6731: 0.0028837612000049526
Position 40322: 0.002706751686025824
Position 3714: 0.0025566540394185164
Position 50: 0.0023942774862159527
Position 3156: 0.0023920910534634245
Position 38277: 0.0023205238954953945
Position 9380: 0.0022556085481049313
Position 152: 0.002096524534809067
Position 649: 0.0020835621012473405
Position 2510: 0.002062898559211556
Position 38913: 0.002051632528474558
Position 7167: 0.0020144296436920383
Position 521: 0.0020131013534380555
Position 8740: 0.0019499042535757803
Position 35714: 0.0019055880281500371
Position 218: 0.0017014034996231438
Position 30247: 0.0016606556076338712
Position 1294: 0.0015979969113019243
Position 4655: 0.0014962190508897811
Position 11122: 0.001470836025192547
Position 2498: 0.0012507360046305294
Position 10750: 0.0012086359762786096
Position 7281: 0.0011991102830835485
Position 9399: 0.0011743876149211848
Position 7685: 0.001141305495680523
Position 37581: 0.0010511247425900323
Position 37563: 0.001039102974847246
Position 1151: 0.0009784420361619104
Position 36150: 0.0009677430857165078
Position 40280: 0.0009644492846991583
Position 979: 0.0009442531486105657
Position 38684: 0.0008369217992029275
Position 4077: 0.0008249027497127693
Position 9576: 0.0007895512355937155
Position 602: 0.0007425146963737606
Position 546: 0.0007372428461237352
Position 34236: 0.0007231244746677142
Position 10477: 0.0006723880548155696
Position 38358: 0.0006449137215985559
Position 38609: 0.000637625649450534
Position 38649: 0.0005867770249710479
Position 39447: 0.0005529162168396263
Position 1391: 0.0005477225171869264
Position 10982: 0.0005228173915062061
Position 35075: 0.00048122561915935974
Position 37389: 0.0004568969480957938
Position 3936: 0.0004323364492366139
Position 9923: 0.0004096815546033239
Position 7955: 0.0004072696039091865
Position 15611: 0.00037667082523685835
