Gene = Mllt11
index = 682
Annotated 5SS: [  35 3117]
Annotated 3SS: [ 2962 11704]
SMsplice 5SS: [302 587]
SMsplice 3SS: [ 443 2020]
top_k =  1000
Partition function (log Z): -12.095481406723653

Sorted 5' Splice Sites (High to Low Probability):
Position 587: 0.553515745181055
Position 4085: 0.48355924255150334
Position 35: 0.3538575077974681
Position 302: 0.33929977737583966
Position 631: 0.2543109452933587
Position 1083: 0.11395745128056162
Position 262: 0.10992336517800272
Position 3117: 0.10896288637288841
Position 7018: 0.10492929102832467
Position 2513: 0.09673993659649927
Position 4626: 0.07200244661125896
Position 358: 0.06256395899732564
Position 319: 0.03304334317969782
Position 2183: 0.03275133725533458
Position 1798: 0.03263204479193518
Position 296: 0.032315835158393834
Position 639: 0.026663522479108435
Position 216: 0.025146946662968565
Position 4913: 0.010713224856292464
Position 4617: 0.009122844098357324
Position 2560: 0.0058687596043244744
Position 56: 0.005657550161927714
Position 10175: 0.004981079239941737
Position 2201: 0.004118332186515766
Position 183: 0.003549239597929231
Position 2174: 0.0032093748732674506
Position 2092: 0.0027367186544550934
Position 2150: 0.0025242331965710197
Position 1751: 0.002269451881875467
Position 2206: 0.00225392847024244
Position 2583: 0.002048915217679293
Position 2158: 0.0019148425268032492
Position 412: 0.001519682482634454
Position 577: 0.001511282337733149
Position 2127: 0.0014981848683745746
Position 252: 0.0014743342749639918
Position 4895: 0.0014064664161710504
Position 2049: 0.0013866870641639187
Position 218: 0.0011985824410384145
Position 1639: 0.0011392850663096898
Position 5670: 0.0009908835485551112
Position 285: 0.0009236752878496771
Position 673: 0.0008393069869126947
Position 2156: 0.0008253125727680358
Position 1417: 0.0008079839959967608
Position 187: 0.0007991475841370636
Position 2211: 0.0007622748557311255
Position 308: 0.0007417944169654307
Position 14: 0.0006719237620945583
Position 141: 0.00056966230110115
Position 4140: 0.0005300948600867598
Position 108: 0.0004638507800108467
Position 874: 0.0004475477067315302
Position 591: 0.0003466116406043556
Position 1795: 0.000323724782427238
Position 12: 0.00026660837839903513
Position 680: 0.0002425625089362521
Position 1077: 0.00018782833342893606
Position 1763: 0.00015864947914417872
Position 233: 0.00015324982078231185
Position 202: 0.00011811060109572078
Position 416: 0.00010871703002064183
Position 2216: 8.020724715661437e-05
Position 238: 7.550791134707336e-05
Position 376: 6.521213689471487e-05
Position 181: 6.499281909496958e-05
Position 48: 5.803740646155281e-05
Position 130: 5.005144627249065e-05
Position 363: 4.958312408078246e-05
Position 657: 4.519988293453062e-05
Position 879: 2.647302599010799e-05
Position 871: 2.4764073798780884e-05
Position 533: 1.495258971886109e-05
Position 112: 1.3749890449931926e-05
Position 473: 1.0200628231060625e-05
Position 1702: 6.2883409469691265e-06
Position 1119: 6.17015451983598e-06
Position 1931: 5.2310957791447594e-06
Position 1095: 5.090222341240717e-06
Position 1072: 9.299778286545609e-07
Position 837: 5.855953660576901e-07
Position 1362: 6.678988000192845e-08
Position 1056: 1.792230969995739e-08
Position 555: 2.08309624275251e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 443: 0.7082589760280537
Position 6775: 0.27322191852559574
Position 3937: 0.23463371509485223
Position 10314: 0.17272119508700065
Position 2020: 0.1370376485910061
Position 4498: 0.13461476440535075
Position 2962: 0.10799219881019871
Position 3983: 0.10110625325847032
Position 959: 0.09928891178183254
Position 11704: 0.0936275776717869
Position 5544: 0.08671958919979326
Position 8120: 0.0805281240967306
Position 3891: 0.07802005260759297
Position 2382: 0.07294108748904836
Position 3908: 0.05390180087949266
Position 546: 0.04570221746413955
Position 4592: 0.03902384902906665
Position 1592: 0.03092312893731098
Position 715: 0.025009640849478036
Position 4713: 0.02499716081234176
Position 2996: 0.024574716326715953
Position 147: 0.020670965569432116
Position 6283: 0.014779767534273215
Position 6471: 0.014734233503021082
Position 2464: 0.013779943928668707
Position 2287: 0.013061350439735052
Position 394: 0.012066697046537938
Position 4011: 0.011948256752258257
Position 9958: 0.009697023657127336
Position 5343: 0.009483089188062736
Position 373: 0.009282399433257541
Position 5939: 0.009108874316456982
Position 3949: 0.008298564569029158
Position 7128: 0.007707930566676174
Position 7840: 0.00766744322901164
Position 2440: 0.007633537394330351
Position 519: 0.0072653534697985425
Position 100: 0.006954296149719175
Position 3099: 0.00617903652898814
Position 2290: 0.005361659391408212
Position 2647: 0.005356864567811743
Position 4391: 0.005330995497700333
Position 1080: 0.005262498353277684
Position 1019: 0.005136262289124039
Position 9813: 0.0051330069665384065
Position 5058: 0.005021877844818471
Position 1475: 0.004101623112217996
Position 4817: 0.004050084496255901
Position 783: 0.0034950944942883956
Position 843: 0.003432251436345933
Position 1595: 0.003359985639458909
Position 103: 0.003230026276616602
Position 1695: 0.003027301706557143
Position 2969: 0.0025963187251635024
Position 211: 0.0024460360488782855
Position 8139: 0.002228574237429971
Position 1397: 0.002095516899220421
Position 3689: 0.0020159390751387845
Position 7972: 0.0017890163284018813
Position 7612: 0.0016845184474077648
Position 2117: 0.0015666855913806135
Position 983: 0.001542081873372616
Position 6103: 0.0013483013196993751
Position 523: 0.0013179275550601437
Position 397: 0.001317618212194791
Position 2389: 0.0012227575532181595
Position 5357: 0.0012223562026457704
Position 1910: 0.0010827180151806522
Position 3063: 0.00096651434557652
Position 7327: 0.0009351383786748622
Position 6567: 0.0008960717803514861
Position 5556: 0.0008589026181431796
Position 3748: 0.0008560838699717793
Position 550: 0.0008552343953161413
Position 2887: 0.0008551271353444337
Position 6329: 0.0007909862132343076
Position 1261: 0.0007744003904824144
Position 4203: 0.0006488439138242817
Position 4972: 0.0006411607862236801
Position 3279: 0.0006405290867775712
Position 1163: 0.0005695741701569082
Position 202: 0.0005480967415381786
Position 4616: 0.0005474583793974228
Position 525: 0.0005064770330259587
Position 5601: 0.00048128863160799476
Position 215: 0.00047785016766116245
Position 238: 0.0004570116956927647
Position 1023: 0.0004561512377775813
Position 575: 0.0004470426991760411
Position 153: 0.00037345255412246956
Position 5560: 0.0003049264813461047
Position 965: 0.0002788888441526746
Position 458: 0.0002719643953853936
Position 2677: 0.00026248658664655716
Position 4220: 0.00024610208109750945
Position 4084: 0.0002231073414803638
Position 1343: 0.00021584335402275923
Position 3735: 0.00021216256865294088
Position 4361: 0.00020792357749736335
