Gene = Medag
index = 668
Annotated 5SS: [  507 10495 15298 15758]
Annotated 3SS: [10384 15184 15471 18037]
SMsplice 5SS: [  507 10495 15298 15758]
SMsplice 3SS: [10384 15184 15471 18037]
top_k =  1000
Partition function (log Z): -8.884720786908703

Sorted 5' Splice Sites (High to Low Probability):
Position 10495: 0.7832561679119043
Position 507: 0.6552204775124689
Position 15758: 0.5544870737686765
Position 11466: 0.4489058094092576
Position 652: 0.4428827788877287
Position 1803: 0.42951960355503893
Position 148: 0.42511283597420085
Position 6790: 0.3204778379902549
Position 1360: 0.3115882758864481
Position 383: 0.2783298152283858
Position 15647: 0.276694388178864
Position 101: 0.16892680692077286
Position 1910: 0.15190516146206126
Position 1112: 0.08988076120786907
Position 12248: 0.0776726288794842
Position 18197: 0.07238009204582932
Position 18211: 0.06815133774738502
Position 14895: 0.048561978081792606
Position 18612: 0.04365147279921579
Position 199: 0.03490674027622782
Position 18224: 0.034615605858778015
Position 1237: 0.033874321400460435
Position 15631: 0.023036836462671288
Position 17652: 0.022890294894177092
Position 1659: 0.013872901245783739
Position 1377: 0.013760778182399276
Position 85: 0.01315584497531832
Position 1186: 0.010221362644562016
Position 12486: 0.009612631837340633
Position 2335: 0.009122414212468406
Position 3629: 0.008095990004858269
Position 980: 0.0032980039865455123
Position 1454: 0.0022234014615279273
Position 1493: 0.0019185295777638394
Position 511: 0.0016672073257582765
Position 889: 0.0015498846316744407
Position 16367: 0.0014661781530895676
Position 1309: 0.0009833422851342252
Position 677: 0.0007225089336738765
Position 1167: 0.000608295376710245
Position 227: 0.000539802444137195
Position 1289: 0.0004966810615810179
Position 691: 0.0004524521598788242
Position 1654: 0.00031915797156224237
Position 460: 0.0002753334519207375
Position 1336: 0.0002324346077256772
Position 3061: 0.00022778928114967564
Position 1525: 0.00019144982738960925
Position 243: 0.00018608960304236164
Position 365: 0.00017105256503991277
Position 1135: 0.00015424188792951318
Position 58: 0.00015349547675153391
Position 309: 0.00014866135861166463
Position 428: 0.00012196274366037565
Position 1043: 0.00011917480241452065
Position 1392: 0.00011835372643495384
Position 1483: 9.161338943795304e-05
Position 397: 6.326135393673821e-05
Position 1695: 5.989170174119374e-05
Position 14: 5.343452908472267e-05
Position 60: 3.490214722772246e-05
Position 1205: 3.22071157785758e-05
Position 2131: 2.42822963724304e-05
Position 2178: 2.1783944466607273e-05
Position 1808: 2.0971174574405265e-05
Position 904: 1.4441653750189816e-05
Position 3723: 1.41166630975138e-05
Position 759: 1.305516278356351e-05
Position 2035: 1.2735141462001078e-05
Position 573: 1.0796991833715347e-05
Position 874: 1.0082199231891111e-05
Position 7: 9.549005411696168e-06
Position 522: 9.289194207197746e-06
Position 831: 9.250893740091037e-06
Position 929: 6.7139175015227464e-06
Position 253: 6.016520673313903e-06
Position 299: 5.778945661496528e-06
Position 442: 4.018782665983399e-06
Position 968: 2.4642532013378656e-06
Position 5165: 2.0032503156172255e-06
Position 339: 1.936956769180551e-06
Position 773: 8.761832235399619e-07
Position 303: 5.374200705942038e-07
Position 524: 5.184094336780298e-07
Position 663: 3.3418775031447395e-07
Position 906: 2.2755756433579434e-07
Position 1104: 1.5732567236131674e-07
Position 799: 1.2824657788055136e-07
Position 775: 7.932282787833486e-08
Position 566: 1.1045729582677718e-08
Position 4361: 8.846947570757578e-09
Position 3615: 6.7774898435379955e-09
Position 3071: 6.724316765307291e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 15471: 0.8270979251914764
Position 10384: 0.7836459385514551
Position 18037: 0.45649710232483176
Position 11365: 0.4500210541082991
Position 1765: 0.4296384918583074
Position 576: 0.3870381468043918
Position 6628: 0.2824237850576885
Position 18313: 0.2747925774206405
Position 345: 0.2744641069069689
Position 1213: 0.25363079644053105
Position 17045: 0.2099476533107829
Position 241: 0.17193244783670983
Position 1584: 0.1549927781824198
Position 17523: 0.14338932459648124
Position 1036: 0.14107606826057784
Position 360: 0.08782676728584349
Position 12109: 0.07859138390185802
Position 15483: 0.05742898921483926
