Gene = Rell1
index = 894
Annotated 5SS: [  252 31092 32875 38420 41909 44163]
Annotated 3SS: [30863 32802 38361 41671 44023 57745]
SMsplice 5SS: [  252 17711 19442 25529 30958 32875 41909 44163 52699]
SMsplice 3SS: [17574 19394 25402 30863 32802 41671 44023 52618 57745]
top_k =  1000
Partition function (log Z): -36.81213315924084

Sorted 5' Splice Sites (High to Low Probability):
Position 252: 0.8895036838603555
Position 5730: 0.3427572420825824
Position 5761: 0.32709500331835
Position 9546: 0.2997302490763276
Position 3058: 0.17310973482242414
Position 7125: 0.15592438013069104
Position 2521: 0.08615387799705557
Position 283: 0.08540840103545903
Position 17711: 0.07058730452117737
Position 1537: 0.06532460148185111
Position 5220: 0.055753498127251666
Position 8455: 0.05010964795737329
Position 1534: 0.046744684949870816
Position 7819: 0.04286047444735759
Position 2324: 0.026841022862133353
Position 6974: 0.022788300551451618
Position 227: 0.019933451540113382
Position 1214: 0.01710381906991186
Position 4026: 0.015685640363162362
Position 10976: 0.01497003226481058
Position 2061: 0.012810537144817814
Position 3785: 0.012087271463923048
Position 8149: 0.010405589119845531
Position 6308: 0.01024299803064725
Position 1614: 0.010086030739749959
Position 7850: 0.009954216618420181
Position 9582: 0.009731882233326028
Position 6806: 0.008682863892187588
Position 4574: 0.008276580540278944
Position 9520: 0.007758020664084464
Position 7367: 0.007170560274448403
Position 3422: 0.006409535512541646
Position 4461: 0.004671954071559172
Position 10357: 0.0037885352554581915
Position 46: 0.0033963220689639047
Position 745: 0.0033116515486151174
Position 2088: 0.00315572144853238
Position 962: 0.002913017962557429
Position 4048: 0.0028797572475476006
Position 8517: 0.0024819403841861275
Position 1908: 0.002275245527481394
Position 3513: 0.0021206576293968417
Position 5203: 0.001664497226107657
Position 5718: 0.00140666291230754
Position 1773: 0.0006263463015823261
Position 12: 0.0006125668635286542
Position 187: 0.0005921836542974262
Position 5773: 0.0004687041516806492
Position 2233: 0.000356195787231478
Position 2582: 0.00030489852139691133
Position 430: 0.00023741355698088927
Position 2270: 0.00013748282697113393
Position 726: 0.00012633216448044337
Position 1963: 0.00011451921347701605
Position 1618: 0.00011218965525891156
Position 2561: 0.00010585311192884223
Position 1663: 9.672831223078971e-05
Position 1544: 8.869796583113663e-05
Position 2228: 8.378950117297066e-05
Position 4501: 8.318954379889835e-05
Position 1433: 7.822034872272879e-05
Position 2055: 7.162838783189948e-05
Position 3039: 7.02480243601629e-05
Position 2076: 6.973289223899956e-05
Position 1804: 6.168053601349584e-05
Position 2614: 4.787129043553418e-05
Position 940: 4.552054326010622e-05
Position 270: 4.3662682173911255e-05
Position 2201: 4.060311765114308e-05
Position 1516: 4.003014393098324e-05
Position 1375: 3.901653389330116e-05
Position 1240: 3.900909536012582e-05
Position 4174: 3.870230907004106e-05
Position 1264: 3.724427154194015e-05
Position 1627: 3.3198718766777464e-05
Position 1950: 3.118548971210018e-05
Position 211: 3.084833683822e-05
Position 1948: 2.9671756956240775e-05
Position 7: 1.5753113998574035e-05
Position 1753: 1.3045368721454134e-05
Position 641: 1.211743299771281e-05
Position 326: 9.29721287945134e-06
Position 1494: 6.432715914590413e-06
Position 3543: 5.505906874823723e-06
Position 1270: 4.711456789942186e-06
Position 1900: 4.609393055267457e-06
Position 2071: 3.0619150092385266e-06
Position 21: 2.9351984985343924e-06
Position 2081: 2.775537790791715e-06
Position 292: 1.559208146051568e-06
Position 172: 1.457746483483994e-06
Position 31: 1.2523787745893799e-06
Position 359: 1.2096937491719688e-06
Position 242: 1.1364206154879344e-06
Position 3630: 9.092045330961385e-07
Position 1220: 8.591036282709195e-07
Position 595: 8.02446459610849e-07
Position 264: 7.784051016541318e-07
Position 1609: 7.698149660971039e-07
Position 589: 7.56284592010351e-07
Position 256: 6.08744693673867e-07
Position 231: 5.69777227480622e-07
Position 330: 5.228589106524941e-07
Position 541: 4.455952746899025e-07
Position 3725: 3.170250635894906e-07
Position 477: 2.1595469368072798e-07
Position 108: 1.7393990227731326e-07
Position 194: 1.6665885885418572e-07
Position 908: 1.597404161539059e-07
Position 821: 1.521672269379106e-07
Position 408: 1.2604672307091917e-07
Position 406: 1.2346273960167228e-07
Position 875: 1.1309993000464157e-07
Position 1165: 8.145556473920882e-08
Position 416: 1.9800885479613308e-08
Position 1465: 1.3809520142707759e-08
Position 453: 1.371921248567683e-08
Position 209: 1.371851350874924e-08
Position 710: 1.2395165181663379e-08
Position 376: 1.1226270998867879e-08
Position 913: 1.1097637513359486e-08
Position 215: 9.536922818088676e-09
Position 729: 8.595071656766742e-09
Position 839: 8.104209456224712e-09
Position 994: 7.791759327470366e-09
Position 1039: 6.29432714616215e-09
Position 572: 6.092893093999125e-09
Position 287: 2.241209135560202e-09
Position 1002: 1.155851972179738e-09
Position 695: 1.005222573857509e-09
Position 1087: 4.143052928471739e-10
Position 2710: 2.66337782947491e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5628: 0.643765781207291
Position 9440: 0.3070149208713418
Position 8079: 0.2520222169768231
Position 2999: 0.1675035721678521
Position 12483: 0.14116653224575001
Position 13893: 0.1336615829717925
Position 17574: 0.12552969982058823
Position 7079: 0.09118444402092482
Position 6850: 0.07748466395016519
Position 2376: 0.07620778371861274
Position 9406: 0.0748964455989619
Position 18008: 0.07058730452117787
Position 7633: 0.06345689922866805
Position 9490: 0.06012467166092444
Position 5087: 0.055867172634133794
Position 16010: 0.04765193034818717
Position 1388: 0.047272047642466175
Position 7076: 0.044078848065006816
Position 5567: 0.03516419638990657
Position 4708: 0.030956132881837302
Position 1405: 0.028829645351467047
Position 2184: 0.026000409443583686
Position 7756: 0.025484202342008315
Position 11983: 0.021340898008407647
Position 5798: 0.01834820791959739
Position 3651: 0.01732104372771355
Position 1385: 0.016976683561169766
Position 3940: 0.01597218741154128
Position 1842: 0.015104211460851898
Position 10803: 0.012504374587715614
Position 1120: 0.012096095037636739
Position 10674: 0.011802126146046137
Position 7242: 0.009821629366006272
Position 6714: 0.009777837009630969
Position 3330: 0.009204333234047011
Position 1417: 0.007480372058903742
Position 9761: 0.007046573841638647
Position 1070: 0.006981902029850287
Position 2894: 0.006687537256939177
Position 11072: 0.006685407119594861
Position 10207: 0.006599027231388582
Position 2420: 0.0062550310660356495
Position 1489: 0.0058654109414415494
Position 6148: 0.0049958677376238094
Position 11028: 0.004327702000741389
Position 6063: 0.0042362323571899655
Position 4324: 0.004124177053967327
Position 1519: 0.0038717936056324735
Position 2232: 0.0031380240929886984
Position 9601: 0.0030246339675336505
Position 9133: 0.0027060778653104686
Position 7505: 0.002670395083213816
Position 9673: 0.0026160552680037836
Position 2400: 0.0025689213051640113
Position 5907: 0.0024788144795551293
Position 1559: 0.002466706970342812
Position 863: 0.002417594697308738
Position 6532: 0.002199550033955652
Position 1140: 0.0021854852302755075
Position 4430: 0.002090184494755007
Position 4400: 0.0020883438226587925
Position 2023: 0.002070239137814685
Position 3165: 0.0020435686531926765
Position 4453: 0.002021705049044484
Position 9658: 0.001986278978873733
Position 1328: 0.0016771031332916894
Position 537: 0.0016511078552423229
Position 3606: 0.0016286106528550762
Position 2950: 0.0016207835596653284
Position 4683: 0.0015649649618495402
Position 7728: 0.0014969814180110551
Position 6908: 0.0014878480989268703
Position 9616: 0.0013900168938439227
Position 5670: 0.0013586753685840395
Position 3567: 0.0013410800243903905
Position 6687: 0.0012768679367492145
Position 1179: 0.001222570293256338
Position 1162: 0.0012152871046973094
Position 1508: 0.0012136883234885537
Position 5802: 0.0012100653048137014
Position 2928: 0.001179349593658707
Position 2372: 0.0011740058421681673
Position 3841: 0.0011734274078182057
Position 2468: 0.0011505999219640487
Position 7366: 0.0011125239322739198
Position 602: 0.0010299798946274796
Position 1879: 0.0010227481588044429
Position 1260: 0.0009492005140284815
Position 4519: 0.0009161864385200046
Position 2821: 0.0008681055612700688
Position 3983: 0.0008449537094404607
Position 4225: 0.0008187212220606951
Position 4433: 0.0007706022467506257
Position 3796: 0.0007659945152403594
Position 1958: 0.000751191419820637
Position 1424: 0.0007447976096097797
Position 9805: 0.0006723676336413921
Position 4414: 0.0006674903626435754
Position 6529: 0.0006607969634182502
Position 3286: 0.0006203020607424532
Position 5122: 0.0005996844861601574
Position 1270: 0.0005940137672850375
Position 5203: 0.0005494335855823208
Position 1900: 0.0005454681604535764
Position 5039: 0.000538559039519145
Position 2267: 0.0005298367602876272
Position 654: 0.00048360466324851346
Position 569: 0.0003794584624391499
Position 701: 0.0003645752602167944
Position 3133: 0.0003597018712065578
Position 6639: 0.0003455168937596777
Position 5721: 0.0003237984759045512
Position 92: 0.00030179417998182944
Position 2666: 0.0002985010386496303
Position 1012: 0.000296299671763011
Position 209: 0.00025883131400442864
Position 1661: 0.00025662013781775427
Position 1456: 0.00025643305652640316
Position 1533: 0.00017465736873759291
Position 1137: 0.00016178778910194193
Position 2845: 0.00016009308042443964
Position 792: 0.00015230166192984097
Position 745: 0.00014664020121819854
Position 1092: 0.00014140922545216724
Position 2425: 0.00013624612716767667
Position 2771: 0.00013143017653700125
Position 2581: 0.00012001783075672508
Position 2865: 0.0001142908464481831
Position 2186: 0.0001031816927702788
Position 5355: 9.017862021971344e-05
Position 4039: 6.834899729319455e-05
Position 5825: 6.784275414262525e-05
Position 3219: 6.105181808958323e-05
Position 639: 6.066417358007957e-05
Position 4015: 5.728563502737652e-05
Position 3725: 5.608460173047331e-05
Position 1644: 5.4220690633345197e-05
Position 3506: 4.370358340859658e-05
Position 2004: 4.0394816926607666e-05
Position 725: 3.128345905918484e-05
Position 4231: 2.6390513213912977e-05
Position 3261: 2.2172253492558372e-05
Position 1795: 2.1080096474604474e-05
Position 3292: 2.0261837612564613e-05
Position 1087: 1.657219464053722e-05
Position 749: 1.6531422156138353e-05
Position 1855: 1.626489865049528e-05
Position 3226: 1.5083634206233898e-05
Position 1857: 1.4870068640193062e-05
Position 2236: 1.4638676603055876e-05
Position 3004: 1.4619666194644433e-05
Position 5482: 1.3724135824745151e-05
Position 2133: 1.2493675995832984e-05
Position 927: 9.973556601945086e-06
Position 1708: 9.70476624839365e-06
Position 1577: 9.52801341973998e-06
Position 1196: 8.398977890856542e-06
Position 887: 8.271407423200096e-06
Position 1905: 7.911780834230855e-06
Position 2442: 7.85888689129839e-06
Position 1862: 7.751867840793048e-06
Position 4283: 7.283957369585241e-06
Position 4356: 6.935308416005033e-06
Position 143: 6.928674711838248e-06
Position 2193: 4.32780631160774e-06
Position 428: 3.930940892086452e-06
Position 604: 2.7526140340011206e-06
Position 1349: 2.077542744367405e-06
Position 2896: 1.957632427444876e-06
Position 153: 1.8157770544387902e-06
Position 1803: 1.8111316930020602e-06
Position 2852: 1.61789110408746e-06
Position 1526: 1.3918692149044405e-06
Position 1727: 1.0737809344784161e-06
Position 1634: 8.858094944540462e-07
Position 614: 6.504522812903438e-07
Position 1647: 6.30320928517267e-07
Position 100: 5.0868150085634e-07
Position 979: 4.0846137885211114e-07
Position 1941: 3.39015940805246e-07
Position 1935: 3.2016692364953906e-07
Position 1825: 2.405822504408425e-07
Position 146: 2.058542850515222e-07
Position 1429: 1.6654468520976928e-07
Position 1561: 1.6537667660455868e-07
Position 151: 1.5745406026641466e-07
Position 1023: 1.4650800045542064e-07
Position 1151: 9.298385880329044e-08
Position 895: 5.769964819015599e-08
Position 809: 5.067638932171303e-08
Position 453: 3.579011809595426e-08
Position 716: 3.258141460638004e-08
Position 804: 3.1750436699289586e-08
Position 1599: 3.1715129785975875e-08
Position 908: 2.879936344238728e-08
Position 359: 2.324397185074311e-08
Position 221: 2.0760683004484174e-08
Position 959: 1.7291454134512225e-08
Position 1193: 1.6162163252864695e-08
Position 802: 1.555364698072232e-08
Position 256: 1.4589637558349673e-08
Position 442: 1.149746817182842e-08
Position 710: 1.0496189028010398e-08
Position 314: 4.238564971719802e-09
Position 1203: 3.250819887196348e-09
Position 306: 2.593894405379295e-09
Position 900: 1.4374504901678932e-09
Position 934: 1.4256118458591413e-09
Position 1354: 5.093146981618588e-10
Position 231: 3.5820389310780635e-10
Position 335: 2.5352460326511983e-10
Position 326: 1.7078501835568502e-10
Position 310: 1.4911480716782435e-10
