Gene = Pomp
index = 836
Annotated 5SS: [  231  2190  8323  9053 12199]
Annotated 3SS: [ 2091  8261  8950 12104 15002]
SMsplice 5SS: [  231  2190  9053 12199]
SMsplice 3SS: [ 2091  8950 12104 15002]
top_k =  1000
Partition function (log Z): 0.5963567123356754

Sorted 5' Splice Sites (High to Low Probability):
Position 9053: 0.9873319094730577
Position 2190: 0.959226387173989
Position 12199: 0.9148803950344665
Position 231: 0.7085099459889572
Position 8323: 0.46061976504287394
Position 11455: 0.35262898318785396
Position 3448: 0.33213596999125716
Position 1407: 0.28761993132194275
Position 14038: 0.22055556477257063
Position 11979: 0.2171430556942434
Position 11862: 0.17862255706005237
Position 6250: 0.16028504765819077
Position 5816: 0.14304507547619513
Position 376: 0.14300482325082858
Position 14046: 0.13354732209170547
Position 14105: 0.10330234414283887
Position 11796: 0.09887691350664976
Position 8045: 0.09623312889914208
Position 1785: 0.09384689900157232
Position 810: 0.08061991164990148
Position 14523: 0.07164342593598078
Position 168: 0.06167854205662734
Position 11634: 0.05921840712880589
Position 1402: 0.052828828023615645
Position 14411: 0.03981479978259067
Position 14906: 0.03904154194059019
Position 12335: 0.036611619340484965
Position 12244: 0.03657341614773092
Position 10007: 0.035724429349242186
Position 11656: 0.029114667098982062
Position 4601: 0.027574747861765284
Position 2258: 0.02538556361180252
Position 12326: 0.024478245915337645
Position 11871: 0.02394862836237329
Position 12891: 0.022782579847623694
Position 11459: 0.021338593932269608
Position 14639: 0.019518309207649586
Position 14426: 0.016234784449651683
Position 9495: 0.015913670910918
Position 627: 0.015838323925307162
Position 8541: 0.015797871583241183
Position 7723: 0.01565183981916875
Position 14859: 0.01491389508952565
Position 12905: 0.014190752291011076
Position 10342: 0.014002670771497106
Position 1113: 0.01330281351358147
Position 1804: 0.013164995925145773
Position 3942: 0.012666174937029751
Position 198: 0.012541732383032227
Position 1329: 0.012353801157745781
Position 10993: 0.012327534267348008
Position 8368: 0.011724311626835316
Position 6211: 0.011677471726856658
Position 264: 0.011270375637765501
Position 14281: 0.00990723900953486
Position 8537: 0.008510383510124064
Position 14538: 0.008264981643066834
Position 141: 0.007702241830772019
Position 1109: 0.007408411371031853
Position 7755: 0.007114473748129686
Position 235: 0.006380927447881892
Position 472: 0.00623067072381323
Position 510: 0.006197433131122752
Position 4031: 0.006126807735620608
Position 11390: 0.0053174804250730985
Position 1281: 0.005097579063727384
Position 11256: 0.004761806417073298
Position 14121: 0.004758526502383907
Position 298: 0.004252859899392057
Position 575: 0.004095648731169437
Position 800: 0.003914948130518894
Position 15207: 0.003731570848985496
Position 1389: 0.0035795439889212194
Position 618: 0.0030913168587505158
Position 1981: 0.003032827556983164
Position 11964: 0.0029495879411130946
Position 175: 0.0029360409966512385
Position 1847: 0.0027903403989350886
Position 10491: 0.0027679026738590463
Position 273: 0.002480579297508306
Position 14775: 0.00241992999676618
Position 2388: 0.0023992336602213227
Position 1740: 0.002247767091161634
Position 11912: 0.0020101508795302117
Position 7845: 0.0019228982606072048
Position 9287: 0.0019049670171898602
Position 2616: 0.0018382994785938998
Position 15027: 0.001824215518152333
Position 1659: 0.0016307007046046035
Position 1974: 0.0014342557949417463
Position 13015: 0.0013951383291665586
