Gene = Pask
index = 795
Annotated 5SS: [  264  5445  7180  8247 11231 12035 15574 17426 18588 22015 22296 22830
 25769 26005 28509 29994 32022]
Annotated 3SS: [ 5208  6943  8075 11089 11899 15312 17256 18433 20566 22113 22661 25642
 25869 28308 29859 31874 32539]
SMsplice 5SS: [  264  2383  7180  8247  8597 11231 12035 15574 17426 18588 22015 22296
 25769 26005 28509 29994 32022]
SMsplice 3SS: [ 2288  6943  8075  8472 11089 11899 15312 17256 18433 21855 22113 25642
 25869 28308 29859 31874 32539]
top_k =  1000
Partition function (log Z): 21.47460391736703

Sorted 5' Splice Sites (High to Low Probability):
Position 18588: 0.9930540748873897
Position 29994: 0.9829722856938453
Position 12035: 0.9478576026795259
Position 22015: 0.8625920363616499
Position 8247: 0.8625671229660925
Position 25769: 0.8532686175729775
Position 264: 0.8503270408363972
Position 28509: 0.8433303543782067
Position 15574: 0.8358403869614108
Position 11231: 0.7831003338482635
Position 26005: 0.7707512314756917
Position 7180: 0.6477876732751542
Position 17426: 0.6368575154592268
Position 32022: 0.6215713430199625
Position 2383: 0.6154454940644855
Position 22296: 0.5018357434463764
Position 5445: 0.4899811833659172
Position 8597: 0.4679473691256421
Position 28799: 0.4240866287248415
Position 22830: 0.38432557496828906
Position 19737: 0.3370585535925974
Position 22357: 0.32084348283930975
Position 23532: 0.26818063230826555
Position 32000: 0.2615300375641721
Position 20590: 0.2467558907004077
Position 23999: 0.24346268706662538
Position 15229: 0.24118650618890458
Position 10512: 0.22291354869865931
Position 26083: 0.1982519335420507
Position 15883: 0.1981362841142621
Position 15089: 0.19532138705141322
Position 8558: 0.18849162101110742
Position 22739: 0.17033392879099588
Position 18888: 0.12725897166192188
Position 10680: 0.12122309182320858
Position 20107: 0.12079719432425279
Position 8251: 0.11991428893959809
Position 28652: 0.11599848690191034
Position 7029: 0.11330036952460067
Position 5685: 0.0906934078709545
Position 55: 0.08949285552011065
Position 1177: 0.08802328947264788
Position 16472: 0.08244791091330488
Position 20147: 0.07943569056103002
Position 15887: 0.07897423485514397
Position 25776: 0.07637883609946598
Position 15330: 0.07463987267782528
Position 7347: 0.07336479736077992
Position 13285: 0.07084079989258543
Position 29370: 0.06730581347768429
Position 22394: 0.06707977126595864
Position 23464: 0.05919712293166387
Position 16557: 0.058080507077622516
Position 1156: 0.056043128660755046
Position 10941: 0.05436665084899517
Position 8401: 0.053314111129392674
Position 19253: 0.05244656503225386
Position 13270: 0.05151704926673047
Position 281: 0.049578113806653945
Position 6330: 0.04765358456621681
Position 2555: 0.044784784859769604
Position 15163: 0.04437847258001897
Position 23772: 0.044309077901200374
Position 15184: 0.043814161566982986
Position 15416: 0.0436562826097686
Position 11537: 0.04162280949231282
Position 25745: 0.040190040196018274
Position 12892: 0.04017223908058991
Position 20653: 0.0390414641201598
Position 18096: 0.03818765233422382
Position 24235: 0.035909601273331364
Position 12844: 0.0357278792911496
Position 24214: 0.035081510741276634
Position 22597: 0.03471970617207731
Position 26869: 0.03306457276578921
Position 29741: 0.03252479338234322
Position 14175: 0.030602688294081516
Position 17761: 0.029501369956127628
Position 7352: 0.025397269374443483
Position 3130: 0.025008549098771208
Position 19545: 0.024072661811135515
Position 22435: 0.02396704948467143
Position 27941: 0.023781785393115543
Position 12039: 0.02318963704229656
Position 5209: 0.02314040054789673
Position 22348: 0.021357286221604165
Position 19348: 0.021305881713205427
Position 24218: 0.020108520445210876
Position 2517: 0.019972994794958603
Position 31042: 0.018821514777124366
Position 28945: 0.018391819213148926
Position 23994: 0.017723978447560143
Position 19120: 0.017136471402037754
Position 16327: 0.016701530053942423
Position 22179: 0.016425698025257136
Position 10662: 0.015398471781940856
Position 20420: 0.015282084684102913
Position 14799: 0.015205507925858702
Position 6461: 0.015181230243920828
Position 649: 0.014587274074101623
Position 4108: 0.014208379652629742
Position 20775: 0.014017228972374444
Position 17481: 0.014011588445379364
Position 11719: 0.013923393635141912
Position 20131: 0.013910654856409662
Position 2511: 0.013800942949792575
Position 25083: 0.013798843754232614
Position 27206: 0.012096393590769049
Position 11771: 0.011923929508294536
Position 13680: 0.011753876013560429
Position 18306: 0.011163044433299617
Position 22729: 0.011094143941578023
Position 4382: 0.010930590969652348
Position 5579: 0.010866265485782768
Position 3048: 0.010731684922401043
Position 14660: 0.010212378320637393
Position 97: 0.009885804063291636
Position 4605: 0.009663622695303065
Position 22575: 0.009650319456427504
Position 22751: 0.009529766289802571
Position 23482: 0.00951774061379436
Position 4148: 0.009352151007331378
Position 3690: 0.009122316534410457
Position 21249: 0.008677492914571214
Position 556: 0.008640866968025107
Position 11404: 0.008350212166796479
Position 20650: 0.007994597879554031
Position 17832: 0.007879607921375825
Position 26995: 0.007611508253950711
Position 26418: 0.007593349816797555
Position 31061: 0.007568792598174339
Position 31545: 0.006789806100165234
Position 5271: 0.006669237906056477
Position 5646: 0.006450655319594541
Position 15101: 0.0063282990531250355
Position 4699: 0.006206156415231334
Position 22300: 0.006067128286056094
Position 2559: 0.00587001049253018
Position 30359: 0.005731532226417269
Position 28492: 0.005514783622929022
Position 14795: 0.005484116030175793
Position 7061: 0.005359877612946531
Position 26037: 0.005276840547168909
Position 1152: 0.005269501631333528
Position 29099: 0.005236281986608001
Position 8267: 0.005114809045752427
Position 29942: 0.004953652450248075
