Gene = Gatad1
index = 422
Annotated 5SS: [186]
Annotated 3SS: [7508]
SMsplice 5SS: [ 186 7589]
SMsplice 3SS: [7508 7741]
top_k =  1000
Partition function (log Z): -12.158229551557817

Sorted 5' Splice Sites (High to Low Probability):
Position 186: 0.9387858468278846
Position 7589: 0.35809851773884693
Position 7955: 0.2134436706792716
Position 1491: 0.11949898854030765
Position 7653: 0.11348371597161618
Position 5087: 0.08788938994636983
Position 903: 0.04728365140196218
Position 6923: 0.034772746838104385
Position 1331: 0.025777249699379643
Position 398: 0.021946804150594978
Position 5101: 0.021191855046251533
Position 6097: 0.01421104003759837
Position 6179: 0.013875114439989957
Position 2871: 0.011906018393692869
Position 3247: 0.010911889960698903
Position 7091: 0.010123099308075334
Position 962: 0.009717164675902806
Position 969: 0.008781774591771657
Position 7644: 0.008300908966120561
Position 2285: 0.008106372334079298
Position 7797: 0.007091588151990565
Position 5460: 0.006516452445830491
Position 239: 0.006156637412596083
Position 6042: 0.004989907193304891
Position 6842: 0.00454457225124597
Position 38: 0.004065708686139364
Position 2855: 0.00336471878890648
Position 6515: 0.0030994247838176865
Position 1636: 0.002871723281063455
Position 1576: 0.0017671744663813555
Position 352: 0.001659871098381776
Position 1238: 0.0014872230324194716
Position 7596: 0.0011800239345114625
Position 132: 0.0006944682863501948
Position 888: 0.0006472013062158863
Position 7540: 0.0004910471624827804
Position 532: 0.00048186474141668443
Position 1892: 0.00045156546901193825
Position 411: 0.00043086697992761444
Position 407: 0.0003929979586078776
Position 146: 0.00032343215096637294
Position 1198: 0.0002880489213502187
Position 1092: 0.00020535981057875373
Position 1297: 0.0001764640859152964
Position 486: 0.00015416738216538072
Position 346: 0.00011915604718792134
Position 96: 0.00011695962662541142
Position 1732: 0.00010904844002170075
Position 246: 9.181762822718851e-05
Position 1046: 9.094074088404622e-05
Position 1053: 7.866303076384898e-05
Position 149: 7.837430173189371e-05
Position 489: 7.310578228692594e-05
Position 492: 6.895239278413534e-05
Position 1978: 5.6057629968933446e-05
Position 57: 5.4724248590772573e-05
Position 623: 5.11104297742532e-05
Position 32: 4.537302294156024e-05
Position 23: 4.505990731054315e-05
Position 553: 3.697264401270322e-05
Position 905: 3.125115271830468e-05
Position 574: 3.101943864528257e-05
Position 1023: 1.5988520208597604e-05
Position 506: 1.0399358967109658e-05
Position 199: 6.191737044365531e-06
Position 335: 4.5896205733455006e-06
Position 591: 2.9111882475413104e-06
Position 512: 2.3133267179432917e-06
Position 1310: 2.2706584698900543e-06
Position 471: 1.5752049129869977e-06
Position 928: 1.5458881711061947e-06
Position 328: 1.2615110492394667e-06
Position 689: 1.1723478391849356e-06
Position 2275: 9.097527322203727e-07
Position 439: 8.453924936896227e-07
Position 628: 7.601836522675652e-07
Position 314: 5.101358144410709e-07
Position 2405: 5.056412339104976e-07
Position 1678: 4.840866079269337e-07
Position 701: 4.0362863519136824e-07
Position 414: 3.9669129892009953e-07
Position 2196: 2.965127350636078e-07
Position 687: 2.0739344210836757e-07
Position 626: 2.0189594480020302e-07
Position 1683: 1.8055577067175e-07
Position 745: 1.2346627574803319e-07
Position 389: 1.2282758558320214e-07
Position 380: 9.047549433515005e-08
Position 402: 9.033311772245941e-08
Position 2026: 8.27843580548022e-08
Position 391: 8.2260947732656e-08
Position 3: 5.6823218209161414e-08
Position 1501: 5.151740564298897e-08
Position 400: 2.9256148031844278e-08
Position 1478: 2.585889993622271e-08
Position 1028: 1.6814927000875984e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 7508: 0.5836742723294828
Position 7741: 0.44173293254659873
Position 8056: 0.26637870997229524
Position 1385: 0.058270528579983306
Position 1451: 0.04951060513609819
Position 4838: 0.04825374849878334
Position 798: 0.04328081730683244
Position 5842: 0.04289239441179573
Position 2093: 0.03642795876183126
Position 8064: 0.03227792798296401
Position 6779: 0.032030017954715634
Position 839: 0.029048629703992624
Position 4980: 0.025479027657885973
Position 7682: 0.023425314955175223
Position 6799: 0.021624157232874818
Position 1365: 0.020925220278473083
Position 8371: 0.018633538689438952
Position 4914: 0.018440064829971136
Position 1576: 0.01406030833717418
Position 2456: 0.013679759740660255
Position 397: 0.012588397794557397
Position 1127: 0.01165817766004986
Position 7258: 0.011596687571488984
Position 6077: 0.011397745717282597
Position 1821: 0.010786223078155932
Position 1940: 0.010238099585344735
Position 3394: 0.010170269418666717
Position 2473: 0.009644905309383094
Position 5218: 0.008838337912207858
Position 5619: 0.008768061548014692
Position 7492: 0.00862308543023825
Position 7331: 0.00852774280362511
Position 2783: 0.008399203521691241
Position 7746: 0.008392588065310755
Position 6169: 0.0076417439746104335
Position 7205: 0.007130241106050542
Position 4852: 0.007065332944015232
Position 2551: 0.006725173797308194
Position 1632: 0.005553069065025457
Position 7539: 0.004911380853793854
Position 4946: 0.004701100910075376
Position 5459: 0.004491027705393517
Position 5170: 0.004333826164300479
Position 5320: 0.004181978584666093
Position 5039: 0.004124007776110841
Position 2131: 0.0039750496361618615
Position 8321: 0.003801687079690366
Position 1957: 0.003727943974133968
Position 6922: 0.0036941273093882123
