Gene = Pag1
index = 789
Annotated 5SS: [   469  46418  81267 127597 128976 131722 134455 137561]
Annotated 3SS: [ 46358  81192 127389 128923 131624 133867 137500 139549]
SMsplice 5SS: [   469  11124  23661  31257  35058  46418  70733  81267  96861 103620
 127597 128976 131722]
SMsplice 3SS: [ 11002  23553  31160  34955  46358  70646  81192  96747 103548 127389
 128923 131624 143289]
top_k =  1000
Partition function (log Z): -83.93476237736573

Sorted 5' Splice Sites (High to Low Probability):
Position 11124: 0.9555354391965152
Position 469: 0.9420565948118732
Position 5917: 0.39712293264761495
Position 4714: 0.22627292920585423
Position 4086: 0.19597875546805016
Position 12791: 0.186100532424725
Position 4801: 0.18003509002092086
Position 3361: 0.11285057783751011
Position 12195: 0.06273249748444086
Position 8192: 0.04659843136715937
Position 4524: 0.04651336509816321
Position 5699: 0.04499715963470895
Position 8301: 0.03780096109393222
Position 517: 0.03418079436490619
Position 2211: 0.027509583672194478
Position 699: 0.02679288148962164
Position 4827: 0.025939046878517124
Position 5701: 0.02466505768860782
Position 302: 0.02403702099845047
Position 5616: 0.019992346394914772
Position 2277: 0.017374577252164635
Position 2388: 0.015927981401951386
Position 4805: 0.014306428757371295
Position 11742: 0.011438913330374995
Position 4233: 0.009261891126393966
Position 135: 0.008893329883957198
Position 2894: 0.007547872651342543
Position 1878: 0.006015071214350439
Position 105: 0.0053863832521471545
Position 6437: 0.004884365522369093
Position 2640: 0.004409974356919614
Position 3630: 0.0038784015800702783
Position 8327: 0.003076344031424264
Position 4611: 0.0027426097682570656
Position 2295: 0.0022563902800952756
Position 1237: 0.0020877247672662067
Position 13095: 0.0020804141020786954
Position 1531: 0.0017886321160120956
Position 2685: 0.0017580026921112273
Position 1114: 0.0017128873352567865
Position 2636: 0.0016517123088150437
Position 11411: 0.0012826900591691951
Position 13369: 0.0012466745240485547
Position 2554: 0.0009980910367409033
Position 11056: 0.0009455310557020147
Position 4090: 0.0006615701109422182
Position 2300: 0.0005711599168590532
Position 163: 0.0005324257702229806
Position 4188: 0.0004935425102878115
Position 2794: 0.00047754248330428875
Position 274: 0.0002486489390466052
Position 3721: 0.00022528567013933872
Position 74: 0.00022004696037752753
Position 110: 0.00020071491623363104
Position 1888: 0.00013664619763628728
Position 492: 0.00013208219756081626
Position 3573: 0.00011645172196147495
Position 1801: 0.00011591367626078878
Position 176: 0.00010978029740596675
Position 598: 0.000100350613204935
Position 3412: 9.825241736332044e-05
Position 1903: 8.664615054109464e-05
Position 1131: 8.600376231109909e-05
Position 3662: 8.402482685954365e-05
Position 2192: 6.506519110539601e-05
Position 683: 6.422524161431387e-05
Position 86: 5.8007538338257106e-05
Position 3287: 4.590300904320218e-05
Position 181: 4.410931066344656e-05
Position 588: 4.282960800951983e-05
Position 3244: 4.0222479284942255e-05
Position 3268: 3.513174032458583e-05
Position 3767: 3.125015396321703e-05
Position 3508: 3.0358431373211775e-05
Position 3251: 2.9443616631692575e-05
Position 4873: 2.8576753263763517e-05
Position 179: 2.030469906883875e-05
Position 267: 1.323788692779663e-05
Position 285: 1.0542571812405805e-05
Position 257: 9.364603376186409e-06
Position 11933: 7.414564454284836e-06
Position 1924: 2.808951037398664e-06
Position 21: 2.266617897795833e-06
Position 419: 1.9269877283064475e-06
Position 1557: 1.8228750044780528e-06
Position 279: 1.8191010766531964e-06
Position 480: 1.77541490100295e-06
Position 49: 1.557427940919296e-06
Position 364: 1.2241139632586703e-06
Position 473: 1.1737081036683598e-06
Position 483: 7.572881336040996e-07
Position 777: 5.554933912603105e-07
Position 548: 3.6815062442982455e-07
Position 3488: 2.454667641842847e-07
Position 3490: 1.6389193685994345e-07
Position 1476: 1.0430962806902127e-07
Position 768: 2.684464507342688e-08
Position 638: 2.3226807876548818e-08
Position 920: 2.3012116033838988e-08
Position 668: 2.0127423557177933e-08
Position 560: 1.3386073584431444e-08
Position 504: 8.139095713437681e-09
Position 1054: 1.0176697981025153e-09
Position 1220: 4.984488914359753e-10
Position 1018: 2.154142708004752e-10
Position 1062: 1.8431802777103792e-10
Position 763: 9.124254194972e-11
Position 1205: 5.87474669002452e-11
Position 1191: 4.1550188252624235e-11
Position 535: 1.977396529393735e-12
Position 532: 1.9303249992189164e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 11002: 0.7463250152985698
Position 23553: 0.3485297358276823
Position 4602: 0.32717236082519796
Position 5838: 0.2633948407979571
Position 11100: 0.22377896631967775
Position 12691: 0.20046432711835502
Position 3937: 0.17115424854976063
Position 12890: 0.11555101139125798
Position 14805: 0.09919621487267234
Position 5505: 0.09780538266643539
Position 3309: 0.09698224768497717
Position 8065: 0.08827805219423214
Position 5690: 0.08802076967017948
Position 4667: 0.07640924945723028
Position 16080: 0.07609238425011683
Position 11570: 0.05944659643741226
Position 14769: 0.059145616734852004
Position 12084: 0.04931626254684883
Position 16781: 0.03461985220764756
Position 14294: 0.03461714749710185
Position 3940: 0.03376094300861503
Position 14311: 0.02942341545165419
Position 2210: 0.026852692596055848
Position 4713: 0.02418467402732719
Position 13188: 0.023760180491368115
Position 2096: 0.02201923491407103
Position 4575: 0.020136621075837885
Position 541: 0.018805458554499162
Position 5739: 0.01812130260606143
Position 11300: 0.017761254691181987
Position 4441: 0.017261340743596587
Position 12034: 0.01698618802694639
Position 4316: 0.012664381637913788
Position 5557: 0.011259977645503096
Position 11186: 0.008732053745608113
Position 3286: 0.008088216761142835
Position 564: 0.007961132823342848
Position 14165: 0.007927154932461362
Position 4417: 0.007508263518720747
Position 14360: 0.007452377822932824
Position 16218: 0.007089829362159968
Position 2066: 0.006793184037937883
Position 13256: 0.006484957740630335
Position 4364: 0.005748857158916668
Position 5772: 0.005680658400703765
Position 11333: 0.005592040723954812
Position 2947: 0.005163088280435143
Position 3562: 0.005002307719823965
Position 2472: 0.004872805311455913
Position 279: 0.004795512708720995
Position 13917: 0.004654755907732658
Position 11848: 0.004343109412311028
Position 338: 0.004327355876519889
Position 399: 0.004122538561296071
Position 2762: 0.003847074148674024
Position 12486: 0.003576280994484062
Position 4484: 0.0034771951385970216
Position 14788: 0.0031501536055412536
Position 5756: 0.0028864908892766755
Position 2475: 0.0028772181787762464
Position 3854: 0.0027749681458377373
Position 11280: 0.0026203946025484975
Position 3242: 0.002484909275698926
Position 6323: 0.0022610226969767624
Position 11318: 0.0021765295000132556
Position 2113: 0.0020604865728876343
Position 1770: 0.0019832862928914744
Position 13154: 0.0019427794234856345
Position 1710: 0.0018334867268024004
Position 2874: 0.0018312182053836668
Position 13678: 0.0017782005110047819
Position 195: 0.0017351569335053083
Position 6152: 0.0016766953445298061
Position 11705: 0.0016622398645553763
Position 2073: 0.0015700532029040957
Position 12724: 0.0015478086434920033
Position 2825: 0.0014982627716662706
Position 1148: 0.0014351903909846561
Position 5669: 0.0013976158654927576
Position 2099: 0.00132281493375537
Position 2127: 0.0013118291245412877
Position 1430: 0.0013003327373312622
Position 2665: 0.0012490541035229676
Position 11865: 0.0011714282221945396
Position 6281: 0.001163315755283161
Position 14739: 0.0011097381028642018
Position 11153: 0.001088937669369776
Position 7826: 0.0009537770956458746
Position 4717: 0.0009421667535677469
Position 2522: 0.0009353138778545924
Position 1810: 0.0008518002689342461
Position 14240: 0.0008440296176397678
Position 913: 0.0008226438638779354
Position 1782: 0.0006967203924531851
Position 8629: 0.0006467200224235472
Position 4467: 0.0006460624141615722
Position 1584: 0.0006282210236312868
Position 12396: 0.0006065434463378065
Position 359: 0.0006038538733625917
Position 11770: 0.0006019088242069761
Position 229: 0.000574426669204621
Position 3146: 0.0005527511231873707
Position 999: 0.000505125257261749
Position 2048: 0.00046561712683508176
Position 2226: 0.00045693236653468195
Position 1050: 0.00040613965717512066
Position 4151: 0.00038236566228039433
Position 1289: 0.0003381893510378642
Position 547: 0.00032917694660595403
Position 1690: 0.0002821813219618611
Position 2303: 0.0002523631374951837
Position 2129: 0.00021961562296171131
Position 1191: 0.00021881412339996552
Position 4186: 0.00021105043368437276
Position 796: 0.00018510522913186035
Position 1327: 0.00018432920424565278
Position 3140: 0.00017412059184301906
Position 314: 0.00017338893194478189
Position 5041: 0.00016252600781776122
Position 2786: 0.00015506136113615428
Position 2008: 0.0001442665252426947
Position 3573: 0.00013895844969311454
Position 1667: 0.00013786803421894672
Position 2488: 0.00013613501850471405
Position 345: 0.00011730818479826038
Position 7609: 0.00010916847836339235
