Gene = Glmp
index = 437
Annotated 5SS: [ 179  909 1290 1607 3091]
Annotated 3SS: [ 653 1091 1387 2833 3179]
SMsplice 5SS: [ 179  993 1290 1607 3091]
SMsplice 3SS: [ 907 1091 1387 2833 3179]
top_k =  1000
Partition function (log Z): -0.6119383511012884

Sorted 5' Splice Sites (High to Low Probability):
Position 1290: 0.9955839531179698
Position 179: 0.9537558624796167
Position 3091: 0.8786225231960416
Position 1607: 0.649042904897472
Position 993: 0.4560865265715674
Position 3318: 0.30086134307084056
Position 3466: 0.28236048165661365
Position 1520: 0.09895438895883271
Position 654: 0.09287017860334357
Position 1612: 0.04887732550838913
Position 909: 0.04358895114848268
Position 997: 0.0416924605477016
Position 3834: 0.04143137835801025
Position 3965: 0.03875131383593342
Position 2640: 0.03429417915426838
Position 3639: 0.025743452770965285
Position 4565: 0.024799523087409063
Position 57: 0.021820379440845215
Position 1002: 0.017177267034510463
Position 1634: 0.012862874624563805
Position 2793: 0.012860537112160562
Position 268: 0.010390879965773927
Position 1023: 0.009369179426343915
Position 1018: 0.009156622618961866
Position 1475: 0.009042298538150329
Position 981: 0.008094205151832614
Position 3556: 0.006747207961947493
Position 3250: 0.006659641824619945
Position 2451: 0.0059261958499760535
Position 1619: 0.005372945416755525
Position 3327: 0.0046116564364384605
Position 3661: 0.004594849922799088
Position 4539: 0.0045698159118091565
Position 3902: 0.004159906308017961
Position 605: 0.003949396310122214
Position 820: 0.0038512904873209473
Position 2726: 0.0035152334805347006
Position 1642: 0.0034576454278572753
Position 1966: 0.00323097960729349
Position 2007: 0.0032297730412154733
Position 771: 0.0030755793915137543
Position 4093: 0.003074856017900534
Position 1995: 0.002913568144508874
Position 1459: 0.0028819466440177283
Position 666: 0.0027925115467700946
Position 5213: 0.0027417277556118745
Position 830: 0.0023920134811732984
Position 1834: 0.00224377821746733
Position 1466: 0.0022427772192189807
Position 317: 0.0019919061794013513
Position 2227: 0.0019232895000860042
Position 1748: 0.001512169628666177
Position 340: 0.001503481761510853
Position 4571: 0.0014861357755051408
Position 3738: 0.001290946360315849
Position 777: 0.0012157915994828064
Position 1647: 0.0012066339625981903
Position 915: 0.0009627908608115249
Position 799: 0.0008698905071913085
Position 570: 0.0008161476104461148
Position 1512: 0.0007537596163150408
Position 1762: 0.0007283014490857616
Position 2634: 0.0006452780032893783
Position 3391: 0.000604801144917677
Position 3522: 0.000596251668951115
Position 952: 0.0005679885860592965
Position 1808: 0.0005602581170280017
Position 1845: 0.000525711854522624
Position 396: 0.0004992424894166911
Position 858: 0.0004718100670631223
Position 3007: 0.0004440215238772061
Position 801: 0.00040955011568063733
Position 2644: 0.00033724040688368716
Position 741: 0.00030280307829845787
Position 1791: 0.00029082298494915613
Position 2710: 0.00029019870257505475
Position 1798: 0.00028398926724825847
Position 3104: 0.00026038614977716304
Position 1157: 0.00025658702636153135
Position 4196: 0.00025522171317197913
Position 3562: 0.00021476637204317903
Position 2654: 0.00020882602219686686
Position 415: 0.00018944904789233407
Position 2428: 0.00018665643788591155
Position 714: 0.0001802041563565524
Position 15: 0.0001777823117946609
Position 2688: 0.00017023489259499402
Position 1172: 0.0001629330322859721
Position 743: 0.00016151332943158838
Position 1329: 0.00015546600198489838
Position 1704: 0.00014851766420872594
Position 808: 0.00013388935894762192
Position 208: 0.00012274815450843556
Position 768: 0.00011106949576149421
Position 2495: 0.00010807127155184866
Position 355: 0.00010203683208914457
Position 39: 8.860351417155751e-05
Position 1011: 8.093929348780264e-05
Position 3333: 7.647048252265004e-05
Position 2207: 6.991583848156078e-05
Position 3508: 6.938894020215637e-05
Position 61: 6.257080903909417e-05
Position 134: 6.222695611165233e-05
Position 1451: 5.821911196199145e-05
Position 456: 5.5674681570116036e-05
Position 126: 5.401956990932529e-05
Position 810: 5.169432636285332e-05
Position 3211: 4.767566743625805e-05
Position 3643: 4.533908273166225e-05
Position 2990: 4.292583654724222e-05
Position 1118: 4.093713146174586e-05
Position 305: 3.775613834743225e-05
Position 1242: 3.371353979130733e-05
Position 199: 2.8911589710912963e-05
Position 2258: 2.774486842663319e-05
Position 1335: 2.5675945633648308e-05
Position 92: 2.409871750147641e-05
Position 261: 2.2406202170956942e-05
Position 303: 2.1623074335597173e-05
Position 3782: 2.1141165990336137e-05
Position 436: 1.9289517666427642e-05
Position 373: 1.8877921619080496e-05
Position 3615: 1.8687301175461634e-05
Position 1410: 1.8564384443122943e-05
Position 310: 1.4643652113368416e-05
Position 543: 1.4102155411382468e-05
Position 51: 1.367813105553956e-05
Position 1219: 1.1454039545847177e-05
Position 10: 1.0757603028084775e-05
Position 138: 9.487258956894554e-06
Position 881: 9.195913693475163e-06
Position 509: 8.505598440786676e-06
Position 332: 7.414664426547213e-06
Position 1388: 6.616821004640186e-06
Position 3529: 5.843842592078179e-06
Position 897: 5.0945255963190445e-06
Position 3457: 4.80036071355543e-06
Position 69: 4.025917782803656e-06
Position 647: 3.1787051549630214e-06
Position 99: 2.5196054238068966e-06
Position 519: 2.5032688580072245e-06
Position 1491: 1.7261163383129461e-06
Position 136: 4.024160938315079e-07
Position 575: 2.69602074425023e-07
Position 477: 1.439054689705413e-07
Position 645: 2.2825555123199433e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1091: 0.9581247109166838
Position 2833: 0.8067315685316291
Position 1387: 0.6916471747275507
Position 907: 0.5238811544024435
Position 3426: 0.4730721550492008
Position 3179: 0.4522623891392635
Position 3737: 0.20182005824331037
Position 4427: 0.1848626867096429
Position 5382: 0.10637350608873547
Position 3232: 0.07035424802903732
Position 1517: 0.06983063763302913
Position 5080: 0.055207071127340454
Position 569: 0.0550466595499835
Position 2938: 0.04684416137494731
Position 5805: 0.04238951805389134
Position 1556: 0.041566013029847484
Position 653: 0.037265752753962385
Position 2908: 0.028301711676567396
Position 3013: 0.026925476128589153
Position 2540: 0.025922852755594156
Position 3314: 0.020768522054637664
Position 1245: 0.018397061536564945
Position 2495: 0.01784338529266085
Position 509: 0.01643834051529226
Position 5394: 0.011346565544795404
Position 874: 0.010598139017633184
Position 5724: 0.008922016689219296
Position 1606: 0.007970785145607683
Position 5774: 0.007630416880614822
Position 869: 0.007476197487730219
Position 2319: 0.007369594172049611
Position 160: 0.007354193749244895
Position 590: 0.007138040228064635
Position 1423: 0.007051828539913228
Position 5610: 0.0069833078303648535
Position 6058: 0.0069658289661077505
Position 5857: 0.006793325367128444
Position 2996: 0.006726891740171574
Position 1404: 0.006084208655355606
Position 1537: 0.005689785590039232
Position 4658: 0.005635546293442283
Position 1233: 0.0055397319404583275
Position 5076: 0.005373818835191986
Position 3689: 0.005275403529006432
Position 1445: 0.005155761914617272
Position 4085: 0.005128200063385131
Position 143: 0.005002694285914
Position 1723: 0.004722461788709394
Position 551: 0.00465038553154374
Position 751: 0.004579030342666505
Position 1519: 0.004202982609478834
Position 692: 0.0040290238444788545
Position 1172: 0.0039750840923760515
Position 1935: 0.0039196564479165984
Position 5633: 0.0037807144372585233
Position 714: 0.003319004649674081
Position 519: 0.003248083872863402
Position 5929: 0.003142147407075575
Position 2603: 0.002854461630858508
Position 3961: 0.002679780801196881
Position 3359: 0.002324174221205883
Position 1448: 0.0022921644132378695
Position 2657: 0.002113670371231809
Position 1761: 0.002027640154679379
Position 4461: 0.002006536897460842
Position 2544: 0.0017294066013955431
Position 2104: 0.0016567617482360834
Position 1108: 0.001648973975417869
Position 1394: 0.001635042488313949
Position 2363: 0.0016169628953983514
Position 2842: 0.0015842571643329025
Position 4050: 0.001570349166208397
Position 797: 0.0015317851172460075
Position 5525: 0.0014381503210885826
Position 4690: 0.0014200411505831858
Position 765: 0.0013228670432953774
Position 4617: 0.0012443202577081653
Position 2888: 0.0011906048701597171
Position 3747: 0.0011196309116972751
Position 5124: 0.001079654401453829
Position 2547: 0.0010522368613737824
Position 256: 0.0010154420638070825
Position 2684: 0.0009998589719533814
Position 871: 0.0009835092360703593
Position 1133: 0.000943790151543487
Position 4586: 0.0008924234138759889
Position 968: 0.0008379735383807278
Position 1700: 0.0007439362536525783
Position 3875: 0.000742295985407539
Position 4002: 0.0007224528633643762
Position 3466: 0.0006588549581651519
Position 1833: 0.0006556513687778237
Position 1523: 0.0006246601882644378
Position 3935: 0.0005849214615772284
Position 2905: 0.0005331983924747132
Position 4187: 0.000526653366904042
Position 1124: 0.0005038862837352012
Position 1783: 0.0004878177983795702
Position 3434: 0.00048256958244469303
Position 596: 0.00046058792427455385
Position 2792: 0.00039642292018455486
Position 2567: 0.00035794457532126194
Position 2334: 0.0003572710008509827
Position 1140: 0.0003503269934007201
Position 5915: 0.00034375441547744145
Position 881: 0.00032350491594283217
Position 2902: 0.00029506737851025665
Position 232: 0.00025999979432168494
Position 5742: 0.0002555808363527009
Position 5257: 0.00024840869192662313
Position 553: 0.00023974799170707904
Position 399: 0.0001914642057907235
Position 1100: 0.00018248536490006183
Position 431: 0.00017311198414509142
Position 2644: 0.00016006586657043158
Position 1219: 0.00015172770239033602
Position 2126: 0.00014802986486500762
Position 2734: 0.00014005474671650856
Position 4551: 0.0001373396956262578
Position 1459: 0.00012992741049352467
Position 3366: 0.0001289248429261671
Position 748: 0.0001228440760594511
Position 2710: 0.00011015324564535051
Position 4199: 0.00010918110619972742
Position 665: 0.00010743273355363339
Position 3403: 0.00010588852972229505
Position 4126: 9.319618286307465e-05
Position 3253: 9.242688245226877e-05
Position 3712: 8.899194734408968e-05
Position 2131: 6.84090357603744e-05
Position 3576: 6.732727149916861e-05
Position 3268: 6.521250104396341e-05
Position 913: 6.41001740290912e-05
Position 2609: 6.0011122995652114e-05
Position 126: 5.2426229989833224e-05
Position 344: 4.97676110662647e-05
Position 820: 4.6708097262580227e-05
Position 2315: 4.053369265087272e-05
Position 1276: 3.4469013358647045e-05
Position 2605: 3.2858426153470445e-05
Position 721: 3.2511007058888055e-05
Position 404: 3.0863678817974696e-05
Position 1463: 2.9217790549686415e-05
Position 390: 2.88643909339484e-05
Position 922: 2.7965485390966987e-05
Position 440: 2.6359048550370507e-05
Position 3289: 2.4689667969772438e-05
Position 609: 2.4280650029099725e-05
Position 1145: 2.4242404384863014e-05
Position 410: 2.1851380934744853e-05
Position 2664: 1.9195359387951654e-05
Position 2629: 1.886729784226777e-05
Position 2662: 1.8700470446461803e-05
Position 1044: 1.8478103420758002e-05
Position 799: 1.572501680478338e-05
Position 3494: 1.5360887536153284e-05
Position 932: 1.2549510966279341e-05
Position 294: 1.0519523177676143e-05
Position 3816: 9.548644862464984e-06
Position 1056: 8.299363039979124e-06
Position 1060: 8.081435222103263e-06
Position 303: 7.189116507170984e-06
Position 258: 7.088336939938334e-06
Position 379: 6.2466680486092335e-06
Position 327: 5.861945987872113e-06
Position 447: 5.424675041749127e-06
Position 1065: 5.265503085947424e-06
Position 930: 4.363844876572504e-06
Position 1611: 3.504851839278193e-06
Position 2164: 3.3216620098290496e-06
Position 1883: 3.272578109404121e-06
Position 2185: 3.2475196269103792e-06
Position 164: 3.1532216369253135e-06
Position 1050: 2.8110868849361518e-06
