Gene = Pcf11
index = 798
Annotated 5SS: [  506  4195  5968  6473  8976  9935 10137 12627 16785 20479 21009 21993
 23007 23505 23945]
Annotated 3SS: [ 4068  5778  6277  7857  9753 10045 11067 16684 20358 20902 21808 22850
 23411 23908 25156]
SMsplice 5SS: [  125  4195  5968  6473  8976  9935 10137 11242 12627 16785 20479 21009
 21993 23007 23505]
SMsplice 3SS: [ 4068  5778  6277  8774  9753 10045 11067 12517 16684 20358 20902 21808
 22850 23411 23908]
top_k =  1000
Partition function (log Z): 9.428430646668392

Sorted 5' Splice Sites (High to Low Probability):
Position 23505: 0.9935484249558615
Position 21009: 0.9605290061308174
Position 16785: 0.9563412315399137
Position 21993: 0.9246792919580316
Position 6473: 0.9066286045429226
Position 12627: 0.8777238911983007
Position 5968: 0.8727983248096041
Position 4195: 0.8723868874997074
Position 10137: 0.8199382754358904
Position 23007: 0.8162781477450066
Position 8976: 0.6826906301485461
Position 9935: 0.6643600412429325
Position 125: 0.6486733647068671
Position 20479: 0.5835072300580584
Position 11242: 0.5456538697632893
Position 23945: 0.3745210110288323
Position 17955: 0.30980225212085655
Position 506: 0.25543690146006387
Position 11407: 0.24830744086506779
Position 8147: 0.2352066104845385
Position 867: 0.2076076496579713
Position 23775: 0.13247505727664785
Position 7969: 0.11473079516088011
Position 21482: 0.09110152367561865
Position 10154: 0.06523246015439282
Position 8000: 0.06012043300274549
Position 8891: 0.05042913052438643
Position 2068: 0.047164325111794955
Position 3064: 0.04681666265231625
Position 10530: 0.04392470917170504
Position 10185: 0.04064883671807275
Position 11419: 0.03761444713071314
Position 3706: 0.03648979082638651
Position 8204: 0.03646457396551501
Position 958: 0.03464398087936925
Position 152: 0.030937752747295537
Position 2071: 0.023005559764234188
Position 12665: 0.02225551279096646
Position 14238: 0.020220825721918308
Position 13113: 0.019314710676768865
Position 2078: 0.01893743510033126
Position 8684: 0.018017993890627415
Position 1171: 0.017398985741386576
Position 6709: 0.016950174356746884
Position 6199: 0.015011574004683566
Position 23018: 0.014509251253208231
Position 17025: 0.014103630564415505
Position 8870: 0.013926802297299225
Position 187: 0.013263740434852232
Position 5996: 0.012952333305552713
Position 11701: 0.012930037941024606
Position 21013: 0.012503294455061724
Position 23164: 0.012169417536308591
Position 11645: 0.011371683520987079
Position 2801: 0.010986601180419884
Position 21691: 0.010731248476770393
Position 21064: 0.01069358972529579
Position 7547: 0.010324406050379785
Position 2422: 0.010169240337124668
Position 3972: 0.009557983298181668
Position 24831: 0.008958462630118324
Position 20543: 0.008196282741501564
Position 21977: 0.00757611265975058
Position 3054: 0.007534835738712848
Position 7673: 0.007136492826036472
Position 8195: 0.007094255245995133
Position 23996: 0.0063648250554089545
Position 23189: 0.006045712931922862
Position 8996: 0.005201008527179695
Position 138: 0.004707173898032189
Position 2529: 0.0045184448954551535
Position 21973: 0.0044333563443082905
Position 19467: 0.004323615841976689
Position 19163: 0.004321174467561443
Position 9716: 0.00418986568520363
Position 574: 0.0041072496353651376
Position 23965: 0.004073074331729632
Position 5920: 0.003988826543371518
Position 2744: 0.003894685060913456
Position 17060: 0.003789579667856174
Position 25069: 0.0037620054011237767
Position 929: 0.0036986150514100096
Position 3622: 0.0035652331082666397
Position 19931: 0.003471633340843278
Position 7746: 0.003403097904570745
Position 19850: 0.0033389431217665734
Position 8894: 0.0031510022286224543
Position 22237: 0.003134219467151935
Position 23147: 0.003083997866269174
Position 8482: 0.0030656469192597365
Position 2091: 0.0027337253601978613
Position 6086: 0.002595356137650495
Position 10265: 0.0024954435473561443
Position 3561: 0.002489134983517918
Position 1440: 0.002461439049167172
Position 6682: 0.0024284813161935905
Position 1956: 0.0023235208439864557
Position 10126: 0.0022507993100064007
Position 9765: 0.002214234391487102
Position 21699: 0.0021689335710607894
Position 21192: 0.0021155100061402755
Position 9201: 0.0020811782651479834
Position 22721: 0.002057721946530818
Position 5475: 0.002011986264283141
Position 2058: 0.0020108601906529302
Position 810: 0.0020057229360800977
Position 21948: 0.0019528700808455776
Position 5941: 0.0019456254183926414
Position 21040: 0.0018968038939893433
Position 833: 0.0017458024475094194
Position 8110: 0.0015906792884588547
Position 23001: 0.001572681535390268
Position 476: 0.001511865747862243
Position 10380: 0.0014650847556699365
Position 663: 0.0013760156204166876
Position 21260: 0.0013295055578278429
Position 316: 0.0013148153401661988
Position 1253: 0.001314698893933014
Position 23960: 0.0012755329219982902
Position 21997: 0.0012521141188857987
Position 8607: 0.0012493881379705537
Position 2114: 0.0012339125418805493
Position 1111: 0.0011859296833826012
Position 198: 0.001174244668141384
Position 21018: 0.0011691109895816182
Position 22929: 0.0011087202259311942
Position 4181: 0.0011080079692390677
Position 22385: 0.001080992186684569
Position 3033: 0.0010746112785134994
Position 21074: 0.0010436969126702022
Position 20483: 0.0009810573187371931
