Gene = C530008M17Rik
index = 197
Annotated 5SS: [   76   325  8383 10806 14519 18547 25592 26736]
Annotated 3SS: [  189  8217 10736 14335 15731 25400 26572 29917]
SMsplice 5SS: [  325  2600  8383  9797 10806 14519 17890 25592 25896 26226 26736]
SMsplice 3SS: [ 2408  8217  9612 10736 14335 17784 25400 25775 26096 26572 29917]
top_k =  1000
Partition function (log Z): 4.879826058864003

Sorted 5' Splice Sites (High to Low Probability):
Position 10806: 0.9986248370636774
Position 325: 0.986276230615004
Position 26736: 0.984397079371365
Position 25592: 0.8086160096216899
Position 8383: 0.7318926290333914
Position 2600: 0.6541605184350763
Position 9512: 0.5944389850086826
Position 9797: 0.5880139155468811
Position 14519: 0.5578137733167369
Position 25896: 0.4188138584662481
Position 14540: 0.4150501188301476
Position 28766: 0.4086226934779216
Position 5466: 0.3858588439371369
Position 7703: 0.3589285840988735
Position 20345: 0.27621802034498383
Position 9770: 0.2749443036207097
Position 5640: 0.26903880741428227
Position 8432: 0.25622302986704454
Position 26947: 0.19055061119341316
Position 2476: 0.18730272818437
Position 20947: 0.1700712444768345
Position 18234: 0.16605084508777632
Position 31062: 0.1620199733179011
Position 22277: 0.1471756342251626
Position 12484: 0.11896151666348781
Position 20809: 0.10465684466262047
Position 20144: 0.09042939443034452
Position 10346: 0.08966095855725348
Position 1901: 0.08796355455469329
Position 7631: 0.08731096329622226
Position 17712: 0.08705405326947291
Position 21005: 0.0859426902815196
Position 5134: 0.07950547091515045
Position 25445: 0.07817479061435381
Position 22319: 0.07198326108817898
Position 85: 0.06900781593086536
Position 24494: 0.06814438193639168
Position 10339: 0.06550472654079853
Position 9565: 0.06421443781827456
Position 17284: 0.06316450998479567
Position 27529: 0.06048929202534907
Position 17513: 0.05977495402599614
Position 4218: 0.04696965994943912
Position 10171: 0.045613056985058346
Position 2996: 0.04043607864515236
Position 6854: 0.03927573061014964
Position 2745: 0.036251671293272336
Position 13468: 0.03230890880753698
Position 2676: 0.026961358697245023
Position 14506: 0.025441556697515463
Position 18012: 0.02491466959525217
Position 18016: 0.02426851369885451
Position 30075: 0.021476038860071076
Position 3655: 0.018702774572818305
Position 28373: 0.01801578399970747
Position 28750: 0.01655848862074588
Position 3637: 0.014999934355809461
Position 10206: 0.014205549888221399
Position 2496: 0.013821563588107572
Position 5720: 0.011874450256156101
Position 3216: 0.011463035145295584
Position 8558: 0.011416199549527635
Position 9020: 0.011142599336313999
Position 2665: 0.0100066431938328
Position 9195: 0.009700631141127758
Position 10384: 0.008693163400790623
Position 10501: 0.008172041612213441
Position 5733: 0.007720682675578927
Position 8924: 0.007673713180202935
Position 14019: 0.007395640793942668
Position 9412: 0.0073698924891775165
Position 30108: 0.006935374350307997
Position 3706: 0.0068220418612821585
Position 104: 0.006544528062486391
Position 694: 0.0065429401570455525
Position 3475: 0.006510044425973157
Position 947: 0.005830901891439659
Position 8476: 0.00545651447313747
Position 19839: 0.0052808295115575245
Position 7693: 0.004921039565105718
Position 13754: 0.0047870873073216965
Position 2589: 0.004776178527116736
Position 263: 0.004539298462728546
Position 31066: 0.0044274745709136
Position 2774: 0.004095268660457355
Position 12467: 0.0038848974685460036
Position 1793: 0.0037938659644916224
Position 4476: 0.0036422862268842542
Position 16038: 0.003458662540354474
Position 189: 0.0033420329321983957
Position 5698: 0.0032306982251059015
Position 2724: 0.0031787279723929722
Position 2334: 0.0031043764054678588
Position 5364: 0.0030129947707259555
Position 13464: 0.0028760148001483387
Position 5573: 0.0028365066066850186
Position 865: 0.0027957679121045605
Position 14256: 0.002760023112858614
Position 4095: 0.0025137793107868982
Position 5494: 0.002368063457266721
Position 12243: 0.0022570014779005644
Position 3326: 0.0021643468296854537
Position 13131: 0.002116748150234435
Position 5692: 0.00210784420276494
Position 712: 0.0019589910388976344
Position 15181: 0.001890017172407652
Position 5369: 0.0017544000452836609
Position 15193: 0.0017048785252512953
Position 3424: 0.001568931907626683
Position 12895: 0.0015441694635444155
Position 1852: 0.0015323366063869671
Position 1721: 0.0014961235952373508
Position 2862: 0.0013342258727665692
Position 12033: 0.0011157838620536686
Position 7754: 0.0011067827787280677
Position 10424: 0.0010810296555197078
