Gene = 1700031L13Rik
index = 17
Annotated 5SS: [105]
Annotated 3SS: [1595]
SMsplice 5SS: [407]
SMsplice 3SS: [622]
top_k =  1000
Partition function (log Z): -9.640806168733352

Sorted 5' Splice Sites (High to Low Probability):
Position 407: 0.9711496793055758
Position 1419: 0.05828504305734237
Position 115: 0.05223289381552782
Position 1322: 0.035978272861386086
Position 1233: 0.03016527233803562
Position 1500: 0.010834073643157261
Position 203: 0.001569598574924682
Position 146: 0.0010969944075378381
Position 44: 0.000756790346158678
Position 537: 0.0007315157666811291
Position 396: 0.0007163344987492587
Position 1938: 0.0006869772487842594
Position 565: 0.0005776108012068292
Position 1775: 0.0005609588993612944
Position 1798: 0.0004902268966823501
Position 733: 0.0004016350585027338
Position 95: 0.0003992026099541195
Position 89: 0.00025693881355706054
Position 1247: 0.00025428518363445495
Position 4: 0.00025277922357893267
Position 779: 0.00022424975129325538
Position 551: 0.00015898571382125273
Position 1993: 0.00015338198630121929
Position 868: 0.00014838606088105971
Position 618: 0.00014179010951617836
Position 1975: 0.0001333542410950648
Position 373: 0.00010504764524526526
Position 105: 0.00010464566583819583
Position 841: 0.00010341360394304451
Position 2105: 0.00010189939685314943
Position 1724: 8.971961786912515e-05
Position 1019: 7.062653813940448e-05
Position 738: 6.916304675290907e-05
Position 1125: 5.484382457722671e-05
Position 2031: 5.480295164369277e-05
Position 590: 5.314439378092157e-05
Position 1085: 4.7887228221444554e-05
Position 1734: 4.202960682930567e-05
Position 906: 3.605189485377741e-05
Position 48: 3.4544333937614506e-05
Position 1750: 3.379274387024407e-05
Position 2091: 2.4714984705477315e-05
Position 16: 2.323071179795598e-05
Position 1970: 2.100418644332671e-05
Position 2015: 1.9281212397886006e-05
Position 1362: 1.6075595979566453e-05
Position 260: 1.5572125907345777e-05
Position 1901: 1.5109609319187715e-05
Position 1090: 1.1674300230753333e-05
Position 965: 8.325231552120828e-06
Position 892: 1.8932311994435439e-06
Position 605: 1.8739073238510322e-06
Position 622: 1.673438249469842e-06
Position 424: 8.36431057288924e-07
Position 726: 7.005429434767287e-07
Position 666: 6.977635011746133e-07
Position 1267: 6.589772853638441e-07
Position 314: 5.578293183433057e-07
Position 1292: 2.9473359015981997e-07
Position 1206: 2.3641966566691607e-07
Position 343: 1.8789547315637814e-07
Position 1434: 1.0010542757456435e-07
Position 1445: 9.445443404712598e-08
Position 1423: 6.945049899822806e-08
Position 1550: 6.471102128675259e-08
Position 1679: 6.310812973137645e-08
Position 1704: 5.815835030515412e-08
Position 507: 8.338135848172655e-09
Position 476: 7.222624473855902e-09
Position 1463: 4.9669546854927215e-09
Position 512: 2.112017163115411e-09
Position 628: 5.087531310322794e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1850: 0.23413115608383578
Position 622: 0.20564193697987274
Position 1153: 0.09998108358171238
Position 1595: 0.0844488897978534
Position 2104: 0.06720043989686386
Position 472: 0.05747378178287875
Position 1461: 0.054666878937390265
Position 1085: 0.052636579778896575
Position 1694: 0.04210250280170206
Position 328: 0.03149397687813991
Position 1206: 0.03064723482730244
Position 635: 0.026532111763098266
Position 833: 0.018319971738108634
Position 2085: 0.017923351410304534
