Gene = Swt1
index = 1049
Annotated 5SS: [  159  4949  6422  8356 15665 17685 20880 23040 24661 25501 27376 31250
 33847 37020 39836 44139 49073 56148 57877]
Annotated 3SS: [ 4849  6334  8271 15608 16996 20819 22909 24558 25311 27281 31103 33682
 36880 39686 43950 48940 56080 57811 59866]
SMsplice 5SS: [  159  4949  5919  6422  8356 15665 17685 23040 24661 27376 31250 33847
 39836 44885 49073 57877]
SMsplice 3SS: [ 4849  5783  6334  8271 15608 17586 22909 24558 27281 31103 33682 39686
 44774 48940 57811 59866]
top_k =  1000
Partition function (log Z): 1.0200818754367709

Sorted 5' Splice Sites (High to Low Probability):
Position 49073: 0.9987520782768878
Position 27376: 0.9933457329723206
Position 159: 0.9896099858419926
Position 8356: 0.9819029957873665
Position 31250: 0.9412489960006487
Position 39836: 0.9199733929910754
Position 4949: 0.9132271669985326
Position 24661: 0.9122927046420778
Position 33847: 0.8627306681653194
Position 17685: 0.8459274162339024
Position 6422: 0.7699339129220125
Position 15665: 0.7349575331928948
Position 44885: 0.5467976108292552
Position 57877: 0.5255909476280539
Position 18464: 0.5141415879493075
Position 23040: 0.4711001425657481
Position 56148: 0.32743410722894384
Position 5966: 0.3094019464922319
Position 5919: 0.3048190934765327
Position 4746: 0.2787087461202519
Position 37020: 0.24808158840249067
Position 44139: 0.23731602133838442
Position 25501: 0.20539009272414677
Position 5952: 0.1905289193627315
Position 20926: 0.1874785721465266
Position 2088: 0.17803716374716644
Position 21048: 0.17712701757871485
Position 10423: 0.1433855726146992
Position 39165: 0.13204506803450228
Position 17158: 0.1317948904624945
Position 23051: 0.12778307061881117
Position 20632: 0.12646822098806432
Position 2698: 0.10958131053180997
Position 35924: 0.10231324896414849
Position 23077: 0.10160836319780327
Position 40471: 0.09997072113130681
Position 20374: 0.09625335646826642
Position 20949: 0.09204335497655969
Position 11213: 0.08476612590095928
Position 26725: 0.08452997024790204
Position 57958: 0.08200199071655521
Position 41736: 0.07564086662177953
Position 37140: 0.06946019826964413
Position 29331: 0.059202221110617424
Position 33546: 0.04526046990825405
Position 1112: 0.04324036921209661
Position 6077: 0.04187762528801369
Position 11540: 0.04097531940402292
Position 28271: 0.03938079325713372
Position 17945: 0.03467806079731856
Position 904: 0.03420456018334844
Position 6933: 0.03285950926323016
Position 6183: 0.032022812883064404
Position 5980: 0.030594382155133073
Position 45650: 0.025090408722974175
Position 9305: 0.025048222364826372
Position 20930: 0.021272858695636204
Position 33570: 0.019090401724640438
Position 14692: 0.018649098144445275
Position 5976: 0.01846887344060249
Position 30693: 0.01688277177859128
Position 13971: 0.014146091921281169
Position 5659: 0.01394613892578558
Position 18455: 0.01389738550851619
Position 1080: 0.012771199021514114
Position 8648: 0.012694912990180244
Position 31338: 0.012194317267699999
Position 30697: 0.011718810062851302
Position 20233: 0.011601231151512141
Position 31567: 0.011290678824155152
Position 6578: 0.009832188512512158
Position 1206: 0.009079173699830053
Position 5941: 0.008860831233909136
Position 30670: 0.007817260436797827
Position 29217: 0.007681996486008066
Position 4880: 0.007556973334871484
Position 28199: 0.005834831756354278
Position 299: 0.005603027833859633
Position 11376: 0.005064698141588354
Position 34226: 0.004463960898101651
Position 870: 0.004447616245471077
Position 31469: 0.004266067540082488
Position 33589: 0.004256099730796807
Position 30666: 0.00421799561279263
Position 11598: 0.0038277815176253715
Position 18622: 0.003572982890456501
Position 31304: 0.0035185884870849136
Position 18875: 0.003360353876291626
Position 1008: 0.0033388636178437042
Position 9111: 0.0030131012425977494
Position 29652: 0.0028914094219228887
Position 33526: 0.002627703395096283
Position 29699: 0.0025816880391707165
Position 984: 0.002541615951367303
Position 1242: 0.0025408834746478166
Position 27650: 0.0024984945698358673
Position 7882: 0.0024821238471224535
Position 817: 0.002455467129232933
Position 3078: 0.002045607296034749
Position 31355: 0.002002610831864942
Position 2871: 0.001905283601759551
Position 33049: 0.0018581609068318342
Position 19985: 0.0018137443006935006
Position 862: 0.00167718193759918
Position 352: 0.001673433665446573
Position 3422: 0.0015121173051151641
Position 4772: 0.0014663583632293547
Position 5923: 0.0013910856338676468
Position 33496: 0.0012116913543255285
Position 3529: 0.0011960435219626482
Position 169: 0.0011943597894623936
Position 12973: 0.0011658325104174365
Position 32498: 0.0010989883280379648
Position 265: 0.0010546993258565144
Position 6270: 0.0010446905757166324
Position 2351: 0.0010228103283837398
Position 6219: 0.0009043142084096378
Position 1356: 0.0008554969292751198
Position 6255: 0.0008529728060864003
Position 28959: 0.0007892277317381581
Position 7951: 0.0007566721553685847
Position 2680: 0.0006967612166702833
Position 4557: 0.0006852220769703093
Position 4009: 0.0006313374382931853
Position 5584: 0.0006194262719270327
Position 436: 0.0006151598582612933
Position 7601: 0.0005253682383878206
Position 1085: 0.00047522230418127503
Position 2069: 0.0004267985247320106
Position 15865: 0.0004096908017059649
Position 31274: 0.0003871983088584226
Position 37158: 0.00037735634927035073
Position 2988: 0.0003652255315525458
Position 33562: 0.0003541251471412126
Position 29568: 0.0003275854356257708
Position 6244: 0.0002645302309321746
Position 8642: 0.0002454021326338933
Position 50601: 0.0001478730155038073
Position 49206: 0.00010755443344314506
Position 11186: 8.882472558167841e-05
Position 9316: 7.410756540452606e-05
Position 8757: 6.954530438269113e-05
Position 49417: 5.607036539285153e-05
Position 382: 5.442805896951402e-05
Position 9219: 5.0628617942400216e-05
Position 6086: 4.868852363331868e-05
Position 49031: 4.633410379515861e-05
Position 110: 3.43569651133124e-05
Position 292: 3.2182540659662756e-05
Position 316: 1.746814802850054e-05
Position 545: 1.5932779189836303e-05
Position 723: 1.5872933002570178e-05
