Gene = Knop1
index = 608
Annotated 5SS: [ 166  632 3852 5634 7806]
Annotated 3SS: [  279  2913  5564  7679 10159]
SMsplice 5SS: [ 632 5634 7596 7806]
SMsplice 3SS: [ 5564  7466  7679 10159]
top_k =  1000
Partition function (log Z): -2.1020904919121834

Sorted 5' Splice Sites (High to Low Probability):
Position 632: 0.9940031481448384
Position 7806: 0.9021180753097449
Position 5634: 0.8503575176324936
Position 4702: 0.5681078584777228
Position 11554: 0.4608842303672761
Position 7596: 0.4127951583453235
Position 11015: 0.3717001024993922
Position 7440: 0.2637461246618993
Position 2070: 0.24582474572815521
Position 3366: 0.23550357704592012
Position 867: 0.21922443820697132
Position 4359: 0.20988365502769474
Position 11011: 0.20583970865829007
Position 2769: 0.16137121621863953
Position 3043: 0.1457878219428728
Position 12594: 0.11870828430513326
Position 12862: 0.11450028997531744
Position 8096: 0.1125306034868272
Position 13111: 0.10600961381625333
Position 4934: 0.09893857764140401
Position 8984: 0.09741495459746782
Position 5097: 0.0902251554329294
Position 2340: 0.08010923328689618
Position 2037: 0.07842771313434453
Position 1789: 0.0705675915060766
Position 2725: 0.05529783468382076
Position 4389: 0.04590382746250332
Position 802: 0.040211617207104255
Position 10421: 0.0279362508903111
Position 11279: 0.02531591627640962
Position 7762: 0.02525172690790956
Position 13176: 0.02507460279737795
Position 9915: 0.024561341848816653
Position 6371: 0.022549900323474353
Position 4719: 0.021981456521376133
Position 3006: 0.021599785321234407
Position 11268: 0.021518016840077127
Position 8789: 0.02043811485798339
Position 3875: 0.01973950376825548
Position 7842: 0.019637908234173055
Position 11260: 0.0192632271082236
Position 2882: 0.0189973651778746
Position 7758: 0.017215509329288333
Position 3108: 0.016654663072449342
Position 6397: 0.015804428201484158
Position 7205: 0.01579567438167315
Position 7558: 0.01555867154801958
Position 798: 0.015515127489103222
Position 10375: 0.015449983723587054
Position 5087: 0.014376194335736954
Position 13083: 0.01399764857771236
Position 7810: 0.013580935480467954
Position 11589: 0.012151365561271332
Position 8343: 0.00977091515258867
Position 1072: 0.009729593826557909
Position 1448: 0.008513265404580642
Position 10291: 0.008219792414206804
Position 12408: 0.008071670009491922
Position 832: 0.007806378341270308
Position 3856: 0.007497704960756318
Position 4627: 0.007340539103722862
Position 1171: 0.007110859882273003
Position 11825: 0.006257369650990814
Position 1136: 0.005629493123972232
Position 890: 0.00509779025055099
Position 1893: 0.004973050139403687
Position 1299: 0.004586615887557591
Position 6403: 0.0042150634414848415
Position 2730: 0.004111891951917079
Position 6401: 0.0035301247637590455
Position 2994: 0.0033548288727248783
Position 9200: 0.003152643440250387
Position 48: 0.003066629106317235
Position 2997: 0.0026963950656132963
Position 7714: 0.0022055499866339727
Position 8603: 0.002179307188847174
Position 3652: 0.002148613115157622
Position 1771: 0.0021127636685443207
Position 645: 0.0018972533185562961
Position 2570: 0.0015814747519439867
