Gene = Sdad1
index = 955
Annotated 5SS: [  233  4292  4821  5052  6141  6359  7386  8213  9963 11833 12905 14014
 16062 17372 18139 18318 19012 19767 20104 20285 21558]
Annotated 3SS: [ 4186  4721  4940  6068  6257  7327  8137  9860 11762 12800 13955 16002
 17294 18040 18240 18884 19671 19912 20199 21395 23153]
SMsplice 5SS: [  233  4292  4821  5052  6141  6359  7386  9963 11833 12905 14014 16062
 17372 18139 18318 18969 19767 20104 20285 21558]
SMsplice 3SS: [ 4186  4721  4940  6068  6257  7327  9860 11762 12800 13955 16002 17294
 18040 18240 18884 19671 19912 20199 21395 23153]
top_k =  1000
Partition function (log Z): 52.00561265515464

Sorted 5' Splice Sites (High to Low Probability):
Position 9963: 0.9935162293159009
Position 20104: 0.9921410571294064
Position 4292: 0.9845579251618289
Position 6141: 0.9841559756615753
Position 6359: 0.9835643893888125
Position 20285: 0.983155787009271
Position 7386: 0.9593352396737777
Position 5052: 0.9287655214685675
Position 21558: 0.9224783282596957
Position 12905: 0.9217323520727952
Position 18318: 0.8947742901879876
Position 14014: 0.8814070219980485
Position 18139: 0.8507246411206106
Position 11833: 0.85012104328748
Position 19767: 0.8327691628078738
Position 16062: 0.8185810944287887
Position 17372: 0.6295939012994242
Position 4821: 0.6051573233022733
Position 14971: 0.5923019236546824
Position 18969: 0.5860643665897427
Position 233: 0.5620259347467647
Position 8213: 0.4909943542342108
Position 19012: 0.3696595468643228
Position 4853: 0.3693365437646546
Position 13266: 0.2850564503358108
Position 267: 0.24480580247199618
Position 408: 0.19432279454718537
Position 13777: 0.1854425584245878
Position 16297: 0.17576277239270857
Position 14734: 0.16509304149888154
Position 16640: 0.16278697796570624
Position 8060: 0.1336575069047613
Position 19717: 0.13108437884528132
Position 18160: 0.11627707424543722
Position 2114: 0.11048116512433614
Position 6735: 0.10487500877805343
Position 8273: 0.09568796636290773
Position 2997: 0.08537213593724158
Position 18749: 0.0745114672788263
Position 8310: 0.0707213894504444
Position 13863: 0.06681792432569843
Position 16407: 0.06615167895055124
Position 2469: 0.06562125930476795
