Gene = Emsy
index = 377
Annotated 5SS: [  306  2036  8975 10331 11613 15287 19519 26649 30314 35389 37481 41304
 43796 46113 54197 56108 59747 62028 63449]
Annotated 3SS: [ 1926  8874 10255 11570 15110 19258 26371 30058 35238 37309 41166 43621
 45913 54031 55951 59594 61466 62968 65894]
SMsplice 5SS: [  306  2036  8975  9284 10331 15287 19519 26649 30314 32214 35389 37481
 41304 43796 46113 54197 56108 57133 59747 61564 63449]
SMsplice 3SS: [ 1926  8874  9194 10255 15211 19258 26371 30058 32069 35238 37309 41166
 43621 45913 54072 55951 57027 59594 61466 63345 65894]
top_k =  1000
Partition function (log Z): 8.784626891363407

Sorted 5' Splice Sites (High to Low Probability):
Position 46113: 0.9904945902733527
Position 8975: 0.9526012388244751
Position 35389: 0.9366696992448709
Position 61564: 0.9359824059177345
Position 57133: 0.9195281793371064
Position 26649: 0.9128676298753033
Position 30314: 0.9067972495583065
Position 9284: 0.9059436485589483
Position 56108: 0.8945522739479255
Position 15287: 0.8919006391788208
Position 306: 0.8753844639599819
Position 37481: 0.8379308310768802
Position 41304: 0.8193803790184774
Position 63449: 0.8042472337785103
Position 10331: 0.7906977594542848
Position 43796: 0.7305656088263631
Position 62028: 0.720973261417307
Position 49876: 0.6908357710258026
Position 19519: 0.6486920415926625
Position 2036: 0.6378030138832878
Position 54197: 0.6178658585725108
Position 32214: 0.5167620214856206
Position 50654: 0.4209941858255649
Position 6119: 0.412864628755978
Position 17049: 0.36307026723168406
Position 51379: 0.3550204679071534
Position 19390: 0.3544161211598853
Position 59920: 0.35116382164058596
Position 26216: 0.308463698696378
Position 57455: 0.28032129599892147
Position 59747: 0.26924255073650755
Position 64473: 0.26813282305969505
Position 45716: 0.21743290964764903
Position 46490: 0.21301859160511946
Position 63240: 0.20852732039625171
Position 32205: 0.19148392518915375
Position 55172: 0.18668531406370809
Position 2146: 0.17480200167119503
Position 26196: 0.16849235811996102
Position 25164: 0.16594813380974827
Position 41308: 0.15311553752938717
Position 59690: 0.140185694474913
Position 38400: 0.13680115868026535
Position 1830: 0.13236685072110338
Position 46500: 0.12862771245988583
Position 13454: 0.1281771767458213
Position 38439: 0.11986737419659917
Position 59067: 0.1065020058497242
Position 21587: 0.09802450453768248
Position 59784: 0.0843652020928759
Position 16181: 0.08132983619431342
Position 31465: 0.08004896454925153
Position 61129: 0.07382757819484131
Position 28869: 0.06853507909336598
Position 26656: 0.06766509791420627
Position 15344: 0.06546868471034854
Position 15474: 0.054355591553092185
Position 55559: 0.051736523035770754
Position 41582: 0.050303841116942596
Position 18809: 0.04748075810447183
Position 59687: 0.04580543256296495
Position 45601: 0.045000362589166315
Position 5825: 0.04477085766795516
Position 23195: 0.042951313296746424
Position 29888: 0.038040246252738094
Position 7804: 0.03600964785527822
Position 37423: 0.03477446732313676
Position 36423: 0.03348061815895165
Position 17161: 0.03203171517317549
Position 33082: 0.03177190234358983
Position 61053: 0.03172118883639999
Position 34148: 0.030754043084552433
Position 59022: 0.030239381811598576
Position 18037: 0.030079404745088623
Position 858: 0.029923207313675235
Position 57570: 0.029716803730048237
Position 49226: 0.029536141986645646
Position 58744: 0.02768220355758755
Position 66377: 0.027332790511976457
Position 6101: 0.026573230571609274
Position 44617: 0.02540520417966208
Position 196: 0.025204694436926474
Position 3170: 0.024071464751546492
Position 37485: 0.023310638085457226
Position 59693: 0.02324464849130498
Position 38415: 0.022701207409725213
Position 38572: 0.022404367212225287
Position 35618: 0.022063812398998916
Position 40365: 0.021975761625372757
Position 4691: 0.021907015997133805
Position 10154: 0.021835403525598412
Position 64482: 0.02131961778723798
Position 31720: 0.020373574169663504
Position 61207: 0.019017814417945457
Position 37420: 0.018655470777566095
Position 45689: 0.018295791400077196
Position 4654: 0.017463951228686856
Position 22535: 0.017363983654284425
Position 3797: 0.017270918451224523
Position 725: 0.016773699326613066
Position 33058: 0.01672098267735999
