Gene = Apobr
index = 129
Annotated 5SS: [ 127 2870 3221]
Annotated 3SS: [ 433 2954 3314]
SMsplice 5SS: [127]
SMsplice 3SS: [433]
top_k =  1000
Partition function (log Z): -7.276543398759106

Sorted 5' Splice Sites (High to Low Probability):
Position 127: 0.9850531104314849
Position 524: 0.3525285400395855
Position 563: 0.3216593511358955
Position 3221: 0.14496435057964183
Position 2870: 0.12527000895892537
Position 3250: 0.06614900822644468
Position 539: 0.03540008514459432
Position 1703: 0.027105483099340858
Position 2047: 0.0199995445249586
Position 1745: 0.014008515650967234
Position 648: 0.009275810369306393
Position 3217: 0.008484762646146346
Position 591: 0.008241984960912252
Position 2039: 0.007176981484660753
Position 1532: 0.005954550915397719
Position 89: 0.004813629818725664
Position 38: 0.004471183812417212
Position 2234: 0.0037933636166652767
Position 2835: 0.003309737421526025
Position 1943: 0.002779205455767802
Position 902: 0.0022729193543017095
Position 3117: 0.0021527371953659865
Position 837: 0.0018861185911498732
Position 286: 0.0016683269769431279
Position 444: 0.001651610275717807
Position 318: 0.0014482779178344347
Position 1514: 0.0014408185862487184
Position 1718: 0.0014168231623954552
Position 332: 0.001379662162530347
Position 599: 0.0009664048888925004
Position 2483: 0.0009507785045499614
Position 3725: 0.000849708938574851
Position 3079: 0.0006490600568895789
Position 2465: 0.0006025228576920509
Position 582: 0.0006005347907192599
Position 639: 0.0005618050524478783
Position 388: 0.0005072039487757499
Position 284: 0.00045610150643209834
Position 229: 0.0004421087104337353
Position 19: 0.0004242137795617439
Position 169: 0.00040616794105915506
Position 3315: 0.0003912449392797195
Position 15: 0.00036950012757470463
Position 2131: 0.00035881136436099407
Position 464: 0.0002584488458217924
Position 3077: 0.00022872581257509238
Position 905: 0.00021911572938647565
Position 2711: 0.0002141677882957057
Position 756: 0.00021033022796912697
Position 32: 0.00020642875820943367
Position 312: 0.00020583135603695116
Position 1712: 0.00020411922738080402
Position 542: 0.00019884058857653204
Position 485: 0.00017842435178376002
Position 371: 0.00014969509609096557
Position 3554: 0.00013571854511359833
Position 3163: 0.00012957493110792614
Position 664: 0.00012429138421204118
Position 362: 0.00012424720026658545
Position 2916: 0.00010733388306146488
Position 2256: 0.00010144089130655701
Position 3424: 6.174198460638539e-05
Position 172: 3.384193579390599e-05
Position 261: 2.121704773491244e-05
Position 369: 2.0605592063939627e-05
Position 250: 1.7759708333807056e-05
Position 2552: 1.3257950418433672e-05
Position 2792: 1.1965589140287908e-05
Position 807: 1.027565141865947e-05
Position 2583: 9.285153692797172e-06
Position 1119: 5.842050012513119e-06
Position 3448: 3.964274304663762e-06
Position 385: 3.7653301665885495e-06
Position 404: 2.338482039256265e-07
Position 715: 8.641412432522355e-08
Position 448: 2.6344150863041276e-09
Position 452: 5.045155860652963e-12
Position 454: 3.905516285434034e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 433: 0.8810825772499449
Position 3314: 0.44831085533226656
Position 2954: 0.3840154147848044
Position 3019: 0.08026839242931186
Position 2756: 0.07976320734712347
Position 1580: 0.035234298567561266
Position 3140: 0.029050181469953775
Position 3104: 0.02569652104525531
