Gene = Sympk
index = 1052
Annotated 5SS: [  130  4611  4804  6220  6376 10157 11699 12456 13723 15868 16316 18406
 19199 20794 21337 21585 22526 23234 24181 24564 25094 25663 28178 29070
 29266 29922]
Annotated 3SS: [ 4486  4737  6165  6301 10029 11448 12284 13482 15712 16164 18200 19047
 20557 21254 21470 22377 23072 24071 24462 25002 25560 27989 28892 29169
 29537 30011]
SMsplice 5SS: [  130  4611  4804  6220  6376 10157 12456 13515 13723 15868 16316 18406
 19199 21337 21585 22526 23234 24181 24564 25094 25663 28178 29070 29266
 29922]
SMsplice 3SS: [ 4486  4737  6165  6301 10029 12284 13482 13631 15712 16164 18200 19047
 21254 21470 22377 23143 24071 24462 25002 25560 27989 28892 29169 29537
 30011]
top_k =  1000
Partition function (log Z): 51.21010626688111

Sorted 5' Splice Sites (High to Low Probability):
Position 130: 0.9935889268451413
Position 24564: 0.9848828656231281
Position 29266: 0.9828417082198623
Position 21585: 0.9766911204073705
Position 10157: 0.9732223464209055
Position 23234: 0.9724203087820631
Position 29070: 0.9674266491664942
Position 16316: 0.9623528948066319
Position 19199: 0.9568946712157327
Position 6220: 0.951882736106322
Position 25663: 0.9325201028323967
Position 6376: 0.9138032781561605
Position 25094: 0.900648981862941
Position 18406: 0.895506406650722
Position 15868: 0.8897318115489719
Position 4611: 0.8848606322141483
Position 29922: 0.8641437017042762
Position 28178: 0.8599991801615048
Position 13723: 0.8367853207496837
Position 24181: 0.7919523630249277
Position 12456: 0.7408829959335521
Position 4804: 0.7383035372654454
Position 21337: 0.716149996198596
Position 11699: 0.6074681653832322
Position 22526: 0.5775653814848171
Position 13515: 0.48948134728585013
Position 3646: 0.4329266141181875
Position 23918: 0.28594693112487585
Position 1873: 0.26214383580710454
Position 15429: 0.24956716241873717
Position 12428: 0.22836636426948265
Position 26060: 0.1893068674670079
Position 4815: 0.1838904493400186
Position 11896: 0.16521969190567912
Position 21377: 0.16397240396814083
Position 18604: 0.16015625619742796
