Gene = Mto1
index = 723
Annotated 5SS: [  303  1411  1628  4846  9115  9399  9840 12830 13484 16795 22584]
Annotated 3SS: [ 1210  1509  4555  9001  9207  9708 12624 13311 16675 22422 25581]
SMsplice 5SS: [  303  1411  9115  9399  9840 13484 16795 18671 22584]
SMsplice 3SS: [ 1210  9001  9207  9708 13343 16675 18457 22422 25581]
top_k =  1000
Partition function (log Z): 2.8197172611568186

Sorted 5' Splice Sites (High to Low Probability):
Position 9115: 0.9979020894215198
Position 16795: 0.979362581274202
Position 9399: 0.9368230219068904
Position 22584: 0.9257608947425703
Position 9840: 0.8718612325019139
Position 303: 0.7344033599506239
Position 1411: 0.700371065741696
Position 18671: 0.6674906571609232
Position 12830: 0.6424489958703093
Position 13484: 0.6029743763839859
Position 997: 0.5389462623716259
Position 25342: 0.32110236295489936
Position 13001: 0.2648469755829578
Position 13387: 0.2648130127185079
Position 5141: 0.2081380333653249
Position 3892: 0.18708978262827225
Position 4846: 0.1779393165524735
Position 3921: 0.16928756531429096
Position 22906: 0.14447738341364638
Position 5466: 0.12005936236401883
Position 11818: 0.11325776464768235
Position 1446: 0.10806153397226373
Position 1628: 0.08921702759030334
Position 19445: 0.07754271222149016
Position 1343: 0.07447804902220416
Position 14644: 0.06875032785631742
Position 51: 0.0629913815084245
Position 433: 0.06078135833833318
Position 15676: 0.05432344505644476
Position 520: 0.05394104951375212
Position 6162: 0.045560190352062775
Position 12229: 0.04035528885991431
Position 1316: 0.03882590359775065
Position 4714: 0.03345431517981342
Position 25456: 0.031568041627248924
Position 5200: 0.02628399344268497
Position 5977: 0.02588073549669823
Position 22889: 0.023181305123399002
Position 15336: 0.021583109326877382
Position 3247: 0.021494249054559662
Position 10661: 0.017769401104729007
Position 1433: 0.015277388825354168
Position 203: 0.013093901163460233
Position 11491: 0.011684551980772577
Position 5783: 0.011081464877508157
Position 9533: 0.009674614626151724
Position 57: 0.009078376948623002
Position 9427: 0.00804371145970874
Position 569: 0.007725626339946859
Position 17012: 0.007005403607893602
Position 24113: 0.006642616673194416
Position 2337: 0.00662577417003583
Position 12743: 0.006316908038286868
Position 10458: 0.006262424325063523
Position 13032: 0.005317431113741918
Position 22762: 0.005218994749510239
Position 956: 0.004681484589576867
Position 559: 0.004535218446634451
Position 3228: 0.004224656428340979
Position 3680: 0.004155422901760174
Position 959: 0.0037380048999172215
Position 12975: 0.0032050763999493643
Position 381: 0.0031808112283576257
