Gene = Zbbx
index = 1197
Annotated 5SS: [   185   2691   4243   7359  31695  38149  50711  58332  58776  60148
  62044  65385  72141  82240  91400 103889]
Annotated 3SS: [  2641   4135   7262  31547  37973  50574  58221  58674  60067  61903
  65094  71989  82116  91141 103752 105682]
SMsplice 5SS: [   185   2691   7359  31695  38149  38503  40357  50711  53401  58332
  58776  60148  65385  72141  82240  91400 103889]
SMsplice 3SS: [  2641   7262  31547  37973  38376  40240  50589  53284  58221  58674
  60067  65286  71989  82116  91141 103752 105682]
top_k =  1000
Partition function (log Z): -60.183228094120025

Sorted 5' Splice Sites (High to Low Probability):
Position 185: 0.9843159976006539
Position 7359: 0.9674505547943469
Position 2691: 0.6639523077442536
Position 11942: 0.2656975469528697
Position 4243: 0.2634717356383494
Position 5627: 0.23952180114316207
Position 3477: 0.10099146956249667
Position 4369: 0.08753185821527198
Position 4651: 0.06633894345365395
Position 5631: 0.05984628873156562
Position 9065: 0.05309334800791333
Position 5636: 0.04386514559687925
Position 4585: 0.043317531529167376
Position 12151: 0.030663828493409827
Position 6858: 0.0300428575973533
Position 5623: 0.026451097811526974
Position 10667: 0.021564536945414107
Position 1414: 0.017275130367306435
Position 477: 0.016178284834639494
Position 9129: 0.008012284982638344
Position 203: 0.007412583399899512
Position 14445: 0.006627805662845869
Position 7887: 0.0053769377416358665
Position 6619: 0.00535848310975968
Position 3678: 0.005260156515963468
Position 10709: 0.0051355958544528945
Position 12791: 0.0042586042450482794
Position 918: 0.004095292530128024
Position 13575: 0.004076480493955106
Position 2176: 0.0038863201688824132
Position 10934: 0.002423432977426063
Position 714: 0.0023923038683173505
Position 11324: 0.001862042684450308
Position 2726: 0.0018087211945919375
Position 9668: 0.0015081828237490946
Position 10658: 0.001334239465024745
Position 2432: 0.0012910701811675966
Position 2007: 0.0012433585101188655
Position 686: 0.0011179926450103858
Position 123: 0.0010731856026975472
Position 664: 0.0009942267617892749
Position 362: 0.0009484401150918779
Position 560: 0.0007402427926121527
Position 3766: 0.0007310202573281074
Position 702: 0.0005845480946289992
Position 1110: 0.0005466852135021533
Position 1100: 0.0004485887821570155
Position 2720: 0.00043234097128783437
Position 837: 0.00037387590783548113
Position 785: 0.00033011511651004545
Position 2534: 0.0003159910744605352
Position 324: 0.00025034491606642974
Position 347: 0.00019851037103728919
Position 1661: 0.00019524844156568674
Position 2443: 0.00018210706475596297
Position 2408: 0.00018114641220419672
Position 1777: 0.00016606293767303475
Position 2552: 0.0001602952555347878
Position 1665: 0.00015576632784366747
Position 1862: 9.045855712260274e-05
Position 1897: 7.352533413806678e-05
Position 2398: 7.289844879112023e-05
Position 6513: 7.24806434548985e-05
Position 353: 7.030335068932713e-05
Position 443: 6.202347555859494e-05
Position 404: 5.336797337186698e-05
Position 318: 5.1043241366710946e-05
Position 866: 4.9974623444977514e-05
Position 674: 4.919405602106113e-05
Position 6286: 4.894227990043382e-05
Position 6293: 1.443466471615286e-05
Position 4852: 7.454906497883664e-06
Position 3504: 2.574179541446006e-06
Position 154: 2.1926450059461833e-06
Position 2849: 1.4413777122011855e-06
Position 180: 5.91676378452409e-07
Position 96: 2.70235010725062e-07
Position 283: 1.4790275792189824e-07
Position 2944: 1.335704628871264e-07
Position 3375: 1.0855576006930824e-07
Position 331: 5.919431588954882e-08
Position 809: 4.5963880539422135e-08
Position 651: 4.543866028602258e-08
Position 755: 4.4955280362965587e-08
Position 60: 3.4792078924893384e-08
Position 58: 2.6836099779628042e-08
Position 369: 2.117858637856643e-08
Position 247: 1.8951652483362513e-08
Position 212: 1.4963597251857393e-08
Position 2705: 1.0005671482629541e-08
Position 645: 9.904146739011763e-09
Position 18: 8.579791188740713e-09
Position 458: 2.5892362257600298e-09
Position 429: 7.493689082545212e-10
Position 534: 3.453961949135542e-10
Position 281: 1.7954821010700913e-10
Position 265: 1.3623288571152198e-10
Position 2744: 9.389608135382999e-12
Position 1450: 8.950836130837823e-12
Position 1435: 2.718990013780525e-12
Position 1121: 2.61095257819968e-12
Position 1255: 2.5806475452203454e-12
Position 1088: 1.7141049489366944e-12
Position 1236: 1.4675485624149302e-12
Position 911: 1.2764724899566674e-12
Position 1463: 7.96340861963732e-13
Position 548: 2.0212333462041242e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 7262: 0.6624129755091611
Position 2641: 0.4268353894622974
Position 4135: 0.250497534361209
Position 5502: 0.24593565905881487
Position 11825: 0.2337444398792475
Position 14121: 0.1895819693793661
Position 7232: 0.18336801704835046
Position 10999: 0.18176326228166628
Position 5531: 0.11802229467184464
Position 7147: 0.09704476310553391
Position 4530: 0.09178659948618105
Position 13981: 0.08970891418215102
Position 2601: 0.07894668324265544
Position 2599: 0.07789956277501552
Position 13955: 0.0574551041958741
Position 15102: 0.0569956313560427
Position 17257: 0.04970887764344122
Position 9001: 0.047369026953604246
Position 11867: 0.04537774434174619
Position 3394: 0.03968401213819051
Position 15353: 0.03830621934182586
Position 10533: 0.037786475217883475
Position 2557: 0.03569562923634223
Position 4181: 0.03278191185977955
Position 4141: 0.02914413551697408
Position 9586: 0.02888999012995732
Position 3364: 0.028818808186582542
Position 14318: 0.02493665522420577
Position 2352: 0.02487317263902625
Position 12028: 0.023147708747856228
Position 2538: 0.02238312052010052
Position 10550: 0.022380387182973763
Position 3279: 0.021130933582094433
Position 18541: 0.019396392689253472
Position 6976: 0.017814216248124327
Position 11174: 0.0165254364898314
Position 15028: 0.01647556897118678
Position 6433: 0.015951560496079268
Position 15933: 0.015752478005899056
Position 4043: 0.015219558464046833
Position 11992: 0.014286468990050243
Position 4426: 0.014029828000547737
Position 8868: 0.0136080133390667
Position 15135: 0.013480231723577447
Position 13508: 0.012351224176253162
Position 11048: 0.012225259255454828
Position 14298: 0.011682670362741461
Position 1243: 0.011047355671385189
Position 13029: 0.009811878181776711
Position 6646: 0.008736676208187957
Position 12307: 0.008569399322135999
Position 16992: 0.00832270965135068
Position 265: 0.008054866056131068
Position 3962: 0.00799106740889618
Position 6669: 0.00796958760169907
Position 9534: 0.0064929445486088784
Position 11687: 0.006087640793417658
Position 3574: 0.0060070722816501654
Position 11495: 0.005991477404924188
Position 10188: 0.005311286216086167
