Gene = Lipt2
index = 639
Annotated 5SS: [471]
Annotated 3SS: [896]
SMsplice 5SS: [471]
SMsplice 3SS: [896]
top_k =  1000
Partition function (log Z): -7.29533303787755

Sorted 5' Splice Sites (High to Low Probability):
Position 471: 0.6724285523936488
Position 242: 0.37589356479236646
Position 138: 0.06735915164600963
Position 1052: 0.014187961104060206
Position 964: 0.01326836836047325
Position 1017: 0.012612921384412943
Position 992: 0.01058556176896933
Position 770: 0.0029510912349546706
Position 1099: 0.0026100216742298
Position 149: 0.0022933534468865123
Position 619: 0.0013321196467041404
Position 605: 0.001319103858785955
Position 44: 0.0010941336876234692
Position 1093: 0.0010148509889342568
Position 121: 0.0009262985556005466
Position 308: 0.0005431303157669359
Position 787: 0.0004669462714640348
Position 1942: 0.0003841056687179081
Position 945: 0.0003703103843158134
Position 382: 0.00036197703758585655
Position 977: 0.00028761306983592376
Position 170: 0.0002633565860849601
Position 39: 0.00024109204036427528
Position 727: 0.00024007095567448751
Position 367: 0.00017571376489072354
Position 1004: 0.00016005251787405223
Position 1160: 0.00015111971616302966
Position 1399: 0.00014282065667942727
Position 20: 0.00012843559001531827
Position 140: 0.00012427698154932146
Position 1043: 0.00012342403209514036
Position 1735: 0.00011666041202886128
Position 800: 0.00011089332000458199
Position 374: 9.882890702278495e-05
Position 600: 9.275856549966022e-05
Position 922: 7.59097179133009e-05
Position 592: 6.323536221931002e-05
Position 1192: 5.738384320789919e-05
Position 292: 3.669092724887538e-05
Position 192: 3.106145674916514e-05
Position 984: 2.910895739703112e-05
Position 1311: 2.402529551941236e-05
Position 7: 1.972656422226476e-05
Position 1907: 1.6488556976860743e-05
Position 350: 1.6342816615452235e-05
Position 776: 1.4304240683539832e-05
Position 774: 1.2677875462570545e-05
Position 67: 1.1303465696145051e-05
Position 725: 1.067382813691052e-05
Position 629: 8.825092172309486e-06
Position 1419: 4.636440346670674e-06
Position 692: 4.601347335985374e-06
Position 1601: 4.069611741899154e-06
Position 899: 3.5164317092637716e-06
Position 29: 7.253942056921769e-07
Position 17: 5.719509375523665e-07
Position 437: 9.047485665941793e-08
Position 1037: 2.8177218423685792e-08
Position 1182: 2.192050550778381e-08
Position 1070: 1.5907543858289975e-08
Position 1255: 1.5845111139831994e-08
Position 690: 1.4836941048804867e-08
Position 860: 6.9592912067193484e-09
Position 1245: 1.4915839670819823e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 896: 0.9749567382728999
Position 329: 0.11491000222533483
Position 1512: 0.030042109065115986
Position 1331: 0.016227488010088036
Position 403: 0.00911410334699902
Position 1290: 0.00791944211297868
Position 1227: 0.0033831694532287775
Position 1081: 0.003118787158016032
Position 2026: 0.0027765772568547967
Position 1462: 0.002615316990298018
Position 824: 0.002220815346868542
Position 364: 0.001805128839405655
Position 649: 0.0016803476796300502
Position 899: 0.0014969770467305177
Position 1811: 0.0013639928329312043
Position 1262: 0.001121633983058414
Position 1941: 0.0009588274794377619
Position 241: 0.000865914464772893
Position 1116: 0.0007239657250230562
Position 292: 0.0006521311130894848
Position 1554: 0.0005792888694179288
Position 1697: 0.0005341712625979505
Position 714: 0.0004151002440297668
Position 757: 0.00038606589971438416
Position 1794: 0.00038535154308814187
Position 1052: 0.0003334134827242797
Position 736: 0.00030097455485883593
Position 1171: 0.0002463983423875397
Position 2061: 0.00022091727396447803
Position 618: 0.00021875141257865702
Position 1199: 0.00021852852477606015
Position 1580: 0.00021342254861324826
Position 1705: 0.00019881196741889057
Position 1601: 0.00019556999101166524
Position 1848: 0.00018320735112644255
Position 208: 0.00014219571324756611
Position 1364: 0.00013207529300247108
Position 764: 0.0001251422379923191
Position 605: 0.0001166099061264261
Position 1084: 0.00011390736843652779
Position 830: 0.00011236720618242915
Position 1496: 9.416072344179912e-05
Position 1499: 9.286725531042724e-05
Position 211: 8.969827546165718e-05
Position 1757: 8.950724466241894e-05
Position 1844: 8.623643198403843e-05
Position 1548: 7.524685512304571e-05
Position 1989: 6.705609447005361e-05
Position 1669: 5.931223329231218e-05
Position 578: 5.837240228388498e-05
Position 1827: 5.29366128845251e-05
Position 1417: 5.143915556659023e-05
Position 1093: 4.353514575420795e-05
Position 1471: 4.268700103316435e-05
Position 1122: 3.957703264804403e-05
Position 457: 3.826862592252506e-05
Position 161: 3.5517896406676825e-05
Position 2074: 3.542028845875664e-05
Position 1959: 3.1927160921466115e-05
Position 1111: 3.16815545298154e-05
Position 134: 3.078007277712579e-05
Position 583: 3.067860004915275e-05
Position 1021: 2.6362290745743737e-05
Position 1824: 2.490039231619457e-05
Position 787: 2.4622640630607552e-05
Position 1946: 2.335963683252644e-05
Position 1606: 2.3209391914510276e-05
Position 1245: 2.2782586282188216e-05
Position 807: 2.248384925235627e-05
Position 794: 2.079545714437089e-05
Position 1032: 2.024202572004061e-05
Position 645: 1.9585983415529792e-05
Position 1894: 1.8747580256315228e-05
Position 855: 1.4354815648407958e-05
Position 1926: 1.4155130171690605e-05
Position 600: 1.4046479871120256e-05
Position 852: 1.3926467191237518e-05
Position 557: 1.1059830236898148e-05
Position 1375: 1.0490319198385357e-05
Position 970: 1.0247333361275017e-05
Position 875: 1.0245214879154046e-05
Position 719: 9.119205009657529e-06
Position 2046: 5.819085751088047e-06
Position 157: 5.5200782605330186e-06
Position 97: 5.303585359143233e-06
Position 225: 4.873875426258946e-06
Position 770: 4.210429922208872e-06
Position 912: 3.7769582033872327e-06
Position 451: 3.4792043291250555e-06
Position 1483: 3.4295095869935106e-06
Position 1358: 3.1501903466392933e-06
Position 73: 3.0952058513768756e-06
Position 1017: 3.0434974538430724e-06
Position 590: 2.0833453429104266e-06
Position 510: 1.014295271726472e-06
Position 475: 1.3740579135659586e-07
Position 1640: 1.2554199268661475e-07
Position 592: 9.160611532692421e-08
Position 1583: 6.676096967517197e-08
Position 76: 5.525736336175897e-08
Position 101: 3.024556137673447e-08
Position 860: 1.875174644310718e-08
Position 832: 6.136766465540283e-09
Position 842: 2.2370809114090476e-09
Position 774: 9.933009337229772e-11
Position 1004: 8.561610634376157e-11
Position 501: 3.6469629363616975e-11
Position 526: 1.181680159786618e-11
