Gene = Catspere2
index = 202
Annotated 5SS: [   149  11608  23766  24549  26306  48898  55562  86097 105261 107441
 112666 120167 121737 124838 131377 148992 150007 150155 157547 163113
 165366 178452]
Annotated 3SS: [ 11558  23691  24478  26240  48872  55483  86018 105153 106947 112187
 119711 121677 124761 131323 148940 149972 150074 157446 163025 165207
 178397 180715]
SMsplice 5SS: [   771   5097  23766  24549  31685  51156  55562  57972  66655  81508
  86097  95005 121737 124838 148992 150083 152175 156678 157547 163113]
SMsplice 3SS: [  5035  23691  24478  31567  51029  55483  57741  66571  81381  86018
  94908 121677 124670 148940 149972 152091 156615 157446 163025 180176]
top_k =  1000
Partition function (log Z): -108.89115092620223

Sorted 5' Splice Sites (High to Low Probability):
Position 771: 0.7880487881063545
Position 5097: 0.7001673652682086
Position 149: 0.2564961099611099
Position 11817: 0.0787725026697041
Position 4488: 0.07876387234832419
Position 3715: 0.03386328232226428
Position 352: 0.023237513527348912
Position 2080: 0.020838051684474782
Position 5826: 0.020063388389354054
Position 5156: 0.017864103179451543
Position 1785: 0.01606430539797107
Position 10088: 0.015383312487876381
Position 6724: 0.014633436855465207
Position 7505: 0.012610634747980166
Position 7585: 0.011354702498331225
Position 3980: 0.010725465511783442
Position 5176: 0.008380895280864099
Position 8948: 0.006977573427241876
Position 5180: 0.006750438972575921
Position 4647: 0.006425122391362795
Position 1216: 0.0058010897544848
Position 5184: 0.004742790208990678
Position 2412: 0.004669788254719645
Position 83: 0.004580765379785991
Position 6984: 0.004515377616604242
Position 3526: 0.00433784080460343
Position 5188: 0.004199645195170662
Position 7559: 0.004129684926874056
Position 3964: 0.003938318814769591
Position 4534: 0.003937142593341368
Position 1575: 0.0037473198933751723
Position 3334: 0.003638601211342632
Position 9092: 0.0034958348350923986
Position 2570: 0.003300273913467904
Position 5192: 0.0030367500504487168
Position 791: 0.002999798411061014
Position 3711: 0.002405036092826512
Position 3373: 0.002225811112752005
Position 6624: 0.0021538313464047115
Position 2215: 0.002015321501419555
Position 2382: 0.001950596804353742
Position 5196: 0.0019500102082206396
Position 248: 0.0018754126946627227
Position 1962: 0.0018738270795857575
Position 2618: 0.0017529136631616307
Position 9714: 0.0017232416877923195
Position 4915: 0.0017091644255588356
Position 3099: 0.0016989611516811387
Position 6238: 0.0016447787916519202
Position 954: 0.0016091165212981887
Position 9554: 0.0015845229343747634
Position 5667: 0.0014290303771337437
Position 1173: 0.0014278653301733409
Position 2454: 0.0013395886615745916
Position 692: 0.001320633701217831
Position 1050: 0.0013149830423031545
Position 96: 0.0012203387443207947
Position 1569: 0.0011211023544491047
Position 590: 0.0008553427846801864
Position 795: 0.0007234997308521678
Position 5655: 0.0007034490171245448
Position 208: 0.0006916249744099725
Position 2625: 0.0006222748714845982
Position 4881: 0.0006195426748791283
Position 236: 0.0005467084658038524
Position 784: 0.000532734985501909
Position 53: 0.0005155316364041495
Position 56: 0.0005136170500912872
Position 5200: 0.0004995331538147012
Position 2825: 0.00045417885244731777
Position 6771: 0.0004098583680845946
Position 6454: 0.00037472250509199337
Position 4498: 0.00036290551602931564
Position 2269: 0.0003177469536211249
Position 2050: 0.000317701268383345
Position 2296: 0.00028605376043311376
Position 4507: 0.00028286194891007153
Position 5204: 0.0002722643237260865
Position 3480: 0.0002508562215613511
Position 5418: 0.00024719289091077026
Position 262: 0.00021074103299811603
Position 132: 0.00013532221510574707
Position 281: 0.00012696484680514938
Position 113: 0.0001120842937842143
Position 444: 0.00010739904786406642
Position 143: 5.531623679806247e-05
Position 99: 5.3109378755090126e-05
Position 130: 3.2172701493050723e-05
Position 116: 2.578051665732234e-05
Position 449: 2.3937946964788273e-05
Position 3490: 2.386047125944113e-05
Position 3758: 2.18735146645948e-05
Position 1237: 1.0874967483585218e-05
Position 297: 1.0830477627544885e-05
Position 779: 9.614160833543223e-06
Position 72: 8.353494637619178e-06
Position 1782: 6.878925913483812e-06
Position 1019: 6.564504187965273e-06
Position 1195: 6.0541501103512595e-06
Position 650: 3.7469345781785117e-06
Position 564: 3.501507519244474e-06
Position 639: 2.599380762849005e-06
Position 558: 2.3785122314677877e-06
Position 1669: 1.5662522129284358e-06
Position 979: 1.4512889409996563e-06
Position 1998: 1.2659926041806311e-06
Position 1507: 1.0978277683534184e-06
Position 684: 1.055805319243386e-06
Position 945: 1.00752951217021e-06
Position 5160: 9.906053924815399e-07
Position 549: 7.24603069458294e-07
Position 748: 7.191322259952101e-07
Position 717: 6.850757042428486e-07
Position 2148: 5.800550272612456e-07
Position 1155: 4.2576575191481234e-07
Position 1947: 2.914070760361813e-07
Position 509: 1.0945691763014103e-07
Position 497: 7.030236937256738e-08
Position 455: 5.664714786136555e-08
Position 577: 1.551072274967104e-08
Position 655: 1.207322724463839e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 5035: 0.7660340024998294
Position 8509: 0.27341114974025493
Position 9893: 0.22469360643207467
Position 4399: 0.09316178650975841
Position 536: 0.08832784458365273
Position 11685: 0.06891196310250138
Position 14484: 0.06037171493396621
Position 6143: 0.043307507148317326
Position 11187: 0.042827597302849095
Position 16178: 0.04123858112586099
Position 11558: 0.03738213323147445
Position 7335: 0.03254702897790761
Position 13062: 0.03015720080203898
Position 3581: 0.029592879118781112
Position 15663: 0.028447903381262338
Position 1866: 0.022722968488299387
Position 16569: 0.0221820426413607
Position 6147: 0.019387381867831562
Position 8824: 0.01925406564266194
Position 6677: 0.0190471612521407
Position 5277: 0.01824382354454236
Position 14413: 0.015769788473505453
Position 3889: 0.015312615461648733
Position 15693: 0.013998493998082282
Position 10653: 0.013822094052231594
Position 5292: 0.013130061136250372
Position 13984: 0.010584072667751365
Position 2102: 0.007182166443389422
Position 6367: 0.006961813895931078
Position 3474: 0.006776967709669887
Position 3628: 0.006191580741493681
Position 10763: 0.0060304289088001185
Position 517: 0.005926329698880367
Position 2366: 0.005343505010622163
Position 4421: 0.004791771752107701
Position 6884: 0.004527445019364339
Position 12048: 0.004504327573059078
Position 2512: 0.004164519979653242
Position 13707: 0.004140054704721879
Position 5690: 0.004053357311032969
Position 1899: 0.0037238311524488295
Position 8930: 0.0035774737067330352
Position 5527: 0.003500082493987261
Position 5760: 0.0032699801123979065
Position 1362: 0.0030571617928769907
Position 1672: 0.0030473503306210135
Position 5889: 0.0030267464940702616
Position 3218: 0.002866463289670707
Position 1123: 0.0027824570972650358
Position 6805: 0.0024856972146728054
Position 9816: 0.0024781156281088903
Position 3546: 0.002373227018314408
Position 5565: 0.0023680709603870714
Position 8329: 0.002311616876771366
Position 5726: 0.00222336167222263
Position 6663: 0.0020590515377565902
Position 9486: 0.0020526744667950696
Position 2898: 0.0018824197452807132
Position 4791: 0.0018442982079959367
Position 5654: 0.0018321349288531676
Position 5739: 0.0018167657430461293
Position 3273: 0.0017800015392737114
Position 1549: 0.0017572237219632934
Position 12192: 0.0016805375214651854
Position 522: 0.0016580491504810887
Position 6658: 0.0016041960070343642
Position 5618: 0.0015436631811210375
