Gene = Fkrp
index = 411
Annotated 5SS: [  33 1669]
Annotated 3SS: [1605 4755]
SMsplice 5SS: [  33 1669]
SMsplice 3SS: [1605 4755]
top_k =  1000
Partition function (log Z): -10.379801808697328

Sorted 5' Splice Sites (High to Low Probability):
Position 1669: 0.8302354537222496
Position 33: 0.4396886772184393
Position 921: 0.3047730603255802
Position 6870: 0.2003295609564423
Position 561: 0.15731413645768788
Position 5625: 0.09991874361367184
Position 2516: 0.08675982565295662
Position 2331: 0.033053460909360656
Position 1090: 0.025936510502605835
Position 3269: 0.02485408681974816
Position 4295: 0.022898482014692623
Position 5572: 0.020344056458352074
Position 999: 0.017016254639343437
Position 4703: 0.015944759081704334
Position 1703: 0.014179093277709333
Position 1472: 0.012932246225311236
Position 2356: 0.010521001600126648
Position 4051: 0.010069228475241351
Position 1295: 0.00990464659920893
Position 170: 0.008453452445119296
Position 467: 0.008418225223369867
Position 210: 0.007122603854084772
Position 1139: 0.00683714888396137
Position 2267: 0.005640581200581721
Position 6309: 0.005629715735369997
Position 5952: 0.005304426549106036
Position 5689: 0.0038942108810233584
Position 577: 0.0031594244127551275
Position 558: 0.003088505649206326
Position 4193: 0.00300029090313084
Position 5034: 0.0029133484709878907
Position 1540: 0.0028563326150460627
Position 3399: 0.0028474267561294946
Position 6289: 0.002771120498943092
Position 299: 0.0024486042954574515
Position 2335: 0.002231710253417059
Position 912: 0.0018835523057542417
Position 148: 0.001690436650746799
Position 1290: 0.0016767762282567005
Position 7205: 0.0016626887921273265
Position 610: 0.0016595437646411276
Position 4983: 0.0015796767670295596
Position 3961: 0.0013092295102875957
Position 1360: 0.0012911806525238384
Position 160: 0.001272692056911267
Position 4909: 0.0012077278865418725
Position 2583: 0.0012014552225711704
Position 1507: 0.0011929900868408788
Position 3076: 0.001072866468889281
Position 697: 0.0010404082036090609
Position 4947: 0.001029251751674667
Position 6938: 0.0009936212528301324
Position 790: 0.000959695473766849
Position 817: 0.0009067940064092435
Position 2167: 0.0007663297722814598
Position 1624: 0.0006913635768686622
Position 4026: 0.0005656179953989424
Position 1691: 0.0005606317962314309
Position 2133: 0.0005568802452310482
Position 3078: 0.0005020236960767025
Position 1224: 0.000493453339325699
Position 2432: 0.0004094373656630991
Position 3240: 0.00039743522077328596
Position 2961: 0.0003784881258774155
Position 1923: 0.00037835246758371387
