Gene = 3110082J24Rik
index = 46
Annotated 5SS: [  80 1024]
Annotated 3SS: [ 671 2167]
SMsplice 5SS: [  80 2085]
SMsplice 3SS: [1910 2167]
top_k =  1000
Partition function (log Z): -7.680669872346988

Sorted 5' Splice Sites (High to Low Probability):
Position 80: 0.6213095308842834
Position 2085: 0.6136847924171215
Position 307: 0.3366790325055517
Position 296: 0.12303495891447543
Position 602: 0.056548147283891834
Position 1574: 0.034443185649237415
Position 262: 0.03087773481154125
Position 1024: 0.0276652905119173
Position 120: 0.0197602629788382
Position 236: 0.011496693548913943
Position 1262: 0.008348874230882663
Position 225: 0.007582096810226211
Position 679: 0.0072963663902768285
Position 339: 0.007294439180768068
Position 1750: 0.006855369770822183
Position 1639: 0.006250201902590886
Position 2058: 0.006058323352847591
Position 1365: 0.004042885621730974
Position 814: 0.003127321351066579
Position 1737: 0.0028569119069149222
Position 1995: 0.0021285065090134044
Position 1069: 0.001640828365365668
Position 1090: 0.0016134248250309264
Position 732: 0.0015815107331345647
Position 2068: 0.0010706293121462976
Position 97: 0.0010647169650790833
Position 583: 0.0008447677001480565
Position 2097: 0.0005498213119008716
Position 523: 0.0002898036691786734
Position 686: 0.00025080307764690206
Position 481: 0.00022347895319185066
Position 1246: 0.0002183903658432504
Position 2007: 0.00019930428828643422
Position 934: 0.0001298203715469496
Position 122: 0.00012569505952543772
Position 1692: 0.00012134221221497303
Position 1050: 0.00012114548656679551
Position 1550: 0.00010948495974240168
Position 124: 0.00010427696003883772
Position 821: 9.030966300083318e-05
Position 462: 8.137116584002498e-05
Position 842: 7.661251501472163e-05
Position 126: 4.720102249242932e-05
Position 1584: 4.258371234640249e-05
Position 2045: 3.9558213780964634e-05
Position 1595: 3.830442326861775e-05
Position 1617: 3.290354920522875e-05
Position 1629: 3.223144878205981e-05
Position 33: 1.684670063525429e-05
Position 380: 5.718247391041712e-06
Position 444: 2.8707527178518445e-06
Position 279: 2.517167709319944e-06
Position 474: 2.501671478799879e-06
Position 1032: 1.7817738980913318e-06
Position 141: 1.3333483283687191e-06
Position 586: 1.0142770680823977e-06
Position 282: 6.208673857657924e-07
Position 128: 5.974550800211192e-07
Position 5: 4.992993565320566e-07
Position 214: 4.913384061236189e-07
Position 606: 4.6070674439679496e-07
Position 130: 4.5982286125290667e-07
Position 148: 3.85725752845626e-08
Position 526: 6.523438812451115e-09
Position 185: 3.4234702141293397e-09
Position 193: 1.772970941529294e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2167: 0.7389982792913383
Position 1910: 0.47233413588779616
Position 1995: 0.1762300330667549
Position 168: 0.172731316695587
Position 1861: 0.08118287585607165
Position 671: 0.07622641540239684
Position 1465: 0.04110219446751861
Position 1956: 0.03512829306469686
Position 203: 0.020424954532880842
Position 1573: 0.01914261937496878
Position 2229: 0.013365945724406558
Position 1121: 0.012679840625777037
Position 210: 0.012310086175266573
Position 2238: 0.006693536335801403
Position 1331: 0.006549441653871957
Position 427: 0.004661891291198385
Position 403: 0.004545025543654036
Position 2268: 0.004542061938650831
Position 532: 0.0037881626516410756
Position 462: 0.003693159732253075
Position 180: 0.0030155181957925246
Position 577: 0.0026663157642295905
Position 1676: 0.002519665364187885
Position 230: 0.002491764914045402
Position 185: 0.001957222361724986
Position 1885: 0.001851603848122296
Position 1744: 0.0017215537632514065
Position 2382: 0.0014905895889200087
Position 1143: 0.0012749807919892997
Position 2134: 0.0012466929805402848
Position 391: 0.0012153606583069534
Position 890: 0.0011477980283763423
Position 1534: 0.0010483927466274948
Position 910: 0.0009501217232757947
Position 2208: 0.0009051119415302827
Position 2172: 0.0008923148680000851
Position 764: 0.0008783700574503705
Position 2188: 0.000868459690852148
Position 487: 0.0008510521954980574
Position 759: 0.0006410920187909969
Position 538: 0.00061921213980288
Position 1961: 0.0006060800480283831
Position 962: 0.0005658876308572056
Position 535: 0.0005257269306526849
Position 785: 0.0005254603416520029
Position 508: 0.000491542766891143
Position 852: 0.00047521248369171036
Position 1023: 0.000451524076526862
Position 1749: 0.0004451083782884026
Position 2029: 0.00043664031419296285
Position 842: 0.0004326681844260951
Position 2088: 0.0004168886966080056
Position 2244: 0.00040061592172606196
Position 1550: 0.00035452995941510023
Position 2281: 0.0003396960692576933
Position 363: 0.00032541476099509414
Position 696: 0.0003229224886498664
Position 1480: 0.00031474103207562433
Position 495: 0.000257899049275466
Position 1624: 0.00023486903967141092
Position 1176: 0.00023244152335352963
Position 1915: 0.000216976516107765
Position 773: 0.0002070638651289831
Position 2146: 0.00020410160165490273
Position 220: 0.00018057693545757924
Position 624: 0.00017992401368277538
Position 2004: 0.00017632178652524118
Position 737: 0.0001715254108202771
Position 235: 0.00016146647874895232
Position 2007: 0.00013757267030977153
Position 544: 0.00013350037865061357
Position 1655: 0.0001302260103698268
Position 2111: 0.0001269453559203843
Position 253: 0.00012064818105239435
Position 353: 0.00011471107244216868
Position 288: 0.00010383417860543042
Position 606: 8.538723597277e-05
Position 2185: 8.284771393828569e-05
Position 498: 7.699676681579053e-05
Position 2397: 7.68691788533857e-05
Position 1794: 7.648211444264508e-05
Position 1485: 7.364934568170913e-05
Position 1488: 6.47131585959619e-05
Position 1498: 5.533728504552131e-05
Position 731: 4.888712022954627e-05
Position 306: 4.258686666440842e-05
Position 1102: 4.049576008272216e-05
Position 375: 3.737502763996912e-05
Position 915: 3.6091558483051665e-05
Position 265: 2.7875993018684225e-05
Position 246: 2.744645126319157e-05
Position 393: 2.5775228160801514e-05
Position 2199: 2.522319384867341e-05
Position 2265: 1.98063443951503e-05
Position 941: 1.9702930078759928e-05
Position 1579: 1.687551472699144e-05
Position 2252: 1.4840211636585554e-05
Position 717: 9.12011447970977e-06
Position 615: 9.019296513501337e-06
Position 290: 4.237416333648424e-06
Position 581: 3.2521735424767253e-06
Position 1181: 2.385354769735809e-06
Position 547: 1.8974546237213674e-06
Position 1266: 1.5701198644422192e-06
Position 1246: 1.4963689824497657e-06
Position 271: 1.301571304434524e-06
Position 313: 1.0088253618888092e-06
Position 1132: 9.110419533074001e-07
Position 409: 6.489251092265173e-07
Position 692: 6.430468784527017e-07
Position 335: 3.561792381771952e-07
Position 557: 3.3664172670860504e-07
Position 552: 2.127670193614077e-07
Position 1473: 1.4840254686969513e-07
Position 586: 1.3753312249082892e-07
Position 710: 1.1570960202965627e-07
Position 327: 8.94998611589923e-08
Position 311: 7.34530554563809e-08
Position 321: 2.3110600183560833e-08
Position 631: 1.665153516395991e-08
Position 626: 1.6126892851278327e-08
Position 113: 5.946451388996728e-10
Position 136: 7.981201466718693e-11
Position 118: 1.5930049216746226e-11
Position 109: 2.7139497565264397e-12
Position 71: 1.561171760473758e-12
Position 79: 2.990317620299891e-14
Position 88: 2.508717483557223e-15
Position 77: 1.3693536081702772e-15
