Gene = Ecm1
index = 355
Annotated 5SS: [ 197 1331 1558 1762 1937 2557 3098 3723 4371 4747]
Annotated 3SS: [1267 1452 1680 1855 2511 2777 3347 4149 4658 5098]
SMsplice 5SS: [ 197 1331 1558 1762 1937 3098 3723 4371 4747]
SMsplice 3SS: [1267 1452 1680 1855 2777 3618 4149 4658 5098]
top_k =  1000
Partition function (log Z): 11.833233724528345

Sorted 5' Splice Sites (High to Low Probability):
Position 1937: 0.9881911477932551
Position 1762: 0.9738631750155793
Position 1558: 0.9493442440429009
Position 1331: 0.925041763470853
Position 3723: 0.9238294466555076
Position 3098: 0.9126085781306481
Position 4747: 0.864301468130621
Position 197: 0.8461777394053471
Position 4371: 0.6963228459064539
Position 136: 0.09158509913392897
Position 2862: 0.06315737988882968
Position 1140: 0.06313483295256107
Position 2557: 0.06163747056801893
Position 3317: 0.05954701080426927
Position 1369: 0.038836287217571104
Position 834: 0.036461248741723996
Position 455: 0.03264114436211303
Position 396: 0.029901437067348113
Position 2143: 0.028605830527050586
Position 732: 0.0264561013582515
Position 4472: 0.017984963403824224
Position 2713: 0.01127262972816467
Position 2590: 0.008087691152885879
Position 4560: 0.007837164961905554
Position 3512: 0.007460066075302143
Position 768: 0.005912507641378833
Position 4094: 0.005592445862502113
Position 3844: 0.005344892393933447
Position 2951: 0.0052958883748669
Position 748: 0.004297144462607497
Position 348: 0.0038965678362443542
Position 3495: 0.0030409341852541986
Position 4241: 0.0030188291401082585
Position 3104: 0.0029113110208349438
Position 804: 0.0029079236278259815
Position 3130: 0.002740311522045483
Position 1151: 0.0025061108500749316
Position 4357: 0.0019914543168803736
Position 999: 0.0016711333435855185
Position 2343: 0.001639390575180465
Position 3527: 0.0015814375856135147
Position 4089: 0.001325215998549006
Position 212: 0.0011466502615880645
Position 4232: 0.0010322713596838211
Position 3866: 0.0010268386770889075
Position 2943: 0.0010066421039615322
Position 1941: 0.0009094281312745802
Position 699: 0.0008590227048252447
Position 755: 0.0008266193877810877
Position 3820: 0.0008224889251173195
Position 2573: 0.0007827047042450375
Position 4248: 0.0007609024272895102
Position 4157: 0.0007100720793933929
Position 3242: 0.0006315329785762169
Position 3848: 0.000622176197858237
Position 99: 0.0005591785561997998
Position 409: 0.0005101918665043322
Position 3987: 0.0004860881083509024
Position 4432: 0.0004427861607264253
Position 4375: 0.0004136297100592886
Position 207: 0.00035220454151086247
Position 433: 0.00033685325224355853
Position 4751: 0.00030868406000941854
Position 762: 0.0003011581459141389
Position 4753: 0.00028721188757230634
Position 2213: 0.0002767613569586385
Position 530: 0.00026431806607085504
Position 4850: 0.00021535778781566473
Position 258: 0.00020026543540386344
Position 49: 0.00018630351468858095
Position 3146: 0.00017135880902907852
Position 4315: 0.00016703120441959976
Position 1589: 0.0001607729973427834
Position 3373: 0.0001598967415256413
Position 1752: 0.0001589688687128786
Position 2162: 0.0001581765719780427
Position 3977: 0.00015327525776088696
Position 961: 0.00015286129354677807
Position 3545: 0.00015086064742076948
Position 4951: 0.00014938231666073798
Position 1452: 0.00014316513053249172
Position 3128: 0.00012964300748730375
Position 3949: 0.00012857242792433792
Position 106: 0.00012630785959248238
Position 4349: 0.00012523826471085549
Position 5225: 0.00011065330925692245
Position 3914: 0.00010162281086286524
Position 1389: 8.846728789978692e-05
Position 2259: 8.109690823161316e-05
Position 3727: 7.682942606750935e-05
Position 2108: 7.530291681700333e-05
Position 3000: 7.489770621729807e-05
Position 1915: 7.368528944270821e-05
Position 2045: 7.253389195537773e-05
Position 726: 7.057668697723516e-05
Position 1715: 6.924106549940664e-05
Position 67: 6.84550838445256e-05
Position 712: 6.451074321582706e-05
Position 2656: 5.8210580358421856e-05
Position 3142: 5.7991662090593404e-05
Position 3853: 5.5727214838918035e-05
Position 3084: 4.799265894419955e-05
Position 3577: 4.516572458884026e-05
Position 5173: 4.3591554724774995e-05
Position 807: 4.039213434572169e-05
Position 1766: 3.611328980633522e-05
Position 1583: 3.596005109630951e-05
Position 295: 3.3525989450422306e-05
Position 1609: 3.0768177150623774e-05
Position 542: 2.932565768945604e-05
Position 1179: 2.893128193107193e-05
Position 4764: 2.3012831465157825e-05
Position 2229: 2.2942886087737677e-05
Position 2381: 2.2520491490498536e-05
Position 3023: 2.2466720075881027e-05
Position 3154: 2.2174323712688868e-05
Position 4003: 2.1665997720010454e-05
Position 1512: 1.9764417581507732e-05
Position 4806: 1.953587944595873e-05
Position 2561: 1.893737664768545e-05
Position 3881: 1.8790122840857655e-05
Position 5031: 1.541085228813821e-05
Position 3671: 1.5032161056368758e-05
Position 987: 1.4847675680419498e-05
Position 1433: 1.4754122630381857e-05
Position 351: 1.449964304627349e-05
Position 2049: 1.3867424917520426e-05
Position 3134: 1.2528769628855132e-05
Position 290: 1.243859312305317e-05
Position 2359: 1.2267798659266752e-05
Position 3857: 1.187512875517376e-05
Position 2372: 1.1561227899582618e-05
Position 3887: 1.115284028449823e-05
Position 2379: 1.042384829189927e-05
Position 2040: 1.019660369759906e-05
Position 5234: 9.493028054050286e-06
Position 3814: 8.515798248122881e-06
Position 3832: 7.505446065422271e-06
Position 2030: 7.219630049296425e-06
Position 3870: 7.112436147915893e-06
Position 2299: 6.987908468959079e-06
Position 113: 5.980062315751717e-06
Position 219: 5.767919549195133e-06
Position 201: 5.711692830856046e-06
Position 2146: 5.580118743945219e-06
Position 880: 5.2771477263462e-06
Position 1398: 4.029052343798095e-06
Position 2639: 3.889515584525588e-06
Position 2633: 3.574594297715924e-06
Position 3152: 2.7221874958042197e-06
Position 548: 2.3128132056331724e-06
Position 81: 2.148519792216194e-06
Position 16: 1.4532932805921007e-06
Position 3: 5.560823256816492e-07
Position 1713: 4.1647962853512493e-07
Position 593: 2.6375014334760396e-07
Position 1859: 2.49292950360246e-07
Position 230: 1.9776905773481402e-07
Position 1802: 1.959011583941696e-07
Position 1677: 1.851497843992664e-07
Position 3324: 1.7409318954298366e-07
Position 253: 1.1455289735227894e-07
Position 400: 7.017790028955598e-08
Position 1456: 5.913015387004795e-08
Position 423: 5.59182516874432e-08
Position 376: 3.237467819955804e-08
Position 284: 2.9911147390472725e-08
Position 1431: 2.45999440794113e-08
Position 1672: 2.2837597669600336e-08
Position 1500: 1.7199889158946903e-08
Position 691: 7.10207890901824e-09
Position 1867: 4.6852486047915745e-09
Position 4757: 2.7021168348140827e-09
Position 3051: 1.973459681965695e-09
Position 3095: 1.3755020939711401e-09
Position 685: 1.16831932840022e-10
Position 1607: 9.976178936545113e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1855: 0.9852208311271817
Position 4149: 0.7660859923693167
Position 4658: 0.6997476458451175
Position 1267: 0.6753825682920089
Position 1452: 0.6110560833489093
Position 2777: 0.5968964361425909
Position 5098: 0.5504284193340665
Position 1680: 0.48177882197391597
Position 3618: 0.44477145470632884
Position 1455: 0.3328994152767746
Position 1626: 0.3207643065492016
Position 1214: 0.23378317090825787
Position 3418: 0.1679358189767198
Position 3000: 0.16347383972112142
Position 3452: 0.15346623264556628
Position 5071: 0.13242523535217182
Position 2980: 0.11275591400687263
Position 698: 0.06876647171403573
Position 1701: 0.06843359499955386
Position 3347: 0.06757314262390277
Position 5183: 0.06592602328190214
Position 1685: 0.05809503645056378
Position 3230: 0.05268208208503507
Position 4665: 0.05230875408556969
Position 4842: 0.046516895772802165
Position 3586: 0.04344629143683928
Position 2712: 0.039213722953497926
Position 953: 0.03832668055754192
Position 4822: 0.03363286738206225
Position 1704: 0.03354776986680898
Position 4560: 0.028319673523538345
Position 4597: 0.025417840982857015
Position 2511: 0.02245250271343715
Position 1194: 0.0213569408196042
Position 1165: 0.020824467219142283
Position 980: 0.020487124204086483
Position 3063: 0.019772831204805576
Position 2912: 0.019675238126688324
Position 4232: 0.018652073904280184
Position 2045: 0.018250122171516354
Position 4683: 0.018191887352183776
Position 2656: 0.01789061011307345
Position 4264: 0.017655509901156725
Position 3455: 0.017233436486118216
Position 4452: 0.016654889657890404
Position 5188: 0.015456526565775041
Position 2514: 0.013155496840212078
Position 3503: 0.012279078179410489
Position 2367: 0.011839130883195376
Position 4499: 0.011230381590091902
Position 2461: 0.01107113707607841
Position 3007: 0.01049969445622786
Position 2070: 0.009761752250076272
Position 3789: 0.009432325054699497
Position 1179: 0.009133310310683701
Position 4517: 0.008874715768356578
Position 4574: 0.008852473535784883
Position 3519: 0.008796618403942833
Position 4883: 0.008356049828011516
Position 295: 0.008109064951924377
Position 5136: 0.007649605082062531
Position 972: 0.00760010461182867
Position 4932: 0.007094583654210402
Position 3635: 0.006862437930012955
Position 1220: 0.006608108205749928
Position 5294: 0.006288663520178488
Position 3954: 0.005923952914486474
Position 2851: 0.005654786321862484
Position 3270: 0.005350547801844687
Position 3395: 0.004693175566743794
Position 5320: 0.00414202434702006
Position 4622: 0.004026594779300269
Position 4965: 0.0037694625104765307
Position 717: 0.0037532446885929454
Position 4310: 0.0036988083849232908
Position 4594: 0.0036294876344725464
Position 1893: 0.003526523230635481
Position 2947: 0.0030777133654638343
Position 2848: 0.0030469673573348685
Position 5020: 0.002642407650567949
Position 3527: 0.0025996474854870786
Position 3641: 0.002389752813352452
Position 320: 0.0023029449989040995
Position 3647: 0.002281578064841817
Position 4616: 0.0022798252868974456
Position 2594: 0.0022531626006328043
Position 4948: 0.0021932064802046617
Position 5275: 0.002142737754594725
Position 886: 0.0020095115531763796
Position 2782: 0.001968155379224983
Position 2534: 0.0019321801220525381
Position 4845: 0.0018593938260997494
Position 1876: 0.0018268345047562236
Position 3665: 0.0017508143410189263
Position 1725: 0.0017423676207942926
Position 2803: 0.0017275359771161307
Position 2446: 0.0016555763844571653
Position 2834: 0.0016439134249508454
Position 4053: 0.0016300669968208512
Position 4720: 0.0016189709842725098
Position 2443: 0.0015872853628205578
Position 4975: 0.0015749346896447988
Position 1630: 0.001563631104851892
Position 3866: 0.0013929495553482419
Position 2480: 0.0013638237548394632
Position 2926: 0.0011832305088139263
Position 4903: 0.0011618737311756655
Position 4998: 0.0011413901742408621
