Gene = Ssr3
index = 1033
Annotated 5SS: [ 219 1299 4892 9632]
Annotated 3SS: [ 1171  4792  9499 10588]
SMsplice 5SS: [ 219 1299 4892]
SMsplice 3SS: [1171 4792 9499]
top_k =  1000
Partition function (log Z): -9.380247314147482

Sorted 5' Splice Sites (High to Low Probability):
Position 1299: 0.9660332630454154
Position 4892: 0.9403708112129324
Position 219: 0.6042831709663066
Position 7193: 0.12062157921521569
Position 361: 0.10852015661371227
Position 532: 0.07922827298167183
Position 9091: 0.050750512057721686
Position 12092: 0.03963149759637683
Position 3088: 0.03803384518767587
Position 811: 0.03429364381758192
Position 643: 0.03204339174285095
Position 6615: 0.03113844158561446
Position 1644: 0.029979448555819983
Position 9632: 0.029469249686065686
Position 5143: 0.026565249717023422
Position 200: 0.022401626468715116
Position 7759: 0.02066943789090173
Position 515: 0.018951562953892675
Position 6223: 0.018461031575499907
Position 9171: 0.01739048695661746
Position 193: 0.016840944966227723
Position 9418: 0.016034974669863863
Position 9689: 0.013195428044213545
Position 823: 0.013154735654811841
Position 1074: 0.011226795424019135
Position 7467: 0.01035416426569826
Position 12160: 0.009849789137653858
Position 831: 0.00820422695266339
Position 8384: 0.008018916943806485
Position 10961: 0.007714540391634878
Position 202: 0.0073190365885645375
Position 10730: 0.006864879048933505
Position 240: 0.006811139321378476
Position 169: 0.006325109954561507
Position 5455: 0.005681965484653485
Position 855: 0.005542309738424146
Position 9293: 0.004330216986172025
Position 157: 0.004107352810795177
Position 3837: 0.0038970387301585758
Position 9585: 0.003767957028718051
Position 652: 0.003524784461030202
Position 4058: 0.003402842922860947
Position 5291: 0.0032217859506916305
Position 337: 0.00300480167281184
Position 4065: 0.0027805804661632594
Position 5224: 0.002736308467181842
Position 5522: 0.0027202736154310456
Position 6370: 0.0026960418543795933
Position 3238: 0.0026128677767687297
Position 6762: 0.002483492346155354
Position 3734: 0.002380006863884393
Position 5479: 0.0023400077764436727
Position 10702: 0.0023342980818963207
Position 4900: 0.0022685759532309296
Position 5686: 0.002252640460389659
Position 1240: 0.0022173616666838992
Position 6056: 0.00201066793837398
Position 659: 0.0019490388248355648
Position 6083: 0.0018114726744858517
Position 8133: 0.001805901197556776
Position 3217: 0.0017444063316821568
Position 8644: 0.0016981286034544604
Position 4291: 0.001632807499302897
Position 4982: 0.001621182542102047
Position 1479: 0.0015638217727332296
Position 8928: 0.001523247619353939
Position 4902: 0.0014371254833968124
