Gene = Cln6
index = 269
Annotated 5SS: [  170  5900  7268  8370  8856 10447]
Annotated 3SS: [ 5784  7168  8180  8799 10323 11831]
SMsplice 5SS: [  170  5900  7268  8856 10447]
SMsplice 3SS: [ 5784  7168  8799 10323 11831]
top_k =  1000
Partition function (log Z): 1.5230762284949835

Sorted 5' Splice Sites (High to Low Probability):
Position 170: 0.9884413917781364
Position 5900: 0.983286382628607
Position 10447: 0.9193867596331369
Position 7268: 0.810227220601843
Position 8856: 0.7339367586822114
Position 8370: 0.46491121118971107
Position 1807: 0.3774145538574204
Position 11145: 0.1200177145883909
Position 2850: 0.11959820448803005
Position 4348: 0.07977978509195639
Position 1160: 0.06087881804513736
Position 7511: 0.057009047665205044
Position 10701: 0.056052594006769874
Position 8969: 0.0516778770188957
Position 4470: 0.05160974308878301
Position 2254: 0.04948508690603016
Position 2844: 0.046901903338857714
Position 8003: 0.04527338249095323
Position 9440: 0.04326405116028671
Position 8937: 0.037057052197872746
Position 11720: 0.03625914924189788
Position 3336: 0.034910611457704084
Position 642: 0.030027315899444892
Position 11991: 0.028464222799227792
Position 6108: 0.025439788993846323
Position 5685: 0.02418951732640169
Position 6648: 0.02067749948429313
Position 2833: 0.01895811670627592
Position 8720: 0.018742219041068573
Position 2309: 0.017781039331211727
Position 8695: 0.015524795695903591
Position 10860: 0.014338249477390713
Position 1116: 0.01350322884581286
Position 12099: 0.012629121017717551
Position 8989: 0.012065052297625927
Position 9883: 0.011181345819248205
Position 917: 0.009877280193153412
Position 7147: 0.009473827835854827
Position 10324: 0.009187296052234083
Position 3523: 0.00863870953297877
Position 12430: 0.007958226279581584
Position 11955: 0.007845392195071414
Position 2079: 0.007651822759206039
Position 9720: 0.006624412621488409
Position 12085: 0.00645900628569603
Position 3174: 0.006197568810190893
Position 1196: 0.006087902006965088
Position 10829: 0.006017152429628405
Position 5076: 0.005925494059847851
Position 1288: 0.0055388721982216295
Position 4644: 0.0055382205028991225
Position 11273: 0.0054075564961710626
Position 9356: 0.005215226997200331
Position 2351: 0.005098592562807818
Position 155: 0.004748051635013043
Position 12160: 0.0045811515221684486
Position 9010: 0.0044681520290208165
Position 4949: 0.004394087767824689
Position 9251: 0.0042706261186745064
Position 9660: 0.004067977648753324
Position 6523: 0.003976219042608094
Position 10434: 0.003940250001077717
Position 2163: 0.003873058496235578
Position 11983: 0.0029615207052832468
Position 4843: 0.002765710335847848
Position 8306: 0.0027189805654598805
Position 8302: 0.0026639540394722636
Position 12033: 0.0026581140716762427
Position 4419: 0.0021652711050744212
Position 3217: 0.001964139854314456
Position 2440: 0.0017333612366240618
Position 8268: 0.0017167181820277383
Position 2002: 0.0016931593603764458
Position 9382: 0.001622947382838017
Position 2025: 0.0015973152997901825
Position 9773: 0.0015058429980358077
Position 8321: 0.001438520126777896
Position 11247: 0.0013803972458010638
Position 11200: 0.0013386526002217452
Position 9464: 0.0012922504395575752
Position 2130: 0.001288637858978633
Position 8881: 0.0011764518218319484
Position 5288: 0.001072982014391481
Position 12670: 0.0009117184722734692
Position 12227: 0.0008831296872469373
Position 7371: 0.0007935636285946083
Position 12232: 0.0007660182023346133
