Gene = Odaph
index = 778
Annotated 5SS: [84]
Annotated 3SS: [7169]
SMsplice 5SS: [84]
SMsplice 3SS: [7169]
top_k =  1000
Partition function (log Z): -8.36565145985615

Sorted 5' Splice Sites (High to Low Probability):
Position 84: 0.9488095261532742
Position 555: 0.6245998790816671
Position 2180: 0.10684517381476012
Position 803: 0.0817716818836835
Position 3251: 0.08122214928785741
Position 7271: 0.05675888622033087
Position 6258: 0.044862523964867194
Position 3476: 0.037984565624162824
Position 5529: 0.010933969919136095
Position 1422: 0.010420927614847787
Position 2497: 0.00961634013725113
Position 61: 0.008669184475739512
Position 68: 0.00862437346560474
Position 1927: 0.007722031641419261
Position 6551: 0.007145988807555058
Position 3892: 0.0067311509762507495
Position 807: 0.006598898038813321
Position 1858: 0.005035378866153565
Position 408: 0.004458770767748611
Position 4417: 0.003625323908843232
Position 781: 0.003156931988865257
Position 817: 0.003069346204151634
Position 3587: 0.0026291918024348646
Position 2070: 0.002572790869690169
Position 2077: 0.002564598895043703
Position 289: 0.0023066846236611785
Position 150: 0.002240951573749815
Position 3329: 0.0022134344219689114
Position 53: 0.0020269012773501014
Position 3342: 0.0018525737831163245
Position 1847: 0.0010431631285120287
Position 415: 0.0009254268958495308
Position 4461: 0.0008661439151904781
Position 5512: 0.0008617773230535812
Position 4878: 0.0008452592561779134
Position 1073: 0.0006332535759021869
Position 5002: 0.0005739813842151019
Position 1724: 0.0004596473696143894
Position 896: 0.00039249481413469305
Position 117: 0.00034909216164759045
Position 109: 0.00026858887683902635
Position 113: 0.00025076106887712504
Position 278: 0.00023191813870019053
Position 1998: 0.00021518868740109115
Position 3193: 0.00018643475991636323
Position 1597: 0.000130095258087558
Position 396: 0.00011380762278938245
Position 212: 0.00011254884132629705
Position 46: 7.565498851199516e-05
Position 1826: 6.204518581030435e-05
Position 6262: 5.330727951601574e-05
Position 1619: 5.27486022936413e-05
Position 3783: 4.9970493707344834e-05
Position 2018: 3.562900016669864e-05
Position 90: 2.871180698090842e-05
Position 1668: 2.5230625945813313e-05
Position 399: 2.4766283452944388e-05
Position 65: 2.4650827123874467e-05
Position 38: 2.4360771871022346e-05
Position 1376: 2.379816621556445e-05
Position 1128: 1.887805076809927e-05
Position 234: 1.6472743169958597e-05
Position 3081: 1.6093678879007206e-05
Position 210: 1.5578884065709164e-05
Position 1886: 1.5124842139123625e-05
Position 2242: 1.2843267249653128e-05
Position 269: 1.1596577869254654e-05
Position 321: 9.775000556352275e-06
Position 162: 7.635437628939566e-06
Position 1454: 5.9368161034254995e-06
Position 96: 4.73680688215128e-06
Position 111: 4.467652959903416e-06
Position 261: 3.87325739490682e-06
Position 432: 3.345310184148498e-06
Position 454: 2.5864543188238457e-06
Position 812: 2.466537195057232e-06
Position 496: 2.4560454724303457e-06
Position 438: 2.437511855639228e-06
Position 188: 1.9364572730298206e-06
Position 430: 1.6651629265699544e-06
Position 179: 1.3200775053830375e-06
Position 538: 1.3141692635313508e-06
Position 324: 7.160811372513762e-07
Position 536: 4.7579840249611714e-07
Position 697: 3.1279031274720456e-07
Position 1659: 2.45285000100026e-07
Position 502: 2.3492256250137467e-07
Position 1264: 1.6817538746999493e-07
Position 775: 4.688753812132822e-08
Position 834: 2.615490132895342e-08
Position 832: 3.724589838741008e-10
Position 891: 1.102714794984875e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 7169: 0.5312925513947209
Position 475: 0.2839444068800861
Position 287: 0.25676679448097117
Position 667: 0.12978944797413006
Position 3367: 0.09439856569954809
Position 1810: 0.08021675466206296
Position 1781: 0.07582080008858952
Position 7135: 0.06562644777195926
Position 478: 0.054999233070670464
Position 6120: 0.03893613999860279
Position 2972: 0.03874506664051792
Position 7398: 0.03216305480014739
Position 3250: 0.022818745390313356
Position 7381: 0.01844743803417204
Position 932: 0.01785060656562461
Position 2131: 0.01702942618972486
Position 3064: 0.016554123957574416
Position 6980: 0.016465629665797392
Position 6789: 0.015425041023101705
Position 6161: 0.015100450780702615
Position 5369: 0.014947471983359644
Position 7437: 0.014133315767538766
Position 3152: 0.012483209493379221
Position 449: 0.012459229763586658
Position 614: 0.012359004472089341
Position 7323: 0.011318650806945264
Position 2374: 0.011115049963573872
Position 206: 0.010223211999980391
Position 5841: 0.009772415475640327
Position 3319: 0.008291984973044526
Position 4335: 0.00820195634160382
Position 1290: 0.007625696655413312
Position 5916: 0.007619957447170436
Position 1667: 0.007395248074790416
Position 3159: 0.00682452451918011
Position 1927: 0.006435626708609827
Position 6388: 0.0062453936575834045
Position 3782: 0.0058238871826708895
Position 3102: 0.004805295961656062
Position 4877: 0.00472606595237083
Position 1722: 0.0046911588400555945
Position 6096: 0.00412308037774565
Position 6321: 0.00378663233681761
Position 1585: 0.0030095110016231255
Position 1747: 0.0029689067587417442
Position 3016: 0.0027953832533767708
Position 2037: 0.0027302007761196103
Position 6158: 0.002729632116937824
Position 1704: 0.0026930397643370593
Position 4031: 0.002439672608366595
Position 377: 0.0023995051446014277
Position 4810: 0.002385163033338643
Position 4706: 0.002355249145907524
Position 2069: 0.0021910279604178866
Position 7712: 0.002171152121557803
Position 2085: 0.002151606796396953
Position 7811: 0.0021331383230052655
Position 7092: 0.002045802271323099
Position 3181: 0.0018132999304169158
Position 5931: 0.0017347679610942724
Position 2928: 0.0017137977452468763
Position 6915: 0.0016192230879589968
Position 2146: 0.0016040809751859254
Position 2987: 0.0015662507212228468
Position 1175: 0.0015614666723978378
Position 3201: 0.0014891113671144831
Position 6724: 0.0014702505834206952
Position 1027: 0.0014186331917654055
Position 3303: 0.0014140428738538108
Position 2609: 0.0012896261129368557
Position 2438: 0.0012679295649552344
Position 5399: 0.0012668763884248566
Position 389: 0.0011840633709815634
Position 2081: 0.0011030147275073636
Position 2062: 0.0010776983631016444
Position 1948: 0.0010160111658501973
Position 5953: 0.0010054126712942715
Position 1988: 0.0009843300197418475
Position 4392: 0.0009504140223198869
Position 2161: 0.0009478317070593965
Position 874: 0.0009323946788194854
Position 1249: 0.000923176430212966
Position 5555: 0.0009079492133511466
Position 3655: 0.0008600821047687983
Position 5991: 0.0008169059003187997
Position 2968: 0.0008131238694184654
Position 5552: 0.0008024695940200555
Position 1261: 0.0007138437908275024
Position 1783: 0.0006994795990137845
Position 3747: 0.0006591305741107076
Position 1863: 0.0006501255626231448
Position 5694: 0.0006317575296420511
Position 800: 0.0006180376048795915
Position 4909: 0.0006118253606839767
Position 1506: 0.0005503851502313224
Position 1787: 0.0004890308881218003
Position 3078: 0.0004790684300402443
Position 335: 0.0004657532026985686
Position 4727: 0.00042093623396025537
Position 4956: 0.00040430491948018424
Position 2105: 0.0003922567902910166
Position 5042: 0.0003736057038581937
Position 2869: 0.0003500655108237512
Position 1545: 0.000342763338030326
Position 1701: 0.0003329778562019269
Position 360: 0.0003039648294567918
Position 3280: 0.0002989908116532286
Position 3673: 0.0002927866701022292
Position 5938: 0.0002850675657557256
Position 697: 0.0002566105142648893
Position 955: 0.00024673691077761555
Position 430: 0.0002428388620678458
Position 2847: 0.0002329890470124828
Position 709: 0.00018442741873350759
Position 3434: 0.00017878603889356893
Position 3652: 0.00017363251351450686
Position 2829: 0.00016991784766818093
Position 3445: 0.00016800478523084392
Position 2550: 0.00016508340697154116
Position 490: 0.00016297149416956685
Position 4586: 0.00015708003739086407
Position 2418: 0.0001562702743434411
Position 2484: 0.00014939718488878918
Position 2740: 0.00013916279094595534
Position 1421: 0.00013297046174310986
Position 992: 0.00012859144173100667
Position 1503: 0.0001135867520397781
Position 1292: 0.00011158578315902729
Position 2446: 0.00010969437055337304
Position 1034: 0.00010883590706981743
Position 1510: 0.00010251223556499544
Position 2496: 0.00010039771295941
Position 4338: 9.274022541994623e-05
Position 1822: 9.146854762969085e-05
Position 554: 9.036800993815695e-05
Position 888: 8.814328319522416e-05
Position 227: 8.577987651979587e-05
Position 3858: 8.104537296802924e-05
Position 1067: 8.067841343088137e-05
Position 1043: 7.987713561279594e-05
Position 1016: 7.737619936008793e-05
Position 896: 6.791254279310432e-05
Position 1113: 5.614684977933125e-05
Position 1453: 5.566905073563372e-05
Position 2875: 5.5470721023575984e-05
Position 1196: 5.524800956766619e-05
Position 1188: 5.4234902478988346e-05
Position 2265: 5.103567286790626e-05
Position 2752: 4.6327986485395614e-05
Position 482: 4.1272951264257944e-05
Position 806: 3.724535869602678e-05
Position 337: 3.52362422298945e-05
Position 2583: 3.43377064001662e-05
Position 354: 3.0416859909557153e-05
Position 261: 2.69408952753453e-05
Position 1296: 2.4954729098142207e-05
Position 769: 2.1624702654750578e-05
Position 248: 2.0003062909990017e-05
Position 267: 1.690710951668235e-05
Position 879: 1.495149555461219e-05
Position 423: 1.351983872664176e-05
Position 1299: 9.91848994265555e-06
Position 496: 5.4161791668373835e-06
Position 533: 5.094877117726168e-06
Position 149: 4.248893016553161e-06
Position 2397: 3.3892206041142888e-06
Position 714: 2.247079681755611e-06
Position 139: 2.0447358220127235e-06
Position 1214: 1.718815386193996e-06
Position 1353: 8.559662103671565e-07
Position 1460: 8.4945625354922e-07
Position 1072: 8.151877249059657e-07
Position 1324: 7.853601838918917e-07
Position 347: 2.489279481722873e-07
Position 121: 2.2013217361742134e-07
Position 1393: 7.944328559113837e-08
Position 1329: 7.716085571872992e-08
Position 723: 3.773939294209219e-08
Position 677: 3.208890908919704e-08
Position 1343: 2.000347633676512e-08
Position 1131: 1.5749595198291692e-08
Position 734: 1.3654687380671127e-08
Position 730: 9.120343159872302e-09
Position 1000: 8.08924802430694e-09
Position 740: 3.626924682889309e-09
Position 727: 2.9686026379092882e-09
Position 562: 2.9037799766096745e-09
Position 1448: 1.916337729711953e-09
Position 951: 7.63182225808802e-10
Position 817: 5.054340909830671e-10
Position 747: 8.332397150044303e-11
