Gene = Elof1
index = 373
Annotated 5SS: [  63 3365]
Annotated 3SS: [3228 3492]
SMsplice 5SS: [  63 2985 3365]
SMsplice 3SS: [2942 3228 3492]
top_k =  1000
Partition function (log Z): -4.227544104733242

Sorted 5' Splice Sites (High to Low Probability):
Position 3365: 0.9506185864895084
Position 63: 0.7328351743632096
Position 2985: 0.6250652638252306
Position 328: 0.3787750381328346
Position 2478: 0.1511185356564903
Position 3726: 0.10374188049510333
Position 236: 0.09617516781426597
Position 524: 0.07434948338794911
Position 3028: 0.0712601817687959
Position 407: 0.05667445663763487
Position 1430: 0.05170632709572621
Position 3730: 0.0447937987551897
Position 320: 0.044281733274436054
Position 3176: 0.03417300026383158
Position 1529: 0.01879327362459429
Position 518: 0.014280777523210145
Position 948: 0.010838325726672282
Position 1690: 0.009832596024452512
Position 3382: 0.00771612254047109
Position 1407: 0.007343703859351373
Position 3369: 0.0069208275635483695
Position 3834: 0.0066499920467399855
Position 57: 0.006513451882912051
Position 1479: 0.006359535263402331
Position 1126: 0.004122730043366451
Position 421: 0.003507882198923689
Position 387: 0.0024187349592283244
Position 2327: 0.0020772428089686746
Position 2982: 0.001899342891411862
Position 3100: 0.0017401039255891264
Position 2506: 0.0012587307295436158
Position 3633: 0.0010870986429506503
Position 3357: 0.0008494991698707284
Position 3347: 0.0008278992474561404
Position 2389: 0.000770037126111565
Position 283: 0.0007676240591802814
Position 26: 0.0007264620775649946
Position 3352: 0.0007106519979828859
Position 1918: 0.000696736846086205
Position 277: 0.0006052565726143696
Position 69: 0.0005886061781311161
Position 2281: 0.0005842560907400951
Position 954: 0.0005558460121216438
Position 2114: 0.0005125549302030111
Position 2295: 0.0004909024759766869
Position 3045: 0.00043710899521417053
Position 1801: 0.0003746798304398509
Position 3111: 0.000352903992228106
Position 3625: 0.0003303651909912022
Position 11: 0.0002700662691168141
Position 3015: 0.00024109503249443673
Position 1152: 0.00023631196067730998
Position 2989: 0.00019897692581228666
Position 3060: 0.00018997431606230034
Position 3075: 0.0001812026709611612
Position 3062: 0.0001805971086737929
Position 17: 0.00011725740634704926
Position 3586: 0.00011656364248478468
Position 3373: 9.431312730838576e-05
Position 3568: 9.084906780026438e-05
Position 2371: 8.792540795097293e-05
Position 135: 7.444517456075888e-05
Position 1955: 6.99183283213387e-05
Position 306: 6.635665599491403e-05
Position 3761: 6.549229879399777e-05
Position 3584: 6.18614561257346e-05
Position 74: 6.032360690412441e-05
Position 3734: 5.270087869240378e-05
Position 747: 4.035243433877917e-05
Position 3317: 3.694292611348598e-05
Position 1433: 2.3820943097065912e-05
Position 450: 1.613872375802665e-05
Position 174: 1.3494711911749813e-05
Position 378: 1.210158337761995e-05
Position 398: 1.0756939916067109e-05
Position 250: 9.865195960739875e-06
Position 1752: 8.479007786350296e-06
Position 3375: 4.974391838572198e-06
Position 1568: 4.953044692112667e-06
Position 1244: 4.217315228180019e-06
Position 552: 3.101904121341734e-06
Position 67: 2.7242961109668445e-06
Position 89: 1.2312389695463134e-06
Position 751: 6.88669645274681e-07
Position 390: 5.278557439662186e-07
Position 544: 2.698159620889519e-07
Position 1866: 1.5837791636482014e-07
Position 1422: 1.7967166026964488e-08
Position 425: 1.165960658461237e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3492: 0.7871712961613204
Position 3228: 0.762439858550346
Position 2942: 0.48244090913466803
Position 203: 0.3115199230581016
Position 3246: 0.21417174721543306
Position 2892: 0.18982832141682035
Position 3895: 0.17995071706353077
Position 2064: 0.075278333524628
Position 1345: 0.06159274231405954
Position 263: 0.052106608793351494
Position 3539: 0.04207688166555979
Position 2312: 0.03275345310048967
Position 131: 0.025542845919340574
Position 2268: 0.024040411442889622
Position 1314: 0.02207589937349331
Position 3967: 0.01859216117738914
Position 3058: 0.018483679758067344
Position 2856: 0.01733085731325483
Position 3932: 0.01640503443325227
Position 3091: 0.014056553549527792
Position 3870: 0.013457880993937672
Position 4110: 0.013077252579871437
Position 2946: 0.012721036046741952
Position 4018: 0.009884314168877023
Position 2217: 0.009229366582363022
Position 439: 0.009060664219946364
Position 466: 0.00841968149307843
Position 3443: 0.008121849345018249
Position 1429: 0.0070337529707652354
Position 856: 0.0067044381626837355
Position 4000: 0.006572739631704226
Position 2254: 0.006459239918435863
Position 2442: 0.005520389284682449
Position 3800: 0.005488190571798164
Position 3714: 0.005190253086631132
Position 2910: 0.004853727712219453
Position 3655: 0.004533371219555967
Position 3572: 0.00423495750784246
Position 3430: 0.0037365027378643534
Position 3833: 0.003733666900232722
