Gene = Mael
index = 657
Annotated 5SS: [  210   482  1872  3344  4580 12179 12908 13155 32892 33955 36470]
Annotated 3SS: [  388  1771  3187  4537 12053 12852 13012 32828 33821 36393 37008]
SMsplice 5SS: [  210   482  3344  4580 12179 12908 32892 33955 36470]
SMsplice 3SS: [  388  3187  4428 12053 12852 32828 33821 36393 37008]
top_k =  1000
Partition function (log Z): -7.51801499916119

Sorted 5' Splice Sites (High to Low Probability):
Position 12908: 0.9970236266252746
Position 210: 0.9812603044599641
Position 482: 0.8523623557118416
Position 3344: 0.8094579295249704
Position 12179: 0.6980689862273347
Position 4580: 0.6673622026185357
Position 20432: 0.5560780234056271
Position 1872: 0.44210619272559126
Position 24575: 0.25307671930701303
Position 4600: 0.23968210891848998
Position 4429: 0.23297269680654795
Position 9338: 0.21879894626897134
Position 19572: 0.21436071552169578
Position 18536: 0.20155877744635015
Position 3308: 0.16403653887426758
Position 13155: 0.14666000373698004
Position 994: 0.0851342365660392
Position 11570: 0.06086017443285954
Position 12189: 0.05835217632226587
Position 14764: 0.05068607460148079
Position 591: 0.04803551952101104
Position 8405: 0.04299123791179121
Position 4840: 0.02227089281605413
Position 8930: 0.021080243813529718
Position 21584: 0.018456143219992793
Position 16654: 0.01010185110981024
Position 16186: 0.00780212002982463
Position 2587: 0.0062809826805869376
Position 9040: 0.005425348616680787
Position 21681: 0.005222101791321336
Position 16913: 0.004501574535773382
Position 3233: 0.003103813020285722
Position 1863: 0.0030564518035483715
Position 1187: 0.0028147369003688355
Position 998: 0.002621603476144113
Position 15782: 0.0026208411308115487
Position 1824: 0.0024118845059105786
Position 12054: 0.0022941707428534444
Position 7107: 0.002142718566958344
Position 12272: 0.0020524746126190027
Position 247: 0.0019416547427754192
Position 1877: 0.0016874201971917632
Position 369: 0.0016062491810252114
Position 16650: 0.0014815610183044042
Position 3727: 0.0014251003239564245
Position 1366: 0.0012627898694847278
Position 4402: 0.001157588473166088
Position 4325: 0.00115487626581161
Position 18428: 0.001045637104895308
Position 11574: 0.000892796901948349
Position 3427: 0.0008499398139190972
Position 11593: 0.0008380565807625962
Position 869: 0.0008086567269019612
Position 554: 0.0007679258917733837
Position 654: 0.0007012581392760604
Position 3632: 0.0007008378335741418
Position 3348: 0.0006801740968184758
Position 3847: 0.0006680582845011106
Position 4438: 0.0006579038427168432
