Gene = A130010J15Rik
index = 76
Annotated 5SS: [ 86 590]
Annotated 3SS: [ 470 6198]
SMsplice 5SS: [ 86 590]
SMsplice 3SS: [ 470 1235]
top_k =  1000
Partition function (log Z): -9.706847699323811

Sorted 5' Splice Sites (High to Low Probability):
Position 590: 0.9359539744067784
Position 86: 0.8748319150793497
Position 1472: 0.2808285979864201
Position 326: 0.08356771527035979
Position 2134: 0.04676096367133735
Position 1070: 0.04473185399394701
Position 4902: 0.03703802828468463
Position 6052: 0.029089433737982603
Position 2895: 0.024690912404654614
Position 1796: 0.02436827743750888
Position 5511: 0.016318038199773024
Position 2025: 0.014737627481463724
Position 6005: 0.013995682311840556
Position 3729: 0.012863988916664047
Position 5735: 0.01023327242033559
Position 5426: 0.008830126152348662
Position 6404: 0.00709834086507126
Position 389: 0.006808495664776617
Position 6022: 0.0052016100733354685
Position 305: 0.0033990742854435414
Position 6017: 0.00314278862731429
Position 313: 0.003054129663526721
Position 2626: 0.002886161565863002
Position 2187: 0.0027642075897222574
Position 3484: 0.0018965586386016648
Position 2737: 0.0017699171727455088
Position 1373: 0.0017530988976988207
Position 4135: 0.0016277887469585953
Position 160: 0.0014204317556543965
Position 4776: 0.001301186475978781
Position 281: 0.0010262434457150927
Position 2090: 0.000993827199062487
Position 704: 0.0009411171598408737
Position 1457: 0.0008300442466033748
Position 319: 0.0007342185933558397
Position 2458: 0.0006975263995350453
Position 994: 0.0005253092921705725
Position 732: 0.00047854726918477165
Position 339: 0.00045794992625501017
Position 736: 0.0003980283516896697
Position 1632: 0.0003749515688619187
Position 1476: 0.0002924498429387671
Position 3285: 0.00026621556112254907
Position 1279: 0.00025749950876536784
Position 1536: 0.0002426931927191058
Position 1236: 0.00022698629335331192
Position 844: 0.00019780843121657487
Position 888: 0.000197805758959993
Position 142: 0.0001942580775919243
Position 1084: 0.00015752522412189156
Position 139: 0.00013991914853363373
Position 584: 0.00013077346693800198
Position 1478: 0.0001268442724992784
Position 291: 0.00011650984420840692
Position 646: 0.00011325877295387008
Position 1783: 0.00010545983054200836
Position 72: 9.746480113054667e-05
Position 133: 9.6954189618755e-05
Position 192: 9.165944921520475e-05
Position 1039: 5.965401146672192e-05
Position 94: 4.7073338476859376e-05
Position 394: 4.6365566074748634e-05
Position 61: 4.033508614751904e-05
Position 266: 3.716906011720253e-05
Position 663: 3.69581476256084e-05
Position 256: 3.469107118561256e-05
Position 1509: 2.5708838977771115e-05
Position 657: 2.0971470591042516e-05
Position 271: 1.984549918868801e-05
Position 210: 1.8971185734627587e-05
Position 223: 1.8687279171094264e-05
Position 276: 1.641772781293333e-05
Position 1119: 1.4584756538261321e-05
Position 602: 1.449125587668807e-05
Position 4: 1.4324303121737988e-05
Position 34: 1.403905019010317e-05
Position 1105: 1.0590410287826497e-05
Position 230: 1.0538780070338e-05
Position 895: 1.0245521148794288e-05
Position 815: 1.0048870959989998e-05
Position 298: 7.2188628324921985e-06
Position 300: 6.51727778350164e-06
Position 1115: 4.832215853522603e-06
Position 196: 4.7291775442766e-06
Position 1311: 2.9929405010160454e-06
Position 686: 2.9476990674014206e-06
Position 1530: 2.912092169388261e-06
Position 1166: 2.838969639590988e-06
Position 1292: 2.777866211094635e-06
Position 884: 2.6978065108106596e-06
Position 194: 1.8393356827064483e-06
Position 1216: 8.795644059022331e-07
Position 1670: 7.733901603121033e-07
Position 1132: 2.559808853878873e-07
Position 544: 2.0976257564823187e-07
Position 901: 5.4617450618985264e-08
Position 920: 4.53493861474491e-08
Position 450: 1.0538847539904973e-08
Position 751: 9.108531628804359e-10
Position 684: 5.692744355956675e-10
Position 1097: 6.160782290011157e-11
Position 1218: 4.012161849363367e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 470: 0.8285188169451195
Position 1303: 0.22252635420100775
Position 1235: 0.1273589495925851
Position 5306: 0.12309622736325285
Position 6290: 0.11139801921103291
Position 6198: 0.09232033532913352
Position 5871: 0.09122267815620158
Position 5453: 0.04369311118556635
Position 984: 0.042244227975895825
Position 1322: 0.0364483838722579
Position 431: 0.0363342200188647
Position 2344: 0.03537867617172363
Position 6398: 0.03175315015421252
Position 7889: 0.0314847683295833
Position 4709: 0.030635346173330972
Position 3644: 0.029861605296609122
Position 2758: 0.028998822565766694
Position 5580: 0.026971429751479245
Position 1995: 0.02666547295445393
Position 487: 0.025859275222038177
Position 8993: 0.023641026675164756
Position 6614: 0.02335637240331108
Position 1659: 0.02313628516855673
Position 1907: 0.02149548722545982
Position 7650: 0.021183619352809078
Position 1941: 0.019616309762119505
Position 3560: 0.01888229322439663
Position 4769: 0.018343878023274404
Position 2695: 0.017922832484290583
Position 3402: 0.017789945710116408
Position 1335: 0.014356992417102662
Position 3719: 0.014149770776538716
Position 1679: 0.013191400450728778
Position 4856: 0.012584434051856459
Position 7858: 0.010633038714005665
Position 3484: 0.010473481879856285
Position 5890: 0.010294730866586705
Position 1394: 0.010183160884067755
Position 8020: 0.010125904777365649
Position 1867: 0.010035595192624171
Position 7437: 0.009948357071872704
Position 276: 0.009231730239727657
Position 6461: 0.008203154357021467
Position 1309: 0.0077012514017877854
Position 4987: 0.006778799962164492
Position 9477: 0.006663237179923278
Position 2650: 0.005902062685179172
Position 6695: 0.005622488007344099
Position 371: 0.0055027672333668644
Position 3844: 0.00503748076214477
Position 435: 0.004155823603885176
Position 6240: 0.004098852258342718
Position 3507: 0.0036240788861449926
Position 4242: 0.0035187605700561665
Position 4019: 0.0034981857293649955
Position 9681: 0.0034248625595895846
Position 5625: 0.0031197036363665195
Position 7044: 0.0030723437547421637
Position 3504: 0.002901341984572543
Position 1206: 0.0028732853556102536
Position 3587: 0.0027916069982579575
Position 8220: 0.002413725673297573
Position 819: 0.0022177476219659583
Position 491: 0.0022172565153185885
Position 1361: 0.0020183252054542023
Position 412: 0.001969815899469844
Position 2000: 0.001871545411754972
Position 892: 0.001829488657572906
