Gene = C130074G19Rik
index = 193
Annotated 5SS: [533]
Annotated 3SS: [8790]
SMsplice 5SS: [ 533 3561 7401]
SMsplice 3SS: [ 3456  7289 10285]
top_k =  1000
Partition function (log Z): -8.889218765774444

Sorted 5' Splice Sites (High to Low Probability):
Position 533: 0.9220873904071325
Position 3561: 0.6403966729351268
Position 7401: 0.5831866779721043
Position 8929: 0.22792635485559962
Position 2707: 0.13712958255070568
Position 4250: 0.13590348977268332
Position 4162: 0.10747856322976544
Position 2675: 0.10056501991474288
Position 502: 0.04222138292269367
Position 4280: 0.03697389307275086
Position 1300: 0.03478405307256127
Position 3592: 0.028134344850895294
Position 1741: 0.026169122146510976
Position 9137: 0.023594817778852542
Position 5669: 0.021946431993848235
Position 6117: 0.021600829417458823
Position 378: 0.014359805702777884
Position 523: 0.014289344764019343
Position 4964: 0.012209237390746077
Position 2753: 0.01196771163871282
Position 2671: 0.010457294443537456
Position 8410: 0.00996317710624946
Position 9910: 0.009735757995939606
Position 10790: 0.009384943004100425
Position 3138: 0.009049754092083617
Position 1151: 0.008535631138083227
Position 1608: 0.00852653868894249
Position 5543: 0.0065868746209246445
Position 8711: 0.006192482031184528
Position 4304: 0.005669403571231546
Position 1790: 0.00557555351190763
Position 1285: 0.0055420497752967784
Position 9142: 0.005091441901660224
Position 10414: 0.004832311857456629
Position 7559: 0.0042513910964861925
Position 2087: 0.004130153180204121
Position 3115: 0.00393752947750269
Position 145: 0.0033186882041830058
Position 3813: 0.0031952451282127948
Position 1414: 0.0030785092785157097
Position 233: 0.002737949811909222
Position 1336: 0.002296500398633982
Position 2345: 0.002210812083437749
Position 1632: 0.002030936454146441
Position 1319: 0.001736878308922851
Position 9777: 0.0016127062734221853
Position 8166: 0.0015339312758921556
Position 711: 0.00147510114352202
Position 706: 0.001366424643101653
Position 638: 0.0013421551240052605
Position 309: 0.0010380737541446435
Position 1348: 0.0009814517911305657
Position 3876: 0.0008988813857469531
Position 3901: 0.0008751060090756896
Position 7755: 0.000813713913388294
Position 7991: 0.0008066900612062385
Position 7724: 0.0007882657294963369
Position 2722: 0.0007028125308380101
Position 8384: 0.0006630896739442708
Position 689: 0.0006099128027379159
Position 2183: 0.0005662686193193919
Position 3416: 0.0005376149925492348
Position 811: 0.0004992403498589735
Position 1280: 0.0004846725153856245
Position 1037: 0.000472371076556554
Position 7797: 0.00043704350991965167
Position 101: 0.00034028312038860765
Position 3218: 0.0002658879210075938
Position 2726: 0.00023340746294934616
Position 184: 0.00018625884777634385
Position 77: 0.00011225906892173163
Position 3579: 0.00010978247697382184
Position 1002: 9.096091663656526e-05
Position 3829: 8.462924506898792e-05
Position 1193: 6.981023361892767e-05
Position 2430: 6.041928171186481e-05
Position 3869: 5.909473469335825e-05
Position 1161: 4.4165119975223924e-05
Position 1376: 4.038738412131481e-05
Position 3850: 3.778434731148099e-05
Position 6760: 3.035576845188663e-05
Position 962: 2.327361123261553e-05
Position 9048: 1.886400853971867e-05
Position 5674: 1.4413210590950083e-05
Position 537: 1.1413631500703608e-05
Position 578: 5.993587084325831e-06
Position 32: 5.2188230735409e-06
Position 1344: 5.178122782805869e-06
Position 2644: 5.151054960553531e-06
Position 46: 4.974434304012284e-06
Position 118: 4.312154965955829e-06
Position 2776: 4.256644523809529e-06
Position 2547: 3.832863264396719e-06
Position 103: 3.2540631162501e-06
Position 757: 3.181758060852308e-06
Position 2786: 3.119530636982137e-06
Position 428: 2.9230190997476694e-06
Position 272: 2.493783728369335e-06
Position 2740: 2.3853834418008235e-06
Position 173: 2.000505427819723e-06
Position 1165: 1.9368624361541364e-06
Position 588: 1.850103439444767e-06
Position 1782: 1.835214152493688e-06
Position 67: 1.8004354872026563e-06
Position 1029: 1.783219138750599e-06
Position 1667: 1.7693425930590742e-06
Position 1207: 1.7315928265480277e-06
Position 1995: 1.7112242482301483e-06
Position 1271: 1.3172349339310032e-06
Position 3639: 1.246826733998744e-06
Position 2893: 1.123645092696828e-06
Position 2884: 1.0437435593514014e-06
Position 2850: 1.0078334696652083e-06
Position 1694: 9.629996395045267e-07
Position 1007: 8.50228370187335e-07
Position 332: 8.464580214510954e-07
Position 593: 7.099023781515029e-07
Position 1274: 6.345111068350877e-07
Position 642: 4.4477427419249996e-07
Position 745: 3.1579807746199207e-07
Position 1212: 5.081114416826407e-08
Position 596: 1.343128901991247e-09
Position 819: 2.439939300780018e-10
Position 834: 2.0237966959033423e-10
Position 866: 1.023788350062217e-10
Position 751: 1.880940641382815e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 7289: 0.575182372308027
Position 3456: 0.5700201730112685
Position 10285: 0.44218123316758495
Position 8790: 0.3316889147807599
Position 4048: 0.21121022173385967
Position 2606: 0.18659328557322213
Position 8276: 0.17297339995718922
Position 4153: 0.07214352305409333
Position 1150: 0.039760478805125794
Position 10710: 0.035600291377911854
Position 3490: 0.03517005931833503
Position 3461: 0.030055463323979913
Position 4003: 0.02678315526350743
Position 3707: 0.026564947078285408
Position 3326: 0.02484167387503423
Position 2536: 0.024199502886240107
Position 7669: 0.024170440401565556
Position 7293: 0.02398388156633134
Position 3054: 0.022287414784281163
Position 1498: 0.02199576810497196
Position 9508: 0.020238723316595958
Position 6001: 0.020075065170442413
Position 5398: 0.017133289816592685
Position 9360: 0.017062913547043215
Position 9687: 0.016912848475699814
Position 8557: 0.016390620702246984
Position 10083: 0.015940443728873217
Position 8953: 0.015302928742108694
Position 2609: 0.014442346449627812
Position 11116: 0.014386289116167223
Position 2581: 0.01284109572774355
Position 4786: 0.011417069759195776
Position 5530: 0.010767137287549184
Position 6698: 0.010576416216015745
Position 1501: 0.009957946564616451
Position 8982: 0.009631938080925393
Position 2588: 0.009382845664725364
Position 10316: 0.009298502645674849
Position 1204: 0.00866355110291395
Position 11161: 0.008349245501727021
Position 3671: 0.007573285710520273
Position 9700: 0.006860992571869394
Position 2449: 0.0067168350182766805
Position 1454: 0.006192990871164725
Position 10238: 0.005050274027593619
Position 3374: 0.0050118743053004745
Position 5365: 0.004776726693832432
Position 9381: 0.004646445368523426
Position 8070: 0.004232911570991489
Position 1036: 0.004214295106280633
Position 2628: 0.003631383193488373
Position 4012: 0.0035058600204948003
Position 8810: 0.003307912329646185
Position 1121: 0.00313556580689584
Position 8845: 0.003026495894847296
Position 2290: 0.002684683304409693
Position 8676: 0.0026628951355210095
Position 1641: 0.00264240112930653
Position 7702: 0.002587132623671557
Position 5643: 0.0024207857977037745
Position 933: 0.0024034708472251815
Position 2657: 0.0023635335106868874
Position 2035: 0.0022877067262481645
Position 5240: 0.0022325434013005267
Position 8857: 0.0020157606904054144
Position 7137: 0.002014783757746581
Position 5570: 0.0017128589221764314
Position 451: 0.0015965203662229794
Position 5428: 0.0014901654144640405
Position 3648: 0.0014761222523480152
Position 3487: 0.001389267206766446
Position 8651: 0.001345160657575503
Position 3523: 0.0011948011568379156
Position 8960: 0.001087886176064646
Position 4574: 0.0010810719003136293
Position 1857: 0.0010337848255608448
Position 1662: 0.001018479311061075
Position 426: 0.0009894452846370405
Position 7528: 0.0009841962496610905
Position 4220: 0.0009479943212269952
Position 5465: 0.00092901963146888
Position 633: 0.0009128887545310645
Position 1014: 0.0008797839178941192
Position 4716: 0.0008074485875371452
Position 1529: 0.0008045293349041988
Position 2644: 0.0006673007294726188
Position 2467: 0.0006659947544540127
