Gene = Dbf4
index = 321
Annotated 5SS: [  250  1496 10596 12707 14223 14483 16915 17846 19105 19637 23029]
Annotated 3SS: [ 1322 10415 12655 14152 14405 16877 17799 18975 19524 22903 24553]
SMsplice 5SS: [  250  1496 10596 12707 14223 14483 15433 19105 23029 23957]
SMsplice 3SS: [ 1322 10415 12655 14152 14355 15352 18975 22903 23854 24046]
top_k =  1000
Partition function (log Z): 5.385182477890874

Sorted 5' Splice Sites (High to Low Probability):
Position 1496: 0.9891734813393808
Position 14483: 0.9825800938447024
Position 19105: 0.9467771350294613
Position 23029: 0.9419080225539546
Position 10596: 0.8861982470116261
Position 12707: 0.8857814567497888
Position 15433: 0.7187119396933758
Position 14223: 0.6903171228642121
Position 17846: 0.5049723156569005
Position 250: 0.4666947892334645
Position 14969: 0.33697469770560323
Position 17003: 0.33084712062656546
Position 169: 0.31601068816133754
Position 23957: 0.31393951176349844
Position 15182: 0.2869001654048895
Position 18348: 0.2857335489375577
Position 18630: 0.26928743017688883
Position 14251: 0.25408905643613755
Position 9995: 0.23146747754601443
Position 19643: 0.16261718211983728
Position 10864: 0.16087500564658996
Position 19637: 0.14370988979227672
Position 16915: 0.13254267991691795
Position 184: 0.10479613054708244
Position 8390: 0.10443851615337044
Position 1025: 0.10110057595738338
Position 2622: 0.08593615919787649
Position 3034: 0.06820376085208144
Position 19867: 0.0643906546151011
Position 17071: 0.054544351891032766
Position 5901: 0.04332950635891166
Position 15194: 0.042857124415977485
Position 22323: 0.04188003806037398
Position 10248: 0.03562242648909541
Position 579: 0.03413441439929505
Position 10942: 0.03139374888399145
Position 15235: 0.0299477224501285
Position 20096: 0.022744393337711565
Position 13248: 0.022305584722282314
Position 8376: 0.02192307017995957
Position 20980: 0.021132912012361983
Position 18225: 0.01946511491775748
Position 15493: 0.01894693111298483
Position 4343: 0.01779872785374157
Position 577: 0.01739941469587345
Position 15772: 0.016345577905758413
Position 7345: 0.014137156486808808
Position 560: 0.013843753851288642
Position 1172: 0.01263724116844561
Position 8668: 0.012365378337191403
Position 18721: 0.012209332755726759
Position 188: 0.011879630179612676
Position 12778: 0.01182699545667336
Position 15417: 0.011711357325475067
Position 15219: 0.011532040325583316
Position 12711: 0.010834497664779119
Position 18891: 0.010450583926184842
Position 21201: 0.00837208251334423
Position 23241: 0.00836587304479663
Position 3168: 0.007987170335374326
