Gene = Slc8b1
index = 985
Annotated 5SS: [  116  2165  8615  8751  9493  9719  9968 10694 12891 13167 14633 16695
 18496 19229 19981]
Annotated 3SS: [ 1951  8461  8697  9434  9612  9799 10585 12830 13035 14490 16572 18341
 19147 19912 21691]
SMsplice 5SS: [  116  2165  9968 10694 12891 13167 14633 16695 18496]
SMsplice 3SS: [ 1951  9799 10585 12830 13035 14521 16572 18341 21691]
top_k =  1000
Partition function (log Z): 7.261770361686701

Sorted 5' Splice Sites (High to Low Probability):
Position 16695: 0.9879813243879207
Position 10694: 0.9812394552984757
Position 9968: 0.9296180102529749
Position 116: 0.9049041788915586
Position 2165: 0.8904120773566033
Position 14633: 0.8574016545593892
Position 12891: 0.8512406280526549
Position 13167: 0.7212833966843452
Position 8615: 0.5916493104579611
Position 18496: 0.5715255208174361
Position 561: 0.36859221029312494
Position 19229: 0.2993165421027932
Position 3384: 0.23256318733424317
Position 11906: 0.2067181593876087
Position 14380: 0.1894285781292681
Position 15037: 0.185121808062025
Position 13158: 0.16094122289000723
Position 8854: 0.15872449521920742
Position 19404: 0.1470343458777597
Position 8866: 0.13140534770638754
Position 340: 0.12616651803788387
Position 12090: 0.10698498961869038
Position 9719: 0.06871538091933624
Position 5016: 0.06713988367085938
Position 6609: 0.06706082382947857
Position 3241: 0.05053587665711205
Position 14629: 0.04544206037919103
Position 14999: 0.04540059806853966
Position 19505: 0.0362079062679376
Position 13453: 0.034636913362277325
Position 8751: 0.027020402939136788
Position 11619: 0.025556351230663618
Position 8358: 0.023885818619063425
Position 10956: 0.022757554698410298
Position 18030: 0.02112022848463739
Position 272: 0.020754641430875794
Position 8638: 0.018514930734716276
Position 17400: 0.018328506051235826
Position 10296: 0.015919550311582927
Position 19981: 0.015736078203688258
Position 9551: 0.015305169745323855
Position 21393: 0.015078401256808031
Position 12944: 0.014442480847211073
Position 4763: 0.013005131724985438
Position 15390: 0.012599071026038421
Position 12977: 0.011984236001168673
Position 14602: 0.011842934523889626
Position 15198: 0.011684778551416287
Position 18402: 0.011570547697959363
Position 15475: 0.011411400653437707
Position 14432: 0.011033258857917005
Position 15572: 0.01015544087584158
Position 3861: 0.010107991037468105
Position 17215: 0.009247520149796807
Position 3162: 0.009143440653186235
Position 20096: 0.008921447952321025
Position 7866: 0.008742109376209197
Position 18764: 0.008695644088275082
Position 11864: 0.008306604312721028
Position 12968: 0.008237333079320196
Position 17205: 0.007385174540948411
Position 14608: 0.00671548085998961
Position 375: 0.006313788985365091
Position 21911: 0.006087103362747924
Position 5152: 0.006062258231463563
Position 819: 0.005842939308156943
Position 1743: 0.005621852462184225
Position 926: 0.005524223745008861
Position 10300: 0.005376974680236142
Position 2618: 0.005372253808126564
Position 12117: 0.004990193163500646
Position 11821: 0.004855381381722065
Position 6182: 0.0048405829628440505
Position 1226: 0.004703095214453996
Position 13600: 0.004418210728169293
Position 14587: 0.00435713395358079
Position 17232: 0.004344924901374009
Position 11841: 0.004229350531011298
Position 9493: 0.003961863486990753
