Gene = Scnm1
index = 953
Annotated 5SS: [ 167  454  812  995 1187]
Annotated 3SS: [ 382  722  899 1097 4127]
SMsplice 5SS: [ 167  454  812  995 1187 3848]
SMsplice 3SS: [ 382  722  899 1097 3682 4048]
top_k =  1000
Partition function (log Z): 8.755438389850644

Sorted 5' Splice Sites (High to Low Probability):
Position 812: 0.9768051692139733
Position 454: 0.9585379945017919
Position 995: 0.9330020312849331
Position 1187: 0.8876351747304271
Position 3848: 0.8244473230084278
Position 167: 0.6080730958074644
Position 2836: 0.35100130316764183
Position 2079: 0.34932217133198223
Position 78: 0.28160810406139647
Position 2181: 0.1321108766242997
Position 3852: 0.06746969096577451
Position 1010: 0.06562388739509363
Position 1221: 0.04066763764783606
Position 84: 0.037646811256673234
Position 2620: 0.027329114859888384
Position 2549: 0.020552042771379057
Position 2388: 0.013165023796562743
Position 565: 0.01256119230801203
Position 2573: 0.009825049709424414
Position 3730: 0.006844414161879759
Position 57: 0.0058167515269625875
Position 177: 0.005027632889580675
Position 1864: 0.004849602358678434
Position 1868: 0.003906804817589698
Position 268: 0.003872720718369841
Position 1506: 0.0030822825012741407
Position 99: 0.0028177777921832205
Position 1486: 0.0024382492310575776
Position 2021: 0.0017431129963070117
Position 816: 0.0014942313423066827
Position 3998: 0.001287942319974732
Position 620: 0.0012502635732555038
Position 1246: 0.0012404185401836167
Position 43: 0.0008611074980031389
Position 1312: 0.0008267315317362091
Position 3944: 0.00080673654387621
Position 219: 0.0007107190760583285
Position 3351: 0.0005965299261925035
Position 525: 0.000583880056999188
Position 110: 0.0005681115726337752
Position 533: 0.0005571025235715454
Position 3142: 0.0005461179465451919
Position 302: 0.00037919480135638155
Position 206: 0.00034717984651380293
Position 1671: 0.0003291603678759473
Position 158: 0.0003120141100842701
Position 558: 0.00026218099821828065
Position 827: 0.00024625389696861265
Position 4154: 0.00022919578580081652
Position 1752: 0.00021005229584715796
Position 102: 0.0002079487441949771
Position 3869: 0.00018705449776702806
Position 807: 0.0001709497570577878
Position 467: 0.00014789798115268432
Position 1264: 0.0001383721595886664
Position 265: 0.00012629706657309636
Position 183: 0.0001229186879006401
Position 4045: 0.00012020677931735507
Position 1462: 0.00010701351678647823
Position 4177: 0.00010414380579380487
Position 3770: 8.98670456849359e-05
Position 1165: 8.590540167201172e-05
Position 3819: 7.946197913186116e-05
Position 1366: 5.93776982934485e-05
Position 214: 5.0993538412718047e-05
Position 1015: 4.818889759748596e-05
Position 4023: 4.5015642798909426e-05
Position 514: 4.271734724752974e-05
Position 594: 4.211306923910486e-05
Position 598: 3.7859264553445703e-05
Position 147: 3.1075576981434645e-05
Position 3856: 3.0934696704910925e-05
Position 572: 3.035025079481062e-05
Position 304: 2.8964240974780128e-05
Position 1674: 2.8434320207598368e-05
Position 1441: 2.722049119167299e-05
Position 118: 2.5060626773003192e-05
Position 2222: 2.4048410532855697e-05
Position 606: 2.2717120902024282e-05
Position 41: 2.252921962976537e-05
Position 1399: 1.8384677119975723e-05
Position 1338: 1.6655810401010017e-05
Position 209: 1.4910663640105066e-05
Position 788: 1.4212513694680538e-05
Position 1460: 1.3979275053432766e-05
Position 1636: 1.37438761579944e-05
Position 563: 1.1930091788292108e-05
Position 1211: 8.26667257065117e-06
Position 1191: 8.163866710638181e-06
Position 601: 6.465929127883385e-06
Position 1705: 5.689707323070472e-06
Position 4182: 5.2947452774344865e-06
Position 1768: 4.674754951838017e-06
Position 1012: 4.280469139126314e-06
Position 1826: 4.112446252290009e-06
Position 1522: 2.345228574454939e-06
Position 1905: 2.196143214876738e-06
Position 1653: 1.7834899124762311e-06
Position 754: 1.4338770872879812e-06
Position 774: 1.4263301353881028e-06
Position 411: 1.293374125708499e-06
Position 345: 7.471288270553886e-07
Position 392: 7.242369720853925e-07
Position 900: 3.345344303584885e-07
Position 713: 2.732279839886851e-07
Position 1057: 1.1541646502625507e-07
Position 1287: 4.825206174136105e-09
Position 731: 3.812760521411343e-09
Position 867: 3.0955044208269806e-09
Position 1443: 7.571261177966326e-10
Position 1373: 5.764234417652009e-10
Position 1082: 3.938990463128659e-10
Position 892: 5.924198964085618e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 899: 0.9991596914218236
Position 722: 0.956370074365172
Position 382: 0.9236241416740433
Position 1097: 0.8562013213327285
Position 3682: 0.568242361506976
Position 4048: 0.5594226840807319
Position 1984: 0.4586625211008356
Position 4127: 0.3761084555761522
Position 3702: 0.23083242377164215
Position 2721: 0.10267722368098234
Position 3652: 0.09220114725541331
Position 1071: 0.06378615072922182
Position 2773: 0.05545911015323705
Position 2748: 0.05489773586646912
Position 2678: 0.05291560676379942
Position 2758: 0.03341999667017443
Position 2526: 0.03313241724030342
Position 2592: 0.027571306214216523
Position 2411: 0.02645222263305643
Position 4104: 0.025212403777094137
Position 3985: 0.019397046633290376
Position 3622: 0.01482587293892617
Position 2064: 0.01117549323246627
Position 1115: 0.009265357895553269
Position 2508: 0.009097290375042031
Position 2014: 0.008197126096745139
Position 754: 0.007667437459795078
Position 2605: 0.005082746982100897
Position 1363: 0.004845795446034029
Position 2078: 0.004118137325851003
Position 2164: 0.004112756888935316
Position 1550: 0.0037218611458306925
Position 2040: 0.003695474481091948
Position 659: 0.0035745554021174722
Position 2694: 0.003167694827061783
Position 2220: 0.0031490416191243672
Position 781: 0.0030739358593032968
Position 2793: 0.002956140262193649
Position 3704: 0.002681136778034884
Position 3657: 0.002221514663565172
Position 522: 0.0020341222252921133
Position 1793: 0.0016821387575122687
Position 4144: 0.001445177325652419
Position 297: 0.001239093212588174
Position 1701: 0.0011064060018716017
Position 1867: 0.0010074572436225262
Position 2387: 0.0009899842085175354
Position 3913: 0.0009712284908594386
Position 2203: 0.0009183339607426218
Position 2787: 0.0008998623314279702
Position 1315: 0.000860037889121146
Position 1147: 0.0008258087382728584
Position 2636: 0.0008217684558078981
Position 1765: 0.0007969596515022409
Position 411: 0.0007935654789072779
Position 793: 0.0007767084511991098
Position 1636: 0.000732306132499209
Position 639: 0.0006917108604423025
Position 1133: 0.0006903355150923348
Position 3847: 0.0006814689133792944
Position 2178: 0.0005948978449966979
Position 4068: 0.000579079696303449
Position 1594: 0.0005682689497641502
Position 4271: 0.0005611725929868771
Position 1780: 0.0005347442743358377
Position 1772: 0.0004649731786994863
Position 3060: 0.00045539124795591777
Position 238: 0.00045242426280695745
Position 3944: 0.0004171773893651365
Position 2020: 0.0003754889548626344
Position 2208: 0.0003496555047902243
Position 430: 0.00034489868490720366
Position 3170: 0.0003185968547929409
Position 1385: 0.0003031707646222434
Position 2418: 0.0002848747147589489
Position 907: 0.0002766339261556541
Position 1736: 0.00027358372652555606
Position 4073: 0.00024993304590012895
