Gene = Prcc
index = 850
Annotated 5SS: [  734 13399 16026 18294 23478 25463]
Annotated 3SS: [13350 15458 18197 23333 25396 26261]
SMsplice 5SS: [  734 13399 18294 23478 25463]
SMsplice 3SS: [13350 18197 23333 25396 26261]
top_k =  1000
Partition function (log Z): -4.6046513955939865

Sorted 5' Splice Sites (High to Low Probability):
Position 18294: 0.9999998533555599
Position 23478: 0.9794783006149114
Position 25463: 0.9683040666106868
Position 13399: 0.873434674589826
Position 734: 0.7871853460871321
Position 1173: 0.7347672409616559
Position 7993: 0.12319082940935112
Position 16026: 0.07751318338297694
Position 181: 0.07030328750892435
Position 21925: 0.059211990789295905
Position 20889: 0.055428312860966944
Position 220: 0.052972271790869094
Position 13833: 0.04195160529132141
Position 36: 0.03455062553783506
Position 21511: 0.026019523501261414
Position 557: 0.023847922866305556
Position 25000: 0.01684999822037886
Position 20249: 0.016690634649281166
Position 698: 0.013995256949662213
Position 905: 0.01188695086350186
Position 2971: 0.010871070927659923
Position 25550: 0.010639232576195208
Position 25960: 0.009203811975815449
Position 23398: 0.009156498870850146
Position 26175: 0.005639840091814714
Position 23669: 0.004995018198016052
Position 24902: 0.004717833904599897
Position 738: 0.004202617607288261
Position 786: 0.004126401116155885
Position 23721: 0.004020710440338485
Position 23701: 0.003662582887051472
Position 24895: 0.0032733166774054634
Position 26168: 0.0032404630171513735
Position 24906: 0.0030326424770013506
Position 25647: 0.0020696012480062626
Position 24084: 0.0016689174538163667
Position 300: 0.00146947222193605
Position 347: 0.001281150078430428
Position 866: 0.0010479515498685074
Position 25830: 0.0008481213824582658
Position 970: 0.0008327767564096294
Position 25669: 0.0007794148369584213
Position 385: 0.0006731576908081032
Position 961: 0.00044623104483093384
Position 213: 0.00043694849193076743
Position 25972: 0.0004063794229670972
Position 26297: 0.0003907403203636776
Position 26431: 0.00034529230634809416
Position 899: 0.0002826013274448506
Position 8: 0.0002554279926282068
Position 26578: 0.0002530582825392269
Position 38: 0.00023078257225461803
Position 26023: 0.0002307757460870855
Position 45: 0.00017148408575477984
Position 5: 0.00015931572325835998
Position 161: 0.00013324481925414028
Position 25516: 0.00012856288996967855
Position 17: 9.184306674260387e-05
Position 25404: 8.26568425189368e-05
Position 26506: 6.781227121283558e-05
Position 70: 6.667225651780537e-05
Position 53: 6.504866143021247e-05
Position 245: 6.144874090342073e-05
Position 26585: 5.656991669828056e-05
Position 90: 4.74737741880138e-05
Position 26199: 3.798296808667593e-05
Position 275: 2.4475973116438855e-05
Position 648: 2.361273053840185e-05
Position 581: 2.060996794603255e-05
Position 26314: 1.8059193274994948e-05
Position 762: 1.7506937985063533e-05
Position 799: 1.6217430829148765e-05
Position 26378: 1.589978070185722e-05
Position 1432: 1.4752593979729977e-05
Position 42: 1.1806790310959604e-05
Position 641: 1.0416232090122748e-05
Position 627: 1.008369696890057e-05
Position 113: 8.19530383071173e-06
Position 1062: 7.462405437601067e-06
Position 229: 6.55170478706991e-06
Position 830: 6.3081766228792525e-06
Position 40: 5.969927098484041e-06
Position 26618: 5.3923083020356566e-06
Position 778: 4.436008603910156e-06
Position 129: 4.059883089508895e-07
Position 268: 2.470421695604388e-07
Position 68: 9.185064610400255e-08
Position 2511: 5.146428222448593e-10
Position 2291: 4.760553946661647e-10
Position 2491: 4.271933900587869e-10
Position 4599: 3.401572728573707e-10
Position 4821: 1.1834581366500184e-10
Position 2199: 8.359171023089314e-11
Position 1428: 3.868677920206828e-11
Position 2287: 5.768512496286133e-12
