Gene = Rsrc1
index = 940
Annotated 5SS: [   153  13323  15201 101320 199476 225088 309026 368626 374237]
Annotated 3SS: [ 13126  15074 101145 199438 225035 308956 368518 374083 374830]
SMsplice 5SS: [    92   7468   7772  13323  15201  48812  56560  73156  80424  89077
  94667 101320 105632 108854 117726 119679 130932 176213 199607 225088
 239882 268175 271020 283732 302488 309026 319803 323555 327195 354042
 368626]
SMsplice 3SS: [  7301   7643  13126  15074  48710  56393  72999  80301  88965  94560
 101145 105561 108746 117593 119567 130844 176095 199438 225035 239736
 268068 270893 283661 302373 308956 319702 323455 326995 353943 368518
 374830]
top_k =  1000
Partition function (log Z): -200.47083267446249

Sorted 5' Splice Sites (High to Low Probability):
Position 15201: 0.9997357047845242
Position 92: 0.7854646827024627
Position 26256: 0.742205177010807
Position 7468: 0.6495314925711227
Position 7772: 0.6091243532672477
Position 26468: 0.4879824453338905
Position 27240: 0.4332313110970684
Position 13323: 0.4209274305900301
Position 2862: 0.41427552686736385
Position 13263: 0.2844242908151685
Position 13275: 0.28280740805001453
Position 415: 0.2717782350658323
Position 6246: 0.18252458618265857
Position 371: 0.16878994899279412
Position 26735: 0.16356210263460105
Position 153: 0.15681135487918638
Position 2756: 0.15323839177863205
Position 14293: 0.12415877922379767
Position 11335: 0.055500808219776
Position 8496: 0.05476776767007563
Position 10221: 0.0523294878586311
Position 1505: 0.0438257814992622
Position 10094: 0.02845883804152624
Position 7908: 0.025320473312458562
Position 8697: 0.02160148392150244
Position 21711: 0.016375079394901824
Position 7858: 0.015125278801427234
Position 2212: 0.013566627560197806
Position 7853: 0.010018404501616132
Position 6312: 0.009939416524055281
Position 6258: 0.008762440574865743
Position 2234: 0.008387308854282327
Position 14040: 0.008360176530254395
Position 4897: 0.0054845439594292
Position 4700: 0.005208298367251178
Position 2463: 0.005026985462015222
Position 5299: 0.004857117727556125
Position 4417: 0.004767621127849157
Position 4799: 0.004259243228434538
Position 13281: 0.004144702114134735
Position 8066: 0.0033445825043943037
Position 7381: 0.0029515489963037396
Position 1384: 0.0028600906917380944
Position 1448: 0.0028376110847152048
Position 5539: 0.002429364433367792
Position 6012: 0.001990624917243185
