Gene = Pea15a
index = 807
Annotated 5SS: [ 208 6397 7694]
Annotated 3SS: [6222 7537 8113]
SMsplice 5SS: [ 208 6152 6322 7694 8203]
SMsplice 3SS: [6075 6222 7613 8113 8725]
top_k =  1000
Partition function (log Z): 1.1308278989162717

Sorted 5' Splice Sites (High to Low Probability):
Position 208: 0.9744562193137221
Position 7694: 0.9494950368215987
Position 6152: 0.9110098362965413
Position 8203: 0.8988528458236437
Position 6322: 0.45331437651025874
Position 6331: 0.29380116509192955
Position 8568: 0.2802361664090714
Position 6700: 0.19586249462852243
Position 8615: 0.17097699563124097
Position 2559: 0.1320644925868115
Position 8642: 0.12128628384595816
Position 9542: 0.11288232851456317
Position 2386: 0.09129527680459676
Position 6397: 0.08769183012235807
Position 6468: 0.046796805943346405
Position 9237: 0.04236943649904341
Position 6296: 0.03540763140460543
Position 4515: 0.02240585365667243
Position 6505: 0.021226722671831472
Position 3670: 0.021205133905179356
Position 4412: 0.021116192491832473
Position 246: 0.020277818878583147
Position 5322: 0.01875984333340201
Position 5538: 0.01569603154355571
Position 3660: 0.015577739506335493
Position 4709: 0.015450247423230389
Position 1025: 0.01330030399152811
Position 6809: 0.011978266839835454
Position 606: 0.011881195322315479
Position 4680: 0.011057428460995875
Position 4638: 0.010203088463212833
Position 6165: 0.007900247212934917
Position 9509: 0.007697570842998837
Position 3486: 0.0076300475795706086
Position 1550: 0.0072900582848232885
Position 2823: 0.0061256387870488845
Position 2403: 0.005718471255047922
Position 5179: 0.005674973287590358
Position 9924: 0.004794960135358133
Position 4420: 0.0038650011556574664
Position 9182: 0.003300116202648561
Position 5088: 0.002488833407598034
Position 8271: 0.0019262677540114797
Position 600: 0.0019042549401853896
Position 8041: 0.0015997486870230058
Position 47: 0.0015355255603736676
Position 4093: 0.0015274731567617656
Position 2399: 0.001514065371229983
Position 4496: 0.0014998289586695055
Position 8557: 0.0014886009876652394
Position 6359: 0.0014737542541481692
Position 1047: 0.0014380373031516798
Position 4535: 0.0013386049477033621
Position 3168: 0.0011824020993969138
Position 8000: 0.0009169679470756581
Position 2961: 0.000914685238548691
Position 4924: 0.0008503070904469576
Position 6134: 0.0006270383240974515
Position 6188: 0.0006038686885600754
Position 8317: 0.0005888068093144068
Position 8019: 0.0005584256589250188
Position 6423: 0.00042265788245322334
Position 9299: 0.0004142672214334006
Position 7974: 0.0004074798159360542
Position 9824: 0.0003986509910932252
Position 1332: 0.0003782183269735343
Position 7764: 0.0003385776551810373
Position 8012: 0.0003190543118486957
Position 9546: 0.0003121569570990849
Position 8871: 0.0003015695302261495
Position 4153: 0.00024421132640382284
Position 1207: 0.00024157989765693404
Position 8323: 0.00023026421387954883
Position 464: 0.0002216054505743286
Position 8585: 0.00020708633104130723
Position 1991: 0.0001943441816533279
Position 6156: 0.00018057017572171985
Position 6538: 0.00017990155250763106
Position 7686: 0.000179388055346917
Position 9737: 0.00017238231382983306
Position 4164: 0.0001713138703117345
Position 8311: 0.00015506707788937477
Position 7957: 0.00014540550601474395
Position 8732: 0.00013630798463674265
Position 8313: 0.00013046159896555558
Position 697: 0.00012804990257604066
Position 4913: 0.0001278231267799958
Position 6533: 0.00012774690345905085
Position 42: 0.00012437103749942952
Position 7220: 0.00011834243590937331
Position 7092: 0.0001177797326639925
Position 3905: 0.000110692131071703
Position 6473: 0.00010763879928591134
Position 174: 0.00010644852334597834
Position 4333: 0.000102217999196615
Position 7725: 9.804561192470358e-05
Position 1172: 9.648093455689742e-05
Position 8582: 9.317620599958114e-05
Position 5102: 9.287520247605304e-05
Position 2675: 8.198905319426815e-05
Position 3477: 7.415560484998055e-05
Position 1923: 7.264527942591733e-05
Position 4860: 7.230023574826541e-05
Position 1941: 6.939216732282008e-05
Position 4342: 6.735858039591097e-05
Position 6717: 6.0855806681032146e-05
Position 6912: 5.710898400936291e-05
Position 324: 5.526781330524695e-05
Position 4850: 5.4580927548966896e-05
Position 641: 4.8159821350645806e-05
Position 6820: 4.782013941130916e-05
Position 4401: 4.7375896161418686e-05
Position 9200: 4.296237261930764e-05
Position 1286: 4.1405201715618697e-05
Position 1552: 3.951378655056308e-05
Position 2990: 3.789973612246226e-05
Position 5285: 3.691884695053014e-05
Position 3457: 3.412954071698169e-05
Position 1098: 3.305173916834019e-05
Position 7667: 3.14695431180602e-05
Position 6352: 3.0464793761500632e-05
Position 1814: 2.9862838070434214e-05
Position 1845: 2.9172723132702415e-05
Position 2508: 2.9059802380653016e-05
Position 1870: 2.8778142002190163e-05
Position 1796: 2.8501687114039176e-05
Position 1904: 2.7092310061940713e-05
Position 4486: 2.6144617079520785e-05
Position 9863: 2.545245556567767e-05
Position 5126: 2.102989728345122e-05
Position 2316: 1.9451099940637123e-05
Position 3434: 1.8654863533279264e-05
Position 1806: 1.7943650370551482e-05
Position 230: 1.7693856307334964e-05
Position 621: 1.6550781825041633e-05
Position 9119: 1.4669516651992421e-05
Position 263: 1.223798113761804e-05
Position 7353: 1.2105044752068172e-05
Position 438: 1.0480912977025877e-05
Position 1236: 1.0349233417530095e-05
Position 1591: 1.0221567212555032e-05
Position 3955: 9.943989993094023e-06
Position 4132: 9.875885758440391e-06
Position 3337: 9.541318174695542e-06
Position 650: 9.184575419969835e-06
Position 2275: 9.10498443733003e-06
Position 6526: 8.772161359998803e-06
Position 3283: 8.382593880163625e-06
Position 1185: 8.270182116063373e-06
Position 1714: 7.154011291415585e-06
Position 1307: 6.7217074837624115e-06
Position 952: 6.3126780179495865e-06
Position 6233: 6.118881623433677e-06
Position 55: 6.099586201998677e-06
Position 1897: 6.006605835919886e-06
Position 2045: 5.214464582359855e-06
Position 1400: 5.175392586471408e-06
Position 7404: 4.868330052268838e-06
Position 911: 4.61251827725476e-06
Position 8348: 4.442229004192691e-06
Position 550: 4.324057829510695e-06
Position 6556: 3.545795244734101e-06
Position 890: 3.487900041137523e-06
Position 7101: 3.4587570322694783e-06
Position 949: 3.436445447701373e-06
Position 1729: 2.369880409199463e-06
Position 8695: 1.6984071299478265e-06
Position 2198: 1.5463890158374367e-06
Position 417: 1.1521468633590774e-06
Position 577: 9.946856548930402e-07
Position 232: 8.39287497591641e-07
Position 348: 3.4937609295038196e-07
Position 331: 3.476990347294453e-07
Position 272: 1.31359591250088e-07
Position 235: 9.887802620133615e-08
Position 118: 9.625800514674977e-08
Position 2725: 7.982850868276981e-08
Position 430: 5.8633712429076194e-08
Position 358: 5.3894138565232044e-08
Position 9076: 4.434043177261075e-08
Position 8602: 3.600544364302143e-08
Position 396: 3.54575855687528e-08
Position 37: 2.6942137554692662e-08
Position 382: 1.4058563965316638e-08
Position 1234: 5.578135900425095e-09
Position 333: 5.2193276396827405e-09
Position 813: 4.8632504527045165e-09
Position 1154: 3.622896872963417e-09
Position 384: 9.100348871510682e-10
Position 8676: 7.299508374521892e-11
Position 8431: 9.506099418455232e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 8113: 0.964247535858953
Position 6222: 0.9205281019382764
Position 7613: 0.6973744574026037
Position 6075: 0.6431703740702841
Position 8725: 0.43366991814162686
Position 8455: 0.3338377975697421
Position 6053: 0.22980209987224304
Position 10025: 0.19539700381943895
Position 7537: 0.16300213783616033
Position 8424: 0.15767149415468718
Position 9373: 0.13832426238144468
Position 6600: 0.11626416542000961
Position 9391: 0.11340734143802286
Position 2339: 0.11064833321565515
Position 2272: 0.09922458005959772
Position 6583: 0.06115412963753924
Position 8838: 0.054330201450355976
Position 4257: 0.052697023254617364
Position 9099: 0.04672054773883506
Position 8521: 0.04361048945898436
Position 8518: 0.041698004382250804
Position 6251: 0.03139666302131309
Position 6026: 0.02862619163683404
Position 9171: 0.027214911214045887
Position 7557: 0.022634174782147003
Position 6097: 0.018690322700115947
Position 9757: 0.017567694697531517
Position 3319: 0.015328392849840215
Position 4601: 0.014806792946690378
Position 7629: 0.014741932658846761
Position 8971: 0.013810343317410784
Position 5205: 0.011718927961765392
Position 3601: 0.011511507980502867
Position 5396: 0.0110131885776982
Position 3432: 0.01072148751557912
Position 5254: 0.009526151157832159
Position 4615: 0.00948148919581544
Position 527: 0.009337960624103664
Position 7506: 0.009332087036404972
Position 7269: 0.008832828934102248
Position 7319: 0.007647325739587923
Position 2474: 0.007532749429829455
Position 6231: 0.007505358578869249
Position 7644: 0.007420038085814997
Position 9069: 0.007415293285241103
Position 9780: 0.00715551081858486
Position 9736: 0.006886128858975499
Position 8353: 0.006810239626061527
Position 7407: 0.0062733089348635555
Position 7865: 0.005570138145901393
Position 9104: 0.0054555773807616155
Position 865: 0.005059332411423156
Position 7448: 0.0050523595964895515
Position 9687: 0.004981381088729557
Position 1396: 0.00486961548655885
Position 2299: 0.004746543880590678
Position 8548: 0.004579540785752687
Position 5087: 0.004393851495592563
Position 4375: 0.004217277529677305
Position 7511: 0.004086104323020249
