Gene = Odr4
index = 779
Annotated 5SS: [  391  2845  4558  6723  8652 10023 10813 11582 12769 17585 18286 21052
 29590]
Annotated 3SS: [ 2723  4422  6626  8544  9985 10671 11485 12702 17455 18194 20880 29481
 30191]
SMsplice 5SS: [  391  2845  4558  6723  8676 11582 17585 21052 29590]
SMsplice 3SS: [ 2723  4460  6626  8544 11485 17455 20880 29481 30191]
top_k =  1000
Partition function (log Z): -1.2275360846912302

Sorted 5' Splice Sites (High to Low Probability):
Position 21052: 0.9970680401166011
Position 4558: 0.9907309669758907
Position 2845: 0.965902187351276
Position 6723: 0.9547370278243598
Position 17585: 0.9050734599083411
Position 8676: 0.8045391126285418
Position 11582: 0.721757124616029
Position 29590: 0.7128546841849986
Position 10023: 0.37301815474954775
Position 653: 0.36776734303144043
Position 391: 0.34976690947068956
Position 18286: 0.26387833872578487
Position 14271: 0.23976726013487623
Position 981: 0.2347469641803389
Position 23636: 0.2078078389757713
Position 18335: 0.1896263929372206
Position 17855: 0.18455879991968402
Position 12769: 0.15054343213169077
Position 24891: 0.12122001146048528
Position 26467: 0.11765658353142563
Position 3906: 0.10466413820580005
Position 91: 0.09909402530517852
Position 132: 0.09210327400540404
Position 8652: 0.08937051092886153
Position 12969: 0.08122233941132426
Position 7920: 0.07200207280655066
Position 11784: 0.058955607172339566
Position 898: 0.056014885980176475
Position 10813: 0.04691861482114599
Position 4763: 0.04569252146651158
Position 18660: 0.03939825457309475
Position 21604: 0.03769282010618891
Position 11870: 0.032416009556704484
Position 26657: 0.028768228235151475
Position 11840: 0.028368771489687174
Position 19647: 0.026840881199245558
Position 1864: 0.026331907504267796
Position 16847: 0.020067758103116055
Position 4209: 0.01976778552832486
Position 251: 0.01871439684820429
Position 190: 0.01742491239887824
Position 14195: 0.016808702076207792
Position 12062: 0.016013916499884814
Position 5483: 0.016008711240776713
Position 16875: 0.014433049218421042
Position 27103: 0.01358405849563666
Position 18302: 0.01286421480312281
Position 5229: 0.01112912292586227
Position 566: 0.010926701274785513
Position 1660: 0.010907934554661106
Position 19857: 0.010566275726964258
Position 7157: 0.01039979551810877
Position 18992: 0.010357153220902832
Position 477: 0.01021992223840139
Position 29788: 0.010068164144596665
Position 626: 0.008746884872483244
Position 8194: 0.008265202814552505
Position 17567: 0.00810558872880489
Position 26475: 0.008098457755637705
Position 19: 0.008043899511673624
Position 4138: 0.007842117263606969
Position 3768: 0.007197612024237349
Position 13940: 0.0071712341805594115
Position 7597: 0.007114726037471682
Position 309: 0.006986214745500739
Position 12973: 0.006778890777430595
Position 4809: 0.006113636011717378
