Gene = Lekr1
index = 630
Annotated 5SS: [    44   2911  17839  59163  60989  73600 106799 115181 117758 136138
 149809 153826]
Annotated 3SS: [  2821  17623  59042  60812  73413 106716 115102 117553 136043 149643
 153525 164486]
SMsplice 5SS: [   223   2911  17839  23439  30897  39615  51800  59163  98274 102990
 106799 115181 117758 134819 136138 139572 144260 149809 153826 160170]
SMsplice 3SS: [  2821  17623  23254  30829  39513  51568  59042  98171 102827 106716
 115102 117553 134681 136043 139453 144178 149643 153696 160063 164486]
top_k =  1000
Partition function (log Z): -97.57505538691747

Sorted 5' Splice Sites (High to Low Probability):
Position 2911: 0.7639731217285292
Position 4230: 0.632881280695248
Position 6339: 0.4810547048207993
Position 223: 0.47747923383806506
Position 3346: 0.26879231287508115
Position 165: 0.2190489244857727
Position 7253: 0.19074143358492868
Position 7298: 0.09249072130470543
Position 44: 0.09226198873808919
Position 5690: 0.08663650178231404
Position 7093: 0.07415722519195436
Position 2050: 0.07362386668256915
Position 274: 0.05846726543391962
Position 2068: 0.05719613317665703
Position 3492: 0.05443925806839795
Position 295: 0.05377471072907573
Position 17839: 0.05336268487759053
Position 353: 0.04073054806082029
Position 2036: 0.03508430970094588
Position 8339: 0.017913080015382072
Position 436: 0.015730846150409004
Position 3508: 0.013059186406973998
Position 1807: 0.011838934977882923
Position 5595: 0.011451454783699406
Position 550: 0.011253893315496
Position 1962: 0.00858860193361301
Position 215: 0.008077162402356428
Position 2611: 0.007287401250113722
Position 6088: 0.007165648410417028
Position 2847: 0.0052710809345903565
Position 464: 0.004832625402961682
Position 82: 0.004771127056720598
Position 7311: 0.0036579244149946405
Position 490: 0.003297988389542474
Position 2957: 0.003216918781275292
Position 2211: 0.003196693900957341
Position 142: 0.0031506842971428684
Position 1949: 0.003065961721092809
Position 1137: 0.0030384874227579093
Position 351: 0.0020046324703776298
Position 6914: 0.0019964627865649846
Position 328: 0.0015152976560125094
Position 2139: 0.0014961681537359389
Position 342: 0.0013637994008109248
Position 5349: 0.0009576572306138223
Position 415: 0.0006634752693041769
Position 2644: 0.0006503258127605775
Position 227: 0.0006296106540583942
Position 2735: 0.0006013671545395897
Position 2934: 0.0005918049285915674
Position 1823: 0.0005600914590381531
Position 97: 0.0005518107149802401
Position 1008: 0.0004810700108726849
Position 472: 0.00044377027253843964
Position 647: 0.0003389325992674203
Position 3025: 0.00033862502519012256
Position 450: 0.0003328876341404498
Position 2243: 0.00030822093927600105
Position 237: 0.000306769517239838
Position 2376: 0.0002723506876118647
Position 2184: 0.00015973769164111235
Position 930: 8.778013210011067e-05
Position 6626: 7.75124246466562e-05
Position 533: 6.903143098969633e-05
Position 744: 6.609420474144284e-05
Position 941: 4.706583742409385e-05
Position 777: 4.3563924693196684e-05
Position 6900: 3.439784360491474e-05
Position 5284: 2.89321323595738e-05
Position 1329: 2.32852911994525e-05
Position 962: 2.1929689308509312e-05
Position 1075: 1.8434418335202843e-05
Position 1390: 1.8223171098780585e-05
Position 969: 1.724707669636691e-05
Position 210: 1.6443331539739806e-05
Position 622: 1.5595048395264686e-05
Position 1422: 1.542339136990223e-05
Position 1317: 1.3433018627891777e-05
Position 1400: 1.233450147517214e-05
Position 3209: 1.1115321714292984e-05
Position 32: 1.088270960017519e-05
Position 1027: 9.67726884240355e-06
