Gene = Rexo2
index = 898
Annotated 5SS: [ 205 1302 5492 6210 7580 8792]
Annotated 3SS: [ 1217  5413  6097  7470  8737 11664]
SMsplice 5SS: [ 321 5492 6210 7580]
SMsplice 3SS: [ 5413  6097  7470 11664]
top_k =  1000
Partition function (log Z): -2.1482222230446344

Sorted 5' Splice Sites (High to Low Probability):
Position 5492: 0.9664847678061345
Position 7580: 0.9299090536514927
Position 6210: 0.8139512079484703
Position 321: 0.6686572494408425
Position 1302: 0.37656310832084017
Position 5345: 0.3104801738959363
Position 8792: 0.27283918876045643
Position 7858: 0.19222642681880125
Position 205: 0.1731975097718413
Position 11786: 0.1657999631367273
Position 2159: 0.13366711227959752
Position 792: 0.12009369382430864
Position 7340: 0.09578797583570214
Position 2015: 0.09545395251741715
Position 312: 0.09540807382347123
Position 1306: 0.09420680199530211
Position 498: 0.09403745119517849
Position 2850: 0.06190072283314145
Position 1359: 0.05376395913456587
Position 9432: 0.0471546601293957
Position 143: 0.04673034534985661
Position 1400: 0.045382441678412315
Position 10276: 0.038051563827553
Position 7326: 0.03562734843801776
Position 5770: 0.025022014613739818
Position 9348: 0.022504976268391853
Position 8676: 0.01845123329838952
Position 9136: 0.017400348950208644
Position 5033: 0.015951810027377937
Position 7794: 0.01517390112364968
Position 2732: 0.014432777762348201
Position 9307: 0.013667032289138315
Position 6408: 0.013569995489222511
Position 2957: 0.013289326648824425
Position 11230: 0.011371906310163953
Position 4249: 0.010441454757613426
Position 648: 0.010084296062261916
Position 1316: 0.00840991284994834
Position 7384: 0.008080717681958173
Position 2986: 0.007062066758646149
Position 5832: 0.006862756815927542
Position 2009: 0.0067977391592974655
Position 6587: 0.006662772691660264
Position 494: 0.00652048385592454
Position 3592: 0.00643533306671311
Position 1684: 0.006270563606679869
Position 6709: 0.005949707356562406
Position 3587: 0.005658507380439291
Position 231: 0.005613631953066886
Position 7872: 0.005470855209133351
Position 475: 0.005460662298779564
Position 3433: 0.005398124177647052
Position 67: 0.004989203816536764
Position 5752: 0.004582036874297941
Position 7827: 0.004365307379238035
Position 972: 0.004203571921175788
Position 7195: 0.004037441558380755
Position 2256: 0.0035641486384877805
Position 5981: 0.0034101560342270605
Position 11579: 0.003299583415005553
Position 5876: 0.0032064374761142
Position 7113: 0.002887282013222342
Position 562: 0.0028769411264683263
Position 4321: 0.0023761977555391625
Position 8028: 0.0022612156370947116
Position 3365: 0.002117783208753913
Position 9653: 0.0019803959966928886
Position 7554: 0.0018842521235315542
Position 11226: 0.0015773446445273942
Position 5122: 0.001572105976125174
Position 797: 0.0014748920271762816
Position 1094: 0.0014471271471907857
Position 55: 0.0012401596299737576
Position 7401: 0.0012086937944707787
Position 6754: 0.0011139546463289592
Position 5592: 0.0009958088057815883
Position 4936: 0.0009940180003302126
Position 533: 0.0007743039279152986
Position 801: 0.0007424857983749251
