Gene = Cldn12
index = 267
Annotated 5SS: [  25  558 1628 3719]
Annotated 3SS: [ 412 1537 3666 6334]
SMsplice 5SS: [ 162 6578]
SMsplice 3SS: [6430 6793]
top_k =  1000
Partition function (log Z): -5.055528192237562

Sorted 5' Splice Sites (High to Low Probability):
Position 162: 0.7644441544410984
Position 1628: 0.5988565126961558
Position 6543: 0.5688150736630775
Position 558: 0.48838689516255124
Position 6578: 0.368867994501972
Position 3719: 0.29837872248652386
Position 6794: 0.2877488663482601
Position 7553: 0.28711935946029554
Position 1074: 0.2748886863097679
Position 4306: 0.2199910334482771
Position 25: 0.1213415577638009
Position 2951: 0.09388310052737063
Position 8359: 0.07654428479870674
Position 169: 0.07592908433846886
Position 2183: 0.06263041127562156
Position 2564: 0.05943205362204935
Position 5948: 0.03334968268278253
Position 5983: 0.03115180950062412
Position 3545: 0.026992042214742485
Position 1779: 0.022177170937028902
Position 7903: 0.021847706427630873
Position 6116: 0.01967849977319259
Position 5078: 0.018444352005014847
Position 6914: 0.016744133364553975
Position 6799: 0.016559853071035212
Position 677: 0.015057381873601172
Position 4880: 0.014443910017046018
Position 9620: 0.014203595963142914
Position 6570: 0.013906106176943977
Position 6015: 0.007185481618208214
Position 6525: 0.006413059210002602
Position 575: 0.006405872970063326
Position 7468: 0.005094004948716522
Position 123: 0.004641772591722196
Position 7259: 0.004235407164784292
Position 6413: 0.004230239573560272
Position 6948: 0.0041906941989622686
Position 253: 0.004128189044451056
Position 7853: 0.003637276499906251
Position 2095: 0.0032879459772873084
Position 3936: 0.0032350209231401385
Position 2568: 0.0030621560266170514
Position 1632: 0.002858733396479879
Position 357: 0.002733571180881775
Position 3522: 0.002610881437050492
Position 5514: 0.00246322954745115
Position 6585: 0.0023605996083143955
Position 2357: 0.002257770696359042
Position 5996: 0.002058111513270761
Position 586: 0.001672028534067958
Position 7044: 0.001529097479342861
Position 2469: 0.0015263353204956194
Position 1733: 0.0014876480923471398
Position 6886: 0.001420123251058019
Position 8196: 0.0013230221921074709
Position 29: 0.0009464267298086108
Position 6529: 0.0009159177455999949
Position 316: 0.00090403784164073
Position 8089: 0.000816771761045275
Position 78: 0.0007732077891517712
Position 185: 0.0007437802135166613
Position 7849: 0.0006951942545889677
Position 311: 0.0006911180226036125
Position 976: 0.000679072914173679
Position 1473: 0.0006445197176571698
Position 150: 0.0006385786833440568
Position 14: 0.0006158359911419475
Position 873: 0.0005776394690152924
Position 7637: 0.0005305810560183408
Position 6865: 0.0005083148460027964
Position 374: 0.00048075153328765115
Position 531: 0.00047661990909634986
Position 68: 0.00041636160366107953
Position 1349: 0.00041260926946115134
Position 597: 0.0003723589089078013
Position 1534: 0.00035489478102880193
Position 729: 0.0003384771497878015
Position 3411: 0.00033434109123393836
Position 3867: 0.000323243405000485
Position 5211: 0.00026066446524795195
Position 1141: 0.0002589833629876328
Position 6939: 0.0002381019363824452
Position 4822: 0.00019158619163853104
Position 1136: 0.0001816272703003497
Position 176: 0.00016225014785348676
Position 940: 0.0001621047517482061
Position 108: 0.0001461588026936942
Position 666: 0.00014312947825201617
Position 34: 0.00013512851115439397
Position 4886: 0.00013055200961023923
Position 217: 0.00012082012492503031
Position 6742: 0.0001103748029871326
Position 191: 9.832340097707187e-05
Position 4354: 8.77505288882269e-05
Position 607: 8.479107311257186e-05
Position 207: 8.328520852311373e-05
Position 3783: 7.322598613790765e-05
Position 3760: 5.8773813509546485e-05
Position 136: 5.8246926584235545e-05
Position 4325: 5.808581601494551e-05
Position 4250: 5.69652146208984e-05
Position 4805: 5.443015087668893e-05
Position 6534: 4.941460222200258e-05
Position 6646: 4.421844380222573e-05
Position 6591: 4.2879063095206544e-05
Position 7527: 3.8173338968691076e-05
Position 1042: 3.803364048278794e-05
Position 476: 3.4869823782897644e-05
Position 817: 2.7339939469239934e-05
Position 4613: 2.678311029751412e-05
Position 205: 2.0839418018317635e-05
Position 49: 1.792935527767575e-05
Position 1303: 1.446289799315418e-05
Position 80: 8.287458788479659e-06
Position 1232: 7.998809799471197e-06
Position 496: 6.671678888214302e-06
Position 6557: 6.076832890725975e-06
Position 6595: 5.8970150160781065e-06
Position 6614: 5.16047214894356e-06
Position 57: 5.141393401370527e-06
Position 809: 3.918221222157071e-06
Position 85: 3.0664212114804675e-06
Position 71: 2.859600995437014e-06
Position 142: 2.661035410893102e-06
Position 446: 2.055827743263921e-06
Position 6659: 1.7592396098211e-06
Position 1797: 1.0324250076905627e-06
Position 314: 8.712122973667421e-07
Position 943: 7.268622660341447e-07
Position 31: 3.607070183114653e-07
Position 926: 1.6572982635593195e-07
Position 1057: 1.2296728242336289e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 6430: 0.8390735050832021
Position 430: 0.46910775546194183
Position 7439: 0.4274507830138337
Position 1537: 0.36670644805249525
Position 1002: 0.24557054955041865
Position 9703: 0.23689960143862568
Position 6793: 0.2367224177712321
Position 3666: 0.22750237453477
Position 4186: 0.21098523655349088
Position 6641: 0.20513574223484154
Position 1565: 0.1798713295042093
Position 7712: 0.12938640254818343
Position 5859: 0.11258819306657764
Position 6624: 0.09121858415461125
Position 7630: 0.08667619420515135
Position 6334: 0.076940219981542
Position 3594: 0.07392130049024226
Position 2681: 0.060033494752177854
Position 1466: 0.05433298577530235
Position 8220: 0.048819415014282004
Position 6491: 0.043239659741234115
Position 7354: 0.03865237371486906
Position 4665: 0.03482699988821061
Position 9462: 0.030613355183247235
Position 2436: 0.028203981804941002
Position 2702: 0.024429841819765666
Position 3275: 0.022761736526924918
Position 1705: 0.02232285133410657
Position 8962: 0.019514347304889018
Position 1030: 0.01928998581846876
Position 9321: 0.01726187104178509
Position 412: 0.016916514572207855
Position 8139: 0.016738539866827
Position 8240: 0.01648342353189188
Position 8816: 0.01643427129249901
Position 6464: 0.013006223365643773
Position 9093: 0.012975159302493346
Position 2035: 0.011338032528055597
Position 6886: 0.010995549984301722
Position 8279: 0.01076972016346315
