Gene = Arl6ip1
index = 134
Annotated 5SS: [ 194 2529 3267 7737 8502]
Annotated 3SS: [2394 3146 7618 8416 9251]
SMsplice 5SS: [ 194 2529 3267 8502]
SMsplice 3SS: [2394 3146 8416 9251]
top_k =  1000
Partition function (log Z): -8.00692726592677

Sorted 5' Splice Sites (High to Low Probability):
Position 2529: 0.8635582924710905
Position 194: 0.8553451111234978
Position 3267: 0.6823755959021962
Position 8502: 0.5724730975649825
Position 207: 0.0769855261923456
Position 7737: 0.04708184768210037
Position 348: 0.04469107959954524
Position 3014: 0.02011360897061492
Position 3486: 0.018979199388961948
Position 395: 0.016219971939051628
Position 8771: 0.015961310299396778
Position 402: 0.014543171120622625
Position 8155: 0.014200917114749089
Position 6747: 0.013707154649525384
Position 767: 0.01267418597662965
Position 3506: 0.009449591245749928
Position 3022: 0.009017421088323378
Position 4693: 0.008615711874313979
Position 2533: 0.00735872479845813
Position 4862: 0.007302887691049259
Position 1732: 0.00666462473669426
Position 352: 0.006474969645851978
Position 4475: 0.006249751740971887
Position 2043: 0.006089139938955335
Position 362: 0.005810340890829954
Position 1738: 0.004576965388550515
Position 3052: 0.004053659812337126
Position 8611: 0.0036729635262175934
Position 8747: 0.003662915886813544
Position 8556: 0.0034403147414763567
Position 2443: 0.0034348572581486326
Position 800: 0.0034186869215346253
Position 292: 0.003350346608858684
Position 9930: 0.0029558759985656804
Position 1147: 0.0026477649156133433
Position 9695: 0.002304267203286727
Position 2507: 0.0023023781667684835
Position 9819: 0.0022234233644852896
Position 1158: 0.0021313948892522634
Position 6848: 0.0019828089918011997
Position 9041: 0.0014593475091220765
Position 3394: 0.00130624934751153
Position 9090: 0.0012519528295359748
Position 3271: 0.001119536446335173
Position 6920: 0.001017459616285132
Position 4687: 0.0008323765198656625
Position 2995: 0.000821329845853747
Position 644: 0.0006309062268167648
Position 813: 0.000611318437632443
Position 224: 0.0005957659655272827
Position 198: 0.0005913506184234341
Position 204: 0.0005256635025577418
Position 1716: 0.0005186794817333424
Position 286: 0.0004949845805877568
Position 360: 0.00047913740727204907
Position 661: 0.00047713589822853404
Position 3797: 0.0004561894313281632
Position 2255: 0.0004007665743923907
Position 7161: 0.0002996079111607509
Position 6729: 0.00028860187969930107
Position 5419: 0.0002878683476979081
Position 818: 0.00026618099430716463
Position 4411: 0.00026487886649859387
Position 1674: 0.0002418517730966896
Position 5658: 0.0002415156863300687
Position 6363: 0.00023997230323652267
Position 2939: 0.00023855253663404094
Position 1529: 0.00022576862204823605
Position 250: 0.0001998215497700274
Position 211: 0.00018522596947516992
Position 1945: 0.000182321209857312
Position 2748: 0.0001683829760062769
Position 613: 0.00015839710935297905
Position 2946: 0.00015542002598528228
Position 2487: 0.000136700452973391
Position 23: 0.00012883114308328002
Position 2512: 0.00012791155287059482
Position 1722: 0.00011843538731872947
Position 1480: 0.00011062982930722958
Position 1510: 9.852418793842014e-05
Position 784: 8.632781021412714e-05
Position 1489: 8.568912904347481e-05
Position 995: 8.408809755687546e-05
Position 2095: 7.960426646209876e-05
Position 1436: 6.750353165967852e-05
Position 2687: 5.0979143229158115e-05
Position 2464: 3.6763012195703045e-05
Position 3747: 2.884189980841313e-05
Position 2894: 1.5791189288687614e-05
Position 2561: 1.0989114202653208e-05
Position 215: 9.831853496234433e-06
Position 2509: 9.061878139644795e-06
Position 3410: 6.64142693959251e-06
Position 2682: 5.695527488994559e-06
Position 3323: 3.228346808074234e-06
Position 3288: 2.798888226440569e-06
Position 3184: 2.5974796001956386e-06
Position 122: 1.929501721353996e-06
Position 495: 1.7772243411013414e-06
Position 94: 1.1202757879663156e-06
Position 314: 1.0572587841541348e-06
Position 120: 1.0059704535183211e-06
Position 78: 7.624254036322123e-07
Position 148: 3.7352804800413775e-07
Position 37: 3.6496611395832217e-07
Position 106: 2.823672313870568e-07
Position 490: 2.603683327972504e-07
Position 464: 2.53064322450615e-07
Position 3: 2.2320353013682283e-07
Position 134: 1.5980845824803922e-07
Position 126: 1.1335820046199362e-07
Position 8567: 7.366972558689943e-08
Position 430: 6.903573382560224e-08
Position 124: 2.535937025062067e-08
Position 108: 1.2559024813688692e-08
Position 906: 1.2306145345835407e-08
Position 545: 8.109530170554215e-09
Position 376: 7.688569911153494e-09
Position 619: 1.971901546639553e-10
Position 552: 1.4518764991780952e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2394: 0.8613899939037121
Position 3146: 0.7082480228066698
Position 9251: 0.5921579797677422
Position 8416: 0.5772730480958131
Position 7618: 0.0632410737777521
Position 9929: 0.0432788070475584
Position 10265: 0.04111775032896238
Position 9626: 0.03754629149989276
Position 2912: 0.030146668246947183
Position 9595: 0.02930617359686482
Position 10180: 0.02506848557217804
Position 4321: 0.023538161988347395
Position 8673: 0.023387323493965134
Position 3327: 0.021966612717204802
Position 291: 0.018624936365751132
Position 8042: 0.016978537307504413
Position 8647: 0.01510850402299171
Position 6667: 0.013244581886921033
Position 261: 0.012630890491339213
Position 8770: 0.012464707898282123
Position 10012: 0.011119567224219567
Position 8340: 0.010331840998059045
Position 4474: 0.009802921005872127
Position 593: 0.009604232982736454
Position 9657: 0.007968537350080719
Position 9562: 0.007723325054675329
Position 4033: 0.00747985688059657
Position 9170: 0.006867212477589109
Position 9456: 0.006293538204259531
Position 8097: 0.005832727550101226
Position 3238: 0.0057139735183578365
Position 2424: 0.00564202375123902
Position 2720: 0.005335451761273439
Position 5358: 0.0051168673142098576
Position 10197: 0.004851485796877061
Position 4325: 0.004705551231727664
Position 4629: 0.0044155923251355455
Position 3389: 0.004182971099005148
Position 1637: 0.004117720100187335
Position 10341: 0.004076707440561419
Position 4721: 0.0038521353906500566
Position 6650: 0.0037500267709694194
Position 4792: 0.003741372655846866
Position 1870: 0.003657529805923627
Position 9704: 0.003432320781291514
Position 6577: 0.003326289492658354
Position 1011: 0.0033252555561500427
Position 5882: 0.003105942830481849
Position 5440: 0.0030487459642502828
Position 2254: 0.0029874596505744984
Position 9837: 0.0029008612703408853
Position 3369: 0.002892885223616413
Position 10734: 0.002798350519834363
Position 2279: 0.0027733343794408513
Position 2645: 0.00255253836099024
Position 10538: 0.0025245641008846288
Position 7059: 0.0023286426404076107
Position 3348: 0.002134382244920687
Position 1564: 0.0020446783874885997
Position 1963: 0.001885297272218633
Position 498: 0.0017049979746918216
Position 6220: 0.0015273030283673333
Position 2748: 0.0014951796257864406
Position 1414: 0.0013575832539495596
Position 4760: 0.0013363571540682727
Position 6191: 0.0013314751815911776
Position 1673: 0.0013030342600811443
Position 10119: 0.00129398200770999
Position 4051: 0.0012267291825168538
Position 1657: 0.0011869905705714683
Position 1601: 0.0011685265901252699
Position 629: 0.0011601164258979242
Position 4252: 0.0010906436561711203
Position 7081: 0.0010652807853089247
Position 9004: 0.0009459848937461957
Position 9813: 0.0009288703417588688
Position 2348: 0.0008872723900269437
Position 3468: 0.0008685155250463344
Position 8467: 0.0008198846779269719
Position 8652: 0.0007757784358162197
Position 7576: 0.0007640857756799978
Position 7718: 0.0007551066115397396
Position 5191: 0.0007264386764564641
Position 5556: 0.0007092099443182607
Position 8252: 0.0006685685200235
Position 4398: 0.0006580070841206247
Position 10323: 0.0006362124358619979
Position 2324: 0.0006222451660197524
Position 8589: 0.0006042181247905914
Position 3864: 0.0005986338946512895
Position 2328: 0.0005803717103815597
Position 3308: 0.000546120410398074
Position 5986: 0.000539380728354947
Position 2798: 0.0005380091328603761
Position 5284: 0.0005214614377506582
Position 8716: 0.0005015481408604864
Position 735: 0.0004651172357595821
Position 2431: 0.00046474095934645194
Position 906: 0.0004629862911424459
Position 10565: 0.0004341253751281351
Position 9882: 0.0004303827742672492
Position 10632: 0.00041564879657894936
Position 839: 0.0004040043440852779
Position 5721: 0.0003871066395528537
Position 3270: 0.00036200687683848984
Position 1938: 0.0003519695724748653
Position 656: 0.00034730679201710357
Position 1351: 0.0003469815790543108
Position 267: 0.000343178288490305
Position 9468: 0.0003293867450237191
Position 569: 0.00031967843319807924
Position 2355: 0.0003153260282727812
Position 1457: 0.0002999219813408534
Position 2297: 0.0002991229106077141
Position 1501: 0.00029181727880257753
Position 9304: 0.00028904625957890497
Position 1966: 0.0002881815820652947
Position 3613: 0.0002675051718023177
Position 8692: 0.00025889543374067633
Position 8866: 0.0002525402846113674
Position 961: 0.0002403999502043561
Position 1997: 0.00023391036396293218
Position 2371: 0.0002300943147060413
Position 1944: 0.00022880285787183304
Position 3703: 0.0002252301645506871
Position 8722: 0.00022244853593672817
Position 2286: 0.00021121027844499797
Position 10701: 0.0002106242398003418
Position 2411: 0.00020803016775739963
Position 6234: 0.00020353975272368243
Position 5685: 0.00020254711596074326
Position 338: 0.00019562039526242257
Position 2419: 0.0001918460389301321
Position 5799: 0.00018926980167058356
Position 4513: 0.00018333282533393444
Position 4079: 0.00017956853692699848
Position 605: 0.00017758054290953812
Position 7808: 0.00017384216922656395
Position 4958: 0.00017144073777473418
Position 2403: 0.00017062267768056072
Position 1016: 0.00016976368588985326
Position 2183: 0.00015364133601254552
Position 1915: 0.0001471892661313406
Position 2854: 0.00014559567157757382
Position 3350: 0.0001381873138929722
Position 7107: 0.00013808561477395576
Position 7247: 0.00012845594803820523
Position 5767: 0.0001234874349758574
Position 4846: 0.00012190750064362554
Position 543: 0.00012157786632029482
Position 7893: 0.00012012247383932169
Position 7175: 0.00011930725012762848
Position 3976: 0.00011681982823763571
Position 1079: 0.0001126201738334879
