Gene = Tsks
index = 1149
Annotated 5SS: [  193   744  7614  7862  8686  9572 10681 11227 13327 14493]
Annotated 3SS: [  520  7517  7777  8601  9284 10485 11052 13190 14335 14594]
SMsplice 5SS: [  302   744  7614  8686 11227 14493]
SMsplice 3SS: [  520  7517  8601 11052 14335 14565]
top_k =  1000
Partition function (log Z): -3.5160736275964974

Sorted 5' Splice Sites (High to Low Probability):
Position 7614: 0.9507293322280805
Position 8686: 0.8867142234096786
Position 11227: 0.7991919963670576
Position 744: 0.6101597132753142
Position 14493: 0.5370600572016472
Position 302: 0.4635979468053978
Position 7862: 0.25756645560615027
Position 289: 0.2392422391719358
Position 787: 0.22971979591641611
Position 2792: 0.22309143701054573
Position 11373: 0.2197193906503866
Position 9572: 0.19201542993668258
Position 13264: 0.19127777535025822
Position 13327: 0.16066163843677442
Position 13339: 0.15673982532041555
Position 10681: 0.10873671789377251
Position 9607: 0.09151626717732021
Position 10696: 0.07887426504252402
Position 4347: 0.06178598657165029
Position 14461: 0.0587252116632725
Position 286: 0.057439131407243174
Position 2957: 0.05379585926634886
Position 1412: 0.04473327437048841
Position 400: 0.044709442975092745
Position 9242: 0.04251452318359815
Position 10185: 0.036360512602396707
Position 95: 0.027913973875652635
Position 193: 0.027455264192094257
Position 3325: 0.027026266214702617
Position 12358: 0.026091870674924005
Position 3988: 0.02540186067772209
Position 12969: 0.022260086373885487
Position 137: 0.020041817390761357
Position 11239: 0.016235388016170513
Position 404: 0.014157928967230143
Position 9247: 0.013656708939501896
Position 5099: 0.013162130177426514
Position 11764: 0.012886079040510279
Position 12633: 0.012362178761637442
Position 5853: 0.011819176062340528
Position 7587: 0.011298530832135468
Position 1836: 0.009385533508346216
Position 13277: 0.00910023868352521
Position 14498: 0.008049566677533303
Position 8499: 0.005903057483956809
Position 9394: 0.005780589305325013
Position 2423: 0.005666161090662038
Position 12721: 0.005663137722215685
Position 12778: 0.005170139219563395
Position 762: 0.004853196944798267
Position 8519: 0.0035243827211815797
Position 7539: 0.0034251036478095244
Position 6487: 0.003319300904379949
Position 10966: 0.0030195095613108377
Position 7843: 0.0029781184147887464
Position 10213: 0.002950836603106111
Position 3075: 0.0027701244676929496
Position 9546: 0.002750155927597297
Position 14173: 0.002332397393319767
Position 4753: 0.002263740219324701
Position 6469: 0.0018080096754045539
Position 116: 0.0013809675056446111
Position 8617: 0.0011333517600871951
Position 8714: 0.001024201718010806
Position 428: 0.0009454829840845831
Position 2438: 0.0008873646629620556
Position 8694: 0.0008400359305163575
Position 331: 0.0006954278558349824
Position 594: 0.0006425453225606219
Position 215: 0.0005711317242556833
Position 179: 0.0005191316008690813
Position 8746: 0.0004577768532812273
Position 2344: 0.0004336906577477799
Position 38: 0.00041686288974066623
Position 105: 0.000387575673231505
Position 1830: 0.0003686110758731281
