Gene = Henmt1
index = 537
Annotated 5SS: [  348  1333  2772 12840 13851 17711 18636]
Annotated 3SS: [ 1184  2642 12726 13715 17530 18457 19825]
SMsplice 5SS: [  348  1333  2237  2772 12840 17711 18636]
SMsplice 3SS: [ 1184  2084  2642 12726 17530 18457 19825]
top_k =  1000
Partition function (log Z): -3.8635582823117818

Sorted 5' Splice Sites (High to Low Probability):
Position 17711: 0.9467382947176076
Position 12840: 0.8996241511634872
Position 1333: 0.8652617668134701
Position 2772: 0.8540559918346603
Position 2237: 0.8293983997356554
Position 18636: 0.6164105327593988
Position 9726: 0.5466824029119409
Position 13851: 0.5355432602243143
Position 8847: 0.43374271769820133
Position 348: 0.38642573158795673
Position 334: 0.25706572666454525
Position 86: 0.2497690622483002
Position 6203: 0.20611318919978538
Position 1997: 0.1637652314687918
Position 17959: 0.15287230174856065
Position 10146: 0.1478010447941513
Position 506: 0.10269393762803314
Position 4745: 0.06363333755650077
Position 4730: 0.06322779909829628
Position 3479: 0.059674074518316536
Position 9672: 0.05302430964750941
Position 19361: 0.05270050857561462
Position 9701: 0.047513153099390255
Position 9243: 0.04570998402395193
Position 10325: 0.0424333407660853
Position 11853: 0.03190326101931689
Position 7004: 0.027677981269390733
Position 8867: 0.020775623141036002
Position 6653: 0.02011477119350082
Position 103: 0.01980152589672821
Position 10114: 0.01863098159123895
Position 2271: 0.01792548289842423
Position 18507: 0.016908018715583933
Position 12941: 0.016791319724033773
Position 158: 0.015075478757371663
Position 11824: 0.01478730767137918
Position 18680: 0.01377829634059589
Position 19163: 0.012532305565223657
Position 5410: 0.011401782409618503
Position 19119: 0.009610129108337395
Position 17975: 0.009048143315616486
Position 3874: 0.008886798096856807
Position 18547: 0.00744301336849088
Position 4734: 0.0073996945956937826
Position 17855: 0.006608408311749
Position 18559: 0.006370436034862524
Position 2222: 0.0059995515354908735
Position 18021: 0.005937177475733128
Position 17986: 0.005730805816303467
Position 1680: 0.005593397203094795
Position 145: 0.005281787281146635
Position 18416: 0.005100503089653005
Position 17968: 0.004843420637037922
Position 7203: 0.004355049018553414
Position 2159: 0.0035498928835556347
Position 8053: 0.003239220097774042
Position 1488: 0.0031890083849176356
Position 1502: 0.003157125907595312
Position 18220: 0.0030890782488970396
Position 4006: 0.0028464526556720294
Position 815: 0.0024313088060954964
Position 18640: 0.00234799763198333
Position 943: 0.0022952948943347293
Position 2691: 0.002115945228320776
Position 1958: 0.0019979440749676638
Position 388: 0.0018166727769759609
Position 2726: 0.0016507858413657072
Position 14077: 0.0014743977317311005
Position 1867: 0.0014344867480112333
Position 428: 0.0013752843281646804
Position 20153: 0.0011722809702042634
Position 1003: 0.0011108167736299935
Position 1021: 0.0011010279135865945
Position 3203: 0.0010491732092543394
Position 627: 0.0010456202948978357
Position 2407: 0.000848526569553909
Position 70: 0.0007895463670019723
Position 3194: 0.0006952163357231262
Position 3622: 0.000657950995806922
Position 443: 0.0006364732013299948
Position 1860: 0.0005625912218602918
Position 361: 0.0004870870902281366
Position 1081: 0.000438770972113031
Position 1775: 0.00041070700345288014
Position 2217: 0.0003550799946105234
Position 399: 0.00031580324174042295
Position 1027: 0.0002542315633150498
Position 1808: 0.00024741284105949345
Position 1789: 0.00024540682100021805
Position 1662: 0.00023827721757076886
Position 127: 0.00021964264359431162
Position 1038: 0.00021012601143920466
Position 1411: 0.00020836369501548097
Position 3139: 0.0002061166841633524
Position 1639: 0.00019695206232270962
Position 2163: 0.0001890950290039463
Position 2655: 0.00018701512101010695
Position 1590: 0.00018590528414309473
Position 2109: 0.00018413046740971406
Position 115: 0.00018348673026298695
Position 791: 0.000178844915761328
Position 7800: 0.00017878805163174376
Position 8077: 0.00015519908190095495
Position 133: 0.0001506697179700075
Position 1378: 0.00014817087391379817
Position 4276: 0.00014332427220473918
Position 1499: 0.00013473211122511184
Position 782: 0.00011975154089417058
Position 835: 0.00011573446728750393
Position 9594: 0.00010977514187466044
Position 2436: 0.0001096199013886606
Position 1581: 9.75127878190993e-05
Position 130: 8.410833157085363e-05
Position 2544: 8.315278378933837e-05
Position 591: 8.26024241556539e-05
Position 57: 8.031361113295067e-05
Position 487: 7.775177107820516e-05
Position 510: 7.191441688691861e-05
Position 862: 6.994199727494402e-05
