Gene = Xpo6
index = 1193
Annotated 5SS: [  510 26251 29379 31280 39548 43685 47583 51175 59844 69383 70861 72182
 76037 80052 84601 86752 87657 90495 91623 91957 93338 95308 95705]
Annotated 3SS: [26159 29265 31081 39387 43606 47128 51047 59733 69273 70770 72111 75876
 79958 84455 86604 87466 90338 91507 91784 93175 95208 95473 98017]
SMsplice 5SS: [  510  9869 18878 26251 29379 31280 39548 43706 47210 48092 51175 59844
 62412 69383 70254 70861 72182 76037 80052 84123 84601 86752 87657 90495
 91623 91957 93338 95308 95705 97330]
SMsplice 3SS: [ 9768 18576 26159 29265 31081 39387 43606 47128 47870 51047 59733 62196
 69305 70135 70767 72111 75876 79958 83935 84455 86604 87466 90338 91507
 91784 93175 95208 95473 97217 98017]
top_k =  1000
Partition function (log Z): 19.898786134792882

Sorted 5' Splice Sites (High to Low Probability):
Position 18878: 1.0
Position 26251: 1.0
Position 51175: 0.9995698432524265
Position 31280: 0.996234239949067
Position 69383: 0.992921437213498
Position 93338: 0.9918306094017911
Position 91957: 0.9747461551031974
Position 510: 0.9488976517892711
Position 29379: 0.9486420409498074
Position 70861: 0.9459367371071802
Position 59844: 0.9375186556761751
Position 39548: 0.9370253754038257
Position 86752: 0.9243114411055441
Position 91623: 0.888505551386007
Position 76037: 0.8706885769921116
Position 90495: 0.8649000816723134
Position 9869: 0.8597207267740923
Position 95705: 0.849512600098656
Position 62412: 0.8440223989296115
Position 84601: 0.8004137826865625
Position 87657: 0.7751306063031412
Position 95308: 0.7751278873793412
Position 72182: 0.7412036103116488
Position 47210: 0.7109347530781089
Position 70254: 0.6857850117410775
Position 80052: 0.684916692099471
Position 84123: 0.668925275250005
Position 80308: 0.577627129426188
Position 56095: 0.4456888158128778
Position 43706: 0.43641438791644077
Position 43685: 0.41591316333734346
Position 48092: 0.4080696977848785
Position 7609: 0.36350346471295036
Position 47935: 0.3521971403124231
Position 95525: 0.35152233100551994
Position 97330: 0.29026048702934826
Position 71646: 0.27237730888050027
Position 97482: 0.27129849366500525
Position 73404: 0.24647391049235387
Position 32405: 0.22879774789481605
Position 80647: 0.20992417540629318
Position 59663: 0.17443748458040484
Position 47583: 0.16043152278035178
Position 32120: 0.15968689729938612
Position 11430: 0.15793265919477226
Position 50905: 0.1577418621608182
Position 34377: 0.13606359176820998
Position 48366: 0.13568373045088516
Position 50942: 0.1322182479978624
Position 96786: 0.13145356970380992
Position 1999: 0.12878224499538074
Position 96212: 0.12447932629119322
Position 56490: 0.12370586739539212
Position 15113: 0.11607479069364146
Position 88231: 0.11239144057459086
Position 34018: 0.10501568706104776
Position 3532: 0.10453997741820052
Position 98054: 0.1012843352309898
Position 73312: 0.09785264942780189
Position 66207: 0.09609631714839866
Position 34128: 0.09201837762429399
Position 87238: 0.08892950155309423
Position 95085: 0.0854436311134345
Position 32063: 0.08460408989410072
Position 11219: 0.07812902193545218
Position 94088: 0.07461887858092768
Position 87641: 0.07408248094382419
Position 48096: 0.07080101044950161
Position 47214: 0.06968273377468813
Position 65369: 0.0696390733735657
Position 56159: 0.06283644627148303
Position 52614: 0.061385655500936345
Position 49185: 0.053941989126225734
Position 39520: 0.05388174252865501
