Gene = Thy1
index = 1079
Annotated 5SS: [  93 2635 3569]
Annotated 3SS: [2572 3229 3954]
SMsplice 5SS: [93]
SMsplice 3SS: [3954]
top_k =  1000
Partition function (log Z): -7.904160887983188

Sorted 5' Splice Sites (High to Low Probability):
Position 93: 0.6938665758005171
Position 2635: 0.5097593023015796
Position 470: 0.35655346819469724
Position 1569: 0.158889418320392
Position 402: 0.09887233869245297
Position 1255: 0.06744790036157906
Position 1971: 0.06143023733064831
Position 1765: 0.043658696539054895
Position 3569: 0.04236266046044513
Position 4135: 0.03148173315964534
Position 3256: 0.02486149392626396
Position 383: 0.019662545307162452
Position 230: 0.01841023191826362
Position 3174: 0.016191890536753427
Position 2738: 0.015269193441712148
Position 1714: 0.011948694218662046
Position 246: 0.008377162868776841
Position 240: 0.005107141957661969
Position 2648: 0.004828854520987985
Position 1192: 0.004599981307102082
Position 3280: 0.003867746703263195
Position 4885: 0.0038296545281645347
Position 1546: 0.0034792013794902833
Position 3457: 0.0030157214707684475
Position 3414: 0.0029310662035638593
Position 3603: 0.0029007097574894176
Position 4120: 0.002628367751291738
Position 4103: 0.002606654852304496
Position 1753: 0.0022198304533779314
Position 1670: 0.0021899649825588936
Position 1852: 0.002177256765809941
Position 1757: 0.001437474270376283
Position 3506: 0.0012970661036449955
Position 3188: 0.0011585171514317736
Position 3551: 0.0009247706583726111
Position 454: 0.0009029536947815432
Position 4492: 0.0009011583474939145
Position 1773: 0.0008098035863111704
Position 3238: 0.0007834475766836302
Position 2727: 0.0007577246509008686
Position 3348: 0.0006626139478681275
Position 3379: 0.0005960523737473978
Position 1541: 0.00047718008460441956
Position 946: 0.0002807568252279758
Position 4071: 0.00024786014542424743
Position 2695: 0.00023717820147875084
Position 308: 0.0001669652301658382
Position 617: 0.00012349096203295856
Position 434: 0.00010169859824280257
Position 582: 4.6811931569348154e-05
Position 2515: 4.561978691812886e-05
Position 1113: 3.68510222822338e-05
Position 1168: 3.315327989295745e-05
Position 622: 3.161584138605932e-05
Position 171: 3.0239664223524452e-05
Position 1382: 2.630711829947048e-05
Position 380: 2.4213167583907424e-05
Position 679: 2.416478179948054e-05
Position 1156: 2.1174635796571865e-05
Position 1259: 2.025350606365408e-05
Position 36: 1.8923861142759763e-05
Position 1216: 1.852863425258337e-05
Position 10: 1.7771311612974448e-05
Position 87: 1.5607902495657906e-05
Position 262: 1.1679876281576555e-05
Position 357: 8.94930228796619e-06
Position 486: 8.681977400435096e-06
Position 1179: 8.565109826750042e-06
Position 746: 7.5709318429723344e-06
Position 312: 7.045065541180391e-06
Position 688: 4.502969733518487e-06
Position 981: 4.104463000029691e-06
Position 423: 2.3432519308525535e-06
Position 269: 1.731531344583781e-06
Position 53: 1.1521664640840552e-06
Position 667: 1.0215452506186933e-06
Position 657: 9.458887562070547e-07
Position 917: 8.092803301183258e-07
Position 504: 7.588813116290518e-07
Position 406: 5.586228413632834e-07
Position 869: 5.546776992140422e-07
Position 442: 3.708269249418675e-07
Position 753: 2.426039181139561e-07
Position 799: 1.0566118998630999e-07
Position 855: 5.575888989307035e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3954: 0.4608157445191243
Position 2542: 0.3345897148970948
Position 2572: 0.17049284097503792
Position 306: 0.16295236289566795
Position 3237: 0.16295152023551604
Position 1032: 0.12016387140055448
Position 1452: 0.10982187331187968
Position 3173: 0.08964213375287607
Position 4786: 0.06689616899559493
Position 1594: 0.04931251696213462
Position 4972: 0.048499315723984006
Position 1414: 0.042973036684318115
Position 5099: 0.028421800953180455
Position 3209: 0.028406488952642188
Position 2557: 0.028153883910273073
Position 1075: 0.02647415002390435
Position 1839: 0.02535765495400972
Position 1658: 0.022785782486736263
Position 1516: 0.02184352797629495
Position 3834: 0.02136162571573396
Position 308: 0.019429873051814678
Position 3059: 0.018257939138774805
Position 3444: 0.017775290347132936
Position 4800: 0.016312702706555462
Position 1696: 0.013469334134620318
Position 4139: 0.012013484189733428
Position 365: 0.011941898832007044
Position 4945: 0.010193718028479418
Position 4117: 0.009271913139578933
Position 2634: 0.008402970064981122
Position 4209: 0.007586192347851023
Position 1060: 0.005765937870164689
Position 2506: 0.00525088537352041
Position 1896: 0.004739865350862197
Position 4044: 0.003931426100053698
Position 894: 0.0038782640983273495
Position 4318: 0.003362197175206484
Position 245: 0.0028820354004746706
Position 1095: 0.0022544151676030374
Position 380: 0.002238204750537669
Position 1798: 0.001996235215998792
Position 4438: 0.0018522426463126623
Position 3123: 0.001413129734494084
Position 678: 0.0014091834736912048
Position 5020: 0.001345533797337523
Position 2870: 0.001314496442815704
Position 1142: 0.0012764413302159248
Position 3151: 0.001267410186679335
Position 3822: 0.001137946785748847
Position 239: 0.0011057447689652156
Position 5005: 0.0010907451278148103
Position 3456: 0.0010687854850800827
Position 3469: 0.001053533228375779
Position 190: 0.0010104209672416225
Position 4976: 0.001003667419452955
Position 323: 0.0009511557809538945
Position 4156: 0.0008824914899621881
Position 797: 0.0008098600493342865
Position 869: 0.0007825789011917096
Position 1816: 0.0007421277321407111
Position 4442: 0.0007343868315799246
Position 5143: 0.0005829748906440126
Position 2058: 0.0005767094581800185
Position 4338: 0.0005530726741299753
Position 2799: 0.0005505125212126993
Position 4844: 0.0005274325759944499
Position 1268: 0.0005208546649567393
Position 2712: 0.0005152558636801803
Position 171: 0.0004865783141432663
Position 430: 0.0004768779014257509
Position 2450: 0.00043852234224373666
Position 469: 0.0004164048747326945
Position 4173: 0.00040960354150241347
Position 2432: 0.0003653479240875572
Position 3252: 0.0002903145834717893
Position 2819: 0.00028104940947194367
Position 3388: 0.00027933070957237975
Position 3229: 0.0002684682064327826
Position 1233: 0.00025833547462193697
Position 827: 0.0002377056669218046
Position 229: 0.000233832471230674
Position 753: 0.00023180202266573382
Position 2514: 0.00021122258620320797
Position 1013: 0.00020751995073145152
Position 2877: 0.0002007883310341801
Position 2607: 0.0001873598198121545
Position 1317: 0.00018400851387165854
Position 2718: 0.00017744610526656407
Position 1113: 0.00017090457326214147
Position 2726: 0.00016336372342744818
Position 262: 0.00015227087454597763
Position 1890: 0.00014344908551386097
Position 345: 0.00013062114059765297
Position 1940: 0.0001292100379936644
Position 1186: 0.0001225791165005009
Position 3008: 0.00011972401798741102
Position 1709: 0.0001094049843455579
Position 3255: 0.00010704837136019361
Position 2580: 9.416355856390479e-05
Position 3486: 9.295855761588641e-05
Position 1460: 9.205869255193974e-05
Position 332: 8.777319776529673e-05
Position 1175: 8.205120161122387e-05
Position 392: 7.784190282811178e-05
Position 320: 7.757921350616134e-05
Position 1300: 7.757758159244896e-05
Position 252: 6.735352920770158e-05
Position 2424: 6.63320282561679e-05
Position 401: 6.0512521783932324e-05
Position 258: 6.015134276847424e-05
Position 1305: 5.67681737021488e-05
Position 3342: 5.332711609805865e-05
Position 182: 4.712359767664724e-05
Position 1641: 4.497714689600012e-05
Position 350: 4.482530945365647e-05
Position 1911: 4.4773706524902974e-05
Position 4356: 4.0752061081262294e-05
Position 165: 3.847921768026205e-05
Position 1598: 2.7631498287248967e-05
Position 226: 2.499457046189941e-05
Position 2416: 2.474603225377891e-05
Position 1238: 2.3951448400438438e-05
Position 1191: 1.9071323717932344e-05
Position 1339: 1.8626901698039268e-05
Position 2307: 1.8547883356341847e-05
Position 1669: 1.8321324992226693e-05
Position 1724: 1.758232225103915e-05
Position 336: 1.6567123086459074e-05
Position 398: 1.6474312542847307e-05
Position 254: 1.5920664239225316e-05
Position 1367: 1.1693912352030524e-05
Position 1154: 1.1546381970843584e-05
Position 423: 8.883488215328702e-06
Position 1323: 8.656984177481688e-06
Position 2926: 6.336880379486871e-06
Position 1333: 6.10877966661211e-06
Position 1539: 5.800112364683367e-06
Position 1603: 5.353223962573758e-06
Position 1212: 4.730074068664008e-06
Position 2614: 3.7785394736818893e-06
Position 2278: 1.8618862169498986e-06
Position 1144: 1.3957253456253974e-06
Position 2292: 1.3122472373336709e-06
Position 419: 1.197309746973258e-06
Position 1287: 1.0706885243940309e-06
Position 1289: 9.430995080395279e-07
Position 394: 5.617340490152127e-07
Position 897: 5.378824232739131e-07
Position 528: 4.977531435060871e-07
Position 642: 4.87716412105909e-07
Position 2347: 4.1243617194091976e-07
Position 155: 3.1740203883962565e-07
Position 510: 2.1881108865484727e-07
Position 1264: 2.1641739400917956e-07
Position 591: 1.9663511937006157e-07
Position 585: 1.6969526889662607e-07
Position 772: 1.506592890703829e-07
Position 762: 1.4908843065325414e-07
Position 907: 1.1201529524642334e-07
Position 495: 9.569202238927901e-08
Position 778: 8.815324862148328e-08
Position 474: 4.734398848264749e-08
Position 553: 2.4203461078127093e-08
Position 560: 1.9738345173352395e-08
Position 648: 1.0100471594727533e-08
Position 587: 8.879219420201064e-09
Position 141: 6.957373261646398e-10
Position 1553: 2.8332984675761645e-10
Position 564: 6.175791841482058e-11
Position 570: 4.543296722127944e-11
Position 532: 4.1104876331013056e-11
Position 130: 1.964034867027131e-11
Position 904: 1.3937077819676055e-11
Position 615: 1.049379080527716e-11
Position 609: 8.835406490134876e-12
Position 694: 7.216854698591748e-12
Position 92: 2.6405520022938934e-12
Position 78: 1.534864332427967e-12
Position 147: 4.963046089038442e-13
Position 548: 4.707088615632154e-13
Position 82: 4.5732962024012246e-14
Position 113: 4.3474823796763404e-14
Position 102: 2.836125424502364e-14
Position 99: 1.7139624267944228e-14
Position 97: 3.248530946777424e-15
Position 87: 3.114810724984177e-15
