Gene = Mre11a
index = 694
Annotated 5SS: [  104   875  2357  6080 11205 12531 15017 18296 20874 25231 27303 30618
 32316 34825 40704 41962 44762 46308 48063]
Annotated 3SS: [  776  2223  5918 11116 12388 14901 18109 20701 25149 27175 30513 32141
 34761 40486 41880 44702 46242 47986 48952]
SMsplice 5SS: [  104   875  2357  6080  9651 11205 11617 12531 15017 18045 18296 19200
 20874 25231 27303 30618 32316 34679 34825 40364 41962 46308 48180]
SMsplice 3SS: [  776  2223  5918  9527 11116 11422 12388 14901 17904 18141 19110 20701
 25149 27175 30513 32141 34618 34761 40289 41880 46242 47986 48952]
top_k =  1000
Partition function (log Z): 35.816169557354804

Sorted 5' Splice Sites (High to Low Probability):
Position 41962: 0.9969665605805439
Position 30618: 0.9904398244294279
Position 23377: 0.9894245304220719
Position 32316: 0.9853874197773304
Position 27303: 0.9842033723862562
Position 25231: 0.968495836962637
Position 2357: 0.962405635847286
Position 11205: 0.9494306237891362
Position 15017: 0.9464017528848513
Position 46308: 0.9276929123549476
Position 18296: 0.8413215812182068
Position 11617: 0.8099201062788298
Position 12531: 0.7505591919290837
Position 34825: 0.7410320737244076
Position 28419: 0.716299062017906
Position 34679: 0.7037150005058381
Position 18045: 0.6715635806685819
Position 19200: 0.6415312414830875
Position 9651: 0.6195732826200829
Position 875: 0.5697280129760505
Position 42591: 0.5062037467108025
Position 31024: 0.5020313595409891
Position 6080: 0.482039135526518
Position 20874: 0.48066752592042616
Position 40364: 0.4765331628866672
Position 32730: 0.4593371358669186
Position 13998: 0.4491629854205567
Position 48180: 0.4290605895476983
Position 40359: 0.40681180315832227
Position 44762: 0.36385268643314
Position 29074: 0.3605413982334414
Position 26669: 0.316696608694129
Position 3512: 0.30190389147010666
Position 104: 0.3011398223224022
Position 48063: 0.2994913358889818
Position 40704: 0.29431188137169917
Position 44188: 0.28377597610442695
Position 20838: 0.2520968447106781
Position 34858: 0.2380249982627436
Position 6076: 0.23485133734128014
Position 25844: 0.22136441499823747
Position 245: 0.20265194914647672
Position 4032: 0.18396028089898628
Position 8020: 0.17519342781792926
Position 3516: 0.17104032521582901
Position 22641: 0.16590170009950525
Position 154: 0.15053615382583432
Position 26269: 0.14382262717578603
Position 44609: 0.1431542770548347
Position 18860: 0.14270108176429971
Position 16271: 0.1336183482899759
Position 13993: 0.13119690875873577
Position 214: 0.1273655949831138
Position 22551: 0.12701927022736303
Position 43857: 0.12410750593577813
Position 25837: 0.12130656595295335
Position 8934: 0.11894173034055243
Position 22348: 0.11162665873758981
Position 27712: 0.10939727439913152
Position 48184: 0.08501164524871971
Position 43770: 0.08338089148039836
Position 1820: 0.08254876769664507
Position 642: 0.07623148893984828
Position 35583: 0.07492664825845458
Position 9616: 0.07490723007214287
Position 25677: 0.07177233266758087
Position 48527: 0.06850915463431519
Position 6042: 0.06509026432784522
Position 43866: 0.06191600736622196
Position 16137: 0.06147764791423938
Position 15214: 0.058606270646061685
Position 26211: 0.05430945124067401
Position 2701: 0.05274643569910995
Position 26772: 0.05206765264339136
Position 31141: 0.04995774233242491
Position 12280: 0.0484803225256862
Position 18808: 0.04754762661205583
Position 359: 0.046135138933012236
Position 306: 0.045380990869154626
Position 7856: 0.04373140938214786
Position 34231: 0.04132500798446396
Position 22455: 0.03815768248529751
Position 49: 0.037876100370839216
Position 190: 0.035825699693165375
Position 3451: 0.03370540585427795
Position 17: 0.03250739334268768
Position 49125: 0.03197215763513301
Position 6056: 0.03164827682817845
Position 7392: 0.031197782487212337
Position 26790: 0.0306233995716663
Position 9078: 0.029941389923980974
Position 9596: 0.029611854942373648
Position 32726: 0.028656705371488123
Position 4058: 0.027079563191148424
Position 9705: 0.023326989310367
Position 17967: 0.02306021747524274
Position 47516: 0.02223841943618492
Position 33045: 0.021542935919598983
Position 12535: 0.020491609922940197
Position 12030: 0.019850360474989334
Position 8788: 0.019349681483981564
Position 4148: 0.0187263561140929
Position 48110: 0.01865027830548982
Position 17952: 0.016743701781170503
Position 15874: 0.016387167261489508
Position 313: 0.015835521800281055
Position 12908: 0.01571958540723402
Position 18800: 0.0156823737903973
Position 5493: 0.01506892935767075
Position 12520: 0.013820057010759798
Position 27367: 0.01319807383806034
Position 4095: 0.01285480040824813
Position 14640: 0.01224767875313672
Position 32355: 0.011995672911741148
Position 12974: 0.011759326129393684
Position 34376: 0.011394863906856005
Position 722: 0.011110888451516565
Position 48882: 0.011062506477398723
Position 831: 0.011058458629367282
Position 34854: 0.01097677567301042
Position 41594: 0.01079005598464637
Position 43852: 0.010582767688202706
Position 31066: 0.010568453713919625
Position 15299: 0.010407593050920263
Position 12284: 0.010288562984812835
Position 28803: 0.010261594212292304
Position 1141: 0.010231341516141922
Position 33373: 0.009198459749658975
Position 11278: 0.0089885579061472
Position 2733: 0.008981090314848873
Position 2368: 0.008936069703607689
Position 43528: 0.008808527777752151
Position 25865: 0.008695599551600377
Position 29400: 0.008432782304964791
Position 42448: 0.008370805822001427
Position 9712: 0.007992363259637593
Position 19146: 0.007927959487818333
Position 25515: 0.007889094343986104
Position 10789: 0.007527075612882832
Position 18612: 0.007413359090427551
Position 41623: 0.0069498070172793166
Position 48581: 0.006931879672323352
Position 34310: 0.006854381407317935
Position 10881: 0.0064661286322596065
Position 6019: 0.006433961853555666
Position 33348: 0.00634889406167065
Position 34862: 0.006238305867556133
Position 31529: 0.005995438090434522
Position 34564: 0.005977892860263907
Position 43592: 0.005720469829408144
Position 13027: 0.005597811970808852
Position 35360: 0.005470341821692752
Position 15700: 0.005212448374683774
Position 960: 0.005073276662219662
Position 30245: 0.005045160048794263
Position 46889: 0.004973280686429851
Position 19325: 0.00491339209079412
Position 17802: 0.004895448004111092
Position 13222: 0.004601719182889541
Position 26340: 0.004573312702970372
Position 41420: 0.004551223454704489
Position 47429: 0.004455011473619737
Position 48042: 0.004413029315330694
Position 31289: 0.004289613809369972
Position 5463: 0.00428699799416816
Position 5459: 0.004184483434883962
Position 14046: 0.004124000815547597
Position 30448: 0.004111635045638035
Position 9111: 0.00389010330268483
Position 23295: 0.0038154790692613745
Position 23984: 0.0036942839494697594
Position 33009: 0.00360850648187336
Position 34100: 0.0036075412021740493
Position 42603: 0.0035388264559455484
Position 34546: 0.003448103064635658
Position 33251: 0.003400373349593809
Position 10336: 0.0033849636519543698
Position 32884: 0.0033637401614201486
Position 38141: 0.0033247388953270285
Position 6013: 0.0033107689259670083
Position 29137: 0.0032830132526741893
Position 47837: 0.0032532301578725594
Position 44934: 0.0031184322749025018
Position 8190: 0.0030859286204035674
Position 12548: 0.002975196161863962
Position 2890: 0.0029615603094451447
Position 31491: 0.0028959310998778426
Position 14592: 0.002802605929504574
Position 11253: 0.002686616426830675
Position 16589: 0.002510443261952436
Position 43973: 0.0024970091564606185
Position 2401: 0.0024696772300279502
Position 6964: 0.0024177323011986564
Position 48454: 0.0023800591389044837
Position 48833: 0.002370934909265587
Position 27425: 0.002264760484714575
Position 915: 0.0022498840401362014
Position 29816: 0.0022448677810473832
Position 6008: 0.0022313934365424436
Position 48162: 0.002160618927805996
Position 31562: 0.0021439426068937647
Position 12931: 0.0021375160789092675
Position 2980: 0.0021189083560446387
Position 11173: 0.0020306697123753203
Position 11811: 0.002024098688049941
Position 34901: 0.0019119182842239084
Position 30874: 0.0018489815162545664
Position 45533: 0.0017985670193410644
Position 184: 0.001725700347880808
Position 42288: 0.0017255292912694902
Position 25382: 0.0016427798171829654
Position 48465: 0.001625506843596821
Position 16611: 0.0016007997799210817
Position 43151: 0.0015946664852548064
Position 38317: 0.0015702033353818731
Position 28672: 0.0015527867047648183
Position 405: 0.0015438635178553518
Position 12009: 0.0015413225372693416
Position 33277: 0.00151077539231074
Position 179: 0.0014974660146939997
Position 9719: 0.0014973607863962325
Position 41507: 0.001471069829736903
Position 39161: 0.0014269580065771215
Position 31052: 0.0014252469082161382
Position 42021: 0.0013808672700981381
Position 13856: 0.0013796831614166323
Position 657: 0.0013649828899673867
Position 25555: 0.0013379670228159265
Position 18261: 0.0013333492490446939
Position 428: 0.0013228267774459876
Position 6668: 0.0012832860494820966
Position 48354: 0.0012479428608766876
Position 14198: 0.0012104874167850022
Position 31461: 0.001201494504419488
Position 25660: 0.0011748576204399469
Position 48848: 0.001173495938865965
Position 49264: 0.0011558311043871295
Position 31073: 0.0011269008597872185
Position 2838: 0.0011106796455996948
Position 43537: 0.0010642597077345404
Position 48141: 0.0010496011750271755
Position 31926: 0.0010414371319459545
Position 27614: 0.00101896258141443
Position 2691: 0.000988586422975201
Position 16622: 0.0009490024496896196
Position 226: 0.000921460709678731
Position 34876: 0.0009121518561353123
Position 34872: 0.0008628687395464839
Position 383: 0.0008575213151286448
Position 8303: 0.0008352312739857084
Position 7198: 0.0008286737788996152
Position 285: 0.0008100245614762062
Position 48197: 0.0008006198080899452
Position 29683: 0.0007999180476806123
Position 1714: 0.0007986151882561752
Position 25551: 0.0007881734139521867
Position 35207: 0.0007848523432924642
Position 33408: 0.0007792248295072758
Position 2772: 0.0007782828841038592
Position 62: 0.0007709282064171278
Position 48503: 0.0007707052611281085
Position 6049: 0.0007527282791226954
Position 379: 0.0007357704004030603
Position 31944: 0.0007342365579054615
Position 15177: 0.0007251442714926173
Position 4127: 0.0007173766717618925
Position 26403: 0.000693780511664443
Position 625: 0.0006796745094172722
Position 11786: 0.0006786369022895263
Position 297: 0.0006697615062882754
Position 73: 0.0006672395488153145
Position 3340: 0.0006666325329181805
Position 31061: 0.0006642768981054443
Position 763: 0.0006436743078537494
Position 9628: 0.0006429554869603289
Position 12005: 0.0006090554071864154
Position 28954: 0.0006038548205217646
Position 174: 0.000593346714210041
Position 3060: 0.0005694760006770039
Position 3441: 0.0005558741144001115
Position 143: 0.0005543528332536318
Position 129: 0.0005492388602254281
Position 5215: 0.0005445623642324008
Position 40764: 0.0005196083356734576
Position 40777: 0.0005092456903973379
Position 12470: 0.0005052869328113636
Position 2657: 0.00047211776768327717
Position 2096: 0.00046887452331490387
Position 4985: 0.0004608823621404444
Position 31449: 0.0004574608204888953
Position 32736: 0.0004571971388495733
Position 24227: 0.0004482192514114468
Position 3242: 0.0004256108868611647
Position 377: 0.0004231001704790809
Position 149: 0.00040443807949697456
Position 32562: 0.00039763117606972603
Position 35135: 0.00039757489413338223
Position 40329: 0.0003946687590286216
Position 361: 0.00039199941456117887
Position 1488: 0.0003875639990147271
Position 895: 0.0003846367996451424
Position 2294: 0.00038306319693458664
Position 18112: 0.0003794083000854772
Position 30984: 0.0003790097092964669
Position 48469: 0.0003428531645483202
Position 29104: 0.0003423356838074094
Position 572: 0.00033918719342204446
Position 32724: 0.00029480622542345437
Position 974: 0.00029342695568827917
Position 502: 0.0002816374195109604
Position 441: 0.00028048798802730396
Position 43586: 0.000270080761796354
Position 4156: 0.0002680936669593286
Position 320: 0.00026254951114596713
Position 30909: 0.0002583630312566849
Position 28459: 0.0002568416124704117
Position 31841: 0.000245008032187844
Position 1779: 0.0002418079218999881
Position 14321: 0.0002275521664360299
Position 43965: 0.00022234301343198007
Position 2786: 0.00019855824317784702
Position 3080: 0.00018487480654589883
Position 1396: 0.00018077993330256557
Position 31354: 0.00017088756217848973
Position 43824: 0.00016576932612968255
Position 1207: 0.00015157304373037886
Position 2546: 0.0001488488175574675
Position 1668: 0.00014613645828364145
Position 18317: 0.00014176644310006197
Position 2684: 0.00012991996845801963
Position 32240: 0.000129870698158336
Position 1038: 0.0001294786802295798
Position 42360: 0.00012793044452686996
Position 699: 0.00012791052931498078
Position 2390: 0.0001273021787877528
Position 70: 0.0001267427306522977
Position 46841: 0.00011836829532009545
Position 42948: 0.0001153506277063858
Position 3393: 0.00011521686178434738
Position 561: 0.00011032153450120402
Position 218: 0.00010518273351991658
Position 690: 6.773011670448125e-05
Position 1286: 5.832523010506369e-05
Position 27324: 5.7341737965226754e-05
Position 607: 5.1614827261373435e-05
Position 27747: 4.7977708287182084e-05
Position 272: 4.073946682125922e-05
Position 117: 3.874904809081561e-05
Position 43070: 3.750770305187695e-05
Position 43329: 3.7386646950757374e-05
Position 42395: 3.672130694693086e-05
Position 495: 3.670435485493945e-05
Position 1831: 3.568614449182594e-05
Position 27311: 3.211654782924785e-05
Position 1376: 3.204672053628455e-05
Position 1422: 3.109991377027949e-05
Position 521: 2.6757406154686128e-05
Position 2627: 2.5953312749216736e-05
Position 575: 2.1261635446112276e-05
Position 43422: 1.4928563418819564e-05
Position 434: 1.3170876996110282e-05
Position 648: 1.2662689033426696e-05
Position 529: 1.052969845297877e-05
Position 465: 9.560488315757665e-06
Position 395: 9.510395533205762e-06
Position 27599: 9.330749709751425e-06
Position 646: 8.821537029224605e-06
Position 617: 8.424054999078611e-06
Position 3820: 8.42004715834277e-06
Position 15233: 8.283088898345798e-06
Position 507: 7.633583421119876e-06
Position 16016: 6.541016773773173e-06
Position 35176: 4.892197861584816e-06
Position 34973: 2.889635865062716e-06
Position 581: 2.2075914230437613e-06
Position 18642: 2.1597700467086947e-06
Position 42260: 2.1135857736704786e-06
Position 35219: 1.979912789446094e-06
Position 3597: 1.956458865445218e-06
Position 32264: 1.8121419282969941e-06
Position 31081: 1.6892703750467394e-06
Position 30588: 4.0601365329568013e-07
Position 448: 3.4134675278526534e-07
Position 323: 2.4217092517868025e-07
Position 30596: 1.1882233804820266e-07
Position 432: 7.556666382114311e-08
Position 34881: 2.9171758745389666e-08
Position 34956: 2.8573521578595697e-08
Position 34850: 1.3606100118358374e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 34761: 0.9987311017342202
Position 23224: 0.9932400094913355
Position 30513: 0.9720755345360196
Position 2223: 0.9710736168811411
Position 41880: 0.9309723372077908
Position 14901: 0.9283914718460125
Position 11116: 0.9279534019615904
Position 47986: 0.913678208052076
Position 32141: 0.8785388342828534
Position 46242: 0.8524434155413305
Position 48952: 0.8460879870136303
Position 27175: 0.8291770677593443
Position 11422: 0.7723099007264641
Position 25149: 0.7575633981830064
Position 9527: 0.7575520364779611
Position 40289: 0.7066127601541445
Position 17904: 0.706581354310748
Position 19110: 0.6383049411395897
Position 12388: 0.6375296637285167
Position 20701: 0.6263140200759029
Position 5918: 0.6005665102867147
Position 13875: 0.5262042697762497
Position 776: 0.5201174501917945
Position 18141: 0.5170055952876899
Position 3359: 0.4976222092993815
Position 42494: 0.4203885685849664
Position 34618: 0.4074427195888317
Position 26604: 0.35933479733486645
Position 32653: 0.33723142057672506
Position 44702: 0.33712574924271504
Position 28957: 0.2984289755977762
Position 30894: 0.27482005116465885
Position 22432: 0.24404944068461168
Position 28374: 0.23263823262859068
Position 5937: 0.2150937265478778
Position 44055: 0.214679379745634
Position 25078: 0.2109324387796305
Position 40486: 0.2060999115508446
Position 18689: 0.20579937888586525
Position 40201: 0.17712687464987373
Position 18109: 0.16690668332553707
Position 27222: 0.16344884626757628
Position 34528: 0.16319589016722005
Position 8716: 0.15096024368104105
Position 25613: 0.14863980818991515
Position 28302: 0.14749137230576453
Position 25707: 0.1356484442955424
Position 18146: 0.12649332866190197
Position 30804: 0.12644625968393186
Position 43715: 0.1194235807810137
Position 28279: 0.11901112906236459
Position 30914: 0.11229617634379598
Position 26089: 0.10507418939079145
Position 48299: 0.10199442819580663
Position 43745: 0.09685264447999713
Position 12420: 0.09092178842064248
Position 34459: 0.08989469952896263
Position 25759: 0.08679273076579183
Position 7904: 0.0855573822973027
Position 3996: 0.08528445744519603
Position 26068: 0.08020694122197777
Position 3861: 0.07891219592972937
Position 182: 0.07601181266318063
Position 7883: 0.07458780082583759
Position 46209: 0.072959764533066
Position 22288: 0.07184070699955344
Position 32078: 0.07068129935732315
Position 32587: 0.06863334273015717
Position 27483: 0.06776378850522644
Position 1633: 0.06702598256487521
Position 41845: 0.06598633492342215
Position 3911: 0.06262705586774348
Position 16135: 0.06134451273719825
Position 43918: 0.061077867123208
Position 28056: 0.05835875631496577
Position 44556: 0.05659051610576743
Position 526: 0.056526955047093264
Position 22256: 0.05644277572145132
Position 15115: 0.054179790566575445
Position 20727: 0.05234129012240845
Position 44306: 0.052283099564081344
Position 35486: 0.05148452427226543
Position 28354: 0.05074424201644373
Position 44274: 0.049708439843796554
Position 7723: 0.047751802443758394
Position 22166: 0.04607646580280268
Position 43494: 0.0423848177309454
Position 16106: 0.041375707125637345
Position 16157: 0.040986398617639176
Position 12356: 0.04089840353697516
Position 32629: 0.04014046778942463
Position 20709: 0.039254448583262214
Position 32166: 0.03905496831591363
Position 13787: 0.03621507662352669
Position 624: 0.03567486082527837
Position 48749: 0.03436081603180399
Position 16043: 0.033614348098024646
Position 28268: 0.03333417640794747
Position 40602: 0.033228669296562534
Position 28975: 0.03167192867309608
Position 34534: 0.03033270347510901
Position 42358: 0.029974714571216372
Position 42473: 0.028951739496245812
Position 40512: 0.02862323331411436
Position 12176: 0.02609222472301612
Position 34204: 0.02567282944793969
Position 7327: 0.025541353537825533
Position 11490: 0.025492496074922107
Position 42447: 0.024656506684024755
Position 25791: 0.024605523936434857
Position 27965: 0.024242295427468495
Position 47418: 0.024066865278926434
Position 32515: 0.023399865612955144
Position 17867: 0.023058221283069523
Position 26547: 0.022799290637803338
Position 43527: 0.02240454981696727
Position 40579: 0.022131456491140903
Position 11166: 0.021567823665635998
Position 5368: 0.021435642073111577
Position 43848: 0.019285779880276688
Position 15668: 0.019066984813186808
Position 2530: 0.01895837399766302
Position 2570: 0.018265543282140834
Position 11919: 0.018032726455595047
Position 12825: 0.01742194452668274
Position 33214: 0.015683958365166048
Position 32699: 0.0154847961302915
Position 28906: 0.015328918052206581
Position 12008: 0.014639051633909887
Position 11092: 0.014139625703127849
Position 31270: 0.01409927353127107
Position 10718: 0.013993204245142412
Position 49426: 0.013932628218837156
Position 22473: 0.013757761670522381
Position 26017: 0.013285227045914873
Position 28142: 0.01298318104704346
Position 18997: 0.012801911443630722
Position 12894: 0.012748849426077565
Position 30950: 0.012559108202276374
Position 30478: 0.01203110243953196
Position 15158: 0.01152868890365331
Position 49615: 0.0114814798862278
Position 12392: 0.011382641912051907
Position 30874: 0.011268589163645332
Position 2562: 0.011170499980267642
Position 9018: 0.011135158520804756
Position 41405: 0.010948242616265712
Position 25795: 0.010860195670136416
Position 14864: 0.010831658461275833
Position 28236: 0.010787509291554679
Position 5963: 0.010696105823823526
Position 27599: 0.010634079422407437
Position 34309: 0.01061348746039637
Position 22591: 0.01053816067081464
Position 35331: 0.010302304861108173
Position 35378: 0.010277636493081397
Position 14913: 0.010273770504467204
Position 25443: 0.010217152215058737
Position 30755: 0.010209173342123191
Position 8733: 0.009995693868531023
Position 14562: 0.009789976058581243
Position 34640: 0.009773695835007763
Position 32953: 0.009731678685432031
Position 13925: 0.009494685241550496
Position 28802: 0.009424931467996561
Position 33986: 0.009359944653443397
Position 1735: 0.008989846844337398
Position 34223: 0.008915818648259664
Position 20784: 0.00865502678294617
Position 27617: 0.008480542023530819
Position 18245: 0.008450218022649397
Position 16009: 0.00833078441793659
Position 44598: 0.008321051047541397
Position 41493: 0.008279549636161976
Position 11552: 0.008080656970905976
Position 3290: 0.007972393430852926
Position 7775: 0.007734849467314569
Position 13666: 0.0075723238474463515
Position 2620: 0.00748564956472601
Position 42419: 0.007229545343516234
Position 33931: 0.00712935324710134
Position 32599: 0.006737078912783139
Position 25554: 0.0067364959097377716
Position 27157: 0.0067040182631968774
Position 26745: 0.006702119596838269
Position 25714: 0.006521178174271671
Position 32814: 0.006359326360254456
Position 34094: 0.006130115455468623
Position 12223: 0.006036014599422784
Position 3693: 0.006018537012437619
Position 49954: 0.005968652514127451
Position 28322: 0.00590956205490439
Position 27456: 0.005858126594679408
Position 31059: 0.0057875581493768225
Position 46725: 0.00576859415092619
Position 26771: 0.005742200061883365
Position 48153: 0.005496918428905256
Position 14500: 0.005260308624060058
Position 27502: 0.005171199261526693
Position 42569: 0.005073084161777775
Position 16345: 0.005060245491563134
Position 13993: 0.004987976245083562
Position 30516: 0.00498052724415393
Position 28078: 0.00497907595897996
Position 44060: 0.0049715679327802615
Position 12496: 0.00495618902172131
Position 17570: 0.004895448004111088
Position 11814: 0.004773372564527365
Position 33149: 0.00474736835786231
Position 11940: 0.004669120075103414
Position 48900: 0.004619315259830913
Position 34514: 0.004561717341563528
Position 1600: 0.0045503047083145735
Position 30978: 0.004538434250811846
Position 30722: 0.0045361969587052004
Position 16186: 0.004518752781974496
Position 18489: 0.0043652729037555
Position 2818: 0.00432718923594452
Position 32900: 0.004297759140297271
Position 49646: 0.004266682131490162
Position 12764: 0.004218629919658017
Position 32150: 0.004185526603155446
Position 28550: 0.00416355520801349
Position 12096: 0.003956252739353092
Position 38111: 0.003831279805486699
Position 27535: 0.003828404004130854
